sku,qty
NEWMOB00319,32
NEWMOB00298,28
NEWMOB00392,26
NEWMOB00303,19
NEWMOB00411,14
NEWMOB00393,12
NEWMOB00358,12
NEWMOB00410,11
NEWMOB00083,8
NEWMOB00119,6
NEWMOB00115,6
NEWMOB00365,6
NEWMOB00301,5
NEWMOB00048,4
NEWMOB00306,4
NEWMOB00360,3
NEWMOB00424,3
NEWMOB00320,3
NEWMOB00350,3
NEWMOB00351,3
NEWMOB00363,3
NEWMOB00333,3
NEWMOB00419,3
NEWMOB00066,2
NEWMOB00052,2
NEWMOB00085,2
NEWMOB00394,2
NEWMOB00095,2
NEWMOB00391,2
NEWMOB00421,2
NEWMOB00383,2
NEWMOB00060,1
NEWMOB00426,1
NEWMOB00304,1
NEWMOB00302,1
NEWMOB00425,1
NEWMOB00231,1
NEWMOB00101,1
NEWMOB00094,1
NEWMOB00418,1
NEWMOB00458,1
NEWMOB00428,1
NEWMOB00016,1
NEWMOB00014,1
