store,websites,attribute_set,type,sku,status,product_category_type,is_recurring,visibility,tax_class_id,ebizmarts_mark_visited,brands,remove_compare_link,cash_on_delivery,emi_option,free_home_delivery,hard_disk_drive_storage,graphic_card_memory,screen_details,cpu,storage_capacity,graphic_card_type,warranty,webcam,screen_size,segment,laptop_warranty_summary,laptop_screen_range,laptop_ram,laptop_operating_system,laptop_graphic_card_model,laptop_freebag,laptop_touchscreen,deal_on_active,deal_on,is_superdeal,laptop_processor,magebuzz_featured_product,name,meta_title,meta_description,image,small_image,thumbnail,gallery,url_key,url_path,custom_design,page_layout,options_container,image_label,small_image_label,thumbnail_label,country_of_manufacture,msrp_enabled,msrp_display_actual_price_type,gift_message_available,offers,video,warrenty,product_label,model_no,cpu_speed,ram_type,hdd_type,card_reader,series_name,eb_code,laptop_optical_drive,laptop_colour,laptop_screen_type,laptop_adapter,laptop_battery,gr_ean,creareseo_discontinued,creareseo_discontinued_product,deals,pro_mainname,laptop_battery_backup,laptop_remark,nav_item_no,price,special_price,weight,msrp,special_from_date,special_to_date,news_from_date,news_to_date,custom_design_from,custom_design_to,gr_valid_through,description,short_description,meta_keyword,custom_layout_update,imp_desc,deals_desc,searchindex_weight,concated_description,qty,min_qty,use_config_min_qty,is_qty_decimal,backorders,use_config_backorders,min_sale_qty,use_config_min_sale_qty,max_sale_qty,use_config_max_sale_qty,is_in_stock,low_stock_date,notify_stock_qty,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,stock_status_changed_auto,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,stock_status_changed_automatically,use_config_enable_qty_increments,product_name,store_id,product_type_id,product_status_changed,product_changed_websites
admin,base,Laptops,simple,QCPDT000129,Disabled,QCPEND-DT,No,"Catalog, Search",GST18,No,,Yes,Yes,No,Yes,,,,,,,1 Month Warranty.,,,,1 Month Warranty.,,,,,No,No,No,,No,,0,HP DC 7700 Core 2 Duo 2GB 160GB,,,,,,,,,,No layout updates,Block after Info Column,,,, ,Use config,Use config,No,,,1 Month Warranty.,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,0,0,1,0,0,1,1,1,0,1,1,,,1,0,1,0,1,0,1,0,0,0,1,HP DC 7700 Core 2 Duo 2GB 160GB,0,simple,,
admin,base,Laptops,simple,QCPDT000130,Disabled,QCPEND-DT,No,"Catalog, Search",GST18,No,,Yes,Yes,No,Yes,,,,,,,1 Month Warranty.,,,,1 Month Warranty.,,,,,No,No,No,,No,,0,HP ERASED Core 2 Duo 2GB 160GB,,,,,,,,,,No layout updates,Block after Info Column,,,, ,Use config,Use config,No,,,1 Month Warranty.,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,0,0,1,0,0,1,1,1,0,1,1,,,1,0,1,0,1,0,1,0,0,0,1,HP ERASED Core 2 Duo 2GB 160GB,0,simple,,
admin,base,Laptops,simple,QCPDT000131,Disabled,QCPEND-DT,No,"Catalog, Search",GST18,No,,Yes,Yes,No,Yes,,,,,,,1 Month Warranty.,,,,1 Month Warranty.,,,,,No,No,No,,No,,0,HCL INFINITI PRO BL 1280 Core 2 Duo 2GB 160GB,,,,,,,,,,No layout updates,Block after Info Column,,,, ,Use config,Use config,No,,,1 Month Warranty.,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,0,0,1,0,0,1,1,1,0,1,1,,,1,0,1,0,1,0,1,0,0,0,1,HCL INFINITI PRO BL 1280 Core 2 Duo 2GB 160GB,0,simple,,
admin,base,Laptops,simple,QCPDT000132,Disabled,QCPEND-DT,No,"Catalog, Search",GST18,No,,Yes,Yes,No,Yes,,,,,,,1 Month Warranty.,,,,1 Month Warranty.,,,,,No,No,No,,No,,0,HCL LX BUSYBEE ALPHA 4780 Core 2 Duo 2GB 160GB,,,,,,,,,,No layout updates,Block after Info Column,,,, ,Use config,Use config,No,,,1 Month Warranty.,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,0,0,1,0,0,1,1,1,0,1,1,,,1,0,1,0,1,0,1,0,0,0,1,HCL LX BUSYBEE ALPHA 4780 Core 2 Duo 2GB 160GB,0,simple,,
admin,base,Laptops,simple,QCPDT000133,Disabled,QCPEND-DT,No,"Catalog, Search",GST18,No,,Yes,Yes,No,Yes,,,,,,,1 Month Warranty.,,,,1 Month Warranty.,,,,,No,No,No,,No,,0,DELL OPTIPLEX 755 Core 2 Duo 2GB 160GB,,,,,,,,,,No layout updates,Block after Info Column,,,, ,Use config,Use config,No,,,1 Month Warranty.,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,0,0,1,0,0,1,1,1,0,1,1,,,1,0,1,0,1,0,1,0,0,0,1,DELL OPTIPLEX 755 Core 2 Duo 2GB 160GB,0,simple,,
admin,base,Laptops,simple,QCPDT000134,Disabled,QCPEND-DT,No,"Catalog, Search",GST18,No,,Yes,Yes,No,Yes,,,,,,,1 Month Warranty.,,,,1 Month Warranty.,,,,,No,No,No,,No,,0,HCL POS XP 4982 Core 2 Duo 2GB 160GB,,,,,,,,,,No layout updates,Block after Info Column,,,, ,Use config,Use config,No,,,1 Month Warranty.,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,0,0,1,0,0,1,1,1,0,1,1,,,1,0,1,0,1,0,1,0,0,0,1,HCL POS XP 4982 Core 2 Duo 2GB 160GB,0,simple,,
admin,base,Laptops,simple,QCPDT000135,Disabled,QCPEND-DT,No,"Catalog, Search",GST18,No,,Yes,Yes,No,Yes,,,,,,,1 Month Warranty.,,,,1 Month Warranty.,,,,,No,No,No,,No,,0,ACER POWER SERIES Core 2 Duo 2GB 160GB,,,,,,,,,,No layout updates,Block after Info Column,,,, ,Use config,Use config,No,,,1 Month Warranty.,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,0,0,1,0,0,1,1,1,0,1,1,,,1,0,1,0,1,0,1,0,0,0,1,ACER POWER SERIES Core 2 Duo 2GB 160GB,0,simple,,
admin,base,Laptops,simple,QCPDT000136,Disabled,QCPEND-DT,No,"Catalog, Search",GST18,No,,Yes,Yes,No,Yes,,,,,,,1 Month Warranty.,,,,1 Month Warranty.,,,,,No,No,No,,No,,0,HP PRO 3090 MICROTOWER Core 2 Duo 2GB 160GB,,,,,,,,,,No layout updates,Block after Info Column,,,, ,Use config,Use config,No,,,1 Month Warranty.,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,0,0,1,0,0,1,1,1,0,1,1,,,1,0,1,0,1,0,1,0,0,0,1,HP PRO 3090 MICROTOWER Core 2 Duo 2GB 160GB,0,simple,,
admin,base,Laptops,simple,QCPDT000137,Disabled,QCPEND-DT,No,"Catalog, Search",GST18,No,,Yes,Yes,No,Yes,,,,,,,1 Month Warranty.,,,,1 Month Warranty.,,,,,No,No,No,,No,,0,HP SGH7210R4L Core 2 Duo 2GB 160GB,,,,,,,,,,No layout updates,Block after Info Column,,,, ,Use config,Use config,No,,,1 Month Warranty.,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,0,0,1,0,0,1,1,1,0,1,1,,,1,0,1,0,1,0,1,0,0,0,1,HP SGH7210R4L Core 2 Duo 2GB 160GB,0,simple,,
admin,base,Laptops,simple,QCPDT000138,Disabled,QCPEND-DT,No,"Catalog, Search",GST18,No,,Yes,Yes,No,Yes,,,,,,,1 Month Warranty.,,,,1 Month Warranty.,,,,,No,No,No,,No,,0,IBM THINKCENTER 8296-A42 Core 2 Duo 2GB 160GB,,,,,,,,,,No layout updates,Block after Info Column,,,, ,Use config,Use config,No,,,1 Month Warranty.,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,0,0,1,0,0,1,1,1,0,1,1,,,1,0,1,0,1,0,1,0,0,0,1,IBM THINKCENTER 8296-A42 Core 2 Duo 2GB 160GB,0,simple,,
admin,base,Laptops,simple,QCPDT000139,Disabled,QCPEND-DT,No,"Catalog, Search",GST18,No,,Yes,Yes,No,Yes,,,,,,,1 Month Warranty.,,,,1 Month Warranty.,,,,,No,No,No,,No,,0,LENOVOÿ THINKCENTER 8776 A27 Core 2 Duo 2GB 160GB,,,,,,,,,,No layout updates,Block after Info Column,,,, ,Use config,Use config,No,,,1 Month Warranty.,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,0,0,1,0,0,1,1,1,0,1,1,,,1,0,1,0,1,0,1,0,0,0,1,LENOVOÿ THINKCENTER 8776 A27 Core 2 Duo 2GB 160GB,0,simple,,
admin,base,Laptops,simple,QCPDT000140,Disabled,QCPEND-DT,No,"Catalog, Search",GST18,No,,Yes,Yes,No,Yes,,,,,,,1 Month Warranty.,,,,1 Month Warranty.,,,,,No,No,No,,No,,0,LENOVOÿ THINKCENTER M58 Core 2 Duo 2GB 160GB,,,,,,,,,,No layout updates,Block after Info Column,,,, ,Use config,Use config,No,,,1 Month Warranty.,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,0,0,1,0,0,1,1,1,0,1,1,,,1,0,1,0,1,0,1,0,0,0,1,LENOVOÿ THINKCENTER M58 Core 2 Duo 2GB 160GB,0,simple,,
admin,base,Laptops,simple,QCPDT000141,Disabled,QCPEND-DT,No,"Catalog, Search",GST18,No,,Yes,Yes,No,Yes,,,,,,,1 Month Warranty.,,,,1 Month Warranty.,,,,,No,No,No,,No,,0,LENOVOÿ THINKCENTRE 9637 C42 Core 2 Duo 2GB 160GB,,,,,,,,,,No layout updates,Block after Info Column,,,, ,Use config,Use config,No,,,1 Month Warranty.,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,0,0,1,0,0,1,1,1,0,1,1,,,1,0,1,0,1,0,1,0,0,0,1,LENOVOÿ THINKCENTRE 9637 C42 Core 2 Duo 2GB 160GB,0,simple,,
admin,base,Laptops,simple,QCPDT000142,Disabled,QCPEND-DT,No,"Catalog, Search",GST18,No,,Yes,Yes,No,Yes,,,,,,,1 Month Warranty.,,,,1 Month Warranty.,,,,,No,No,No,,No,,0,IBM THINKCENTRE A-52 8297A57 Core 2 Duo 2GB 160GB,,,,,,,,,,No layout updates,Block after Info Column,,,, ,Use config,Use config,No,,,1 Month Warranty.,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,0,0,1,0,0,1,1,1,0,1,1,,,1,0,1,0,1,0,1,0,0,0,1,IBM THINKCENTRE A-52 8297A57 Core 2 Duo 2GB 160GB,0,simple,,
admin,base,Laptops,simple,QCPDT000143,Disabled,QCPEND-DT,No,"Catalog, Search",GST18,No,,Yes,Yes,No,Yes,,,,,,,1 Month Warranty.,,,,1 Month Warranty.,,,,,No,No,No,,No,,0,LENOVOÿ THINKCENTRE A55 9637BS9 Core 2 Duo 2GB 160GB,,,,,,,,,,No layout updates,Block after Info Column,,,, ,Use config,Use config,No,,,1 Month Warranty.,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,0,0,1,0,0,1,1,1,0,1,1,,,1,0,1,0,1,0,1,0,0,0,1,LENOVOÿ THINKCENTRE A55 9637BS9 Core 2 Duo 2GB 160GB,0,simple,,
admin,base,Laptops,simple,QCPDT000144,Disabled,QCPEND-DT,No,"Catalog, Search",GST18,No,,Yes,Yes,No,Yes,,,,,,,1 Month Warranty.,,,,1 Month Warranty.,,,,,No,No,No,,No,,0,LENOVOÿ THINKCENTRE M55 880894Q Core 2 Duo 2GB 160GB,,,,,,,,,,No layout updates,Block after Info Column,,,, ,Use config,Use config,No,,,1 Month Warranty.,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,0,0,1,0,0,1,1,1,0,1,1,,,1,0,1,0,1,0,1,0,0,0,1,LENOVOÿ THINKCENTRE M55 880894Q Core 2 Duo 2GB 160GB,0,simple,,
admin,base,Laptops,simple,QCPDT000145,Disabled,QCPEND-DT,No,"Catalog, Search",GST18,No,,Yes,Yes,No,Yes,,,,,,,1 Month Warranty.,,,,1 Month Warranty.,,,,,No,No,No,,No,,0,LENOVOÿ THINKCENTRE M55E 9637 BD7 Core 2 Duo 2GB 160GB,,,,,,,,,,No layout updates,Block after Info Column,,,, ,Use config,Use config,No,,,1 Month Warranty.,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,0,0,1,0,0,1,1,1,0,1,1,,,1,0,1,0,1,0,1,0,0,0,1,LENOVOÿ THINKCENTRE M55E 9637 BD7 Core 2 Duo 2GB 160GB,0,simple,,
admin,base,Laptops,simple,QCPDT000146,Disabled,QCPEND-DT,No,"Catalog, Search",GST18,No,,Yes,Yes,No,Yes,,,,,,,1 Month Warranty.,,,,1 Month Warranty.,,,,,No,No,No,,No,,0,LENOVOÿ THINKCENTRE M55E 9637 D14 Core 2 Duo 2GB 160GB,,,,,,,,,,No layout updates,Block after Info Column,,,, ,Use config,Use config,No,,,1 Month Warranty.,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,0,0,1,0,0,1,1,1,0,1,1,,,1,0,1,0,1,0,1,0,0,0,1,LENOVOÿ THINKCENTRE M55E 9637 D14 Core 2 Duo 2GB 160GB,0,simple,,
admin,base,Laptops,simple,QCPDT000147,Disabled,QCPEND-DT,No,"Catalog, Search",GST18,No,,Yes,Yes,No,Yes,,,,,,,1 Month Warranty.,,,,1 Month Warranty.,,,,,No,No,No,,No,,0,LENOVOÿ THINKCENTRE M57E 9481 AQ3 Core 2 Duo 2GB 160GB,,,,,,,,,,No layout updates,Block after Info Column,,,, ,Use config,Use config,No,,,1 Month Warranty.,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,0,0,1,0,0,1,1,1,0,1,1,,,1,0,1,0,1,0,1,0,0,0,1,LENOVOÿ THINKCENTRE M57E 9481 AQ3 Core 2 Duo 2GB 160GB,0,simple,,
admin,base,Laptops,simple,QCPDT000148,Disabled,QCPEND-DT,No,"Catalog, Search",GST18,No,,Yes,Yes,No,Yes,,,,,,,1 Month Warranty.,,,,1 Month Warranty.,,,,,No,No,No,,No,,0,ACER VERITON 3900PRO Core 2 Duo 2GB 160GB,,,,,,,,,,No layout updates,Block after Info Column,,,, ,Use config,Use config,No,,,1 Month Warranty.,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,0,0,1,0,0,1,1,1,0,1,1,,,1,0,1,0,1,0,1,0,0,0,1,ACER VERITON 3900PRO Core 2 Duo 2GB 160GB,0,simple,,
admin,base,Laptops,simple,QCPNBK00792,Disabled,QCPEND-NBK,No,"Catalog, Search",GST0,No,,Yes,Yes,No,Yes,,,,,,,1 Month Warranty.,,,,1 Month Warranty.,,,,,No,No,No,,No,,0,"Hp 840 G2 Core i5 5th gen 4Gb 500GB 14"" ",,,,,,,,,,No layout updates,Block after Info Column,,,, ,Use config,Use config,No,,,1 Month Warranty.,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,0,0,1,0,0,1,1,1,0,1,1,,,1,0,1,0,1,0,1,0,0,0,1,"Hp 840 G2 Core i5 5th gen 4Gb 500GB 14"" ",0,simple,,
admin,base,Laptops,simple,QCPNBK00793,Disabled,QCPEND-NBK,No,"Catalog, Search",GST0,No,,Yes,Yes,No,Yes,,,,,,,1 Month Warranty.,,,,1 Month Warranty.,,,,,No,No,No,,No,,0,"Dell Latitude E5440 i5 4th Gen 4Gb 320Gb 14""",,,,,,,,,,No layout updates,Block after Info Column,,,, ,Use config,Use config,No,,,1 Month Warranty.,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,0,0,1,0,0,1,1,1,0,1,1,,,1,0,1,0,1,0,1,0,0,0,1,"Dell Latitude E5440 i5 4th Gen 4Gb 320Gb 14""",0,simple,,
admin,base,Laptops,simple,QCPNBK00794,Disabled,QCPEND-NBK,No,"Catalog, Search",GST0,No,,Yes,Yes,No,Yes,,,,,,,1 Month Warranty.,,,,1 Month Warranty.,,,,,No,No,No,,No,,0,"Dell 7240 core i5 4th gen 4gb 128ssd 12.6"" led",,,,,,,,,,No layout updates,Block after Info Column,,,, ,Use config,Use config,No,,,1 Month Warranty.,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,0,0,1,0,0,1,1,1,0,1,1,,,1,0,1,0,1,0,1,0,0,0,1,"Dell 7240 core i5 4th gen 4gb 128ssd 12.6"" led",0,simple,,
