sku,category_ids
REFDE00138,"113,146"
REFDE00140,"113,146"
REFDE00141,"113,146"
REFDE00142,"113,146"
REFDE00143,"113,146"
REFDE00144,"113,146"
REFDE00149,"113,146"
REFDE00150,"113,146"
REFDE00151,"113,146"
REFDE00153,"113,146"
REFDE00154,"113,146"
REFDE00156,"113,146"
REFDE00190,"113,146"
REFDE00191,"113,146"
REFDE00195,"113,146"
REFDE00230,"113,146"
REFDE00231,"113,146"
REFDE00233,"113,146"
REFDE00234,"113,146"
REFDE00235,"113,146"
REFDE00265,"113,146"
REFDE00258,"113,146"
REFDE00264,"113,146"
REFDE00290,"113,146"
REFDE00292,"113,146"
REFDE00293,"113,146"
REFDE00298,"113,146"
REFDE00299,"113,146"
REFDE00282,"113,146"
REFDE00320,"113,146"
REFDE00339,"113,146"
REFDE00344,"113,146"
REFDE00331,"113,146"
