sku,name,product_name
QCNBA000094,Lenovo T410 CPU-INTEL® CORE ™ I5-M560@2.67GHZ/RAM-3GB/HDD-500GB/DISPLAY-14.1''/ODD- YES/BATTERY-10.8V-4400mAh 1S2537GA0R8T6T9R,Lenovo T410 CPU-INTEL® CORE ™ I5-M560@2.67GHZ/RAM-3GB/HDD-500GB/DISPLAY-14.1''/ODD- YES/BATTERY-10.8V-4400mAh 1S2537GA0R8T6T9R
QCNBA000095,HP Elitebook2540p CPU-INTEL® CORE ™ I5-M540@2.53GHZ/RAM-2GB/HDD-300GB/DISPLAY-12.1''/ODD- NO /BATTERY-11.1V-62wh CND11233JB,HP Elitebook2540p CPU-INTEL® CORE ™ I5-M540@2.53GHZ/RAM-2GB/HDD-300GB/DISPLAY-12.1''/ODD- NO /BATTERY-11.1V-62wh CND11233JB
QCNBA000096,Dell inspiron N5110 CPU-INTEL® CORE ™ I5-2410m@2.30GHZ/RAM-4GB/HDD-500GB/DISPLAY-15.6''/ODD- YES /BATTERY-11.1V - 4400mAh BLZPVQ1,Dell inspiron N5110 CPU-INTEL® CORE ™ I5-2410m@2.30GHZ/RAM-4GB/HDD-500GB/DISPLAY-15.6''/ODD- YES /BATTERY-11.1V - 4400mAh BLZPVQ1
QCNBA000097,Toshiba Satellite L650 CPU-INTEL® CORE ™ I5-m520@2.40GHZ/RAM-4GB/HDD-500GB/DISPLAY-15.6''/ODD- YES /BATTERY-10.8V - 48wh 7A222492W,Toshiba Satellite L650 CPU-INTEL® CORE ™ I5-m520@2.40GHZ/RAM-4GB/HDD-500GB/DISPLAY-15.6''/ODD- YES /BATTERY-10.8V - 48wh 7A222492W
QCNBA000098,Dell inspiron N5010 CPU-INTEL® CORE ™ I5-m480@2.67GHZ/RAM-4GB/HDD-250GB/DISPLAY-15.6''/ODD- YES /BATTERY-11.1V - 48wh KR-08NH55-71769/dpn o8NH55,Dell inspiron N5010 CPU-INTEL® CORE ™ I5-m480@2.67GHZ/RAM-4GB/HDD-250GB/DISPLAY-15.6''/ODD- YES /BATTERY-11.1V - 48wh KR-08NH55-71769/dpn o8NH55
QCNBA000104,"Dell Latitude E5500 CPU-INTEL CORE™ 2 DUO P8400@2.26GHZ/RAM-2GB/HDD-160GB/DISPLAY-14.5""/ODD-YES/BATTERY-14.8V-37wh J4M5QBX","Dell Latitude E5500 CPU-INTEL CORE™ 2 DUO P8400@2.26GHZ/RAM-2GB/HDD-160GB/DISPLAY-14.5""/ODD-YES/BATTERY-14.8V-37wh J4M5QBX"
QCNBA000105,Dell P05G CPU-INTEL® CORE ™ I5-M520@2.40GHZ/RAM-3GB/HDD-250GB/DISPLAY-14''/ODD- YES /BATTERY-11.1V - 60wh DJH76BS,Dell P05G CPU-INTEL® CORE ™ I5-M520@2.40GHZ/RAM-3GB/HDD-250GB/DISPLAY-14''/ODD- YES /BATTERY-11.1V - 60wh DJH76BS
QCNBA000107,Lenovo G570 CPU-INTEL® CORE ™ I5-2430M@2.40GHZ/RAM-1GB/HDD-620GB/DISPLAY-15.6''/ODD- YES /BATTERY-10.8V - 48wh CB11571047,Lenovo G570 CPU-INTEL® CORE ™ I5-2430M@2.40GHZ/RAM-1GB/HDD-620GB/DISPLAY-15.6''/ODD- YES /BATTERY-10.8V - 48wh CB11571047
QCNBA000109,Dell inspiron N5010 CPU-INTEL® CORE ™ M480@2.67GHZ/RAM-4GB/HDD-500GB/DISPLAY-15.6''/ODD- YES /BATTERY-11.1V - 48wh GZWVTQ1,Dell inspiron N5010 CPU-INTEL® CORE ™ M480@2.67GHZ/RAM-4GB/HDD-500GB/DISPLAY-15.6''/ODD- YES /BATTERY-11.1V - 48wh GZWVTQ1
QCNBA000113,"Dell PP42L PENTUM ® DUAL CORE-T4400@2.20GHZ/RAM-2GB/HDD-250GB/DISPLAY-14""/ODD-YES/BATTERY-11.1V-4400mAh CN0K138P7016601EG0UOA00","Dell PP42L PENTUM ® DUAL CORE-T4400@2.20GHZ/RAM-2GB/HDD-250GB/DISPLAY-14""/ODD-YES/BATTERY-11.1V-4400mAh CN0K138P7016601EG0UOA00"
QCNBA000114,Sony PCG-71811W CPU-INTEL CORE™ I3-2330M@2.20GHZ/RAM-4GB/HDD-500GB/DISPLAY-15''/ODD-YES/BATTERY-11.1V-4400mAh C105PZT1M,Sony PCG-71811W CPU-INTEL CORE™ I3-2330M@2.20GHZ/RAM-4GB/HDD-500GB/DISPLAY-15''/ODD-YES/BATTERY-11.1V-4400mAh C105PZT1M
QCNBA000115,"Sony PCG-71811W CPU-INTEL®CORE™I5-2450@2.50GHZ/RAM-3GB/HDD-500GB/DISPLAY-15""/ODD-YES/BATTERY-4400mAH 27553981 7002173","Sony PCG-71811W CPU-INTEL®CORE™I5-2450@2.50GHZ/RAM-3GB/HDD-500GB/DISPLAY-15""/ODD-YES/BATTERY-4400mAH 27553981 7002173"
QCNBA000118,"Compaq Presario C700 CPU-PENTIUM® DUAL CORE-T2370@1.73GHZ/RAM-2GB/HDD-160GB/DISPLAY-14""/ODD-YES/BATTERY- CND8185W2B","Compaq Presario C700 CPU-PENTIUM® DUAL CORE-T2370@1.73GHZ/RAM-2GB/HDD-160GB/DISPLAY-14""/ODD-YES/BATTERY- CND8185W2B"
QCNBA000119,"TOSHIBA C655D-S5302 CPU-AMD E-300 APU WITH RADEON™ @1300 MHZ/RAM-2GB/HDD-500GB/DISPLAY-15.6""/OOD-YES/BATTERY- 9B324050Q","TOSHIBA C655D-S5302 CPU-AMD E-300 APU WITH RADEON™ @1300 MHZ/RAM-2GB/HDD-500GB/DISPLAY-15.6""/OOD-YES/BATTERY- 9B324050Q"
QCNBA000120,TOSHIBA L310 CPU-INTEL CORE™ DUO-T5550@1.83GHZ/RAM-2GB/HDD-120GB/DISPLAY-15.6''/ODD-YES/BATTERY- 58283307W,TOSHIBA L310 CPU-INTEL CORE™ DUO-T5550@1.83GHZ/RAM-2GB/HDD-120GB/DISPLAY-15.6''/ODD-YES/BATTERY- 58283307W
