sku,name,product_name
QCNBA000121,"Toshiba PSC2UG-00S001 CPU-INTEL®CORE™I5-2430@2.40GHZ/RAM-3GB/HDD-500GB/DISPLAY-15""/ODD-YES/BATTERY-4400mAH PB0918930","Toshiba PSC2UG-00S001 CPU-INTEL®CORE™I5-2430@2.40GHZ/RAM-3GB/HDD-500GB/DISPLAY-15""/ODD-YES/BATTERY-4400mAH PB0918930"
QCNBA000122,"HP Probook 4440s CPU-INTEL®CORE™I5-3230@2.60GHZ/RAM-4GB/HDD-500GB/DISPLAY-15""/ODD-YES/BATTERY-4200mAH 2CE33916WN","HP Probook 4440s CPU-INTEL®CORE™I5-3230@2.60GHZ/RAM-4GB/HDD-500GB/DISPLAY-15""/ODD-YES/BATTERY-4200mAH 2CE33916WN"
QCNBA000123,"Dell inspiron 15 CPU-INTEL®CORE™I5-4210@1.70GHZ/RAM-4GB/HDD-500MB/DISPLAY-16""/ODD-YES/BATTERY-2630mAH fmdg612","Dell inspiron 15 CPU-INTEL®CORE™I5-4210@1.70GHZ/RAM-4GB/HDD-500MB/DISPLAY-16""/ODD-YES/BATTERY-2630mAH fmdg612"
QCNBA000126,"Dell N5050 CPU-INTEL CORE™ I5-2450M@2.50 GHZ/RAM-4GB/HDD-500GB/DISPLAY-15""/ODD-YES/BATTERY-11.1V-48wh CN01HXXJ701662180063A00","Dell N5050 CPU-INTEL CORE™ I5-2450M@2.50 GHZ/RAM-4GB/HDD-500GB/DISPLAY-15""/ODD-YES/BATTERY-11.1V-48wh CN01HXXJ701662180063A00"
QCNBA000129,"Dell N5010 CPU-INTEL CORE™ I5-M480@2.67GHZ/RAM-2GB/HDD-1TB/DISPLAY 15""/ODD-YES/BATTERY-11.1V-48wh CN0FCVWR701660CGG3KKA00","Dell N5010 CPU-INTEL CORE™ I5-M480@2.67GHZ/RAM-2GB/HDD-1TB/DISPLAY 15""/ODD-YES/BATTERY-11.1V-48wh CN0FCVWR701660CGG3KKA00"
QCNBA000135,Dell INSPIRON 13Z CPU-INTEL® CORE™ I5-2430M@2.4GHZ/RAM-4GB/HDD-320GB/DISPLAY-14''/ODD-YES/BATTERY-11.1V-65wh CN03HR7X7016619O001XA00,Dell INSPIRON 13Z CPU-INTEL® CORE™ I5-2430M@2.4GHZ/RAM-4GB/HDD-320GB/DISPLAY-14''/ODD-YES/BATTERY-11.1V-65wh CN03HR7X7016619O001XA00
QCNBA000136,Sony Vpceb46FG CPU-INTEL® CORE™ I5-M480@2.67GHZ/RAM-2GB/HDD-500GB/DISPLAY-15''/ODD-YES/BATTERY-11.1V-48wh C607NN00,Sony Vpceb46FG CPU-INTEL® CORE™ I5-M480@2.67GHZ/RAM-2GB/HDD-500GB/DISPLAY-15''/ODD-YES/BATTERY-11.1V-48wh C607NN00
QCNBA000137,Lenovo Z580 CPU-INTEL® CORE™ I5-3210M@2.5GHZ/RAM-4GB/HDD-1TB/DISPLAY-15.6''/ODD-YES/BATTERY-10.8V-48wh QB05450863,Lenovo Z580 CPU-INTEL® CORE™ I5-3210M@2.5GHZ/RAM-4GB/HDD-1TB/DISPLAY-15.6''/ODD-YES/BATTERY-10.8V-48wh QB05450863
QCNBA000140,Dell INSPIRON N5010 CPU-INTEL® CORE™ I5-M450@2.40GHZ/RAM-4GB/HDD-320GB/DISPLAY-15''/ODD-YES/BATTERY-11.1V-48wh CN0PXT687016604BG0G9A00,Dell INSPIRON N5010 CPU-INTEL® CORE™ I5-M450@2.40GHZ/RAM-4GB/HDD-320GB/DISPLAY-15''/ODD-YES/BATTERY-11.1V-48wh CN0PXT687016604BG0G9A00
QCNBA000141,HP Pavilion G6 CPU- INTEL® CORE™ I5-3210M@2.50GHZ/RAM-4GB/HDD-500GB/DISPLAY-15.6''/ODD-YES/BATTERY-10.8V-47wh 5CD21743MF,HP Pavilion G6 CPU- INTEL® CORE™ I5-3210M@2.50GHZ/RAM-4GB/HDD-500GB/DISPLAY-15.6''/ODD-YES/BATTERY-10.8V-47wh 5CD21743MF
QCNBA000142,Dell inspiron N5010 INTEL® CORE™ I5-5480M@2.67GHZ/RAM-4GB/HDD-1TB/DISPLAY-15.''/ODD-YES/BATTERY-10.8V-47wh 7917332329,Dell inspiron N5010 INTEL® CORE™ I5-5480M@2.67GHZ/RAM-4GB/HDD-1TB/DISPLAY-15.''/ODD-YES/BATTERY-10.8V-47wh 7917332329
QCNBA000143,Toshiba PSK0LG-01D002 INTEL® CORE™ I5-M450@2.4GHZ/RAM-3GB/HDD-320GB/DISPLAY-14''/ODD-YES/BATTERY-10.8V-48wh 6A212802W,Toshiba PSK0LG-01D002 INTEL® CORE™ I5-M450@2.4GHZ/RAM-3GB/HDD-320GB/DISPLAY-14''/ODD-YES/BATTERY-10.8V-48wh 6A212802W
