store,websites,attribute_set,type,category_ids,sku,status,is_recurring,visibility,tax_class_id,brands,product_category_type,name,warrenty,model_no,weights,laptop_remark,weight,description,short_description,imp_desc,qty,is_in_stock,product_name,product_type_id,laptop_warranty_summary,mapped_status,price,cpu,laptop_battery,color,laptop_processor
admin,base,Laptops,simple,"3,11",OPNBCX00003,2,No,"Catalog, Search",GST0.36,HP,QCNBK-A,"HP-Pavilion 14-al111tx(Core i5 7200U 2.50GHz/8GB/1TB 15.6"")5CD63535L0",,Pavilion 14-al111tx,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by 1 year Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,"HP-Pavilion 14-al111tx(Core i5 7200U 2.50GHz/8GB/1TB 15.6"")5CD63535L0",simple,1 Year  Warranty.,No,0.00,i5,In Build,Gold,Core i5
admin,base,Laptops,simple,"3,11",SYGNBQB0528,2,No,"Catalog, Search",GST0.36,Sony,QCNBK-B,"Sony-SVE15137CNB(Core I3 3120M 2.50GHz/2GB/500GB 15.6"")C10GAV97",,SVE15137CNB,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by 1 year Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,"Sony-SVE15137CNB(Core I3 3120M 2.50GHz/2GB/500GB 15.6"")C10GAV97",simple,1 Year  Warranty.,No,0.00,I3,10.8V--48Wh,Black,Core i3
admin,base,Laptops,simple,"3,11",QCNBB001980,2,No,"Catalog, Search",GST0.36,Dell,QCNBK-B,"Dell-INSP N5110(Core I5 2450M 2.50GHz/4GB/750GB 15.6"")BL9Y8R1",,INSP N5110,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by 1 year Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,"Dell-INSP N5110(Core I5 2450M 2.50GHz/4GB/750GB 15.6"")BL9Y8R1",simple,1 Year  Warranty.,No,0.00,I5,11.1V--56Wh,Brown,Core i5
admin,base,Laptops,simple,"3,11",SYGNBQB0529,2,No,"Catalog, Search",GST0.36,Sony,QCNBK-B,"Sony-PCG-71311W(Core I3 M330 2.13GHz/4GB/320GB 15.6"")C6044YY8",,PCG-71311W,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by 1 year Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,"Sony-PCG-71311W(Core I3 M330 2.13GHz/4GB/320GB 15.6"")C6044YY8",simple,1 Year  Warranty.,No,0.00,I3,10.8V--49WH,Black,Core i3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
