sku,qty
OPNBNTF0003,1
OPNBNTF0004,1
OPNBNTF0014,1
OPNBNTF0016,1
OPNBNTF0021,1
OPNBNTF0025,1
OPNBNTF0027,1
OPNBNTF0028,1
OPNBNTF0029,4
OPNBNTF0036,1
OPNBNTF0037,1
OPNBNTF0044,2
OPNBNTF0055,1
OPNBNTF0056,1
OPNBNTF0059,1
OPNBNTF0060,1
OPNBNTF0068,1
OPNBNTF0072,1
OPNBNTF0078,1
OPNBNTF0086,2
OPNBNTF0087,1
OPNBNTF0097,3
OPNBNTF0098,2
OPNBNTF0100,3
OPNBNTF0103,1
OPNBNTF0104,1
OPNBNTF0105,1
OPNBNTF0107,1
OPNBNTF0108,1
OPNBNTF0109,3
OPNBNTF0115,1
OPNBNTF0118,1
OPNBNTF0122,2
OPNBNTF0126,1
OPNBNTF0127,1
OPNBNTF0128,3
OPNBNTF0130,2
OPNBNTF0139,1
OPNBNTF0140,3
OPNBNTF0141,7
OPNBNTF0143,2
OPNBNTF0145,1
OPNBNTF0148,1
OPNBNTF0156,1
OPNBNTF0157,1
OPNBNTF0161,2
OPNBNTF0162,1
OPNBNTF0163,2
OPNBNTF0164,1
OPNBNTF0170,1
OPNBNTF0172,2
OPNBNTF0175,1
OPNBNTF0179,1
OPNBNTF0180,1
OPNBNTF0182,1
OPNBNTF0183,1
OPNBNTF0184,1
OPNBNTF0185,1
OPNBNTF0186,1
OPNBNTF0215,1
OPNBNTF0225,2
OPNBNTF0226,1
OPNBNTF0227,1
OPNBNTF0228,1
OPNBNTF0229,1
OPNBNTF0230,1
OPNBNTF0231,1
OPNBNTF0232,1
OPNBNTF0233,1
OPNBNTF0234,1
OPNBNTF0235,1
OPNBNTF0236,1
OPNBNTF0237,1
OPNBNTF0238,1
OPNBNTF0239,1
OPNBNTF0274,1
OPNBNTFB001,1
OPNBNTFB002,1
OPNBNTFB003,1
