sku,category_ids
QCPDT000073,"113,117"
QCPDT000074,"113,117"
QCPDT000075,"113,117"
QCPDT000076,"113,117"
QCPDT000077,"113,117"
QCPDT000078,"113,117"
QCPDT000079,"113,117"
QCPDT000080,"113,117"
QCPDT000081,"113,117"
QCPDT000082,"113,117"
QCPDT000083,"113,117"
QCPDT000084,"113,117"
QCPDT000085,"113,117"
QCPDT000086,"113,117"
QCPDT000087,"113,117"
QCPDT000088,"113,117"
QCPDT000089,"113,117"
QCPDT000090,"113,117"
QCPDT000091,"113,117"
QCPDT000092,"113,117"
QCPDT000093,"113,117"
QCPDT000094,"113,117"
QCPDT000095,"113,117"
QCPDT000096,"113,117"
QCPDT000097,"113,117"
QCPDT000098,"113,117"
QCPDT000099,"113,117"
QCPDT000100,"113,117"
QCPDT000101,"113,117"
QCPDT000102,"113,117"
QCPDT000103,"113,117"
QCPDT000104,"113,117"
QCPDT000105,"113,117"
QCPDT000106,"113,117"
QCPDT000107,"113,117"
QCPDT000108,"113,117"
QCPDT000109,"113,117"
QCPDT000110,"113,117"
QCPDT000111,"113,117"
QCPDT000112,"113,117"
QCPDT000113,"113,117"
QCPDT000114,"113,117"
QCPDT000115,"113,117"
QCPDT000116,"113,117"
QCPDT000117,"113,117"
QCPDT000118,"113,117"
