sku,status,qty
QCNBA000295,Enabled,6
QCNBAG00675,Enabled,3
QCNBAG00672,Enabled,2
QCNBAG00674,Enabled,2
QCNBA000226,Enabled,1
QCNBA000288,Enabled,1
QCNBA000292,Enabled,1
QCNBA000296,Enabled,1
QCNBA000533,Enabled,1
QCNBAG00676,Enabled,1
QCNBAG00677,Enabled,1
QCNBAG00678,Enabled,1
QCNBAG00679,Enabled,1
QCNBAG00680,Enabled,1
QCNBAG00681,Enabled,1
QCNBA000530,Enabled,1
QCNBA000532,Enabled,1
QCNBA000293,Enabled,1
QCNBAG00669,Enabled,1
QCNBA000531,Enabled,1
