sku,price,status
NEWMOB00004,22678.57,1
NEWMOB00351,22857.14,1
NEWMOB00421,32857.14,1
NEWMOB00370,32857.14,1
NEWMOB00413,37946.43,1
NEWMOB00368,37946.43,1
NEWMOB00364,37946.43,1
NEWMOB00365,37946.43,1
NEWMOB00415,49821.43,1
NEWMOB00416,49821.43,1
NEWMOB00363,57321.43,1
NEWMOB00396,57321.43,1
NEWMOB00417,57321.43,1
NEWMOB00418,57321.43,1
NEWMOB00419,57321.43,1
NEWMOB00333,50446.43,1
NEWMOB00391,73214.29,1
NEWMOB00414,73214.29,1
NEWMOB00420,86875,1
NEWMOB00395,86875,1
OPMBNTF0749,11160.71,1
