sku,status
QCNBAG00708,Enabled
QCNBAG00702,Enabled
QCNBA000327,Enabled
QCNBAG00696,Enabled
QCNBAG00506,Enabled
QCNBAG00494,Enabled
QCNBA000288,Enabled
QCNBBG00167,Enabled
QCNBBG00168,Enabled
QCNBBG00163,Enabled
QCNBBG00164,Enabled
QCNBBG00165,Enabled
QCNBBG00158,Enabled
QCNBBG00159,Enabled
QCNBBG00156,Enabled
QCNBBG00153,Enabled
QCNBBG00082,Enabled
QCNBBG00071,Enabled
QCNBB002165,Enabled
QCNBB002154,Enabled
QCNBB002156,Enabled
QCNBB002153,Enabled
QCNBBG00069,Enabled
QCNBBG00066,Enabled
QCNBBG00053,Enabled
QCNBBG00051,Enabled
QCNBBG00036,Enabled
QCNBBG00037,Enabled
QCNBBG00035,Enabled
QCNBBG00034,Enabled
QCNBBG00025,Enabled
QCNBBG00024,Enabled
QCNBBG00021,Enabled
QCNBBG00018,Enabled
QCNBBG00020,Enabled
QCNBBG00017,Enabled
QCNBBG00003,Enabled
QCNBB002300,Enabled
QCNBB002167,Enabled
QCNBB000708,Enabled
QCNBB000809,Enabled
