sku,name,product_name
QCNBBG00012,"LENOVO THINKPAD X230(CORE I5 -3320M 2.60GHZ/4GB/160GB/WEBCAM/12.5"")(GRADE B)","LENOVO THINKPAD X230(CORE I5 -3320M 2.60GHZ/4GB/160GB/WEBCAM/12.5"")(GRADE B)"
QCNBBG00013,"LENOVO THINKPAD X230(CORE I5-3320M 2.60GHZ/4GB/320GB/WEB CAM/12.5"")(GRADE B)","LENOVO THINKPAD X230(CORE I5-3320M 2.60GHZ/4GB/320GB/WEB CAM/12.5"")(GRADE B)"
QCNBBG00014,"LENOVO THINKPAD X230(CORE I5-3320M 2.60GHZ/4GB/250GBRW/WEBCAM/12.5"")(GRADE B)","LENOVO THINKPAD X230(CORE I5-3320M 2.60GHZ/4GB/250GBRW/WEBCAM/12.5"")(GRADE B)"
QCNBBG00015,"DELL LATITUDE E6420(CORE I5-2520M 2.50GHZ/4GB/320GB/NO WEB CAM/14"")(GRADE B)","DELL LATITUDE E6420(CORE I5-2520M 2.50GHZ/4GB/320GB/NO WEB CAM/14"")(GRADE B)"
QCNBBG00016,"DELL LATITUDE E6430S(CORE I5 3320M 2.60GHZ/4GB/320GB/NO WEBCAM/14"")(GRADE B)","DELL LATITUDE E6430S(CORE I5 3320M 2.60GHZ/4GB/320GB/NO WEBCAM/14"")(GRADE B)"
QCNBBG00017,HP ELITEBOOK 840 G1(CORE I7 4600U 2.10GHZ/8GB/256GB SSD/WEB CAM/14''TOUCH)(GRADE B),HP ELITEBOOK 840 G1(CORE I7 4600U 2.10GHZ/8GB/256GB SSD/WEB CAM/14''TOUCH)(GRADE B)
QCNBBG00018,"DELL LATITUDE E7440(CORE I7 4600U 2.10GHZ/8GB/256GB SSD/WEB CAM/14"" TOUCH)(GRADE B)","DELL LATITUDE E7440(CORE I7 4600U 2.10GHZ/8GB/256GB SSD/WEB CAM/14"" TOUCH)(GRADE B)"
QCNBBG00019,"DELL LATITUDE E7440(CORE I7 4600U 2.10GHZ/8GB/512GB SSD/WEB CAM/14"" TOUCH)(GRADE B)","DELL LATITUDE E7440(CORE I7 4600U 2.10GHZ/8GB/512GB SSD/WEB CAM/14"" TOUCH)(GRADE B)"
QCNBBG00020,HP ELITEBOOK 840 G2(CORE I7 5600U 2.10GHZ/8GB/512GB SSD/WEB CAM/14''TOUCH)(GRADE B),HP ELITEBOOK 840 G2(CORE I7 5600U 2.10GHZ/8GB/512GB SSD/WEB CAM/14''TOUCH)(GRADE B)
QCNBBG00021,"DELL LATITUDE E7450(CORE I7 5600U 2.60GHZ/8GB/512GB SSD/WEB CAM/14"" TOUCH)(GRADE B)","DELL LATITUDE E7450(CORE I7 5600U 2.60GHZ/8GB/512GB SSD/WEB CAM/14"" TOUCH)(GRADE B)"
QCNBBG00022,"HP ELITEBOOK 8440P(CORE I5 M520 2.40GHZ/4GB/320GB/WEBCAM/14"")(GRADE B)","HP ELITEBOOK 8440P(CORE I5 M520 2.40GHZ/4GB/320GB/WEBCAM/14"")(GRADE B)"
QCNBBG00023,"HP ELITEBOOK 8440P(CORE I5 M520 2.4GHZ/4GB/250GB/WEBCAM/14"")(GRADE B)","HP ELITEBOOK 8440P(CORE I5 M520 2.4GHZ/4GB/250GB/WEBCAM/14"")(GRADE B)"
QCNBBG00024,"DELL LATITUDE E6410(CORE I5 M560 2.67GHZ/4GB/250GB/14"")(GRADE B)","DELL LATITUDE E6410(CORE I5 M560 2.67GHZ/4GB/250GB/14"")(GRADE B)"
QCNBBG00025,"DELL LATITUDE E7440(CORE I7 4600U 2.10GHZ/8GB/240GB SSD/WEBCAM/14"" TOUCH)(GRADE B)","DELL LATITUDE E7440(CORE I7 4600U 2.10GHZ/8GB/240GB SSD/WEBCAM/14"" TOUCH)(GRADE B)"
QCNBBG00026,"LENOVO THINKPAD T430(CORE I5 3320M 2.60GHZ/4GB/160GB/WEBCAM/14"")(GRADE B)","LENOVO THINKPAD T430(CORE I5 3320M 2.60GHZ/4GB/160GB/WEBCAM/14"")(GRADE B)"
QCNBBG00027,"LENOVO THINKPAD T420(CORE I5 2520M 2.50GHZ/4GB/160GB/NO WEBCAM/14"")(GRADE B)","LENOVO THINKPAD T420(CORE I5 2520M 2.50GHZ/4GB/160GB/NO WEBCAM/14"")(GRADE B)"
QCNBBG00028,"LENOVO THINKPAD T410(CORE I5 M520 2.40GHZ/4GB/320GB/WEBCAM/12.5"")(GRADE B)","LENOVO THINKPAD T410(CORE I5 M520 2.40GHZ/4GB/320GB/WEBCAM/12.5"")(GRADE B)"
QCNBBG00029,"LENOVO THINKPAD X230(CORE I5 3320M 2.60GHZ/4GB/240GB SSD/WEBCAM/12.5"")(GRADE B)","LENOVO THINKPAD X230(CORE I5 3320M 2.60GHZ/4GB/240GB SSD/WEBCAM/12.5"")(GRADE B)"
QCNBBG00030,"LENOVO THINKPAD X230(CORE I5 3320M 2.60GHZ/8GB/240GB SSD/WEBCAM/12.5"")(GRADE B)","LENOVO THINKPAD X230(CORE I5 3320M 2.60GHZ/8GB/240GB SSD/WEBCAM/12.5"")(GRADE B)"
QCNBBG00031,"LENOVO THINKPAD T430(CORE I5 3320M 2.60GHZ/8GB/320GB/WEBCAM/14"")(GRADE B)","LENOVO THINKPAD T430(CORE I5 3320M 2.60GHZ/8GB/320GB/WEBCAM/14"")(GRADE B)"
QCNBBG00032,"LENOVO  THINKPAD T60(CENTRINO T1300 1.66GHZ/2GB/160GB/NO WEBCAM/14"")(GRADE B)","LENOVO  THINKPAD T60(CENTRINO T1300 1.66GHZ/2GB/160GB/NO WEBCAM/14"")(GRADE B)"
QCNBBG00033,"DELL LATITUDE E4310(CORE I5-3320M 2.60GHZ/4GB/320GB/WEBCAM/14"")(GRADE B)","DELL LATITUDE E4310(CORE I5-3320M 2.60GHZ/4GB/320GB/WEBCAM/14"")(GRADE B)"
QCNBBG00034,"DELL LATITUDE E6420(CORE I5 2520M 2.50GHZ/4GB/250GB/NO WEBCAM/14"")(GRADE B)","DELL LATITUDE E6420(CORE I5 2520M 2.50GHZ/4GB/250GB/NO WEBCAM/14"")(GRADE B)"
QCNBBG00035,"HP ELITEBOOK 840 G1(CORE I7 4600U 2.10GHZ/8GB/512GB SSD/WEB CAM/14"" TOUCH)","HP ELITEBOOK 840 G1(CORE I7 4600U 2.10GHZ/8GB/512GB SSD/WEB CAM/14"" TOUCH)"
QCNBBG00036,"DELL LATITUDE E5420(CORE I5 2430M 2.40GHZ/2GB/250GB/NO WEBCAM/14"")(GRADE B)","DELL LATITUDE E5420(CORE I5 2430M 2.40GHZ/2GB/250GB/NO WEBCAM/14"")(GRADE B)"
QCNBBG00037,"LENOVO  THINKPAD L412(CORE I5 M450 2.40GHZ/4GB/320GB/NO WEB CAM/14"")","LENOVO  THINKPAD L412(CORE I5 M450 2.40GHZ/4GB/320GB/NO WEB CAM/14"")"
QCNBBG00038,"LENOVO THINKPAD T400(CORE 2 DUO P8400 2.60 GHZ/2GB/320GB/NO WEB CAM/14"")","LENOVO THINKPAD T400(CORE 2 DUO P8400 2.60 GHZ/2GB/320GB/NO WEB CAM/14"")"
QCNBBG00039,"LENOVO THINKPAD T410(CORE I5 M540 2.53GHZ/4GB/500GB/NO WEBCAM/14"")","LENOVO THINKPAD T410(CORE I5 M540 2.53GHZ/4GB/500GB/NO WEBCAM/14"")"
QCNBBG00040,"LENOVO THINKPAD T410(CORE I5 M520 2.40GHZ/4GB/160GB/WEBCAM/14"")(GRADE B)","LENOVO THINKPAD T410(CORE I5 M520 2.40GHZ/4GB/160GB/WEBCAM/14"")(GRADE B)"
QCNBBG00041,"DELL LATITUDE E6410(CORE I5 M560 2.67GHZ/4GB/320GB/14"")(GRADE B)","DELL LATITUDE E6410(CORE I5 M560 2.67GHZ/4GB/320GB/14"")(GRADE B)"
QCNBBG00042,"HP ELITEBOOK 8440P(CORE I5 M520 2.40GHZ/4GB/250GB/NO WEBCAM/14"")(GRADE B)","HP ELITEBOOK 8440P(CORE I5 M520 2.40GHZ/4GB/250GB/NO WEBCAM/14"")(GRADE B)"
QCNBBG00043,"LENOVO THINKPAD L412(CORE I5 M450 2.40GHZ/4GB/160GB/NO WEBCAM/14"")(GRADE B)","LENOVO THINKPAD L412(CORE I5 M450 2.40GHZ/4GB/160GB/NO WEBCAM/14"")(GRADE B)"
QCNBBG00044,DELL LATITIDE E5440(CORE I5 4310U 2.00GHZ/4GB/500GB/WEBCAM/14)(GRADE B),DELL LATITIDE E5440(CORE I5 4310U 2.00GHZ/4GB/500GB/WEBCAM/14)(GRADE B)
QCNBBG00045,"LENOVO THINKPAD T400(CORE 2 DUO P8400 2.26GHZ/2GB/320GB/14"")(GRADE B)","LENOVO THINKPAD T400(CORE 2 DUO P8400 2.26GHZ/2GB/320GB/14"")(GRADE B)"
QCNBBG00046,LENOVO  THINKPAD T60(CORE 2 DUO T2300 1.66GHZ/2GB/250GB/NO WEBCAM/14.1'')(GRADE B),LENOVO  THINKPAD T60(CORE 2 DUO T2300 1.66GHZ/2GB/250GB/NO WEBCAM/14.1'')(GRADE B)
QCNBBG00047,"LENOVO  THINKPAD X201(CORE I5 M520 2.40GHZ/4GB/320GB/12.1"")(GRADE B)","LENOVO  THINKPAD X201(CORE I5 M520 2.40GHZ/4GB/320GB/12.1"")(GRADE B)"
QCNBBG00048,"HP PROBOOK 640 G1(CORE I5 4300M 2.60GHZ/4GB/500GB/WEB CAM/14"")(GRADE B)","HP PROBOOK 640 G1(CORE I5 4300M 2.60GHZ/4GB/500GB/WEB CAM/14"")(GRADE B)"
QCNBBG00049,"LENOVO  THINKPAD T430(CORE I5 3320M 2.60GHZ/8GB/250GB/WEBCAM/14"")(GRADE B)","LENOVO  THINKPAD T430(CORE I5 3320M 2.60GHZ/8GB/250GB/WEBCAM/14"")(GRADE B)"
QCNBBG00050,"LENOVO THINKPAD T440(CORE I5 4300U 1.90GHZ/8GB/240GB SSD/14"")(GRADE B)","LENOVO THINKPAD T440(CORE I5 4300U 1.90GHZ/8GB/240GB SSD/14"")(GRADE B)"
QCNBBG00051,ACER ASPIRE ONE D257(ATOM N570  1.66GHZ /1GB /160GB/WEBCAM/10'')(GRADE B),ACER ASPIRE ONE D257(ATOM N570  1.66GHZ /1GB /160GB/WEBCAM/10'')(GRADE B)
QCNBBG00052,"DELL LATTITUDE E6420(CORE I5-2520M 2.50GHZ/4GB/320GB/WEB CAM/14"")(GRADE B)","DELL LATTITUDE E6420(CORE I5-2520M 2.50GHZ/4GB/320GB/WEB CAM/14"")(GRADE B)"
QCNBBG00053,"LENOVO THINKPAD T410(CORE I5 M520/2.40GHZ/4GB/320GB/NO WEBCAM/14"")(GRADE B)","LENOVO THINKPAD T410(CORE I5 M520/2.40GHZ/4GB/320GB/NO WEBCAM/14"")(GRADE B)"
QCNBBG00054,"LENOVO THINKPAD T410(CORE I5 M520 2.40GHZ/4GB/120GB SSD/WEBCAM/14"")(GRADE B)","LENOVO THINKPAD T410(CORE I5 M520 2.40GHZ/4GB/120GB SSD/WEBCAM/14"")(GRADE B)"
QCNBBG00055,"LENOVO THINKPAD T410(CORE I5 M520/2.40GHZ/4GB/250GB/WEBCAM/14"")(GRADE B)","LENOVO THINKPAD T410(CORE I5 M520/2.40GHZ/4GB/250GB/WEBCAM/14"")(GRADE B)"
QCNBBG00056,"LENOVO THINKPAD T61(CORE 2 DUO T7300 2.00GHZ/2GB/120GB/NO WEBCAM/14.1"")(GRADE B)","LENOVO THINKPAD T61(CORE 2 DUO T7300 2.00GHZ/2GB/120GB/NO WEBCAM/14.1"")(GRADE B)"
QCNBBG00057,"LENOVO THINKPAD X201(CORE I5 M520 2.40GHZ/4GB/120GB SSD/WEBCAM/12.5"")(GRADE B)","LENOVO THINKPAD X201(CORE I5 M520 2.40GHZ/4GB/120GB SSD/WEBCAM/12.5"")(GRADE B)"
QCNBBG00058,"LENOVO THINKPAD X220(CORE I5 2520M 2.50GHZ/4GB/320GB/WEBCAM/14"")(GRADE B)","LENOVO THINKPAD X220(CORE I5 2520M 2.50GHZ/4GB/320GB/WEBCAM/14"")(GRADE B)"
QCNBBG00059,"LENOVO THINKPAD X240(CORE I5 4300U 1.90GHZ/8GB/500GB/WEBCAM/12.5"")(GRADE B)","LENOVO THINKPAD X240(CORE I5 4300U 1.90GHZ/8GB/500GB/WEBCAM/12.5"")(GRADE B)"
QCNBBG00060,"LENOVO THINKPAD X60(PENTIUM T L300 1.66GHZ/2GB/168GB/NO WEBCAM/12"")(GRADE B)","LENOVO THINKPAD X60(PENTIUM T L300 1.66GHZ/2GB/168GB/NO WEBCAM/12"")(GRADE B)"
QCNBBG00061,HP NOTEBOOK 430(CORE I3 M370/2.40GHZ/2GB/500GB/WEBCAM/14')(GRADE B),HP NOTEBOOK 430(CORE I3 M370/2.40GHZ/2GB/500GB/WEBCAM/14')(GRADE B)
QCNBBG00062,"LENOVO THINKPAD T430(CORE I5 3320M 2.60GHZ/8GB/500GB/WEBCAM/14"" WIN-10)(GRADE B)","LENOVO THINKPAD T430(CORE I5 3320M 2.60GHZ/8GB/500GB/WEBCAM/14"" WIN-10)(GRADE B)"
QCNBBG00063,"LENOVO  THINKPAD T400(CORE 2 DUO P8600 2.40GHZ/4GB/160GB/WEBCAM/14"")(GRADE B)","LENOVO  THINKPAD T400(CORE 2 DUO P8600 2.40GHZ/4GB/160GB/WEBCAM/14"")(GRADE B)"
QCNBBG00064,"DELL LATITUDE E6420(CORE I7 2640 2.80GHZ/4GB/320GB/WEBCAM/14"")(GRADE B)","DELL LATITUDE E6420(CORE I7 2640 2.80GHZ/4GB/320GB/WEBCAM/14"")(GRADE B)"
QCNBBG00065,"DELL LATITUDE E5430(CORE I5 3230M 2.60GHZ/8GB/250GB/NO WEBCAM/14"")(GRADE B)","DELL LATITUDE E5430(CORE I5 3230M 2.60GHZ/8GB/250GB/NO WEBCAM/14"")(GRADE B)"
QCNBBG00066,"HP SPECTRE PRO X360 G1(CORE I7 5600U 2.60GHZ/8GB/512GB SSD/WEB CAM/13.3""/WIN-10)(GRADE B)","HP SPECTRE PRO X360 G1(CORE I7 5600U 2.60GHZ/8GB/512GB SSD/WEB CAM/13.3""/WIN-10)(GRADE B)"
QCNBBG00067,"ACER ASPIRE SW3 016(ATOM X5-28300 1.4GHZ/2GB/30GB/WEBCAM/REAR CAM/10"")(GRADE B)","ACER ASPIRE SW3 016(ATOM X5-28300 1.4GHZ/2GB/30GB/WEBCAM/REAR CAM/10"")(GRADE B)"
QCNBBG00068,"LENOVO THINKPAD X220(CORE I5 2520M 2.5GHZ/4GB/180GB/WEB CAM/12"")(GRADE B)","LENOVO THINKPAD X220(CORE I5 2520M 2.5GHZ/4GB/180GB/WEB CAM/12"")(GRADE B)"
QCNBBG00069,"LENOVO THINKPAD X220(CORE I5 2520M 2.50GHZ/4GB/160GB SSD/WEB CAM/12"")(GRADE B)","LENOVO THINKPAD X220(CORE I5 2520M 2.50GHZ/4GB/160GB SSD/WEB CAM/12"")(GRADE B)"
QCNBBG00070,"HP PAVILION 15-P077TX(CORE I5 4210U 1.70GHZ /2GB/250GB/WEB CAM/15.6"")(GRADE B)","HP PAVILION 15-P077TX(CORE I5 4210U 1.70GHZ /2GB/250GB/WEB CAM/15.6"")(GRADE B)"
QCNBBG00071,"HP ELITEBOOK 840 G1(CORE I7 4600U 2.1GHZ/8GB/240GB SSD/WEB CAM/14""TOUCH)(GRADE B)","HP ELITEBOOK 840 G1(CORE I7 4600U 2.1GHZ/8GB/240GB SSD/WEB CAM/14""TOUCH)(GRADE B)"
QCNBBG00072,"DELL LATITUDE E6420(CORE I7 2640M 2.80GHZ/4GB/320GB/NO WEB CAM/14"")(GRADE B)","DELL LATITUDE E6420(CORE I7 2640M 2.80GHZ/4GB/320GB/NO WEB CAM/14"")(GRADE B)"
QCNBBG00073,"DELL LATITUDE E4310(CORE I5 2065M/2.67GHZ/4GB/320GB/WEB CAMERA/14"")(GRADE B)","DELL LATITUDE E4310(CORE I5 2065M/2.67GHZ/4GB/320GB/WEB CAMERA/14"")(GRADE B)"
QCNBBG00074,"DELL LATITUDE E6420(CORE I5-2540M 2.60GHZ/4GB/250GB/WEBCAM/14"")(GRADE B)","DELL LATITUDE E6420(CORE I5-2540M 2.60GHZ/4GB/250GB/WEBCAM/14"")(GRADE B)"
QCNBBG00075,"LENOVO THINKPAD T430(CORE I5 3320M 2.60GHZ/8GB/320GB/WEB CAM/9 CELL BATTERY/14"")(GRADE B)","LENOVO THINKPAD T430(CORE I5 3320M 2.60GHZ/8GB/320GB/WEB CAM/9 CELL BATTERY/14"")(GRADE B)"
QCNBBG00076,"LENOVO THINKPAD T420(CORE I5 2520M 2.50GHZ/8GB/320GB/WEBCAM/14"")(GRADE B)","LENOVO THINKPAD T420(CORE I5 2520M 2.50GHZ/8GB/320GB/WEBCAM/14"")(GRADE B)"
QCNBBG00077,"LENOVO THINKPAD T420(CORE I5 2520M 2.50GHZ/2GB/320GB/WEBCAM/14"")(GRADE B)","LENOVO THINKPAD T420(CORE I5 2520M 2.50GHZ/2GB/320GB/WEBCAM/14"")(GRADE B)"
QCNBBG00078,"LENOVO THINKPAD X220(CORE I5 2520M 2.50GHZ/2GB/320GB/WEB CAM/12"")(GRADE B)","LENOVO THINKPAD X220(CORE I5 2520M 2.50GHZ/2GB/320GB/WEB CAM/12"")(GRADE B)"
QCNBBG00079,"LENOVO THINKPAD X220(CORE I5 2520M 2.50GHZ/4GB/500GB/WEB CAM/12"")(GRADE B)","LENOVO THINKPAD X220(CORE I5 2520M 2.50GHZ/4GB/500GB/WEB CAM/12"")(GRADE B)"
QCNBBG00080,"LENOVO THINKPAD T420(CORE I5 2520M 2.50GHZ/4GB/160GB SSD/WEBCAM/14"")(GRADE B)","LENOVO THINKPAD T420(CORE I5 2520M 2.50GHZ/4GB/160GB SSD/WEBCAM/14"")(GRADE B)"
QCNBBG00081,"DELL LATITUDE E5430(CORE I5 3230 2.60GHZ/4GB/320GB/NO WEBCAM/14"")(GRADE B)","DELL LATITUDE E5430(CORE I5 3230 2.60GHZ/4GB/320GB/NO WEBCAM/14"")(GRADE B)"
QCNBBG00082,"HP SPECTRE PRO X360 G2(CORE I7 6600U 2.60GHZ/8GB/512GB SSD/WEB CAM/13.3""/WIN-10)(GRADE B)","HP SPECTRE PRO X360 G2(CORE I7 6600U 2.60GHZ/8GB/512GB SSD/WEB CAM/13.3""/WIN-10)(GRADE B)"
QCNBBG00083,"DELL LATITUDE E4310(CORE I5 M560 2.67GHZ/4GB/250GB/WEBCAM/14"")(GRADE B)","DELL LATITUDE E4310(CORE I5 M560 2.67GHZ/4GB/250GB/WEBCAM/14"")(GRADE B)"
QCNBBG00084,"DELL PRECISION M4500(CORE I5-M540 2.53GHZ/4GB/250GB/15.6"")(GRADE B)","DELL PRECISION M4500(CORE I5-M540 2.53GHZ/4GB/250GB/15.6"")(GRADE B)"
QCNBBG00085,"DELL LATITUDE E6400(CORE 2 DUO P9700 2.53GHZ/2GB/160GB/14"")(GRADE B)","DELL LATITUDE E6400(CORE 2 DUO P9700 2.53GHZ/2GB/160GB/14"")(GRADE B)"
QCNBBG00086,"DELL LATITUDE E6320(CORE I5-2540M 2.60GHZ/4GB/250GB/14"")(GRADE B)","DELL LATITUDE E6320(CORE I5-2540M 2.60GHZ/4GB/250GB/14"")(GRADE B)"
QCNBBG00087,"DELL LATITUDE E6430(CORE I5-3320M 2.60GHZ/4GB/320GB/WEBCAM/14"")(GRADE B)","DELL LATITUDE E6430(CORE I5-3320M 2.60GHZ/4GB/320GB/WEBCAM/14"")(GRADE B)"
QCNBBG00088,"LENOVO G580(CORE I5 3210M/2.50GHZ/4GB/500GB /WEBCAM/15.6"")(GRADE B)","LENOVO G580(CORE I5 3210M/2.50GHZ/4GB/500GB /WEBCAM/15.6"")(GRADE B)"
QCNBBG00089,"LENOVO THINKPAD X230(CORE I5 3320M 2.60GHZ/8GB/320GB/WEBCAM /12.5"")(GRADE B)","LENOVO THINKPAD X230(CORE I5 3320M 2.60GHZ/8GB/320GB/WEBCAM /12.5"")(GRADE B)"
QCNBBG00090,"HP PROBOOK 6450B(CORE I5-M520 2.40GHZ/4GB/320GB/NO WEBCAM/14"")(GRADE B)","HP PROBOOK 6450B(CORE I5-M520 2.40GHZ/4GB/320GB/NO WEBCAM/14"")(GRADE B)"
QCNBBG00091,"LENOVO THINKPAD T410(CORE I5 M540 2.40GHZ/4GB/500GB/WEBCAM/14"")","LENOVO THINKPAD T410(CORE I5 M540 2.40GHZ/4GB/500GB/WEBCAM/14"")"
QCNBBG00092,"LENOVO THINKPAD T430(CORE I5 3320M 2.60GHZ/6GB/320GB/WEBCAM/14""/9 CELL BATTERY)(GRADE B)","LENOVO THINKPAD T430(CORE I5 3320M 2.60GHZ/6GB/320GB/WEBCAM/14""/9 CELL BATTERY)(GRADE B)"
QCNBBG00093,"DELL LATITUDE E6420(CORE I5 2520M  2.50GHZ/2GB/320GB/WEBCAM/14"")(GRADE B)","DELL LATITUDE E6420(CORE I5 2520M  2.50GHZ/2GB/320GB/WEBCAM/14"")(GRADE B)"
QCNBBG00094,"DELL LATITUDE E4300(CORE 2 DUO P9300 2.26GHZ/2GB/160GB/14"")(GRADE B)","DELL LATITUDE E4300(CORE 2 DUO P9300 2.26GHZ/2GB/160GB/14"")(GRADE B)"
QCNBBG00095,"DELL LATITUDE E6530(CORE I7 3740QM 2.70GHZ/8GB/500GB/WEBCAM/15"")(GRADE B)","DELL LATITUDE E6530(CORE I7 3740QM 2.70GHZ/8GB/500GB/WEBCAM/15"")(GRADE B)"
QCNBBG00096,"DELL LATITUDE E7440(CORE I7 4600U 2.10GHZ/4GB/512GB SSD/WEBCAM/14"" TOUCH)(GRADE B)","DELL LATITUDE E7440(CORE I7 4600U 2.10GHZ/4GB/512GB SSD/WEBCAM/14"" TOUCH)(GRADE B)"
QCNBBG00097,"HP PROBOOK 6460B(CORE I5 2450M 2.50GHZ/4GB/320GB/WEBCAM/14"")(GRADE B)","HP PROBOOK 6460B(CORE I5 2450M 2.50GHZ/4GB/320GB/WEBCAM/14"")(GRADE B)"
QCNBBG00098,"HP PROBOOK 6470B(CORE I5 3320M 2.60GHZ/4GB/320GB/14"")(GRADE B)","HP PROBOOK 6470B(CORE I5 3320M 2.60GHZ/4GB/320GB/14"")(GRADE B)"
QCNBBG00099,"HP ELIETBOOK 2570P(CORE I5 3320M 2.60GHZ/4GB/320GB/WEBCAM/14"")(GRADE B)","HP ELIETBOOK 2570P(CORE I5 3320M 2.60GHZ/4GB/320GB/WEBCAM/14"")(GRADE B)"
QCNBBG00100,"LENOVO THINKPAD T430(CORE I5 3320M 2.60GHZ/4GB/500GB/14"")(GRADE B)","LENOVO THINKPAD T430(CORE I5 3320M 2.60GHZ/4GB/500GB/14"")(GRADE B)"
QCNBBG00101,"LENOVO THINKPAD T400(CORE 2 DUO P8400 2.26GHZ/2GB/160GB/14"")(GRADE B)","LENOVO THINKPAD T400(CORE 2 DUO P8400 2.26GHZ/2GB/160GB/14"")(GRADE B)"
QCNBBG00102,"HP PROBOOK 4420S(CORE I3 M380 2.53GHZ/4GB/320GB/14"")(GRADE B)","HP PROBOOK 4420S(CORE I3 M380 2.53GHZ/4GB/320GB/14"")(GRADE B)"
QCNBBG00103,"HP PROBOOK 6450B(CORE I5 M520 2.40GHZ/4GB/320GB/WEB CAM/14"")(GRADE B)","HP PROBOOK 6450B(CORE I5 M520 2.40GHZ/4GB/320GB/WEB CAM/14"")(GRADE B)"
QCNBBG00104,"HP  ELITEBOOK 2570P(CORE I5 3320M 2.60GHZ/2GB/320GB/WEBCAM/12.5"")(GRADE B)","HP  ELITEBOOK 2570P(CORE I5 3320M 2.60GHZ/2GB/320GB/WEBCAM/12.5"")(GRADE B)"
QCNBBG00105,"HP ELITEBOOK 8540W(CORE I7 Q740 1.73GHZ/4GB/320GB/15.6"")(GRADE B)","HP ELITEBOOK 8540W(CORE I7 Q740 1.73GHZ/4GB/320GB/15.6"")(GRADE B)"
QCNBBG00106,"LENOVO THINKPAD X301(CORE 2 DUO U9400 1.40GHZ/2GB/128GB SSD/WEBCAM/12.5"")(GRADE B)","LENOVO THINKPAD X301(CORE 2 DUO U9400 1.40GHZ/2GB/128GB SSD/WEBCAM/12.5"")(GRADE B)"
QCNBBG00107,"HP PAVILION G42(CORE I3 M370 2.40GHZ/4GB/320GB/WEBCAM/14"")(GRADE B)","HP PAVILION G42(CORE I3 M370 2.40GHZ/4GB/320GB/WEBCAM/14"")(GRADE B)"
QCNBBG00108,"HP ELITEBOOK 8560W(CORE I7 2620M 2.70GHZ/4GB/320GB/NO WEBCAM/15.6"")(GRADE B)","HP ELITEBOOK 8560W(CORE I7 2620M 2.70GHZ/4GB/320GB/NO WEBCAM/15.6"")(GRADE B)"
