sku,name,product_name
QCNBBG00001,"LENOVO THINKPAD T420(CORE I5 2520M 2.50GHZ/4GB/320GB/NO WEBCAM/14"")(GRADE B)","LENOVO THINKPAD T420(CORE I5 2520M 2.50GHZ/4GB/320GB/NO WEBCAM/14"")(GRADE B)"
QCNBBG00002,"LENOVO THINKPAD T420(CORE I5 2520M 2.50GHZ/4GB/320GB/WEBCAM/14"")(GRADE B)","LENOVO THINKPAD T420(CORE I5 2520M 2.50GHZ/4GB/320GB/WEBCAM/14"")(GRADE B)"
QCNBBG00003,"LENOVO THINKPAD T430(CORE I5 3320M 2.60GHZ/4GB/320GB/NO WEBCAM/14"")(GRADE B)","LENOVO THINKPAD T430(CORE I5 3320M 2.60GHZ/4GB/320GB/NO WEBCAM/14"")(GRADE B)"
QCNBBG00004,"LENOVO THINKPAD T430(CORE I5 3320M 2.60GHZ/4GB/320GB/WEBCAM/14"")(GRADE B)","LENOVO THINKPAD T430(CORE I5 3320M 2.60GHZ/4GB/320GB/WEBCAM/14"")(GRADE B)"
QCNBBG00005,"LENOVO THINKPAD X230(CORE I5 3320 2.60GHZ/8GB/250GB/WEBCAM/12.5"")(GRADE B)","LENOVO THINKPAD X230(CORE I5 3320 2.60GHZ/8GB/250GB/WEBCAM/12.5"")(GRADE B)"
QCNBBG00006,"LENOVO THINKPAD X230(CORE I5 3320 2.60GHZ/4GB/240GB SSD/NO WEBCAM/12.5"")(GRADE B)","LENOVO THINKPAD X230(CORE I5 3320 2.60GHZ/4GB/240GB SSD/NO WEBCAM/12.5"")(GRADE B)"
QCNBBG00007,"HP SPECTRE PRO X360 G1(CORE I7 5600U 2.60GHZ/8GB/512GB SSD/WEB CAM/13.3"")(GRADE B)","HP SPECTRE PRO X360 G1(CORE I7 5600U 2.60GHZ/8GB/512GB SSD/WEB CAM/13.3"")(GRADE B)"
QCNBBG00008,"DELL VOSTRO 1550(CORE I3 2310M 2.10GHZ/2GB/500GB/WEBCAM/15.6"")(GRADE B)","DELL VOSTRO 1550(CORE I3 2310M 2.10GHZ/2GB/500GB/WEBCAM/15.6"")(GRADE B)"
QCNBBG00009,"HP SPECTRE PRO X360 G2(CORE I7 6600U 2.60GHZ/8GB/512GB SSD/WEB CAM/13.3"")(GRADE B)","HP SPECTRE PRO X360 G2(CORE I7 6600U 2.60GHZ/8GB/512GB SSD/WEB CAM/13.3"")(GRADE B)"
QCNBBG00010,"LENOVO IDEAPAD 510(CORE I5 4200U 1.60GHZ/4GB/500GB/WEBCAM/15.6"")(GRADE B)","LENOVO IDEAPAD 510(CORE I5 4200U 1.60GHZ/4GB/500GB/WEBCAM/15.6"")(GRADE B)"
QCNBBG00011,"LENOVO THINKPAD T420(CORE I5-2520M 2.50GHZ/4GB/500GBRW/WEBCAM/14"")(GRADE B)","LENOVO THINKPAD T420(CORE I5-2520M 2.50GHZ/4GB/500GBRW/WEBCAM/14"")(GRADE B)"
