sku,image,small_image,thumbnail,gallery
OPMBNTFB0034,+/HTC-Desire-10-Lifestyle-Polor-White.jpg,+/HTC-Desire-10-Lifestyle-Polor-White.jpg,+/HTC-Desire-10-Lifestyle-Polor-White.jpg,/HTC-Desire-10-Lifestyle-Polor-White-right.jpg;/HTC-Desire-10-Lifestyle-Polor-White-left.jpg
OPMBNTFB0051,+/HTC-Desire-10-Lifestyle-Stone-Black.jpg,+/HTC-Desire-10-Lifestyle-Stone-Black.jpg,+/HTC-Desire-10-Lifestyle-Stone-Black.jpg,/HTC-Desire-10-Lifestyle-Stone-Black-right.jpg;/HTC-Desire-10-Lifestyle-Stone-Black-left.jpg
OPMBNTFB0222,+/Samsung-Galaxy-A7-A710F-gold.jpg,+/Samsung-Galaxy-A7-A710F-gold.jpg,+/Samsung-Galaxy-A7-A710F-gold.jpg,/Samsung-Galaxy-A7-A710F-gold-right.jpg;/Samsung-Galaxy-A7-A710F-gold-left.jpg
OPMBNTFB0323,+/samsung-galaxy-on-7-pro-g600f-gold.jpg,+/samsung-galaxy-on-7-pro-g600f-gold.jpg,+/samsung-galaxy-on-7-pro-g600f-gold.jpg,/samsung-galaxy-on-7-pro-g600f-gold-right.jpg;/samsung-galaxy-on-7-pro-g600f-gold-left.jpg
OPMBNTF0282,+/HTC-Desire-620G-White.jpg,+/HTC-Desire-620G-White.jpg,+/HTC-Desire-620G-White.jpg,/HTC-Desire-620G-White-right.jpg;/HTC-Desire-620G-White-left.jpg
OPMBNTFB0266,+/Samsung-Metro-313-Black.jpg,+/Samsung-Metro-313-Black.jpg,+/Samsung-Metro-313-Black.jpg,/Samsung-Metro-313-Black.jpg
OPMBNTFB0130,+/Samsung-Galaxy-J7-Prime-G610F-Black.jpg,+/Samsung-Galaxy-J7-Prime-G610F-Black.jpg,+/Samsung-Galaxy-J7-Prime-G610F-Black.jpg,/Samsung-Galaxy-J7-Prime-G610F-Black-right.jpg;/Samsung-Galaxy-J7-Prime-G610F-Black-left.jpg
OPMBNTFB0196,+/Samsung-Galaxy-Tab-3V-T116N-Black.jpg,+/Samsung-Galaxy-Tab-3V-T116N-Black.jpg,+/Samsung-Galaxy-Tab-3V-T116N-Black.jpg,/Samsung-Galaxy-Tab-3V-T116N-Black-right.jpg;/Samsung-Galaxy-Tab-3V-T116N-Black-left.jpg
OPMBNTFB0219,+/One-plus-2-Sandstone-Black.jpg,+/One-plus-2-Sandstone-Black.jpg,+/One-plus-2-Sandstone-Black.jpg,/One-plus-2-Sandstone-Black-right.jpg;/One-plus-2-Sandstone-Black-left.jpg
OPMBNTFB0704,+/Samsung-Galaxy-S8-Plus-Maple-Gold.jpg,+/Samsung-Galaxy-S8-Plus-Maple-Gold.jpg,+/Samsung-Galaxy-S8-Plus-Maple-Gold.jpg,/Samsung-Galaxy-S8-Plus-Maple-Gold-right.jpg;/Samsung-Galaxy-S8-Plus-Maple-Gold-left.jpg
OPMBNTFB0650,+/samsung-galxy-a9-pro-black 1.jpg,+/samsung-galxy-a9-pro-black 1.jpg,+/samsung-galxy-a9-pro-black 1.jpg,/samsung-galxy-a9-pro-black-a 2.jpg;/samsung-galxy-a9-pro-black 1.jpg
