store,websites,attribute_set,type,category_ids,sku,name,image,small_image,thumbnail,gallery,battery_power,display_resolution,warrenty,price,weight,visibility,tax_class_id,brands,expandable_storage_capacity,sim_type,camera,mapped_status,description,short_description,imp_desc,qty,is_in_stock,product_name,product_type_id,model_no,weights,sim_size,secondary_camera,video_recording,hd_recording,touch_screen,touch_screen_type,display_color,internet_features,edge,gprs,usb_connectivity,tethering,audio_jack,preinstalled_browser,navigation_technology,nfc,wifi,dlna,three_g,talk_time,standby_time,operating_freq,in_the_box,dimensions_size,handset_color,mobile_bluetooth,sensors,mobile_ram,mobile_battery_type,mobile_fm,gr_ean,mobile_4g,laptop_remark,status,processor,display_size,android,primary_camera,internal_storage,mobile_phone_type,mobile_display_type,mobile_warranty_summary,mobile_sim,mobile_operating_system,product_category_type
admin,base,Mobiles,simple,"4,144",OPMBNTFB0232,"Apple iPhone 6S Plus (Silver, 16 GB)(B Grade)",/a/p/apple-iphone-6s-plus-silver.jpeg,/a/p/apple-iphone-6s-plus-silver.jpeg,/a/p/apple-iphone-6s-plus-silver.jpeg,"/apple-iphone-6-plus-silver2.jpg,/apple-iphone-6-plus-silver3.jpg,/apple-iphone-6-plus-silver4.jpg,/apple-iphone-6-plus-silver5.jpg",,,6 Months Warranty.,0.00,0.2,"Catalog, Search",GST12,Apple,,"Single, LTE",,No,<ul></ul>,<ul></ul>,<ul></ul>,0,0,"Apple iPhone 6S Plus (Silver, 16 GB)",simple,iPhone 6S Plus,0.2,Nano Sim,5.0 Megapixel,"Yes, Full HD",,Yes,,,Email,Yes,Yes,Yes,,3.5 mm,Safari,"A-GPS, GLONASS, with Google Maps",Yes,"Yes, 802.11 a/b/g/n/ac",,Yes,14 hrs (3G),250 hrs (2G),"GSM - 850, 900, 1800, 1900; UMTS - 850, 900, 1700, 1900, 2100; 4G LTE (TD) - Band 38/39/40/41",,67.1x138.3x7.1 mm,Silver,"Yes, v4.2","Touch ID Fingerprint Sensor, Barometer, Three-axis Gyro Sensor, Accelerometer, Proximity Sensor, Ambient Light Sensor, Digital Compass",2 GB,1715 mAh,,,Yes,Open Box without accessories ( boxes can be damaged ) . Open Box with dents / scratches . No returns / ASIS conditions . Warranty – 6 months . Price – will be around 10% lesser than Open Box Grade A what we are selling currently.,2,"1.84 GHz + A9 Chip with 64-bit Architecture and M9 Motion Co-processor, Dual Core",11.94 cm (4.7 Inches),,12 Megapixel,16 GB,Smartphone,,6 Months Warranty.,Single sim,iOS v9,OPMOBNTF-B
admin,base,Mobiles,simple,"4,144",OPMBNTFB0630,"Honor Holly 3 (Gold, 16GB)(B Grade)",/h/o/honor-holly-3-_gold_-16gb_.jpg,/h/o/honor-holly-3-_gold_-16gb_.jpg,/h/o/honor-holly-3-_gold_-16gb_.jpg,"/samsung-galaxy-s3-neo-gt-i9300i-black2.jpg,/samsung-galaxy-s3-neo-gt-i9300i-black3.jpg,/samsung-galaxy-s3-neo-gt-i9300i-black4.jpg,/samsung-galaxy-s3-neo-gt-i9300i-black5.jpg",,,6 Months Warranty.,0.00,0.2,"Catalog, Search",GST12,Honor,,,,No,<ul></ul>,<ul></ul>,<ul></ul>,0,0,"Honor Holly 3 (Gold, 16GB)",simple,Holly 3,0.2,,8 Megapixel,Yes,,Yes,,,,,,Yes,,3.5 mm,,,,Yes,,,,,,,,Gold,Yes,,2 GB,3100 mAh,,,Yes,Open Box without accessories ( boxes can be damaged ) . Open Box with dents / scratches . No returns / ASIS conditions . Warranty – 6 months . Price – will be around 10% lesser than Open Box Grade A what we are selling currently.,2,1.2 MHz,12.7 cm (5.0 Inches),,13 Megapixel,16 GB,Smartphone,,6 Months Warranty.,Dual sim,,OPMOBNTF-B
admin,base,Mobiles,simple,"4,144",OPMBNTFB0183,Coolpad Mega 2.5D ( 16GB Grey )(B Grade),/c/o/coolpad-mega-2.5d-space-gray_1.png,/c/o/coolpad-mega-2.5d-space-gray_1.png,/c/o/coolpad-mega-2.5d-space-gray_1.png,"/samsung-galaxy-s3-neo-gt-i9300i-black2.jpg,/samsung-galaxy-s3-neo-gt-i9300i-black3.jpg,/samsung-galaxy-s3-neo-gt-i9300i-black4.jpg,/samsung-galaxy-s3-neo-gt-i9300i-black5.jpg",,,6 Months Warranty.,0.00,0.2,"Catalog, Search",GST12,Coolpad,,,,No,<ul></ul>,<ul></ul>,<ul><li>3 GB Ram</li><li>8 Megapixel</li><li>16 GB</li><li>Android v6.0 Marshmallow</li><li>2500mAH lithium-ion</li></ul>,0,0,Coolpad Mega 2.5D ( 16GB Grey ),simple,,0.2,,8 Megapixel,Yes,,Yes,,,,,,,,3.5 mm,,,,Yes,,,,,,,, Gold,Yes,,3 GB,2500 mAh,,,,Open Box without accessories ( boxes can be damaged ) . Open Box with dents / scratches . No returns / ASIS conditions . Warranty – 6 months . Price – will be around 10% lesser than Open Box Grade A what we are selling currently.,2,,13.97 cm (5.5 Inches),,8 Megapixel,16 GB,Smartphone,,6 Months Warranty.,Dual sim,Android v6.0 Marshmallow,OPMOBNTF-B
admin,base,Mobiles,simple,"4,144",OPMBNTFB0071,"Lenovo Vibe K5 Note (Gold, 32 GB)  (3 GB RAM)(B Grade)",/l/e/lenovo-vibe-k5-gold.jpg,/l/e/lenovo-vibe-k5-gold.jpg,/l/e/lenovo-vibe-k5-gold.jpg,"/samsung-galaxy-s3-neo-gt-i9300i-black2.jpg,/samsung-galaxy-s3-neo-gt-i9300i-black3.jpg,/samsung-galaxy-s3-neo-gt-i9300i-black4.jpg,/samsung-galaxy-s3-neo-gt-i9300i-black5.jpg",,,6 Months Warranty.,0.00,0.2,"Catalog, Search",GST12,Lenovo,,,,No,<ul><li>3 GB RAM</li><li>13 Megapixel</li><li>8 Megapixel</li><li>3500 mAh</li><li>32 GB</li></ul>,<ul><li>3 GB RAM</li><li>13 Megapixel</li><li>8 Megapixel</li><li>3500 mAh</li><li>32 GB</li></ul>,<ul><li>3 GB RAM</li><li>13 Megapixel</li><li>8 Megapixel</li><li>3500 mAh</li><li>32 GB</li></ul>,0,0,"Lenovo Vibe K5 Note (Gold, 32 GB)  (3 GB RAM)",simple,Vibe K5 Note,0.2,,8 Megapixel,Yes,,Yes,,,,,,Yes,,3.5 mm,,,,Yes,,,,,,,,Gold,Yes,,3 GB,3500 mAh,,,Yes,Open Box without accessories ( boxes can be damaged ) . Open Box with dents / scratches . No returns / ASIS conditions . Warranty – 6 months . Price – will be around 10% lesser than Open Box Grade A what we are selling currently.,2,Octa Core,13.97 cm (5.5 Inches),,13 Megapixel,32 GB,Smartphone,,6 Months Warranty.,Dual sim,,OPMOBNTF-B
admin,base,Mobiles,simple,"4,144",OPMBNTFB0169,OPPO F1s  4GB (Grey 64 GB)(B Grade),/o/p/oppo-f1s-a1601-grey-64.jpg,/o/p/oppo-f1s-a1601-grey-64.jpg,/o/p/oppo-f1s-a1601-grey-64.jpg,,,,6 Months Warranty.,0.00,0.2,"Catalog, Search",GST12,Oppo,,,,No,<ul></ul>,<ul></ul>,<ul></ul>,0,0,OPPO F1s  4GB (Grey 64 GB),simple,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open Box without accessories ( boxes can be damaged ) . Open Box with dents / scratches . No returns / ASIS conditions . Warranty – 6 months . Price – will be around 10% lesser than Open Box Grade A what we are selling currently.,2,,,,,,,,6 Months Warranty.,,,OPMOBNTF-B
admin,base,Mobiles,simple,"4,144",OPMBNTFB0170,OPPO F3 Plus 4GB (Black 64 GB)(B Grade),/o/p/oppo-f3-plus-cph1613-black-64-31990.jpg,/o/p/oppo-f3-plus-cph1613-black-64-31990.jpg,/o/p/oppo-f3-plus-cph1613-black-64-31990.jpg,,4000 mAH ,,6 Months Warranty.,0.00,186,"Catalog, Search",GST12,Oppo,,,,No,"<ul><li>4 GB RAM</li><li>16 Megapixel</li><li>6 Inches</li><li>4000 mAh Battery</li><li>64 GB</li><li>Android v6.0 Marshmallow OS</li>
<li>1.9GHz Qualcomm Snapdragon  octa-core processor</li></ul>","<ul><li>4 GB RAM</li><li>16 Megapixel</li><li>6 Inches</li><li>4000 mAh Battery</li><li>64 GB</li><li>Android v6.0 Marshmallow OS</li>
<li>1.9GHz Qualcomm Snapdragon  octa-core processor</li></ul>","<ul><li>4 GB RAM</li><li>16 Megapixel</li><li>6 Inches</li><li>4000 mAh Battery</li><li>64 GB</li><li>Android v6.0 Marshmallow OS</li>
<li>1.9GHz Qualcomm Snapdragon  octa-core processor</li></ul>",0,0,OPPO F3 Plus 4GB (Black 64 GB),simple,F3 Plus,186 g,,8 Megapixel,,,Yes,,,,,,,,,,,,,,,,,,,,Black,Yes,,4 GB,Lithium-ion,,,Yes,Open Box without accessories ( boxes can be damaged ) . Open Box with dents / scratches . No returns / ASIS conditions . Warranty – 6 months . Price – will be around 10% lesser than Open Box Grade A what we are selling currently.,2,,15.24 cm (6 Inches),,13 Megapixel,64 GB,Smartphone,,6 Months Warranty.,Dual sim,,OPMOBNTF-B
admin,base,Mobiles,simple,"4,144",OPMBNTFB0274,Apple:iPhone 4S (White 16GB)(B Grade),/a/p/apple-iphone-4s-white.jpg,/a/p/apple-iphone-4s-white.jpg,/a/p/apple-iphone-4s-white.jpg,"/apple-iphone-4-white2.jpg,/apple-iphone-4-white3.jpg,/apple-iphone-4-white4.jpg",,,6 Months Warranty.,0.00,0.2,"Catalog, Search",GST12,Apple,,"Single, GSM",,No,<ul></ul>,<ul></ul>,<ul></ul>,0,0,Apple:iPhone 4S (White 16GB),simple,iPhone 4S,0.2,,VGA,Yes,,Yes,,,,,,Yes,,,,,,Yes,,Yes,,,,,,,Yes,,512 MB,1432 mAh,,,,Open Box without accessories ( boxes can be damaged ) . Open Box with dents / scratches . No returns / ASIS conditions . Warranty – 6 months . Price – will be around 10% lesser than Open Box Grade A what we are selling currently.,2,"1 Cortex A9, Dual Core",8.89 cm (3.5 Inches),,8.0 Megapixel,16 GB,Smartphone,IPS LCD,6 Months Warranty.,Single sim,iOS 5,OPMOBNTF-B
admin,base,Mobiles,simple,"4,144",OPMBNTFB0200,"Apple iPhone SE (Gold, 32 GB)(B Grade)",/a/p/apple-iphone-se-16gb-gold.jpg,/a/p/apple-iphone-se-16gb-gold.jpg,/a/p/apple-iphone-se-16gb-gold.jpg,"/apple-iphone-6-plus-space-grey2.jpg,/apple-iphone-6-plus-space-grey3.jpg,/apple-iphone-6-plus-space-grey4.jpg,/apple-iphone-6-plus-space-grey5.jpg",,,6 Months Warranty.,0.00,0.2,"Catalog, Search",GST12,Apple,,"Single, GSM",,No,<ul></ul>,<ul></ul>,<ul></ul>,0,0,"Apple iPhone SE (Gold, 32 GB)",simple,iPhone SE,0.2,Nano Sim,7.0 Megapixel,"Yes, Full HD",,Yes,,,Email,,Yes,Yes,Yes,3.5 mm,Safari,,N/A,Yes,N/A,Yes,,,,,,Gold,Yes,,2 GB,1624 mAh,N/A,,Yes,Open Box without accessories ( boxes can be damaged ) . Open Box with dents / scratches . No returns / ASIS conditions . Warranty – 6 months . Price – will be around 10% lesser than Open Box Grade A what we are selling currently.,2,A9 Chip with 64-bit Architecture and M9 Motion Co-processor Processor,10.16 cm (4.0 Inches),,12 Megapixel,32 GB,Smartphone,IPS,6 Months Warranty.,Single sim,iOS v9,OPMOBNTF-B
admin,base,Mobiles,simple,"4,144",OPMBNTFB0178,"Apple iPhone SE (Space Grey, 32 GB)(B Grade)",/a/p/apple-iphone-se-16gb-space-grey_1.jpg,/a/p/apple-iphone-se-16gb-space-grey_1.jpg,/a/p/apple-iphone-se-16gb-space-grey_1.jpg,"/apple-iphone-6-plus-space-grey2.jpg,/apple-iphone-6-plus-space-grey3.jpg,/apple-iphone-6-plus-space-grey4.jpg,/apple-iphone-6-plus-space-grey5.jpg",,,6 Months Warranty.,0.00,0.2,"Catalog, Search",GST12,Apple,,"Single, GSM",,No,<ul></ul>,<ul></ul>,<ul></ul>,0,0,"Apple iPhone SE (Space Grey, 32 GB)",simple,iPhone SE,0.2,Nano Sim,7.0 Megapixel,"Yes, Full HD",,Yes,,,Email,,Yes,Yes,Yes,3.5 mm,Safari,,N/A,Yes,N/A,Yes,,,,,,Space Grey,Yes,,2 GB,1624 mAh,N/A,,Yes,Open Box without accessories ( boxes can be damaged ) . Open Box with dents / scratches . No returns / ASIS conditions . Warranty – 6 months . Price – will be around 10% lesser than Open Box Grade A what we are selling currently.,2,A9 Chip with 64-bit Architecture and M9 Motion Co-processor Processor,10.16 cm (4.0 Inches),,12 Megapixel,32 GB,Smartphone,IPS,6 Months Warranty.,Single sim,iOS v9,OPMOBNTF-B
admin,base,Mobiles,simple,"4,144",OPMBNTFB0233,"Apple iPhone 7 (Silver, 128 GB)(B Grade)",/a/p/apple-iphone-7-silver.jpg,/a/p/apple-iphone-7-silver.jpg,/a/p/apple-iphone-7-silver.jpg,"/apple-iphone-6-plus-space-grey2.jpg,/apple-iphone-6-plus-space-grey3.jpg,/apple-iphone-6-plus-space-grey4.jpg,/apple-iphone-6-plus-space-grey5.jpg",,,6 Months Warranty.,0.00,0.2,"Catalog, Search",GST12,Apple,,"Single, GSM",,No,"<ul><li>Single, GSM</li><li>12 Megapixel</li><li>11.94 cm (4.7 Inches)</li><li>iOS 10</li></ul>","<ul><li>Single, GSM</li><li>12 Megapixel</li><li>11.94 cm (4.7 Inches)</li><li>iOS 10</li></ul>","<ul><li>Single, GSM</li><li>12 Megapixel</li><li>11.94 cm (4.7 Inches)</li><li>iOS 10</li></ul>",0,0,"Apple iPhone 7 (Silver, 128 GB)",simple,iPhone 7 32GB,0.2,Nano Sim,7.0 Megapixel,"Yes, Full HD",,Yes,,,Email,,Yes,Yes,Yes,3.5 mm,Safari,,N/A,Yes,N/A,Yes,,,,,,Silver,Yes,,2 GB,1960 mAh,N/A,,Yes,Open Box without accessories ( boxes can be damaged ) . Open Box with dents / scratches . No returns / ASIS conditions . Warranty – 6 months . Price – will be around 10% lesser than Open Box Grade A what we are selling currently.,2,A10 Fusion Chip with 64-bit Architecture and Embedded M10 Motion Co-processor,11.94 cm (4.7 Inches),,12 Megapixel,128 GB,Smartphone,IPS,6 Months Warranty.,Single sim,iOS 10,OPMOBNTF-B
admin,base,Mobiles,simple,"4,144",OPMBNTFB0044,Lenovo Z2 Plus PA500016IN (Black 32 GB) (Open box) (B Grade),/l/e/lenovo-z2-plus-black-32-gb.jpg,/l/e/lenovo-z2-plus-black-32-gb.jpg,/l/e/lenovo-z2-plus-black-32-gb.jpg,"/samsung-galaxy-s3-neo-gt-i9300i-black2.jpg,/samsung-galaxy-s3-neo-gt-i9300i-black3.jpg,/samsung-galaxy-s3-neo-gt-i9300i-black4.jpg,/samsung-galaxy-s3-neo-gt-i9300i-black5.jpg",,,6 Months Warranty.,0.00,0.2,"Catalog, Search",GST12,Lenovo,,,,No,<ul></ul>,<ul></ul>,<ul></ul>,0,0,Lenovo Z2 Plus PA500016IN (Black 32 GB) (Open box) ,simple,Lenovo Z2 Plus ,0.2,,8 Megapixel,,,Yes,,,,,,,,3.5 mm,,,,Yes,,,,,,,,,Yes,,3 RAM,3500 mAh,,,Yes,Open Box without accessories ( boxes can be damaged ) . Open Box with dents / scratches . No returns / ASIS conditions . Warranty – 6 months . Price – will be around 10% lesser than Open Box Grade A what we are selling currently.,2,,,,13 Megapixel,32 GB,Smartphone,,6 Months Warranty.,,,OPMOBNTF-B
admin,base,Mobiles,simple,"4,144",OPMBNTFB0647,"Moto E4 Plus (Fine Gold, 32 GB)(B Grade)",/m/o/motorola-moto-e4-plus-xt1770-fine-gold.png,/m/o/motorola-moto-e4-plus-xt1770-fine-gold.png,/m/o/motorola-moto-e4-plus-xt1770-fine-gold.png,"/samsung-galaxy-s3-neo-gt-i9300i-black2.jpg,/samsung-galaxy-s3-neo-gt-i9300i-black3.jpg,/samsung-galaxy-s3-neo-gt-i9300i-black4.jpg,/samsung-galaxy-s3-neo-gt-i9300i-black5.jpg",,,6 Months Warranty.,0.00,0.2,"Catalog, Search",GST12,Motorola,,,,No,<ul></ul>,<ul></ul>,<ul><li>3 GB RAM</li><li>13 Megapixel</li><li>5 Megapixel</li><li>5000 mAh</li><li>32 GB ROM</li></ul>,0,0,"Moto E4 Plus (Fine Gold, 32 GB)",simple,Motorola Moto E4 Plus,0.2,,5 Megapixel,Yes,,Yes,,,,,,Yes,,3.5 mm,,,,Yes,,,,,,,,Fine Gold,Yes,"Fingerprint Sensor, Vibration Sensor, Accelerometer Sensor, Proximity Sensor, E-compass, Gyroscope, Ambient Light Sensor",3 GB,5000 mAh,Yes,,Yes,Open Box without accessories ( boxes can be damaged ) . Open Box with dents / scratches . No returns / ASIS conditions . Warranty – 6 months . Price – will be around 10% lesser than Open Box Grade A what we are selling currently.,2,Octa Core,13.97 cm (5.5 Inches),,13 Megapixel,32 GB,Smartphone,,6 Months Warranty.,Dual sim,Android Marshmallow 6,OPMOBNTF-B
admin,base,Mobiles,simple,"4,144",OPMBNTFB0056,"Apple iPhone 7 Plus (Black, 32GB)(B Grade)",/a/p/apple-iphone-7-plus-_black_-128gb_.jpg,/a/p/apple-iphone-7-plus-_black_-128gb_.jpg,/a/p/apple-iphone-7-plus-_black_-128gb_.jpg,"/apple-iphone-6-plus-space-grey2.jpg,/apple-iphone-6-plus-space-grey3.jpg,/apple-iphone-6-plus-space-grey4.jpg,/apple-iphone-6-plus-space-grey5.jpg",,,6 Months Warranty.,0.00,0.2,"Catalog, Search",GST12,Apple,,"Single, GSM",,No,"<ul><li>Single, GSM</li><li>12 Megapixel</li><li>13.97 cm (5.5 Inches)</li><li>iOS 10</li></ul>","<ul><li>Single, GSM</li><li>12 Megapixel</li><li>13.97 cm (5.5 Inches)</li><li>iOS 10</li></ul>","<ul><li>Single, GSM</li><li>12 Megapixel</li><li>13.97 cm (5.5 Inches)</li><li>iOS 10</li></ul>",0,0,"Apple iPhone 7 Plus (Black, 32GB)",simple,iPhone 7 Plus,0.2,Nano Sim,7.0 Megapixel,"Yes, Full HD",,Yes,,,Email,,Yes,Yes,Yes,3.5 mm,Safari,,N/A,Yes,N/A,Yes,,,,,,Black,Yes,,3 GB,2900 mAh,N/A,,Yes,Open Box without accessories ( boxes can be damaged ) . Open Box with dents / scratches . No returns / ASIS conditions . Warranty – 6 months . Price – will be around 10% lesser than Open Box Grade A what we are selling currently.,2,A10 Fusion Chip with 64-bit Architecture and Embedded M10 Motion Co-processor,13.97 cm (5.5 Inches),,12 Megapixel,32 GB,Smartphone,IPS,6 Months Warranty.,Single sim,iOS 10,OPMOBNTF-B
admin,base,Mobiles,simple,"4,144",OPMBNTFB0105,Lenovo Vibe K5 (Silver 16GB)(B Grade),/l/e/lenovo-vibe-k5-silver.png,/l/e/lenovo-vibe-k5-silver.png,/l/e/lenovo-vibe-k5-silver.png,"/samsung-galaxy-s3-neo-gt-i9300i-black2.jpg,/samsung-galaxy-s3-neo-gt-i9300i-black3.jpg,/samsung-galaxy-s3-neo-gt-i9300i-black4.jpg,/samsung-galaxy-s3-neo-gt-i9300i-black5.jpg",,,6 Months Warranty.,0.00,0.2,"Catalog, Search",GST12,Lenovo,,,,No,<ul></ul>,<ul></ul>,<ul><li>Dual SIM</li><li>13 Megapixel</li><li>5 Megapixel</li><li>Android (Lollipop)</li><li>16 GB</li></ul>,0,0,Lenovo Vibe K5 (Silver 16GB),simple,Vibe K5 ,0.2,,5.0 Megapixel,Yes,,Yes,,,,,,Yes,,3.5 mm,,,,Yes,,,,,,,,Silver,Yes,,2 GB,2750 mAh,,,,Open Box without accessories ( boxes can be damaged ) . Open Box with dents / scratches . No returns / ASIS conditions . Warranty – 6 months . Price – will be around 10% lesser than Open Box Grade A what we are selling currently.,2,"1.4 GHz, Octa Core",12.7 cm (5.0 Inches),,13 Megapixel,16 GB,Smartphone,,6 Months Warranty.,Dual sim,Android (Lollipop),OPMOBNTF-B
admin,base,Mobiles,simple,"4,144",OPMBNTFB0144,Coolpad Note 3 Plus (Champagne-White)(B Grade),/c/o/coolpad_note_3_plus_champagne-white_11.jpeg,/c/o/coolpad_note_3_plus_champagne-white_11.jpeg,/c/o/coolpad_note_3_plus_champagne-white_11.jpeg,"/samsung-galaxy-s3-neo-gt-i9300i-black2.jpg,/samsung-galaxy-s3-neo-gt-i9300i-black3.jpg,/samsung-galaxy-s3-neo-gt-i9300i-black4.jpg,/samsung-galaxy-s3-neo-gt-i9300i-black5.jpg",,,6 Months Warranty.,0.00,0.2,"Catalog, Search",GST12,Coolpad,,,,No,<ul><li>3 GB Ram</li><li>13 Megapixel</li><li>5 Megapixel</li><li>Android v5.1 Lollipop</li><li>3000mAH lithium-ion</li></ul>,<ul><li>3 GB Ram</li><li>13 Megapixel</li><li>5 Megapixel</li><li>Android v5.1 Lollipop</li><li>3000mAH lithium-ion</li></ul>,<ul><li>3 GB Ram</li><li>13 Megapixel</li><li>5 Megapixel</li><li>Android v5.1 Lollipop</li><li>3000mAH lithium-ion</li></ul>,0,0,Coolpad Note 3 Plus (Champagne-White),simple,,0.2,,5.0 Megapixel,Yes,,Yes,,,,,,,,3.5 mm,,,,Yes,,,,,,,,Champagne-White,Yes,,3 GB,3000 mAh,,,,Open Box without accessories ( boxes can be damaged ) . Open Box with dents / scratches . No returns / ASIS conditions . Warranty – 6 months . Price – will be around 10% lesser than Open Box Grade A what we are selling currently.,2,,13.97 cm (5.5 Inches),,13 Megapixel,16 GB,Smartphone,,6 Months Warranty.,Dual sim,,OPMOBNTF-B
admin,base,Mobiles,simple,"4,144",OPMBNTFB0699," Xiaomi Redmi Note Prime (White, 16 GB)(B Grade)",/x/i/xiaomi_redmi_note_prime_white_16_gb_.jpg,/x/i/xiaomi_redmi_note_prime_white_16_gb_.jpg,/x/i/xiaomi_redmi_note_prime_white_16_gb_.jpg,"/samsung-galaxy-s3-neo-gt-i9300i-black2.jpg,/samsung-galaxy-s3-neo-gt-i9300i-black3.jpg,/samsung-galaxy-s3-neo-gt-i9300i-black4.jpg,/samsung-galaxy-s3-neo-gt-i9300i-black5.jpg",3100mAH,"1280x720 HD 720p, IPS",6 Months Warranty.,0.00,0.2,"Catalog, Search",GST12,Mi,upto 32 GB,Dual Sim,,No,<ul></ul>,<ul></ul>,<ul></ul>,0,0," Xiaomi Redmi Note Prime (White, 16 GB)",simple,Redmi Note Prime,0.2,,5 Megapixel,Yes,,Yes,,,,,,Yes,,3.5 mm,,,,Yes,,Yes,,,,"Handset, Charger and User Manual",,White,Yes,"Gyroscope, Light sensor, Accelerometer, Proximity sensor, Electronic compass",2 GB,3100 mAh,Yes,,Yes,Open Box without accessories ( boxes can be damaged ) . Open Box with dents / scratches . No returns / ASIS conditions . Warranty – 6 months . Price – will be around 10% lesser than Open Box Grade A what we are selling currently.,2,"1.4 GHz, Octa Core",13.97 cm (5.5 Inches),,13 Megapixel,16 GB,Smartphone,,6 Months Warranty.,Dual sim,Android (Jelly Bean),OPMOBNTF-B
admin,base,Mobiles,simple,"4,144",OPMBNTFB0644,SAMSUNG GALAXY NOTE 4 (32GB FROST WHITE)(B Grade),/s/a/samsung_galaxy_note_4_32gb_frost_white.png,/s/a/samsung_galaxy_note_4_32gb_frost_white.png,/s/a/samsung_galaxy_note_4_32gb_frost_white.png,"/samsung-grand-prime-sm-g530hzwdins-white-2.jpg,/samsung-grand-prime-sm-g530hzwdins-white-3.jpg,/samsung-grand-prime-sm-g530hzwdins-white-4.jpg,/samsung-grand-prime-sm-g530hzwdins-white-5.jpg",,2560 x 1440 Pixels,6 Months Warranty.,0.00,0.2,"Catalog, Search",GST12,Samsung,,"Single, GSM",,No,<ul></ul>,<ul></ul>,<ul></ul>,0,0,SAMSUNG GALAXY NOTE 4 (32GB FROST WHITE),simple,Galaxy Note 4 /  SM-N910GZWEINS/INU,0.2,,3.7 Megapixel,"Yes, Full HD",,Yes,,,Email,,Yes,Yes,,3.5 mm,Android,,,"Yes, 802.11 a/b/g/n/ac",,Yes,,,,,78.6 x 153.5 x 8.5 mm,FOREST WHITE,"Yes, v4.1","Hall Sensor, Geo-magnetic, Proximity Sensor, Accelerometer, RGB Ambient Light Sensor, Gesture Sensor, Gyroscope, Barometer",3 GB,3220 mAh,,,,Open Box without accessories ( boxes can be damaged ) . Open Box with dents / scratches . No returns / ASIS conditions . Warranty – 6 months . Price – will be around 10% lesser than Open Box Grade A what we are selling currently.,2,2.7 GHz Quad Core Processor ,14.48 cm (5.7 Inches),,16 Megapixel,32 GB,Smartphone,Super AMOLED,6 Months Warranty.,Single sim,Android (KitKat),OPMOBNTF-B
admin,base,Mobiles,simple,"4,144",OPMBNTFB0691,iBall 2.8V Skipper (Black & Gold)(B Grade),/i/b/iball_2.8v_skipper_black_gold.png,/i/b/iball_2.8v_skipper_black_gold.png,/i/b/iball_2.8v_skipper_black_gold.png,,,240 x 320 Pixels,6 Months Warranty.,0.00,0,"Catalog, Search",GST12,iBall,,"Dual, GSM + GSM",,No,"<ul><li>1800 mAh</li><li>0.3 Megapixel</li><li>2.8 inch QVGA </li><li>1 MB ROM</li></ul>
",<ul></ul>,,0,0,iBall 2.8V Skipper (Black & Gold),simple,2.8V Skipper,,,,,,No,,,,,Yes,,,3.5 mm,,,,,,,,,,,,Black & Gold,Yes,,,1800 mAh,Yes,,,Open Box without accessories ( boxes can be damaged ) . Open Box with dents / scratches . No returns / ASIS conditions . Warranty – 6 months . Price – will be around 10% lesser than Open Box Grade A what we are selling currently.,2,,7.11 cm (2.8 Inches),,0.3 Megapixel,1 MB,Feature Phone,QVGA,6 Months Warranty.,Dual sim,,OPMOBNTF-B
admin,base,Mobiles,simple,"4,144",OPMBNTFB0448,"Micromax Canvas Nitro 2 E311 2GB (16GB, Grey+Silver)(B Grade)",/m/i/micromax-canvas-nitro-2-e311-grey-silver1_2.jpg,/m/i/micromax-canvas-nitro-2-e311-grey-silver1_2.jpg,/m/i/micromax-canvas-nitro-2-e311-grey-silver1_2.jpg,"/Micromax-EG111-Duet-ll-black2.jpg,/Micromax-EG111-Duet-ll-black3.jpg,/Micromax-EG111-Duet-ll-black4.jpg",,1280 x 720 Pixels,6 Months Warranty.,0.00,164,"Catalog, Search",GST12,Micromax,,"Dual, GSM + WCDMA",,No,"<ul><li>Dual, GSM + WCDMA</li><li>13 Megapixel</li><li>IPS</li><li>5.0 Inches</li><li>16 GB</li></ul>","<ul><li>Dual, GSM + WCDMA</li><li>13 Megapixel</li><li>IPS</li><li>5.0 Inches</li><li>16 GB</li></ul>","<ul><li>Dual, GSM + WCDMA</li><li>13 Megapixel</li><li>IPS</li><li>5.0 Inches</li><li>16 GB</li></ul>",0,0,"Micromax Canvas Nitro 2 E311 2GB (16GB, Grey+Silver)",simple,Canvas Nitro 2 E311,143 g,Micro SIM,5.0 Megapixel,Yes,,Yes,,,Email,,,Yes,,3.5 mm,Android,,,Yes,,Yes,9 hrs (2G),28 hrs (2G),"GSM - 850, 900, 1800, 1900; WCDMA - 2100","Handset, Charger, USB Cable, Earphone, User Manual, Warranty Card",72.1 x 143.5 x 7.5 mm,Grey+Silver,"Yes, v4.0","Accelerometer, Ambient Light Sensor, Proximity Sensor, Gyro Sensor",2 GB,2400 mAh,Yes,,,Open Box without accessories ( boxes can be damaged ) . Open Box with dents / scratches . No returns / ASIS conditions . Warranty – 6 months . Price – will be around 10% lesser than Open Box Grade A what we are selling currently.,2,1.4 GHz + Mediatek MT6592,12.7 cm (5.0 Inches),,13 Megapixel,16 GB,Smartphone,IPS,6 Months Warranty.,Dual sim,Android (KitKat),OPMOBNTF-B
