sku,product_category_type
QCPDT000037,QCDT-A
QCPDT000039,QCDT-A
QCPDT000034,QCDT-A
QCPDT000036,QCDT-A
QCPDT000030,QCDT-A
QCPDT000033,QCDT-A
QCPDT000003,QCDT-A
QCPDT000025,QCDT-A
QCDTAG00006,QCDT-A
QCDTAG00004,QCDT-A
QCDTAG00005,QCDT-A
