store,websites,attribute_set,type,category_ids,sku,status,visibility,tax_class_id,brands,laptop_processor,product_category_type,name,warrenty,model_no,weights,laptop_remark,weight,description,short_description,imp_desc,qty,is_in_stock,product_name,product_type_id,laptop_warranty_summary,laptop_freebag,laptop_touchscreen,laptop_battery,color,mapped_status
admin,base,Laptops,simple,"3,11",OPNBNTF0212,2,"Catalog, Search",GST0.36,Dell,Core i3,QCNBK-B,"Dell-INSP 15- 3521(Core I3 3217U 1.80GHz/3GB/500Gb 15..6"")2YYHDW1",15 Days Testing Warranty.,INSP 15- 3521,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,"Dell-INSP 15- 3521(Core I3 3217U 1.80GHz/3GB/500Gb 15..6"")2YYHDW1",simple,15 Days Testing Warranty.,No,No,11.1V--4400mAh,Black,No
admin,base,Laptops,simple,"3,11",OPNBNTF0213,2,"Catalog, Search",GST0.36,DELL,Core i5,QCNBK-B,"DELL-LATITUDE E6330(Core I5 3320M 2.60GHz/4GB/320GB 14.0"")5JYCBX1",15 Days Testing Warranty.,LATITUDE E6330,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,"DELL-LATITUDE E6330(Core I5 3320M 2.60GHz/4GB/320GB 14.0"")5JYCBX1",simple,15 Days Testing Warranty.,No,No,11.1V--5200mAh,Grey,No
admin,base,Laptops,simple,"3,11",OPNBNTF0214,2,"Catalog, Search",GST0.36,DELL,Core i3,QCNBK-B,"DELL-Insp N4010(Core I3 CPU M350 2.27GHz/4GB/500GB 14.1"")1YN86BS",15 Days Testing Warranty.,Insp N4010,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,"DELL-Insp N4010(Core I3 CPU M350 2.27GHz/4GB/500GB 14.1"")1YN86BS",simple,15 Days Testing Warranty.,No,No,11.1V--4400MAH,Brown,No
admin,base,Laptops,simple,"3,11",QCNBB001930,2,"Catalog, Search",GST0.36,ACER,Core i3,QCNBK-B,"ACER-Aspire 5741(Core I3 M350 2.27GHz/4GB/500GB 15.6"")LXPW00208702146C381601",15 Days Testing Warranty.,Aspire 5741,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,"ACER-Aspire 5741(Core I3 M350 2.27GHz/4GB/500GB 15.6"")LXPW00208702146C381601",simple,15 Days Testing Warranty.,No,No,10.8V--4400mAh,Black,No
admin,base,Laptops,simple,"3,11",OPNBNTF0215,2,"Catalog, Search",GST0.36,HP,,QCNBK-B,"HP-Pavilion DV6500(Core 2 Duo 1.6GHz/2GB/320GB 15"")CNF74280RF",15 Days Testing Warranty.,Pavilion DV6500,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,"HP-Pavilion DV6500(Core 2 Duo 1.6GHz/2GB/320GB 15"")CNF74280RF",simple,15 Days Testing Warranty.,No,No,10.8V--3500MAH,Black,No
admin,base,Laptops,simple,"3,11",QCNBB001931,2,"Catalog, Search",GST0.36,ACER,Core i3,QCNBK-B,"ACER-Aspire 4738G(Core I3 M380 2.53GHz/4GB/500GB 14.1"")LXR5W0202504612A282500",15 Days Testing Warranty.,Aspire 4738G,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,"ACER-Aspire 4738G(Core I3 M380 2.53GHz/4GB/500GB 14.1"")LXR5W0202504612A282500",simple,15 Days Testing Warranty.,No,No,10.8V--4400mAh,Black,No
admin,base,Laptops,simple,"3,11",QCNBB001932,2,"Catalog, Search",GST0.36,Acer,Core i3,QCNBK-B,"Acer-Aspire 5740G(Core I3 330M 2.13GHz/4GB/320GB 15.6"")LXPMF02108002140352000",15 Days Testing Warranty.,Aspire 5740G,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,"Acer-Aspire 5740G(Core I3 330M 2.13GHz/4GB/320GB 15.6"")LXPMF02108002140352000",simple,15 Days Testing Warranty.,No,No,10.8V--4400mAh,Blue,No
admin,base,Laptops,simple,"3,11",QCNBB001933,2,"Catalog, Search",GST0.36,Asus,,QCNBK-B,"Asus-X205TA(Atom Z3735F 1.33GHz/2GB/32GB 10.0"")F3NLCX060507122",15 Days Testing Warranty.,X205TA,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,"Asus-X205TA(Atom Z3735F 1.33GHz/2GB/32GB 10.0"")F3NLCX060507122",simple,15 Days Testing Warranty.,No,No,In Build,Navy Blue,No
admin,base,Laptops,simple,"3,11",QCNBB001934,2,"Catalog, Search",GST0.36,ACER,Core i3,QCNBK-B,"ACER-Aspire E5-571(Core I3 4005U 1.70GHz/4GB/1TB 15.6"")NXMLTSI0065060CFAA3400",15 Days Testing Warranty.,Aspire E5-571,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,"ACER-Aspire E5-571(Core I3 4005U 1.70GHz/4GB/1TB 15.6"")NXMLTSI0065060CFAA3400",simple,15 Days Testing Warranty.,No,No,11.1V--4700MAH,Grey,No
admin,base,Laptops,simple,"3,11",QCNBB001935,2,"Catalog, Search",GST0.36,HP,Core i5,QCNBK-B,"HP-15-e039TX(Core I5 3230M 2.60GHz/4GB/1TB 15.6"")5CD3311H94",15 Days Testing Warranty.,15-e039TX,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,"HP-15-e039TX(Core I5 3230M 2.60GHz/4GB/1TB 15.6"")5CD3311H94",simple,15 Days Testing Warranty.,No,No,10.8V--4200mAh,White ,No
admin,base,Laptops,simple,"3,11",OPNBNTF0216,2,"Catalog, Search",GST0.36,Lenovo,Core i5,QCNBK-A,"Lenovo-Ideapad 100-15IBD(Core i5 5200U 2.2GHz/4GB/1TB 15.6"")PF0LQ5MB",15 Days Testing Warranty.,Ideapad 100-15IBD,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,"Lenovo-Ideapad 100-15IBD(Core i5 5200U 2.2GHz/4GB/1TB 15.6"")PF0LQ5MB",simple,15 Days Testing Warranty.,No,No,In Build,Black,No
admin,base,Laptops,simple,"3,11",OPNBNTF0217,2,"Catalog, Search",GST0.36,HP,Core i5,QCNBK-A,"HP-Pavilion 14-al111tx(Core I5 7200U 2.50GHz/8GB/1TB 15.6"")5CD63535L0",15 Days Testing Warranty.,Pavilion 14-al111tx,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,"HP-Pavilion 14-al111tx(Core I5 7200U 2.50GHz/8GB/1TB 15.6"")5CD63535L0",simple,15 Days Testing Warranty.,No,No,In Build,Gold,No
admin,base,Laptops,simple,"3,11",OPNBNTF0218,2,"Catalog, Search",GST0.36,Dell,Core i5,QCNBK-A,"Dell-Insp 3558(Core i5 5200U 2.20GHz/4GB/1TB 15.6"")2FW20C2",15 Days Testing Warranty.,Insp 3558,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,"Dell-Insp 3558(Core i5 5200U 2.20GHz/4GB/1TB 15.6"")2FW20C2",simple,15 Days Testing Warranty.,No,No,14.8V--40Wh,Black,No
admin,base,Laptops,simple,"3,11",OPNBNTF0219,2,"Catalog, Search",GST0.36,Lenovo,Core i5,QCNBK-A,"Lenovo-Ideapad 100-15IBD(Core i5 5200U 2.20GHz/4GB/1TB 15.6"")PF0MXQ02",15 Days Testing Warranty.,Ideapad 100-15IBD,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,"Lenovo-Ideapad 100-15IBD(Core i5 5200U 2.20GHz/4GB/1TB 15.6"")PF0MXQ02",simple,15 Days Testing Warranty.,No,No,In Build,Black,No
admin,base,Laptops,simple,"3,11",OPNBNTF0220,2,"Catalog, Search",GST0.36,Lenovo,,QCNBK-A,"Lenovo-Ideapad 110-15ACL(AMD A6-7310 2.00GHz/4GB/1TB 15.6"")PF0LN3HT",15 Days Testing Warranty.,Ideapad 110-15ACL,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,"Lenovo-Ideapad 110-15ACL(AMD A6-7310 2.00GHz/4GB/1TB 15.6"")PF0LN3HT",simple,15 Days Testing Warranty.,No,No,In Build,Black,No
admin,base,Laptops,simple,"3,11",SYGNBQB0438,2,"Catalog, Search",GST0.36,Lenovo ,Core i7,QCNBK-B,"Lenovo -T420(Core i7 2620M 2.70GHz/4GB/320GB 14"")R8-VV69E",15 Days Testing Warranty.,T420,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,"Lenovo -T420(Core i7 2620M 2.70GHz/4GB/320GB 14"")R8-VV69E",simple,15 Days Testing Warranty.,No,No,11.1V--94WH,Black,No
admin,base,Laptops,simple,"3,11",SYGNBQB0439,2,"Catalog, Search",GST0.36,Dell,Core i5,QCNBK-B,"Dell-INSP 5521(Core I5 3317U 1.70GHz/4GB/500GB 15.6"")JBW9QV1",15 Days Testing Warranty.,INSP 5521,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,"Dell-INSP 5521(Core I5 3317U 1.70GHz/4GB/500GB 15.6"")JBW9QV1",simple,15 Days Testing Warranty.,No,No,11.1V--56Wh,Grey,No
admin,base,Laptops,simple,"3,11",SYGNBQB0440,2,"Catalog, Search",GST0.36,Dell,Core i3,QCNBK-B,"Dell-Vostro 2420(Core i3 3110M 2.30GHz/2GB/500GB 15.6"")DSZJD02",15 Days Testing Warranty.,Vostro 2420,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,"Dell-Vostro 2420(Core i3 3110M 2.30GHz/2GB/500GB 15.6"")DSZJD02",simple,15 Days Testing Warranty.,No,No,11.1V--48WH,Grey,No
admin,base,Laptops,simple,"3,11",SYGNBQB0441,2,"Catalog, Search",GST0.36,Dell,Core i3,QCNBK-B,"Dell-Vostro 1450(Core i3 2350M 2.30GHz/2GB/500GB 15.6"")8YYPNR1",15 Days Testing Warranty.,Vostro 1450,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,"Dell-Vostro 1450(Core i3 2350M 2.30GHz/2GB/500GB 15.6"")8YYPNR1",simple,15 Days Testing Warranty.,No,No,11.1V--48WH,Grey,No
admin,base,Laptops,simple,"3,11",SYGNBQB0442,2,"Catalog, Search",GST0.36,Dell,Core i3,QCNBK-B,"Dell-Vostro 2420(Core i3 2348M 2.30GHz/2GB/500GB 15.6"")5KQ9BX1",15 Days Testing Warranty.,Vostro 2420,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,"Dell-Vostro 2420(Core i3 2348M 2.30GHz/2GB/500GB 15.6"")5KQ9BX1",simple,15 Days Testing Warranty.,No,No,11.1V--48WH,Grey,No
admin,base,Laptops,simple,"3,11",SYGNBQB0443,2,"Catalog, Search",GST0.36,Dell,Core i3,QCNBK-B,"Dell-Vostro 2420(Core i3 2348M 2.30GHz/2GB/500GB 15.6"")18TRXX1",15 Days Testing Warranty.,Vostro 2420,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,"Dell-Vostro 2420(Core i3 2348M 2.30GHz/2GB/500GB 15.6"")18TRXX1",simple,15 Days Testing Warranty.,No,No,11.1V--48WH,Grey,No
admin,base,Laptops,simple,"3,11",SYGNBQB0444,2,"Catalog, Search",GST0.36,Dell,Core i3,QCNBK-B,"Dell-Vostro 2420(Core i3 2350M 2.30GHz/2GB/500GB 15.6"")HYYPNR1",15 Days Testing Warranty.,Vostro 2420,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,"Dell-Vostro 2420(Core i3 2350M 2.30GHz/2GB/500GB 15.6"")HYYPNR1",simple,15 Days Testing Warranty.,No,No,11.1V--48WH,Grey,No
admin,base,Laptops,simple,"3,11",SYGNBQB0445,2,"Catalog, Search",GST0.36,Dell,Core i3,QCNBK-B,"Dell-Vostro 4050(Core i3 2330M 2.20GHz/2GB/500GB 15.6"")3GS1MP1",15 Days Testing Warranty.,Vostro 4050,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,"Dell-Vostro 4050(Core i3 2330M 2.20GHz/2GB/500GB 15.6"")3GS1MP1",simple,15 Days Testing Warranty.,No,No,11.1V--48WH,Grey,No
admin,base,Laptops,simple,"3,11",SYGNBQB0446,2,"Catalog, Search",GST0.36,Dell,Core i3,QCNBK-B,"Dell-Vostro 2420(Core i3 2348M 2.30GHz/2GB/500GB 15.6"")G7V9BX1",15 Days Testing Warranty.,Vostro 2420,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,"Dell-Vostro 2420(Core i3 2348M 2.30GHz/2GB/500GB 15.6"")G7V9BX1",simple,15 Days Testing Warranty.,No,No,11.1V--48WH,Grey,No
admin,base,Laptops,simple,"3,11",SYGNBQB0447,2,"Catalog, Search",GST0.36,Dell,Core i3,QCNBK-B,"Dell-Vostro 1450(Core i3 2350M 2.30GHz/2GB/500GB 15.6"")80K8RR1",15 Days Testing Warranty.,Vostro 1450,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,"Dell-Vostro 1450(Core i3 2350M 2.30GHz/2GB/500GB 15.6"")80K8RR1",simple,15 Days Testing Warranty.,No,No,11.1V--48WH,Grey,No
admin,base,Laptops,simple,"3,11",SYGNBQB0448,2,"Catalog, Search",GST0.36,Dell,Core i3,QCNBK-B,"Dell-Vostro 1440(Core i3 M370 2.40GHz/2GB/500GB 15.6"")D3L3LR1",15 Days Testing Warranty.,Vostro 1440,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,"Dell-Vostro 1440(Core i3 M370 2.40GHz/2GB/500GB 15.6"")D3L3LR1",simple,15 Days Testing Warranty.,No,No,11.1V--48WH,Grey,No
admin,base,Laptops,simple,"3,11",SYGNBQB0449,2,"Catalog, Search",GST0.36,Dell,Core i3,QCNBK-B,"Dell-Vostro 2420(Core i3 3110M 2.40GHz/2GB/500GB 15.6"")1C54471",15 Days Testing Warranty.,Vostro 2420,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,"Dell-Vostro 2420(Core i3 3110M 2.40GHz/2GB/500GB 15.6"")1C54471",simple,15 Days Testing Warranty.,No,No,11.1V--48WH,Grey,No
admin,base,Laptops,simple,"3,11",SYGNBQB0450,2,"Catalog, Search",GST0.36,Dell,Core i3,QCNBK-B,"Dell-Vostro 2420(Core i3 2348M 2.30GHz/2GB/500GB 15.6"")FRR9BX1",15 Days Testing Warranty.,Vostro 2420,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,"Dell-Vostro 2420(Core i3 2348M 2.30GHz/2GB/500GB 15.6"")FRR9BX1",simple,15 Days Testing Warranty.,No,No,11.1V--48WH,Grey,No
admin,base,Laptops,simple,"3,11",SYGNBQB0451,2,"Catalog, Search",GST0.36,Dell,Core i3,QCNBK-B,"Dell-Vostro 1450(Core i3 2310M 2.30GHz/2GB/500GB 15.6"")1RYUMT1",15 Days Testing Warranty.,Vostro 1450,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,"Dell-Vostro 1450(Core i3 2310M 2.30GHz/2GB/500GB 15.6"")1RYUMT1",simple,15 Days Testing Warranty.,No,No,11.1V--48WH,Grey,No
admin,base,Laptops,simple,"3,11",SYGNBQB0452,2,"Catalog, Search",GST0.36,Dell,Core i3,QCNBK-B,"Dell-Vostro 2420(Core i3 2348M 2.30GHz/2GB/500GB 15.6"")H1WDBX1",15 Days Testing Warranty.,Vostro 2420,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,"Dell-Vostro 2420(Core i3 2348M 2.30GHz/2GB/500GB 15.6"")H1WDBX1",simple,15 Days Testing Warranty.,No,No,11.1V--48WH,Grey,No
admin,base,Laptops,simple,"3,11",SYGNBQB0453,2,"Catalog, Search",GST0.36,Dell,Core i3,QCNBK-B,"Dell-Vostro 2420(Core i3 2328M 2.20GHz/2GB/500GB 15.6"")BKS4MV1",15 Days Testing Warranty.,Vostro 2420,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,"Dell-Vostro 2420(Core i3 2328M 2.20GHz/2GB/500GB 15.6"")BKS4MV1",simple,15 Days Testing Warranty.,No,No,11.1V--48WH,Grey,No
admin,base,Laptops,simple,"3,11",SYGNBQB0454,2,"Catalog, Search",GST0.36,Lenovo,Core i5,QCNBK-B,"Lenovo-Thinkpad L420(Core i5 2520M 2.50GHz/4GB/320GB 14"")LR-4TFN8",15 Days Testing Warranty.,Thinkpad L420,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,"Lenovo-Thinkpad L420(Core i5 2520M 2.50GHz/4GB/320GB 14"")LR-4TFN8",simple,15 Days Testing Warranty.,No,No,11.1V--49WH,Black,No
admin,base,Laptops,simple,"3,11",SYGNBQB0455,2,"Catalog, Search",GST0.36,Lenovo,Core i5,QCNBK-B,"Lenovo-Thinkpad L420(Core i5 2520M 2.50GHz/4GB/320GB 14"")LR-6XWKD",15 Days Testing Warranty.,Thinkpad L420,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,"Lenovo-Thinkpad L420(Core i5 2520M 2.50GHz/4GB/320GB 14"")LR-6XWKD",simple,15 Days Testing Warranty.,No,No,11.1V--49WH,Black,No
admin,base,Laptops,simple,"3,11",SYGNBQB0456,2,"Catalog, Search",GST0.36,Lenovo,Core i5,QCNBK-B,"Lenovo-Thinkpad L420(Core i5 2520M 2.50GHz/4GB/320GB 14"")LR-2YRD7",15 Days Testing Warranty.,Thinkpad L420,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,"Lenovo-Thinkpad L420(Core i5 2520M 2.50GHz/4GB/320GB 14"")LR-2YRD7",simple,15 Days Testing Warranty.,No,No,11.1V--49WH,Black,No
admin,base,Laptops,simple,"3,11",SYGNBQB0457,2,"Catalog, Search",GST0.36,Lenovo,Core i5,QCNBK-B,"Lenovo-Thinkpad L420(Core i5 2520M 2.50GHz/4GB/320GB 14"")LR-1VAH1",15 Days Testing Warranty.,Thinkpad L420,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,"Lenovo-Thinkpad L420(Core i5 2520M 2.50GHz/4GB/320GB 14"")LR-1VAH1",simple,15 Days Testing Warranty.,No,No,11.1V--49WH,Black,No
admin,base,Laptops,simple,"3,11",SYGNBQB0458,2,"Catalog, Search",GST0.36,Lenovo,Core i5,QCNBK-B,"Lenovo-Thinkpad L420(Core i5 2520M 2.50GHz/4GB/320GB 14"")LR-9BFMN",15 Days Testing Warranty.,Thinkpad L420,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,"Lenovo-Thinkpad L420(Core i5 2520M 2.50GHz/4GB/320GB 14"")LR-9BFMN",simple,15 Days Testing Warranty.,No,No,11.1V--49WH,Black,No
admin,base,Laptops,simple,"3,11",SYGNBQB0459,2,"Catalog, Search",GST0.36,Lenovo,Core i5,QCNBK-B,"Lenovo-Thinkpad L420(Core i5 2520M 2.50GHz/4GB/320GB 14"")LR-1TXL5",15 Days Testing Warranty.,Thinkpad L420,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,"Lenovo-Thinkpad L420(Core i5 2520M 2.50GHz/4GB/320GB 14"")LR-1TXL5",simple,15 Days Testing Warranty.,No,No,11.1V--49WH,Black,No
admin,base,Laptops,simple,"3,11",SYGNBQB0460,2,"Catalog, Search",GST0.36,Lenovo,Core i5,QCNBK-B,"Lenovo-Thinkpad L420(Core i5 2520M 2.50GHz/4GB/320GB 14"")LR-4TVF9",15 Days Testing Warranty.,Thinkpad L420,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,"Lenovo-Thinkpad L420(Core i5 2520M 2.50GHz/4GB/320GB 14"")LR-4TVF9",simple,15 Days Testing Warranty.,No,No,11.1V--49WH,Black,No
admin,base,Laptops,simple,"3,11",SYGNBQB0461,2,"Catalog, Search",GST0.36,Lenovo,Core i5,QCNBK-B,"Lenovo-Thinkpad L420(Core i5 2520M 2.50GHz/4GB/320GB 14"")LR-1MTHD",15 Days Testing Warranty.,Thinkpad L420,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,"Lenovo-Thinkpad L420(Core i5 2520M 2.50GHz/4GB/320GB 14"")LR-1MTHD",simple,15 Days Testing Warranty.,No,No,11.1V--49WH,Black,No
admin,base,Laptops,simple,"3,11",SYGNBQB0462,2,"Catalog, Search",GST0.36,Lenovo,Core i5,QCNBK-B,"Lenovo-Thinkpad L420(Core i5 2520M 2.50GHz/4GB/320GB 14"")LR-6XWBZ",15 Days Testing Warranty.,Thinkpad L420,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,"Lenovo-Thinkpad L420(Core i5 2520M 2.50GHz/4GB/320GB 14"")LR-6XWBZ",simple,15 Days Testing Warranty.,No,No,11.1V--49WH,Black,No
admin,base,Laptops,simple,"3,11",SYGNBQB0463,2,"Catalog, Search",GST0.36,Lenovo,Core i5,QCNBK-B,"Lenovo-Thinkpad L420(Core i5 2520M 2.50GHz/4GB/320GB 14"")LR-4G3RR",15 Days Testing Warranty.,Thinkpad L420,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,"Lenovo-Thinkpad L420(Core i5 2520M 2.50GHz/4GB/320GB 14"")LR-4G3RR",simple,15 Days Testing Warranty.,No,No,11.1V--49WH,Black,No
admin,base,Laptops,simple,"3,11",SYGNBQB0464,2,"Catalog, Search",GST0.36,Lenovo,Core i5,QCNBK-B,"Lenovo-Thinkpad L420(Core i5 2520M 2.50GHz/4GB/320GB 14"")LR-H15M4",15 Days Testing Warranty.,Thinkpad L420,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,"Lenovo-Thinkpad L420(Core i5 2520M 2.50GHz/4GB/320GB 14"")LR-H15M4",simple,15 Days Testing Warranty.,No,No,11.1V--49WH,Black,No
admin,base,Laptops,simple,"3,11",SYGNBQB0465,2,"Catalog, Search",GST0.36,Lenovo,Core i5,QCNBK-B,"Lenovo-Thinkpad L420(Core i5 2520M 2.50GHz/4GB/320GB 14"")LR-9BFRP",15 Days Testing Warranty.,Thinkpad L420,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,"Lenovo-Thinkpad L420(Core i5 2520M 2.50GHz/4GB/320GB 14"")LR-9BFRP",simple,15 Days Testing Warranty.,No,No,11.1V--49WH,Black,No
