sku,image,small_image,thumbnail,gallery
OPMBNTFB0168,+/Micromax-Canvas-Juice-grey.jpg,+/Micromax-Canvas-Juice-grey.jpg,+/Micromax-Canvas-Juice-grey.jpg,/Micromax-Canvas-Juice-grey-right.jpg;/Micromax-Canvas-Juice-grey-left.jpg
OPMBNTFB0164,+/Lava-Iris-Selfie-50-White.jpg,+/Lava-Iris-Selfie-50-White.jpg,+/Lava-Iris-Selfie-50-White.jpg,/Lava-Iris-Selfie-50-White-right.jpg;/Lava-Iris-Selfie-50-White-left.jpg
OPMBNTFB0188,+/Lava-Iris-Win1-Black.jpg,+/Lava-Iris-Win1-Black.jpg,+/Lava-Iris-Win1-Black.jpg,/Lava-Iris-Win1-Black-right.jpg;/Lava-Iris-Win1-Black-left.jpg
OPMBNTFB0290,+/Lava-Iris-X1-Grand-White-&-Silver.jpg,+/Lava-Iris-X1-Grand-White-&-Silver.jpg,+/Lava-Iris-X1-Grand-White-&-Silver.jpg,/Lava-Iris-X1-Grand-White-&-Silver-right.jpg;/Lava-Iris-X1-Grand-White-&-Silver-left.jpg
OPMBNTFB0692,+/Lava-KKT-UNO-Plus-Black-&-Silver.jpg,+/Lava-KKT-UNO-Plus-Black-&-Silver.jpg,+/Lava-KKT-UNO-Plus-Black-&-Silver.jpg,/Lava-KKT-UNO-Plus-Black-&-Silver-right.jpg;/Lava-KKT-UNO-Plus-Black-&-Silver-left.jpg
OPMBNTFB0428,+/Lava-Spark-245e-Black-&-Grey.jpg,+/Lava-Spark-245e-Black-&-Grey.jpg,+/Lava-Spark-245e-Black-&-Grey.jpg,/Lava-Spark-245e-Black-&-Grey-right.jpg;/Lava-Spark-245e-Black-&-Grey-left.jpg
OPMBNTFB0063,+/Micromax-Canvas-6-Pro-black.jpg,+/Micromax-Canvas-6-Pro-black.jpg,+/Micromax-Canvas-6-Pro-black.jpg,/Micromax-Canvas-6-Pro-black-right.jpg;/Micromax-Canvas-6-Pro-black-left.jpg
OPMBNTFB0310,+/samsung-galaxy-a7-a700f.jpg,+/samsung-galaxy-a7-a700f.jpg,+/samsung-galaxy-a7-a700f.jpg,/samsung-galaxy-a7-a700f-right.jpg;/samsung-galaxy-a7-a700f-left.jpg
OPMBNTFB0693,+/Nokia-Lumia-530.jpg,+/Nokia-Lumia-530.jpg,+/Nokia-Lumia-530.jpg,/Nokia-Lumia-530-right.jpg;/Nokia-Lumia-530-left.jpg
OPMBNTFB0245,+/lava-c11s-white.jpg,+/lava-c11s-white.jpg,+/lava-c11s-white.jpg,/lava-c11s-white-right.jpg;/lava-c11s-white-left.jpg
OPMBNTFB0246,+/Lava-Flair-P1-Black.jpg,+/Lava-Flair-P1-Black.jpg,+/Lava-Flair-P1-Black.jpg,/Lava-Flair-P1-Black-right.jpg;/Lava-Flair-P1-Black-left.jpg
OPMBNTFB0302,+/micromax-canvas-knight-e471-white-silver.jpg,+/micromax-canvas-knight-e471-white-silver.jpg,+/micromax-canvas-knight-e471-white-silver.jpg,/micromax-canvas-knight-e471-white-silver-right.jpg;/micromax-canvas-knight-e471-white-silver-left.jpg
OPMBNTFB0249,+/moto-g-3rd-generation-xt1550-white.jpg,+/moto-g-3rd-generation-xt1550-white.jpg,+/moto-g-3rd-generation-xt1550-white.jpg,/moto-g-3rd-generation-xt1550-white-right.jpg;/moto-g-3rd-generation-xt1550-white-left.jpg
OPMBNTFB0306,+/motorola-x-force-xt1580-white.jpg,+/motorola-x-force-xt1580-white.jpg,+/motorola-x-force-xt1580-white.jpg,/motorola-x-force-xt1580-white-right.jpg;/motorola-x-force-xt1580-white-left.jpg
OPMBNTFB0671,+/motorola-x-2nd-generation-xt1092-royal-blue.jpg,+/motorola-x-2nd-generation-xt1092-royal-blue.jpg,+/motorola-x-2nd-generation-xt1092-royal-blue.jpg,/motorola-x-2nd-generation-xt1092-royal-blue-right.jpg;/motorola-x-2nd-generation-xt1092-royal-blue-left.jpg
OPMBNTFB0257,+/samsung-galaxy-a5-a500g-white.jpg,+/samsung-galaxy-a5-a500g-white.jpg,+/samsung-galaxy-a5-a500g-white.jpg,/samsung-galaxy-a5-a500g-white-right.jpg;/samsung-galaxy-a5-a500g-white-left.jpg
OPMBNTFB0566,+/micromax-canvas-5-e481-slate-grey.jpg,+/micromax-canvas-5-e481-slate-grey.jpg,+/micromax-canvas-5-e481-slate-grey.jpg,/micromax-canvas-5-e481-slate-grey-right.jpg;/micromax-canvas-5-e481-slate-grey-left.jpg
OPMBNTFB0419,+/Lava-Iris-Alfa-L-White.jpg,+/Lava-Iris-Alfa-L-White.jpg,+/Lava-Iris-Alfa-L-White.jpg,/Lava-Iris-Alfa-L-White-right.jpg;/Lava-Iris-Alfa-L-White-left.jpg
OPMBNTFB0363,+/Gionee-P5-Mini-Black.jpg,+/Gionee-P5-Mini-Black.jpg,+/Gionee-P5-Mini-Black.jpg,/Gionee-P5-Mini-Black-right.jpg;/Gionee-P5-Mini-Black-left.jpg
OPMBNTFB0269,+/Alcatel-Onetouch-Idol-X-Bluish-Black.jpg,+/Alcatel-Onetouch-Idol-X-Bluish-Black.jpg,+/Alcatel-Onetouch-Idol-X-Bluish-Black.jpg,/Alcatel-Onetouch-Idol-X-Bluish-Black-right.jpg;/Alcatel-Onetouch-Idol-X-Bluish-Black-left.jpg
OPMBNTFB0474,+/Nokia-Lumia-625-Black.jpg,+/Nokia-Lumia-625-Black.jpg,+/Nokia-Lumia-625-Black.jpg,/Nokia-Lumia-625-Black-right.jpg;/Nokia-Lumia-625-Black-left.jpg
OPMBNTFB0470,+/Motorola-X-Style-1572-Black.jpg,+/Motorola-X-Style-1572-Black.jpg,+/Motorola-X-Style-1572-Black.jpg,/Motorola-X-Style-1572-Black-right.jpg;/Motorola-X-Style-1572-Black-left.jpg
OPMBNTFB0127,+/Nokia-105-Black.jpg,+/Nokia-105-Black.jpg,+/Nokia-105-Black.jpg,/Nokia-105-Black-right.jpg;/Nokia-105-Black-left.jpg
OPMBNTFB0446,+/Micromax-Canvas-A290-Black-and-Gold.jpg,+/Micromax-Canvas-A290-Black-and-Gold.jpg,+/Micromax-Canvas-A290-Black-and-Gold.jpg,/Micromax-Canvas-A290-Black-and-Gold-right.jpg;/Micromax-Canvas-A290-Black-and-Gold-left.jpg
OPMBNTFB0401,+/Karbonn-Bahubali-Black.jpg,+/Karbonn-Bahubali-Black.jpg,+/Karbonn-Bahubali-Black.jpg,/Karbonn-Bahubali-Black-right.jpg;/Karbonn-Bahubali-Black-left.jpg
OPMBNTFB0417,+/Lava-A79-Black.jpg,+/Lava-A79-Black.jpg,+/Lava-A79-Black.jpg,
OPMBNTF0280,+/Honor-5X-KIW-L22-Gold.jpg,+/Honor-5X-KIW-L22-Gold.jpg,+/Honor-5X-KIW-L22-Gold.jpg,/Honor-5X-KIW-L22-Gold-right.jpg;/Honor-5X-KIW-L22-Gold-left.jpg
OPMBNTF0293,+/Lava-Arc-Grace-Black.jpg,+/Lava-Arc-Grace-Black.jpg,+/Lava-Arc-Grace-Black.jpg,/Lava-Arc-Grace-Black-right.jpg;/Lava-Arc-Grace-Black-left.jpg
