sku,status,qty,is_in_stock
QCNBBG00031,Enabled,3,1
QCNBBG00013,Enabled,3,1
QCNBBG00184,Enabled,2,1
QCNBB002316,Enabled,1,1
QCNBBG00207,Enabled,1,1
QCNBBG00196,Enabled,1,1
QCNBBG00197,Enabled,1,1
QCNBBG00208,Enabled,1,1
QCNBB002317,Enabled,1,1
QCNBBG00058,Enabled,1,1
QCNBBG00205,Enabled,1,1
