sku,description,short_description,imp_desc
OPMBNTF0188,"<ul><li>Display - 4.00 inches</li>
<li>Front Camera - 0.3 MP</li>
<li>Rear Camera  - 5 MP</li>
<li>Resolution - 480x800  pixels</li>
<li>OS - Windows Phone 8.1</li>
<li>Processor - 1.2GHz quad-core</li></ul>
","<ul><li>Display - 4.00 inches</li>
<li>Front Camera - 0.3 MP</li>
<li>Rear Camera  - 5 MP</li>
<li>Resolution - 480x800  pixels</li>
<li>OS - Windows Phone 8.1</li>
<li>Processor - 1.2GHz quad-core</li></ul>
","<ul><li>Display - 4.00 inches</li>
<li>Front Camera - 0.3 MP</li>
<li>Rear Camera  - 5 MP</li>
<li>Resolution - 480x800  pixels</li>
<li>OS - Windows Phone 8.1</li>
<li>Processor - 1.2GHz quad-core</li></ul>
"
OPMBNTF0563,"<ul><li>Display - 4.00 inches</li>
<li>Front Camera - 0.3 MP</li>
<li>Rear Camera  - 5 MP</li>
<li>Resolution - 480x800  pixels</li>
<li>OS - Android 4.4</li>
<li>Processor - 1.2GHz quad-core</li></ul>
","<ul><li>Display - 4.00 inches</li>
<li>Front Camera - 0.3 MP</li>
<li>Rear Camera  - 5 MP</li>
<li>Resolution - 480x800  pixels</li>
<li>OS - Android 4.4</li>
<li>Processor - 1.2GHz quad-core</li></ul>
","<ul><li>Display - 4.00 inches</li>
<li>Front Camera - 0.3 MP</li>
<li>Rear Camera  - 5 MP</li>
<li>Resolution - 480x800  pixels</li>
<li>OS - Android 4.4</li>
<li>Processor - 1.2GHz quad-core</li></ul>
"
OPMBNTF0290,"<ul><li>Display - 5.00 inches</li>
<li>Front Camera - 2 MP</li>
<li>Rear Camera  - 8 MP</li>
<li>Resolution - 480x854  pixels</li>
<li>OS - Android 4.4</li>
<li>Processor - 1.3GHz quad-core</li></ul>
","<ul><li>Display - 5.00 inches</li>
<li>Front Camera - 2 MP</li>
<li>Rear Camera  - 8 MP</li>
<li>Resolution - 480x854  pixels</li>
<li>OS - Android 4.4</li>
<li>Processor - 1.3GHz quad-core</li></ul>
","<ul><li>Display - 5.00 inches</li>
<li>Front Camera - 2 MP</li>
<li>Rear Camera  - 8 MP</li>
<li>Resolution - 480x854  pixels</li>
<li>OS - Android 4.4</li>
<li>Processor - 1.3GHz quad-core</li></ul>
"
OPMBNTF0213,"<ul><li>Display - 5.00 inches</li>
<li>Front Camera -5 MP</li>
<li>Rear Camera  - 8 MP</li>
<li>Resolution - 720x1280  pixels</li>
<li>OS - Android 4.4</li>
<li>Processor - 1.2GHz quad-core</li></ul>
","<ul><li>Display - 5.00 inches</li>
<li>Front Camera -5 MP</li>
<li>Rear Camera  - 8 MP</li>
<li>Resolution - 720x1280  pixels</li>
<li>OS - Android 4.4</li>
<li>Processor - 1.2GHz quad-core</li></ul>
","<ul><li>Display - 5.00 inches</li>
<li>Front Camera -5 MP</li>
<li>Rear Camera  - 8 MP</li>
<li>Resolution - 720x1280  pixels</li>
<li>OS - Android 4.4</li>
<li>Processor - 1.2GHz quad-core</li></ul>
"
OPMBNTF0103,"<ul><li>Display - 5.00 inches</li>
<li>Front Camera -3 MP</li>
<li>Rear Camera  - 8 MP</li>
<li>Resolution - 720x1280  pixels</li>
<li>OS - Android 4.4</li>
<li>Processor - 1.4GHz octa-core</li></ul>
","<ul><li>Display - 5.00 inches</li>
<li>Front Camera -3 MP</li>
<li>Rear Camera  - 8 MP</li>
<li>Resolution - 720x1280  pixels</li>
<li>OS - Android 4.4</li>
<li>Processor - 1.4GHz octa-core</li></ul>
","<ul><li>Display - 5.00 inches</li>
<li>Front Camera -3 MP</li>
<li>Rear Camera  - 8 MP</li>
<li>Resolution - 720x1280  pixels</li>
<li>OS - Android 4.4</li>
<li>Processor - 1.4GHz octa-core</li></ul>
"
OPMBNTF0471,"<ul><li>Display - 5.50 inches</li>
<li>Front Camera -5 MP</li>
<li>Rear Camera  - 16 MP</li>
<li>Resolution - 1080x1920  pixels</li>
<li>OS - Android 6.0.1</li>
<li>Processor - 2GHz octa-core</li></ul>
","<ul><li>Display - 5.50 inches</li>
<li>Front Camera -5 MP</li>
<li>Rear Camera  - 16 MP</li>
<li>Resolution - 1080x1920  pixels</li>
<li>OS - Android 6.0.1</li>
<li>Processor - 2GHz octa-core</li></ul>
","<ul><li>Display - 5.50 inches</li>
<li>Front Camera -5 MP</li>
<li>Rear Camera  - 16 MP</li>
<li>Resolution - 1080x1920  pixels</li>
<li>OS - Android 6.0.1</li>
<li>Processor - 2GHz octa-core</li></ul>
"
OPMBNTF0569,"<ul><li>Display - 5.50 inches</li>
<li>Front Camera -5 MP</li>
<li>Rear Camera  - 13 MP</li>
<li>Resolution -1440x2560   pixels</li>
<li>OS - Android 6.0.1</li>
<li>Processor - 1.8GHz quad-core</li></ul>
","<ul><li>Display - 5.50 inches</li>
<li>Front Camera -5 MP</li>
<li>Rear Camera  - 13 MP</li>
<li>Resolution -1440x2560   pixels</li>
<li>OS - Android 6.0.1</li>
<li>Processor - 1.8GHz quad-core</li></ul>
","<ul><li>Display - 5.50 inches</li>
<li>Front Camera -5 MP</li>
<li>Rear Camera  - 13 MP</li>
<li>Resolution -1440x2560   pixels</li>
<li>OS - Android 6.0.1</li>
<li>Processor - 1.8GHz quad-core</li></ul>
"
QCMBB000107,"<ul><li>Display - 4.50 inches</li>
<li>Front Camera -2 MP</li>
<li>Rear Camera  -5 MP</li>
<li>Resolution -480x800   pixels</li>
<li>OS - Android 4.4</li>
<li>Processor - 1.3GHz quad-core</li></ul>
","<ul><li>Display - 4.50 inches</li>
<li>Front Camera -2 MP</li>
<li>Rear Camera  -5 MP</li>
<li>Resolution -480x800   pixels</li>
<li>OS - Android 4.4</li>
<li>Processor - 1.3GHz quad-core</li></ul>
","<ul><li>Display - 4.50 inches</li>
<li>Front Camera -2 MP</li>
<li>Rear Camera  -5 MP</li>
<li>Resolution -480x800   pixels</li>
<li>OS - Android 4.4</li>
<li>Processor - 1.3GHz quad-core</li></ul>
"
QCMBA000012,"<ul><li>Display - 5.00 inches</li>
<li>Front Camera -5 MP</li>
<li>Rear Camera  -13 MP</li>
<li>Resolution -  720x1280  pixels</li>
<li>OS - Android 5.1.1</li>
<li>Processor - 1.4GHz quad-core</li></ul>
","<ul><li>Display - 5.00 inches</li>
<li>Front Camera -5 MP</li>
<li>Rear Camera  -13 MP</li>
<li>Resolution -  720x1280  pixels</li>
<li>OS - Android 5.1.1</li>
<li>Processor - 1.4GHz quad-core</li></ul>
","<ul><li>Display - 5.00 inches</li>
<li>Front Camera -5 MP</li>
<li>Rear Camera  -13 MP</li>
<li>Resolution -  720x1280  pixels</li>
<li>OS - Android 5.1.1</li>
<li>Processor - 1.4GHz quad-core</li></ul>
"
QCMBA000035,"<ul><li>Display - 4.80 inches</li>
<li>Front Camera -1.9 MP</li>
<li>Rear Camera  -8 MP</li>
<li>Resolution -  720x1280  pixels</li>
<li>OS - Android 4</li>
<li>Processor - 1.4GHz quad-core</li></ul>
","<ul><li>Display - 4.80 inches</li>
<li>Front Camera -1.9 MP</li>
<li>Rear Camera  -8 MP</li>
<li>Resolution -  720x1280  pixels</li>
<li>OS - Android 4</li>
<li>Processor - 1.4GHz quad-core</li></ul>
","<ul><li>Display - 4.80 inches</li>
<li>Front Camera -1.9 MP</li>
<li>Rear Camera  -8 MP</li>
<li>Resolution -  720x1280  pixels</li>
<li>OS - Android 4</li>
<li>Processor - 1.4GHz quad-core</li></ul>
"
QCMBB000126,"<ul><li>Display - 5.50 inches</li>
<li>Front Camera -1.9 MP</li>
<li>Rear Camera  -8 MP</li>
<li>Resolution -  720x1280  pixels</li>
<li>OS - Android 4.1</li>
<li>Processor - 1.6GHz quad-core</li></ul>
","<ul><li>Display - 5.50 inches</li>
<li>Front Camera -1.9 MP</li>
<li>Rear Camera  -8 MP</li>
<li>Resolution -  720x1280  pixels</li>
<li>OS - Android 4.1</li>
<li>Processor - 1.6GHz quad-core</li></ul>
","<ul><li>Display - 5.50 inches</li>
<li>Front Camera -1.9 MP</li>
<li>Rear Camera  -8 MP</li>
<li>Resolution -  720x1280  pixels</li>
<li>OS - Android 4.1</li>
<li>Processor - 1.6GHz quad-core</li></ul>
"
ASMBA000027,"<ul><li>Display - 5.20 inches</li>
<li>Front Camera -1.9 MP</li>
<li>Rear Camera  -8 MP</li>
<li>Resolution -  720x1280  pixels</li>
<li>OS - Android 4.3</li>
<li>Processor - 1.2GHz quad-core</li></ul>
","<ul><li>Display - 5.20 inches</li>
<li>Front Camera -1.9 MP</li>
<li>Rear Camera  -8 MP</li>
<li>Resolution -  720x1280  pixels</li>
<li>OS - Android 4.3</li>
<li>Processor - 1.2GHz quad-core</li></ul>
","<ul><li>Display - 5.20 inches</li>
<li>Front Camera -1.9 MP</li>
<li>Rear Camera  -8 MP</li>
<li>Resolution -  720x1280  pixels</li>
<li>OS - Android 4.3</li>
<li>Processor - 1.2GHz quad-core</li></ul>
"
ASMBA000031,"<ul><li>Display - 6.30 inches</li>
<li>Front Camera -1.9 MP</li>
<li>Rear Camera  -8 MP</li>
<li>Resolution -  720x1280  pixels</li>
<li>OS - Android 4.3</li>
<li>Processor - 1.7GHz dual-core</li></ul>
","<ul><li>Display - 6.30 inches</li>
<li>Front Camera -1.9 MP</li>
<li>Rear Camera  -8 MP</li>
<li>Resolution -  720x1280  pixels</li>
<li>OS - Android 4.3</li>
<li>Processor - 1.7GHz dual-core</li></ul>
","<ul><li>Display - 6.30 inches</li>
<li>Front Camera -1.9 MP</li>
<li>Rear Camera  -8 MP</li>
<li>Resolution -  720x1280  pixels</li>
<li>OS - Android 4.3</li>
<li>Processor - 1.7GHz dual-core</li></ul>
"
ASMBA000049,"<ul><li>Display - 5.00 inches</li>
<li>Front Camera -5 MP</li>
<li>Rear Camera  -13 MP</li>
<li>Resolution -  720x1280  pixels</li>
<li>OS - Android 4.4</li>
<li>Processor - 1.7GHz octa-core</li></ul>
","<ul><li>Display - 5.00 inches</li>
<li>Front Camera -5 MP</li>
<li>Rear Camera  -13 MP</li>
<li>Resolution -  720x1280  pixels</li>
<li>OS - Android 4.4</li>
<li>Processor - 1.7GHz octa-core</li></ul>
","<ul><li>Display - 5.00 inches</li>
<li>Front Camera -5 MP</li>
<li>Rear Camera  -13 MP</li>
<li>Resolution -  720x1280  pixels</li>
<li>OS - Android 4.4</li>
<li>Processor - 1.7GHz octa-core</li></ul>
"
ASMBA000034,"<ul><li>Display - 5.60 inches</li>
<li>Front Camera -3.5 MP</li>
<li>Rear Camera  -16 MP</li>
<li>Resolution -  1600x2560  pixels</li>
<li>OS - Android 4.4</li>
<li>Processor - 2.7GHz quad-core</li></ul>
","<ul><li>Display - 5.60 inches</li>
<li>Front Camera -3.5 MP</li>
<li>Rear Camera  -16 MP</li>
<li>Resolution -  1600x2560  pixels</li>
<li>OS - Android 4.4</li>
<li>Processor - 2.7GHz quad-core</li></ul>
","<ul><li>Display - 5.60 inches</li>
<li>Front Camera -3.5 MP</li>
<li>Rear Camera  -16 MP</li>
<li>Resolution -  1600x2560  pixels</li>
<li>OS - Android 4.4</li>
<li>Processor - 2.7GHz quad-core</li></ul>
"
ASMBA000003,"<ul><li>Display - 5.50 inches</li>
<li>Front Camera -2 MP</li>
<li>Rear Camera  -13 MP</li>
<li>Resolution -  1080x1920  pixels</li>
<li>OS - Android 4.1.2</li>
<li>Processor - 2GHz dual-core</li></ul>
","<ul><li>Display - 5.50 inches</li>
<li>Front Camera -2 MP</li>
<li>Rear Camera  -13 MP</li>
<li>Resolution -  1080x1920  pixels</li>
<li>OS - Android 4.1.2</li>
<li>Processor - 2GHz dual-core</li></ul>
","<ul><li>Display - 5.50 inches</li>
<li>Front Camera -2 MP</li>
<li>Rear Camera  -13 MP</li>
<li>Resolution -  1080x1920  pixels</li>
<li>OS - Android 4.1.2</li>
<li>Processor - 2GHz dual-core</li></ul>
"
OPMBNTF0131,"<ul><li>5.5 inch Full HD Display</li>
<li>13MP Rear Camera</li>
 <li>5MP Front Camera</li>
<li>3300 mAh Li-Ion Battery</li>
<li>Octa Core 1.6GHz Processo</li></ul>
","<ul><li>5.5 inch Full HD Display</li>
<li>13MP Rear Camera</li>
 <li>5MP Front Camera</li>
<li>3300 mAh Li-Ion Battery</li>
<li>Octa Core 1.6GHz Processo</li></ul>
","<ul><li>5.5 inch Full HD Display</li>
<li>13MP Rear Camera</li>
 <li>5MP Front Camera</li>
<li>3300 mAh Li-Ion Battery</li>
<li>Octa Core 1.6GHz Processo</li></ul>
"
OPMBNTF0540,"<ul><li>Display - 5.00 inches</li>
<li>Front Camera -5 MP</li>
<li>Rear Camera  -13 MP</li>
<li>Resolution -  720x1280  pixels</li>
<li>OS - Android 6.0.1</li>
<li>Processor - 1.1GHz octa-core</li></ul>
","<ul><li>Display - 5.00 inches</li>
<li>Front Camera -5 MP</li>
<li>Rear Camera  -13 MP</li>
<li>Resolution -  720x1280  pixels</li>
<li>OS - Android 6.0.1</li>
<li>Processor - 1.1GHz octa-core</li></ul>
","<ul><li>Display - 5.00 inches</li>
<li>Front Camera -5 MP</li>
<li>Rear Camera  -13 MP</li>
<li>Resolution -  720x1280  pixels</li>
<li>OS - Android 6.0.1</li>
<li>Processor - 1.1GHz octa-core</li></ul>
"
OPMBNTF0541,"<ul><li>Display - 5.00 inches</li>
<li>Front Camera -5 MP</li>
<li>Rear Camera  -13 MP</li>
<li>Resolution -  720x1280  pixels</li>
<li>OS - Android 6.0.1</li>
<li>Processor - 1.1GHz octa-core</li></ul>
","<ul><li>Display - 5.00 inches</li>
<li>Front Camera -5 MP</li>
<li>Rear Camera  -13 MP</li>
<li>Resolution -  720x1280  pixels</li>
<li>OS - Android 6.0.1</li>
<li>Processor - 1.1GHz octa-core</li></ul>
","<ul><li>Display - 5.00 inches</li>
<li>Front Camera -5 MP</li>
<li>Rear Camera  -13 MP</li>
<li>Resolution -  720x1280  pixels</li>
<li>OS - Android 6.0.1</li>
<li>Processor - 1.1GHz octa-core</li></ul>
"
OPMBNTF0141,"<ul><li>Display - 5.00 inches</li>
<li>Front Camera -5 MP</li>
<li>Rear Camera  -13 MP</li>
<li>Resolution -  720x1280  pixels</li>
<li>OS - Android 6.0.1</li>
<li>Processor - 1.1GHz octa-core</li></ul>
","<ul><li>Display - 5.00 inches</li>
<li>Front Camera -5 MP</li>
<li>Rear Camera  -13 MP</li>
<li>Resolution -  720x1280  pixels</li>
<li>OS - Android 6.0.1</li>
<li>Processor - 1.1GHz octa-core</li></ul>
","<ul><li>Display - 5.00 inches</li>
<li>Front Camera -5 MP</li>
<li>Rear Camera  -13 MP</li>
<li>Resolution -  720x1280  pixels</li>
<li>OS - Android 6.0.1</li>
<li>Processor - 1.1GHz octa-core</li></ul>
"
OPMBNTF0641,"<ul><li>Display - 5.5 inches</li>
<li>Front Camera -16 MP</li>
<li>Rear Camera  -16 MP</li>
<li>Resolution -  1080x1920  pixels</li>
<li>OS -Android 6.0.1 (Marshmallow)</li>
<li>Processor - quad-core</li></ul>
","<ul><li>Display - 5.5 inches</li>
<li>Front Camera -16 MP</li>
<li>Rear Camera  -16 MP</li>
<li>Resolution -  1080x1920  pixels</li>
<li>OS -Android 6.0.1 (Marshmallow)</li>
<li>Processor - quad-core</li></ul>
","<ul><li>Display - 5.5 inches</li>
<li>Front Camera -16 MP</li>
<li>Rear Camera  -16 MP</li>
<li>Resolution -  1080x1920  pixels</li>
<li>OS -Android 6.0.1 (Marshmallow)</li>
<li>Processor - quad-core</li></ul>
"
OPMBNTF0175,"<ul><li>5.5 inch Full HD Display</li>
<li>13MP Rear Camera</li>
 <li>5MP Front Camera</li>
<li>3300 mAh Li-Ion Battery</li>
<li>Octa Core 1.6 GHz Processor</li></ul>
","<ul><li>5.5 inch Full HD Display</li>
<li>13MP Rear Camera</li>
 <li>5MP Front Camera</li>
<li>3300 mAh Li-Ion Battery</li>
<li>Octa Core 1.6 GHz Processor</li></ul>
","<ul><li>5.5 inch Full HD Display</li>
<li>13MP Rear Camera</li>
 <li>5MP Front Camera</li>
<li>3300 mAh Li-Ion Battery</li>
<li>Octa Core 1.6 GHz Processor</li></ul>
"
OPMBNTF0107,"<ul><li>Display - 5.5 inches</li>
<li>Front Camera -16 MP</li>
<li>Rear Camera  -16 MP</li>
<li>Resolution -  1080x1920  pixels</li>
<li>OS -Android 6.0.1 (Marshmallow)</li>
<li>Processor - quad-core</li></ul>
","<ul><li>Display - 5.5 inches</li>
<li>Front Camera -16 MP</li>
<li>Rear Camera  -16 MP</li>
<li>Resolution -  1080x1920  pixels</li>
<li>OS -Android 6.0.1 (Marshmallow)</li>
<li>Processor - quad-core</li></ul>
","<ul><li>Display - 5.5 inches</li>
<li>Front Camera -16 MP</li>
<li>Rear Camera  -16 MP</li>
<li>Resolution -  1080x1920  pixels</li>
<li>OS -Android 6.0.1 (Marshmallow)</li>
<li>Processor - quad-core</li></ul>
"
ASMBA000011,"<ul><li>5 inch Full HD Display</li>
<li>13MP Rear Camera</li>
 <li>5MP Front Camera</li>
<li>2470 mAh  Battery</li>
<li>Qualcomm Snapdragon 410 MSM8916 Processor</li></ul>
","<ul><li>5 inch Full HD Display</li>
<li>13MP Rear Camera</li>
 <li>5MP Front Camera</li>
<li>2470 mAh  Battery</li>
<li>Qualcomm Snapdragon 410 MSM8916 Processor</li></ul>
","<ul><li>5 inch Full HD Display</li>
<li>13MP Rear Camera</li>
 <li>5MP Front Camera</li>
<li>2470 mAh  Battery</li>
<li>Qualcomm Snapdragon 410 MSM8916 Processor</li></ul>
"
NEWMOB00183,"<ul><li>5.5 inch Full HD Display</li>
<li>13MP Rear Camera</li>
 <li>5MP Front Camera</li>
<li>3000 mAh Li-Ion Battery</li>
<li>Mediatek MT6795 Helio X10 Octa Core 1.85GHz Processor</li></ul>
","<ul><li>5.5 inch Full HD Display</li>
<li>13MP Rear Camera</li>
 <li>5MP Front Camera</li>
<li>3000 mAh Li-Ion Battery</li>
<li>Mediatek MT6795 Helio X10 Octa Core 1.85GHz Processor</li></ul>
","<ul><li>5.5 inch Full HD Display</li>
<li>13MP Rear Camera</li>
 <li>5MP Front Camera</li>
<li>3000 mAh Li-Ion Battery</li>
<li>Mediatek MT6795 Helio X10 Octa Core 1.85GHz Processor</li></ul>
"
QCMBA000011,"<ul><li>Display - 5.50 inches</li>
<li>Front Camera -8 MP</li>
<li>Rear Camera  -13 MP</li>
<li>Resolution -  1080x1920  pixels</li>
<li>OS -Android 6.0</li>
<li>Processor - 1.8GHz octa-core</li></ul>
","<ul><li>Display - 5.50 inches</li>
<li>Front Camera -8 MP</li>
<li>Rear Camera  -13 MP</li>
<li>Resolution -  1080x1920  pixels</li>
<li>OS -Android 6.0</li>
<li>Processor - 1.8GHz octa-core</li></ul>
","<ul><li>Display - 5.50 inches</li>
<li>Front Camera -8 MP</li>
<li>Rear Camera  -13 MP</li>
<li>Resolution -  1080x1920  pixels</li>
<li>OS -Android 6.0</li>
<li>Processor - 1.8GHz octa-core</li></ul>
"
QCMBB000001,"<ul><li>Display - 5.50 inches</li>
<li>Front Camera -8 MP</li>
<li>Rear Camera  -13 MP</li>
<li>Resolution -  1080x1920  pixels</li>
<li>OS -Android 6.0</li>
<li>Processor - 1.8GHz octa-core</li></ul>
","<ul><li>Display - 5.50 inches</li>
<li>Front Camera -8 MP</li>
<li>Rear Camera  -13 MP</li>
<li>Resolution -  1080x1920  pixels</li>
<li>OS -Android 6.0</li>
<li>Processor - 1.8GHz octa-core</li></ul>
","<ul><li>Display - 5.50 inches</li>
<li>Front Camera -8 MP</li>
<li>Rear Camera  -13 MP</li>
<li>Resolution -  1080x1920  pixels</li>
<li>OS -Android 6.0</li>
<li>Processor - 1.8GHz octa-core</li></ul>
"
QCMBB000097,"<ul><li>Display - 4.50 inches</li>
<li>Front Camera -5 MP</li>
<li>Rear Camera  -8 MP</li>
<li>Resolution -  540x960  pixels</li>
<li>OS -Android 4.4</li>
<li>Processor - 1.2GHz quad-core</li></ul>
","<ul><li>Display - 4.50 inches</li>
<li>Front Camera -5 MP</li>
<li>Rear Camera  -8 MP</li>
<li>Resolution -  540x960  pixels</li>
<li>OS -Android 4.4</li>
<li>Processor - 1.2GHz quad-core</li></ul>
","<ul><li>Display - 4.50 inches</li>
<li>Front Camera -5 MP</li>
<li>Rear Camera  -8 MP</li>
<li>Resolution -  540x960  pixels</li>
<li>OS -Android 4.4</li>
<li>Processor - 1.2GHz quad-core</li></ul>
"
QCMBB000108,"<ul><li>Display - 5.50 inches</li>
<li>Front Camera -5 MP</li>
<li>Rear Camera  -13 MP</li>
<li>Resolution -  720x1280 pixels</li>
<li>OS -Android 4.4</li>
<li>Processor - 1.2GHz quad-core</li></ul>
","<ul><li>Display - 5.50 inches</li>
<li>Front Camera -5 MP</li>
<li>Rear Camera  -13 MP</li>
<li>Resolution -  720x1280 pixels</li>
<li>OS -Android 4.4</li>
<li>Processor - 1.2GHz quad-core</li></ul>
","<ul><li>Display - 5.50 inches</li>
<li>Front Camera -5 MP</li>
<li>Rear Camera  -13 MP</li>
<li>Resolution -  720x1280 pixels</li>
<li>OS -Android 4.4</li>
<li>Processor - 1.2GHz quad-core</li></ul>
"
ASMBA000022,"<ul><li>Display - 3.50 inches</li>
<li>Front Camera -No </li>
<li>Rear Camera  -5 MP</li>
<li>Resolution -  320x480 pixels</li>
<li>OS -Android 2.3</li>
<li>Processor - 832 MH</li></ul>
","<ul><li>Display - 3.50 inches</li>
<li>Front Camera -No </li>
<li>Rear Camera  -5 MP</li>
<li>Resolution -  320x480 pixels</li>
<li>OS -Android 2.3</li>
<li>Processor - 832 MH</li></ul>
","<ul><li>Display - 3.50 inches</li>
<li>Front Camera -No </li>
<li>Rear Camera  -5 MP</li>
<li>Resolution -  320x480 pixels</li>
<li>OS -Android 2.3</li>
<li>Processor - 832 MH</li></ul>
"
ASMBA000030,"<ul><li>Display - 5.80 inches</li>
<li>Front Camera -1.9 MP </li>
<li>Rear Camera  -8 MP</li>
<li>Resolution -  540x960 pixels</li>
<li>OS -Android 4.2</li>
<li>Processor -  1.4GH dual-core</li></ul>
","<ul><li>Display - 5.80 inches</li>
<li>Front Camera -1.9 MP </li>
<li>Rear Camera  -8 MP</li>
<li>Resolution -  540x960 pixels</li>
<li>OS -Android 4.2</li>
<li>Processor -  1.4GH dual-core</li></ul>
","<ul><li>Display - 5.80 inches</li>
<li>Front Camera -1.9 MP </li>
<li>Rear Camera  -8 MP</li>
<li>Resolution -  540x960 pixels</li>
<li>OS -Android 4.2</li>
<li>Processor -  1.4GH dual-core</li></ul>
"
ASMBA000026,"<ul><li>Display - 5.50 inches</li>
<li>Front Camera -5  MP </li>
<li>Rear Camera  -13 MP</li>
<li>Resolution -  720x1280 pixels</li>
<li>OS -Android 4.4</li>
<li>Processor - 1.2GHz quad-core</li></ul>
","<ul><li>Display - 5.50 inches</li>
<li>Front Camera -5  MP </li>
<li>Rear Camera  -13 MP</li>
<li>Resolution -  720x1280 pixels</li>
<li>OS -Android 4.4</li>
<li>Processor - 1.2GHz quad-core</li></ul>
","<ul><li>Display - 5.50 inches</li>
<li>Front Camera -5  MP </li>
<li>Rear Camera  -13 MP</li>
<li>Resolution -  720x1280 pixels</li>
<li>OS -Android 4.4</li>
<li>Processor - 1.2GHz quad-core</li></ul>
"
QCMBB000125,"<ul><li>Display - 5.3 inches</li>
<li>Front Camera -2 MP </li>
<li>Rear Camera  -8 MP</li>
<li>Resolution -  800x1280 pixels</li>
<li>OS -Android 2.3</li>
<li>Processor - 1.4GHz dual-core</li></ul>
","<ul><li>Display - 5.3 inches</li>
<li>Front Camera -2 MP </li>
<li>Rear Camera  -8 MP</li>
<li>Resolution -  800x1280 pixels</li>
<li>OS -Android 2.3</li>
<li>Processor - 1.4GHz dual-core</li></ul>
","<ul><li>Display - 5.3 inches</li>
<li>Front Camera -2 MP </li>
<li>Rear Camera  -8 MP</li>
<li>Resolution -  800x1280 pixels</li>
<li>OS -Android 2.3</li>
<li>Processor - 1.4GHz dual-core</li></ul>
"
OPMBNTF0002,"<ul><li>Display - 5.0 inches</li>
<li>Front Camera 5 MP </li>
<li>Rear Camera  -13 MP</li>
<li>Resolution -  720x1280 pixels</li>
<li>OS -Android Lollipop</li>
<li>Processor - 1.2GHz quad-core</li></ul>
","<ul><li>Display - 5.0 inches</li>
<li>Front Camera 5 MP </li>
<li>Rear Camera  -13 MP</li>
<li>Resolution -  720x1280 pixels</li>
<li>OS -Android Lollipop</li>
<li>Processor - 1.2GHz quad-core</li></ul>
","<ul><li>Display - 5.0 inches</li>
<li>Front Camera 5 MP </li>
<li>Rear Camera  -13 MP</li>
<li>Resolution -  720x1280 pixels</li>
<li>OS -Android Lollipop</li>
<li>Processor - 1.2GHz quad-core</li></ul>
"
OPMBNTF0009,"<ul><li>Display - 5.0 inches</li>
<li>Front Camera 5 MP </li>
<li>Rear Camera  -13 MP</li>
<li>Resolution -  720x1280 pixels</li>
<li>OS -Android Lollipop</li>
<li>Processor - 1.2GHz quad-core</li></ul>
","<ul><li>Display - 5.0 inches</li>
<li>Front Camera 5 MP </li>
<li>Rear Camera  -13 MP</li>
<li>Resolution -  720x1280 pixels</li>
<li>OS -Android Lollipop</li>
<li>Processor - 1.2GHz quad-core</li></ul>
","<ul><li>Display - 5.0 inches</li>
<li>Front Camera 5 MP </li>
<li>Rear Camera  -13 MP</li>
<li>Resolution -  720x1280 pixels</li>
<li>OS -Android Lollipop</li>
<li>Processor - 1.2GHz quad-core</li></ul>
"
OPMBNTF0004,"<ul><li>5.5 inch HD Display</li>
<li>13MP Rear Camera </li>
<li>5MP Front Camera</li>
<li>3300 mAh Li-IonBattery</li>
<li> Octa Core 1.6GHz Processor</li></ul>
","<ul><li>5.5 inch HD Display</li>
<li>13MP Rear Camera </li>
<li>5MP Front Camera</li>
<li>3300 mAh Li-IonBattery</li>
<li> Octa Core 1.6GHz Processor</li></ul>
","<ul><li>5.5 inch HD Display</li>
<li>13MP Rear Camera </li>
<li>5MP Front Camera</li>
<li>3300 mAh Li-IonBattery</li>
<li> Octa Core 1.6GHz Processor</li></ul>
"
OPMBNTF0016,"<ul><li>5.5 inch HD Display</li>
<li>13MP Rear Camera </li>
<li>5MP Front Camera</li>
<li>3300 mAh Li-IonBattery</li>
<li> Octa Core 1.6GHz Processor</li></ul>
","<ul><li>5.5 inch HD Display</li>
<li>13MP Rear Camera </li>
<li>5MP Front Camera</li>
<li>3300 mAh Li-IonBattery</li>
<li> Octa Core 1.6GHz Processor</li></ul>
","<ul><li>5.5 inch HD Display</li>
<li>13MP Rear Camera </li>
<li>5MP Front Camera</li>
<li>3300 mAh Li-IonBattery</li>
<li> Octa Core 1.6GHz Processor</li></ul>
"
OPMBNTF0005,"<ul><li> 8 GB ROM</li>
 <li>5.5 inch HD Display</li>
<li>13MP Rear Camera </li>
<li>5MP Front Camera</li>
<li>3000 mAh Li-Ion Battery</li>
<li> Quad Core 1.2GHz Processor</li></ul>
","<ul><li> 8 GB ROM</li>
 <li>5.5 inch HD Display</li>
<li>13MP Rear Camera </li>
<li>5MP Front Camera</li>
<li>3000 mAh Li-Ion Battery</li>
<li> Quad Core 1.2GHz Processor</li></ul>
","<ul><li> 8 GB ROM</li>
 <li>5.5 inch HD Display</li>
<li>13MP Rear Camera </li>
<li>5MP Front Camera</li>
<li>3000 mAh Li-Ion Battery</li>
<li> Quad Core 1.2GHz Processor</li></ul>
"
