sku,product_category_type
QCNBB002247,QCNBK-B
QCNBB002171,QCNBK-B
QCNBB002165,QCNBK-B
QCNBB002153,QCNBK-B
QCNBB002154,QCNBK-B
QCNBB002156,QCNBK-B
QCNBB002152,QCNBK-B
