sku,status,qty,is_in_stock
QCNBEPP0003,Enabled,3,1
QCNBEPP0004,Enabled,1,1
QCNBEPP0005,Enabled,4,1
QCNBEPP0006,Enabled,1,1
QCNBEPP0007,Enabled,7,1
QCNBEPP0008,Enabled,2,1
QCNBEPP0009,Enabled,4,1
QCNBEPP0010,Enabled,1,1
QCNBEPP0011,Enabled,138,1
QCNBEPP0012,Enabled,35,1
QCNBEPP0013,Enabled,15,1
QCNBEPP0014,Enabled,4,1
QCNBEPP0015,Enabled,4,1
QCNBEPP0016,Enabled,1,1
NEWNBEPP001,Enabled,40,1
