store,websites,attribute_set,type,category_ids,sku,has_options,status,is_recurring,visibility,tax_class_id,ebizmarts_mark_visited,brands,remove_compare_link,cash_on_delivery,emi_option,free_home_delivery,hard_disk_drive_storage,graphic_card_memory,screen_details,cpu,storage_capacity,graphic_card_type,warranty,webcam,screen_size,segment,laptop_warranty_summary,laptop_screen_range,laptop_ram,laptop_operating_system,laptop_graphic_card_model,laptop_freebag,laptop_touchscreen,deal_on_active,deal_on,is_superdeal,laptop_processor,magebuzz_featured_product,name,meta_title,meta_description,image,small_image,thumbnail,gallery,url_key,url_path,custom_design,page_layout,options_container,image_label,small_image_label,thumbnail_label,country_of_manufacture,msrp_enabled,msrp_display_actual_price_type,gift_message_available,offers,video,warrenty,product_label,model_no,cpu_speed,ram_type,hdd_type,card_reader,series_name,eb_code,laptop_optical_drive,laptop_colour,laptop_screen_type,laptop_adapter,laptop_battery,gr_ean,creareseo_discontinued,creareseo_discontinued_product,deals,pro_mainname,laptop_battery_backup,laptop_remark,nav_item_no,price,special_price,weight,msrp,special_from_date,special_to_date,news_from_date,news_to_date,custom_design_from,custom_design_to,gr_valid_through,description,short_description,meta_keyword,custom_layout_update,imp_desc,deals_desc,searchindex_weight,concated_description,qty,min_qty,use_config_min_qty,is_qty_decimal,backorders,use_config_backorders,min_sale_qty,use_config_min_sale_qty,max_sale_qty,use_config_max_sale_qty,is_in_stock,low_stock_date,notify_stock_qty,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,stock_status_changed_auto,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,stock_status_changed_automatically,use_config_enable_qty_increments,product_name,store_id,product_type_id,product_status_changed,product_changed_websites
admin,base,Laptops,simple,"3,11",QCNBA000395,0,Disabled,No,"Catalog, Search",GST0.36,No,,Yes,Yes,No,Yes,,,,,,,1 Month Warranty.,,,,1 Month Warranty.,,,,,No,No,No,,No,,0,DELL 2520(CPU PENTIUM 2020M@2.40GHZ/ 4GB/500GB/DISPLAY 15/ODD YES/BATTERY 11.1V.48WH)FTTKD02,,,,,,,,,,No layout updates,Block after Info Column,,,, ,Use config,Use config,No,,,1 Month Warranty.,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,0,1,0,0,1,1,1,0,1,1,8/3/2017 11:17,,1,0,1,0,1,0,1,0,0,0,1,DELL 2520(CPU PENTIUM 2020M@2.40GHZ/ 4GB/500GB/DISPLAY 15/ODD YES/BATTERY 11.1V.48WH)FTTKD02,0,simple,,
admin,base,Laptops,simple,"3,11",QCNBA000396,0,Disabled,No,"Catalog, Search",GST0.36,No,,Yes,Yes,No,Yes,,,,,,,1 Month Warranty.,,,,1 Month Warranty.,,,,,No,No,No,,No,,0,LENOVO G570(CPU INTELCOREI3 2.20GHZ/ 2GB/500GB/DISPLAY 15.6/ODD YES/BATTERY 10.8V 48WH)CB10637882,,,,,,,,,,No layout updates,Block after Info Column,,,, ,Use config,Use config,No,,,1 Month Warranty.,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,0,1,0,0,1,1,1,0,1,1,8/3/2017 11:17,,1,0,1,0,1,0,1,0,0,0,1,LENOVO G570(CPU INTELCOREI3 2.20GHZ/ 2GB/500GB/DISPLAY 15.6/ODD YES/BATTERY 10.8V 48WH)CB10637882,0,simple,,
admin,base,Laptops,simple,"3,11",QCNBA000397,0,Disabled,No,"Catalog, Search",GST0.36,No,,Yes,Yes,No,Yes,,,,,,,1 Month Warranty.,,,,1 Month Warranty.,,,,,No,No,No,,No,,0,DELL P47F(CPU AMD E2 6110 APU WITH AMD RADEON R2GRAPHIC.1500 GHZ/ 4GB/500GB/DISPLAY 15/ODD YES/BATTERY 14.8V.40WH)C9ZBVB2,,,,,,,,,,No layout updates,Block after Info Column,,,, ,Use config,Use config,No,,,1 Month Warranty.,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,0,1,0,0,1,1,1,0,1,1,8/3/2017 11:17,,1,0,1,0,1,0,1,0,0,0,1,DELL P47F(CPU AMD E2 6110 APU WITH AMD RADEON R2GRAPHIC.1500 GHZ/ 4GB/500GB/DISPLAY 15/ODD YES/BATTERY 14.8V.40WH)C9ZBVB2,0,simple,,
admin,base,Laptops,simple,"3,11",QCNBA000398,0,Disabled,No,"Catalog, Search",GST0.36,No,,Yes,Yes,No,Yes,,,,,,,1 Month Warranty.,,,,1 Month Warranty.,,,,,No,No,No,,No,,0,SAMSUNG NP RC530(CPU INTELCORE  I7 2630@2.00GHZ/ 8GB/720B/DISPLAY 15.6/ODD YES/BATTERY 11.1V 57WH)HG5Z93HB700054W,,,,,,,,,,No layout updates,Block after Info Column,,,, ,Use config,Use config,No,,,1 Month Warranty.,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,0,1,0,0,1,1,1,0,1,1,8/3/2017 11:17,,1,0,1,0,1,0,1,0,0,0,1,SAMSUNG NP RC530(CPU INTELCORE  I7 2630@2.00GHZ/ 8GB/720B/DISPLAY 15.6/ODD YES/BATTERY 11.1V 57WH)HG5Z93HB700054W,0,simple,,
admin,base,Laptops,simple,"3,11",QCNBA000399,0,Disabled,No,"Catalog, Search",GST0.36,No,,Yes,Yes,No,Yes,,,,,,,1 Month Warranty.,,,,1 Month Warranty.,,,,,No,No,No,,No,,0,ACER P0YCY(CPU INTELATOM X5 Z8300@1.44GHZ/ 2GB/30GB/DISPLAY 10/ODD NO/BATTERY INBUILT)UIPKCC21AO64149AF47209,,,,,,,,,,No layout updates,Block after Info Column,,,, ,Use config,Use config,No,,,1 Month Warranty.,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,0,1,0,0,1,1,1,0,1,1,8/3/2017 11:17,,1,0,1,0,1,0,1,0,0,0,1,ACER P0YCY(CPU INTELATOM X5 Z8300@1.44GHZ/ 2GB/30GB/DISPLAY 10/ODD NO/BATTERY INBUILT)UIPKCC21AO64149AF47209,0,simple,,
admin,base,Laptops,simple,"3,11",QCNBA000400,0,Disabled,No,"Catalog, Search",GST0.36,No,,Yes,Yes,No,Yes,,,,,,,1 Month Warranty.,,,,1 Month Warranty.,,,,,No,No,No,,No,,0,Dell N5050(CPU INTEL CORE I5 2450M@2.5GHZ/ 2GB/500GB/DISPLAY 15.5/ODD YES/BATTERY 11.1V.49WH)CN01HXXJ70166218013PA00,,,,,,,,,,No layout updates,Block after Info Column,,,, ,Use config,Use config,No,,,1 Month Warranty.,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,0,1,0,0,1,1,1,0,1,1,8/3/2017 11:17,,1,0,1,0,1,0,1,0,0,0,1,Dell N5050(CPU INTEL CORE I5 2450M@2.5GHZ/ 2GB/500GB/DISPLAY 15.5/ODD YES/BATTERY 11.1V.49WH)CN01HXXJ70166218013PA00,0,simple,,
admin,base,Laptops,simple,"3,11",QCNBA000401,0,Disabled,No,"Catalog, Search",GST0.36,No,,Yes,Yes,No,Yes,,,,,,,1 Month Warranty.,,,,1 Month Warranty.,,,,,No,No,No,,No,,0,Acer Q5WV1(CPU INTEL CORE(TM) I5 2403M@2.40GHZ/ 4GB/500GB/DISPLAY 15.6/ODD YES/BATTERY 10.8V.48WH)21607209916,,,,,,,,,,No layout updates,Block after Info Column,,,, ,Use config,Use config,No,,,1 Month Warranty.,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,0,1,0,0,1,1,1,0,1,1,8/3/2017 11:17,,1,0,1,0,1,0,1,0,0,0,1,Acer Q5WV1(CPU INTEL CORE(TM) I5 2403M@2.40GHZ/ 4GB/500GB/DISPLAY 15.6/ODD YES/BATTERY 10.8V.48WH)21607209916,0,simple,,
admin,base,Laptops,simple,"3,11",QCNBA000402,0,Disabled,No,"Catalog, Search",GST0.36,No,,Yes,Yes,No,Yes,,,,,,,1 Month Warranty.,,,,1 Month Warranty.,,,,,No,No,No,,No,,0,sumsung NP N150(CPU INTELATOM N450@1.66GHZ/ 1GB/150GB/DISPLAY 10/ODD NO/BATTERY 11.1V 49WH)BA68 05642A 10,,,,,,,,,,No layout updates,Block after Info Column,,,, ,Use config,Use config,No,,,1 Month Warranty.,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,0,1,0,0,1,1,1,0,1,1,8/3/2017 11:17,,1,0,1,0,1,0,1,0,0,0,1,sumsung NP N150(CPU INTELATOM N450@1.66GHZ/ 1GB/150GB/DISPLAY 10/ODD NO/BATTERY 11.1V 49WH)BA68 05642A 10,0,simple,,
admin,base,Laptops,simple,"3,11",QCNBA000403,0,Disabled,No,"Catalog, Search",GST0.36,No,,Yes,Yes,No,Yes,,,,,,,1 Month Warranty.,,,,1 Month Warranty.,,,,,No,No,No,,No,,0,ACER D257(CPU INTELATOM N570@1.66GHZ/ 2GB/250GB/DISPLAY 10/ODD NO/BATTERY 11.1V 4.24AH)LUSFS0C04913102F1A7600,,,,,,,,,,No layout updates,Block after Info Column,,,, ,Use config,Use config,No,,,1 Month Warranty.,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,0,1,0,0,1,1,1,0,1,1,8/3/2017 11:17,,1,0,1,0,1,0,1,0,0,0,1,ACER D257(CPU INTELATOM N570@1.66GHZ/ 2GB/250GB/DISPLAY 10/ODD NO/BATTERY 11.1V 4.24AH)LUSFS0C04913102F1A7600,0,simple,,
admin,base,Laptops,simple,"3,11",QCNBA000404,0,Disabled,No,"Catalog, Search",GST0.36,No,,Yes,Yes,No,Yes,,,,,,,1 Month Warranty.,,,,1 Month Warranty.,,,,,No,No,No,,No,,0,DELL Latitude E6420(CPU INTELCOREI5 2450M@2.50GHZ/ 4GB/250GB/DISPLAY 14/ODD YES/BATTERY 11.1V 87WH)CN0K0DNP129611B9GH1LA02,,,,,,,,,,No layout updates,Block after Info Column,,,, ,Use config,Use config,No,,,1 Month Warranty.,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,0,1,0,0,1,1,1,0,1,1,8/3/2017 11:17,,1,0,1,0,1,0,1,0,0,0,1,DELL Latitude E6420(CPU INTELCOREI5 2450M@2.50GHZ/ 4GB/250GB/DISPLAY 14/ODD YES/BATTERY 11.1V 87WH)CN0K0DNP129611B9GH1LA02,0,simple,,
