sku,status
OPMBAS00219,2
OPMBAS00208,2
OPMBAS00207,2
OPMBAS00215,2
OPMBAS00201,2
OPMBAS00194,2
OPMBAS00199,2
OPMBAS00196,2
OPMBAS00195,2
OPMBAS00205,2
OPMBAS00210,2
OPMBAS00200,2
OPMBAS00224,2
OPMBAS00223,2
OPMBAS00202,2
OPMBAS00221,2
OPMBAS00222,2
OPMBAS00197,2
OPMBAS00211,2
OPMBAS00198,2
OPMBAS00203,2
OPMBAS00204,2
OPMBAS00206,2
OPMBAS00209,2
OPMBAS00212,2
OPMBAS00213,2
OPMBAS00214,2
OPMBAS00216,2
OPMBAS00217,2
