sku,weight
QCNBA000374,2.5
QCNBA000375,2.5
QCNBA000376,2.5
QCNBA000377,2.5
QCNBA000378,2.5
QCNBA000379,2.5
QCNBA000380,2.5
QCNBA000381,2.5
QCNBA000382,2.5
QCNBA000383,2.5
QCNBA000384,2.5
QCNBA000385,2.5
QCNBA000386,2.5
QCNBA000387,2.5
QCNBA000388,2.5
QCNBA000389,2.5
QCNBA000390,2.5
QCNBA000391,2.5
QCNBA000392,2.5
QCNBA000393,2.5
QCNBA000394,2.5
QCNBAG00496,2.5
QCNBAG00502,2.5
QCNBAG00518,2.5
QCNBAG00523,2.5
QCNBAG00526,2.5
QCNBAG00529,2.5
QCNBAG00524,2.5
QCNBAG00531,2.5
QCNBAG00535,2.5
QCNBAG00536,2.5
QCNBAG00537,2.5
QCNBAG00538,2.5
QCNBAG00539,2.5
QCNBA000500,2.5
QCNBA000501,2.5
QCNBA000502,2.5
QCNBA000503,2.5
QCNBA000504,2.5
QCNBA000505,2.5
QCNBA000506,2.5
QCNBA000507,2.5
QCNBA000509,2.5
QCNBA000511,2.5
QCNBA000512,2.5
QCNBA000513,2.5
QCNBA000514,2.5
QCNBA000515,2.5
QCNBA000516,2.5
QCNBAG00542,2.5
QCNBAG00544,2.5
QCNBAG00545,2.5
QCNBAG00541,2.5
OPNBNTF0302,2.5
OPNBNTF0303,2.5
QCNBAG00547,2.5
QCNBAG00548,2.5
QCNBAG00549,2.5
QCNBAG00550,2.5
QCNBAG00552,2.5
QCNBA000517,2.5
QCNBA000518,2.5
QCNBAG00553,2.5
QCNBA000519,2.5
QCNBAG00554,2.5
QCNBAG00555,2.5
QCNBAG00556,2.5
QCNBAG00557,2.5
QCNBAG00558,2.5
QCNBAG00559,2.5
QCNBAG00560,2.5
QCNBAG00561,2.5
QCNBAG00562,2.5
QCNBAG00563,2.5
QCNBA000521,2.5
QCNBAG00564,2.5
QCNBAG00569,2.5
QCNBAG00572,2.5
QCNBAG00574,2.5
QCNBAG00568,2.5
QCNBAG00580,2.5
QCNBAG00581,2.5
QCNBAG00582,2.5
QCNBAG00585,2.5
QCNBAG00586,2.5
QCNBAG00590,2.5
QCNBAG00594,2.5
QCNBAG00596,2.5
QCNBAG00597,2.5
QCNBAG00611,2.5
QCNBAG00612,2.5
QCNBAG00615,2.5
QCNBA000524,2.5
QCNBA000525,2.5
QCNBA000526,2.5
QCNBA000527,2.5
QCNBAG00617,2.5
QCNBAG00620,2.5
QCNBAG00621,2.5
QCNBAG00625,2.5
QCNBAG00626,2.5
QCNBAG00627,2.5
QCNBAG00629,2.5
QCNBAG00630,2.5
QCNBAG00631,2.5
QCNBAG00632,2.5
QCNBAG00633,2.5
QCNBAG00634,2.5
QCNBAG00637,2.5
QCNBAG00638,2.5
QCNBAG00639,2.5
OPNBNTF0308,2.5
OPNBNTF0309,2.5
OPNBNTF0310,2.5
OPNBNTF0312,2.5
OPNBNTF0314,2.5
OPNBNTF0315,2.5
OPNBNTF0316,2.5
OPNBNTF0317,2.5
REFDE00363,2.5
REFDE00364,2.5
OPNBNTF0319,2.5
QCNBA000528,2.5
QCNBA000529,2.5
QCNBAG00641,2.5
QCNBAG00643,2.5
QCNBAG00644,2.5
QCNBAG00645,2.5
QCNBAG00646,2.5
QCNBAG00647,2.5
QCNBAG00648,2.5
QCNBAG00649,2.5
QCNBAG00650,2.5
QCNBAG00651,2.5
QCNBAG00652,2.5
QCNBAG00653,2.5
QCNBAG00654,2.5
QCNBAG00655,2.5
QCNBAG00656,2.5
QCNBAG00657,2.5
QCNBAG00658,2.5
QCNBAG00659,2.5
QCNBAG00660,2.5
QCNBAG00661,2.5
QCNBAG00662,2.5
QCNBAG00663,2.5
QCNBAG00664,2.5
OPNBNTF0232,2.5
OPNBNTF0228,2.5
OPNBNTF0226,2.5
OPNBNTF0233,2.5
OPNBNTF0238,2.5
OPNBNTFB002,2.5
