sku,laptop_remark
QCNBBG00300,"This product is tested and certified to work. May have External Wear and Tear, Scratches and Patches on screen. The product comes with relevant accessories only Charger and is backed by 1 Month Warranty."
QCNBBG00301,"This product is tested and certified to work. May have External Wear and Tear, Scratches and Patches on screen. The product comes with relevant accessories only Charger and is backed by 1 Month Warranty."
QCNBBG00293,"This product is tested and certified to work. May have External Wear and Tear, Scratches and Patches on screen. The product comes with relevant accessories only Charger and is backed by 1 Month Warranty."
QCNBBG00240,"This product is tested and certified to work. May have External Wear and Tear, Scratches and Patches on screen. The product comes with relevant accessories only Charger and is backed by 1 Month Warranty."
QCNBBG00059,"This product is tested and certified to work. May have External Wear and Tear, Scratches and Patches on screen. The product comes with relevant accessories only Charger and is backed by 1 Month Warranty."
