sku,disable_cod
REFDE00308,No
REFDE00109,No
REFDE00111,No
REFDE00059,No
REFDE00028,No
REFDE00091,No
REFDE00238,No
REFDE00228,No
REFDE00034,No
REFDE00012,No
REFDE00200,No
REFDE00043,No
REFDE00100,No
REFDE00202,No
REFDE00313,No
REFDE00205,No
REFDE00206,No
REFDE00159,No
REFDE00069,No
REFDE00201,No
