sku,qty
REFDE00004,1
REFDE00005,1
REFDE00006,1
REFDE00009,2
REFDE00018,1
REFDE00019,4
REFDE00020,1
REFDE00027,1
REFDE00041,2
REFDE00044,1
REFDE00051,2
REFDE00056,2
REFDE00058,18
REFDE00062,6
REFDE00070,1
REFDE00073,1
REFDE00079,4
REFDE00080,1
REFDE00083,2
REFDE00084,1
REFDE00092,1
REFDE00093,1
REFDE00099,1
REFDE00103,2
REFDE00104,2
REFDE00106,1
REFDE00113,5
REFDE00117,7
REFDE00129,1
REFDE00139,2
REFDE00146,1
REFDE00151,1
REFDE00152,2
REFDE00162,20
REFDE00174,2
REFDE00177,3
REFDE00179,1
REFDE00186,1
REFDE00192,1
REFDE00201,3
REFDE00203,1
REFDE00205,2
REFDE00209,1
REFDE00214,2
REFDE00216,1
REFDE00219,2
REFDE00249,1
REFDE00250,1
REFDE00258,1
REFDE00261,2
REFDE00262,4
REFDE00263,2
REFDE00270,1
REFDE00271,1
REFDE00277,2
REFDE00307,1
REFDE00309,4
REFDE00321,2
REFDE00328,1
REFDE00335,1
REFDE00336,1
REFDE00338,2
REFDE00343,3
REFDE00354,1
