sku,name,product_name
QCNBB002152,"LENOVO  T420(CORE I7 2620M 2.70GHZ/4GB/320GB 14"")R8-ZH7DP (GRADE B)","LENOVO  T420(CORE I7 2620M 2.70GHZ/4GB/320GB 14"")R8-ZH7DP (GRADE B)"
QCNBB002153,"LENOVO  T420(CORE I7 2620M 2.70GHZ/4GB/320GB 14"")R8-VV60E (GRADE B)","LENOVO  T420(CORE I7 2620M 2.70GHZ/4GB/320GB 14"")R8-VV60E (GRADE B)"
QCNBB002154,"LENOVO  T420(CORE I7 2620M 2.70GHZ/4GB/320GB 14"")R8-VV66A (GRADE B)","LENOVO  T420(CORE I7 2620M 2.70GHZ/4GB/320GB 14"")R8-VV66A (GRADE B)"
QCNBB002156,"LENOVO  T420(CORE I7 2620M 2.70GHZ/4GB/320GB 14"")R8-VV67M (GRADE B)","LENOVO  T420(CORE I7 2620M 2.70GHZ/4GB/320GB 14"")R8-VV67M (GRADE B)"
QCNBB002157,"LENOVO  T420(CORE I7 2620M 2.70GHZ/4GB/320GB 14"")R8-VV66P (GRADE B)","LENOVO  T420(CORE I7 2620M 2.70GHZ/4GB/320GB 14"")R8-VV66P (GRADE B)"
QCNBB002165,"LENOVO  T420(CORE I7 2620M 2.70GHZ/4GB/320GB 14"")R8-VV61X (GRADE B)","LENOVO  T420(CORE I7 2620M 2.70GHZ/4GB/320GB 14"")R8-VV61X (GRADE B)"
QCNBB002168,"LENOVO  T410(CORE I5 M540/2.53GHZ/4GB/320GB 14"")R8-7YCBF (GRADE B)","LENOVO  T410(CORE I5 M540/2.53GHZ/4GB/320GB 14"")R8-7YCBF (GRADE B)"
QCNBB002169,"LENOVO  T410(CORE I5 M540 2.53GHZ/4GB/320GB 14"")R8-5ELYP (GRADE B)","LENOVO  T410(CORE I5 M540 2.53GHZ/4GB/320GB 14"")R8-5ELYP (GRADE B)"
QCNBB002171,"LENOVO  T420(CORE I7 2640M 2.80GHZ/4GB/320GB 14"")R8-ZH7DT (GRADE B)","LENOVO  T420(CORE I7 2640M 2.80GHZ/4GB/320GB 14"")R8-ZH7DT (GRADE B)"
QCNBB002177,"LENOVO  T410(CORE I5 M540 2.53GHZ/4GB/320GB 14"")R8-7LVB5 (GRADE B)","LENOVO  T410(CORE I5 M540 2.53GHZ/4GB/320GB 14"")R8-7LVB5 (GRADE B)"
QCNBB002247,"LENOVO  T420(COREI7-2640M/2.80GHZ/4GB/320GB/14"")R8-ZH7DG (GRADE B)","LENOVO  T420(COREI7-2640M/2.80GHZ/4GB/320GB/14"")R8-ZH7DG (GRADE B)"
QCNBB002248,"LENOVO  T410(COREI5-M540/2.53GHZ/4GB/500GB/14"")R8-H86F3 (GRADE B)","LENOVO  T410(COREI5-M540/2.53GHZ/4GB/500GB/14"")R8-H86F3 (GRADE B)"
QCNBB002249,"LENOVO  T410(COREI5-M540/2.53GHZ/4GB/320GB/14"")R8-Y6G11 (GRADE B)","LENOVO  T410(COREI5-M540/2.53GHZ/4GB/320GB/14"")R8-Y6G11 (GRADE B)"
QCNBB002250,"LENOVO  T420(COREI5-2540M/2.60GHZ/4GB/500GB/14"")PB-AEKML (GRADE B)","LENOVO  T420(COREI5-2540M/2.60GHZ/4GB/500GB/14"")PB-AEKML (GRADE B)"
QCNBB002251,"LENOVO  T420(COREI5-2540M/2.60GHZ/4GB/500GB/14"")PB-PCTZ5 (GRADE B)","LENOVO  T420(COREI5-2540M/2.60GHZ/4GB/500GB/14"")PB-PCTZ5 (GRADE B)"
QCNBB002253,"LENOVO  THINKPAD L420(COREI5-2520M/2.50GHZ/4GB/320GB/14"")LR-9BFMA (GRADE B)","LENOVO  THINKPAD L420(COREI5-2520M/2.50GHZ/4GB/320GB/14"")LR-9BFMA (GRADE B)"
