SKU,"PRODUCT NAME",CATEGORY,"PRICE (INR)"
QCNBB001122,"DELL Insp 5420 (Core I5 3210M 2.50GHz/4GB/500GB 14.1"") CJCJVS1","Pre-Owned Laptops",13700
QCNBB000525,"Dell INSP N 4010(CORE I5-M450 / 2.40GHZ / 2GB / 320GB/ 14'')69NW5BS","Pre-Owned Laptops",13400
QCNBB001336,"Dell Insp N4010 (Core I3 370M 2.40GHz/4GB/500GB 14"") 9PHZ7BS","Pre-Owned Laptops",12500
QCNBB001245,"Dell Insp N4010 (Core I3 M380 2.53GHz/4GB/500GB 14"") JN42CQ1","Pre-Owned Laptops",12500
QCNBB001276,"Dell Insp N4050 (Core I3 2330M 2.20GHz/2GB/320GB 14"") D8R6PP1","Pre-Owned Laptops",11800
QCNBB001295,"Dell Insp N5010 (Core I3 M330 2.13GHz/4GB/500GB 15.6"") 3PTT5BS","Pre-Owned Laptops",12500
QCNBB000225,"DELL Insp N5010 (Core I3 M350 2.27GHz/3GB/320GB 15.6"") 45FTQR1","Pre-Owned Laptops",12000
QCNBB001246,"Dell Insp N5010 (Core I3 M350 2.27GHz/3GB/500GB 15.6"") BB7Q5BS","Pre-Owned Laptops",12500
QCNBB001314,"Dell Insp N5010 (Core I3 M380 2.53GHz/3GB/500GB 15.6"") DRKV7BS","Pre-Owned Laptops",12500
QCNBB001275,"Dell Insp N5010 (Core I3 M380 2.53GHz/4GB/500GB 15.6"") 67WVTQ1","Pre-Owned Laptops",12500
QCNBB001247,"Dell INSPIRON N5010 (Core I3 M370 2.40GHz/4GB/500GB 15.6"") 63XL1N1","Pre-Owned Laptops",12500
QCNBB000817,"DELL INSPRION 4110 (CORE I5 2410M 2.30GHZ/4GB/640GB 14"")FWX1WQ1","Pre-Owned Laptops",13200
QCNBB001393,"DELL LATITUDE E6320 (CORE I5-2520M 2.50GHZ/4GB/320GB 14"") FCF2QV1","Pre-Owned Laptops",14000
QCNBB000587,"Dell studio 1458(CORE I5 m430 2.27GHz/4GB/320GB/14"")34M85BS","Pre-Owned Laptops",13800
QCNBB000949,"Dell Studio 1558 (Core I3 M350 2.27GHz/4GB/320GB 15.6"") 6ZR1CN1","Pre-Owned Laptops",12000
QCNBB000577,"Dell xps l502X(core i7 2630Qm 2.00GHz/4GB/500GB/15.4"")CR9H6Q1","Pre-Owned Laptops",16700
REFDE00281,"Dell-INSP 3543(Celeron 3205U 1.50GHz/4GB/500GB 15.6"") GZN1832","Pre-Owned Laptops",14289
REFDE00111,"Dell-INSP 5559(Core I7 6500U 2.50GHz/4GB/1TB 15.6"")9XHYL72","Pre-Owned Laptops",38273
QCNBB001652,"Dell-Insp N4010 (Core I3 M370 2.40GHz/1GB/320GB 15.6"")-BRBP6BS","Pre-Owned Laptops",11000
QCNBB001519,"Dell-Insp N5050(Core I3 2350M CPU 2.30GHz/4GB/500GB 15.6"")JY41RR1	","Pre-Owned Laptops",12000
QCNBB000325,"Dell-INSP N5110(Core I5 2.50GHz/4GB/500GB)7F3VNR1","Pre-Owned Laptops",15500
QCNBB001510,"Dell-Inspiron 5420(Core I5 3210M 2.50GHz/4GB/500GB 14.0"")FLWXVS1","Pre-Owned Laptops",15500
REFDE00105,"Dell-INSPIRON 5559(Core I3 6100U 2.30GHz/4GB/1TB 15.6"") J8ZHMC2","Pre-Owned Laptops",23134
QCNBB000329,"Dell-INSPIRON N4110(CORE I5-2430M 2.40GHZ/4GB RAM/500GB HDD)3D63ZR1","Pre-Owned Laptops",15000
QCNBB000426,"Dell-LATITUBE E6510(CORE I7 Q70  1.60GHZ/4GB RAM/320GB HDD) 9f0l6q1","Pre-Owned Laptops",15700
QCNBB000235,"Dell-Latitude E4310(core i5 M520 2.40GHz/4GB/250GB 14.0"" LED) 1SFN62S","Pre-Owned Laptops",14200
QCNBB000314,"Dell-Latitude E6410(Core I5 M520 2.40GHz/4GB/250GB 14.0"") GR4VV5BS","Pre-Owned Laptops",13200
QCPNBK00245,"Dell-Latitude E6410(Core I7 M620 2.67GHz/2GB/500GB 14.0"")4ZBD6BS","Pre-Owned Laptops",16500
QCNBB001605,"Dell-XPS L501X(Core I3 /3GB/320GB 15.6"") F8P7TN1	","Pre-Owned Laptops",12000
QCNBB001607,"HCL-ME-ICON L74(Core I3 M370 2.40GHz/3GB/640GB 14.0"") A101AE330135","Pre-Owned Laptops",12000
QCNBB000337,"HP 431(core I5 2.30GHz/2GB/320GB) 4CZ114114K","Pre-Owned Laptops",13500
QCNBB000504,"HP Dubt-3000(Core I5 M340 2.27GHZ/4GB/500GB 15.6"")CNF024FJHY","Pre-Owned Laptops",14500
QCNBB000336,"HP Elite Book 8440p(CORE I5 2.40GHZ/4GB/250GB) CND130C62S","Pre-Owned Laptops",13500
QCNBB000213,"HP Elite Book 8440p(Core I5 M520 2.40GHz/4GB/320GB 14"") SGH108QMCO","Pre-Owned Laptops",13500
QCNBB001334,"HP G42 (Core I3 M370 2.40GHz/2GB/320GB 14"") CNF03259JG","Pre-Owned Laptops",11800
QCNBB001284,"HP G42 (Core I3 M370 2.40GHz/2GB/500GB 14"") CNF03259VJ","Pre-Owned Laptops",12000
QCNBB001318,"HP G42 (Core I3 M370 2.40GHz/3GB/320GB 14"") CNF048C26B","Pre-Owned Laptops",12000
QCNBB001248,"HP G42 (Core I3 M370 2.40GHz/3GB/320GB 14.0"") CNF0406V61","Pre-Owned Laptops",12000
QCNBB001324,"HP G42 (Core I3 M370 2.40GHz/3GB/500GB 14"") CNF1062H4Q","Pre-Owned Laptops",12500
QCNBB001308,"HP G42 (Core I3 M370 2.40GHz/4GB/500GB 14"") CNF1140CQH","Pre-Owned Laptops",12500
QCNBB001260,"HP G42-356TU (Core I3 M370 2.40GHz/2GB/500GB 14"") CNF0406KVX","Pre-Owned Laptops",12000
QCNBB001251,"HP G62 (Core I3 M370 2.4GHz/1GB/320GB 15.6"") CNF0393GXS","Pre-Owned Laptops",11500
QCNBB000049,"HP Pavilion G Series(Core I5 2410M 4GB/500GB 15.6"") 5CD12904XZ","Pre-Owned Laptops",14500
QCNBB001139,"HP Pavilion G4 Notebook pc (Core I3 2330M 2.20GHz/2GB/500GB 15.6"") 5CD1200R4W","Pre-Owned Laptops",11800
QCNBB001249,"HP Pavilion G6 (Core I3 2350M 2.30GHz/4GB/500GB15.6"") 5CD2132Z1Z","Pre-Owned Laptops",12500
QCNBB000603,"HP Pavilion G6(Core I5-2430M 2.40GHz/2GB/500GB/15.6"")5CG1410KW3","Pre-Owned Laptops",14000
QCNBB001269,"HP Probook 4320s (Core I3 370M 2.40GHz/2GB/320GB 14"") CNF0331GSK","Pre-Owned Laptops",11800
QCNBB001293,"HP Probook 4420S (Core I3 M370 2.40GHz/3GB/320GB 14"") CNF0378PR5","Pre-Owned Laptops",12000
QCNBB001259,"HP Probook 4420S (Core I3 M380 2.53GHz/2GB/320GB 14"") CNF1096QY8","Pre-Owned Laptops",11800
QCNBB001641,"HP-430 (Core I3 2310M 2.10GHz/2GB/160GB 14"")-5CB1480FF9","Pre-Owned Laptops",11000
QCNBB001526,"HP-G42-4571U(Core I3 M370 2.40GHz/3GB/320GB 14"")CNF0490DBH	","Pre-Owned Laptops",11000
QCNBB001651,"HP-G42-488TU (Core I3 M370GHz/2GB/500GB 14"")-CNF1126TVZ","Pre-Owned Laptops",11500
QCNBB001536,"HP-G6-117TX(Core I3 -2310M 2.10GHz/3GB/500GB 15.6"")CNF1202D6C	","Pre-Owned Laptops",12000
QCNBB001665,"HP-Pavilion DV6 (Core I3 2310M 2.10GHz/2GB /500GB 15.6"")-5CH1210A0R","Pre-Owned Laptops",11500
QCNBB000003,"Hp-PAVILION DV6(Core I7-2670QM 2.20GHz/4GB/750GB) 5CH1321SMD","Pre-Owned Laptops",17000
QCNBB000667,"HP-PAVILLION DV6 (CORE I7 Q720 1.60 GHZ/4GB/500GB/15.6"") INA02704RK","Pre-Owned Laptops",17000
QCNBB000064,"Hp-Pavillion DV6-3050TX(Core I7 Q720 1.60GHz/4GB/640GB 15.6"") INA038049Q","Pre-Owned Laptops",17000
QCNBB000036,"Hp-Pavillion G4-1008TU(Core I5 M480 2.67GHz/6GB/500GB 14.0"") CNF1094Q6D","Pre-Owned Laptops",14000
QCNBB000006,"HP-Pro Book 4421S (Core I7 M640 2.80GHz 2GB/250GB) CNF1260GTC","Pre-Owned Laptops",15700
QCNBB001372,"LENOVO E430(CORE I3 2330M 2.20GHZ/2GB/500GB 14"") MP-0Y382","Pre-Owned Laptops",11000
QCNBB001330,"LENOVO G460 (Core I3 M330 2.13GHz/3GB/320GB 14"") CBQ2401259","Pre-Owned Laptops",12000
QCNBB001378,"LENOVO G460(CORE I3 M350 2.27GHZ/2GB/320GB 14"") CBQ3251440","Pre-Owned Laptops",11000
QCNBB000513,"Lenovo L412(Core I5 M450/4GB/320GB 14.0"")LR-CTEHD","Pre-Owned Laptops",12700
QCNBB000708,"Lenovo T410(CORE I5 M520@2.40GHZ/4GB RAM/160GB HDD)R8-K9V1F","Pre-Owned Laptops",12500
QCNBB001674,"Lenovo-G460 (Core I3 M330 2.13GHz/4GB/320GB 14"")-CBQ1872168","Pre-Owned Laptops",11000
QCNBB001520,"Lenovo-G500(Core I3 3110M 2.40GHz/3GB/500GB 15.6"")CB24884313	","Pre-Owned Laptops",12000
QCNBB001671,"Lenovo-Ideapad Y560 (Core I3 Q740 1.73GHz/2GB/160GB 14.1"")-CB02291974","Pre-Owned Laptops",11000
QCPNBK00249,"Lenovo-L512(CORE I5-M520 / 2.40GHZ / 2GB / 120GB) LR-55ZEE","Pre-Owned Laptops",15000
QCNBB000415,"Lenovo-Thinkpad E420(Core I5 4GB/500GB) R9-E4EW1","Pre-Owned Laptops",13700
QCNBB000115,"Lenovo-X201(Core I5 2.67GHz/4GB/80GB) R9A24DL","Pre-Owned Laptops",13200
QCNBB000097,"Lenovo-X201(Core I5 M520 2.40GHZ/2GB/128GB) R9-5PBML","Pre-Owned Laptops",12500
QCNBB001204,"Samsung R528(Core I3 2.13GHz/2GB/250GB 15.6"") ZPV093DZ400053A","Pre-Owned Laptops",11500
QCNBB000343,"SONY -PCG-41216W(Core I7 2.80GHz/4GB/750GB) C609YX1B","Pre-Owned Laptops",18000
QCNBB000940,"Sony PCG 61A11W ( Core I3 2310M 2.10GHz/2GB/320GB 14"") C9014M8K","Pre-Owned Laptops",11800
QCNBB000530,"Sony PCG-41213W(Core I5-2410M 2.30GHZ/4GB/320GB 14.1"")27539276-7004175","Pre-Owned Laptops",12700
QCNBB001653,"Sony-PCG-61212W (Core I3 M350 2.27GHz/2GB/500GB 14.0"")-C6058BKM","Pre-Owned Laptops",11500
QCNBB001530,"Sony-PCG-61212W(Core I3 M330 2.13GHz/2GB/320GB 14"")27507087-70066017	","Pre-Owned Laptops",11000
QCNBB000150,"Sony-PCG-61212W(Core I5 M480 2.67GHz/4GB/) C608GKZU","Pre-Owned Laptops",12700
QCNBB000146,"Sony-PCG-81114L(Core i7/4GB/320GB) R5822839","Pre-Owned Laptops",15700
QCNBB001538,"Sony-PCG61212W(Core I3 M330 2.13GHz/2GB/320GB 14"")2750708770066010	","Pre-Owned Laptops",11000
QCNBB000125,"Sony-VPCFL390X(Core I7 Q740   1.73GHZ/4GB/320GB) C6095SP7","Pre-Owned Laptops",15700
QCNBB001054,"Toshiba C660 (Core I3 380M 2.40GHz/3GB/250GB 15.6"") 2B135952K","Pre-Owned Laptops",11500
QCNBB000515,"Toshiba Satellite C660(Core I3 M380 2.53GHz/2GB/250GB 15.6"")1B225035K","Pre-Owned Laptops",11500
QCNBB001673,"Toshiba-Satellite C640 (Core I3 2310M 2.10GHz/4GB/500GB 14"")-7B070788Q","Pre-Owned Laptops",11500
QCNBB001675,"Toshiba-Satellite L640 (Core I3 M350 2.27GHz/2GB/320GB 14.0"")-7A064098W","Pre-Owned Laptops",11000
GF-UC-3-GOLD,"Albright GF-UC-3 Metal Fabric Cable for iPhone 5 & 6 (Gold)","USB Cables",100
GF-UC-3-ROSEGOLD,"Albright GF-UC-3 Metal Fabric Cable for iPhone 5 & 6 (Rose Gold)","USB Cables",150
GF-UC-3-SILVER,"Albright GF-UC-3 Metal Fabric Cable for iPhone 5 & 6 (Silver)","USB Cables",100
GF-UC-31-BLACK,"Albright GF-UC-31 Silk Braided Metal Cable for iPhone 5 & 6 (Black)","USB Cables",100
GF-UC-31-BLUE,"Albright GF-UC-31 Silk Braided Metal Cable for iPhone 5 & 6 (Blue)","USB Cables",90
GF-UC-31-WHITE,"Albright GF-UC-31 Silk Braided Metal Cable for iPhone 5 & 6 (White)","USB Cables",100
LK-B060-BLACK,"Albright LK-B060 Bluetooth Speaker (Black)","Bluetooth Speakers",300
LK-B060-WHITE,"Albright LK-B060 Bluetooth Speaker (White)","Bluetooth Speakers",300
X-STANDER-BLUE,"Albright Rockman-X Stander Bluetooth Speaker with the Stand Function (Blue)","Bluetooth Speakers",600
X-STANDER-RED,"Albright Rockman-X Stander Bluetooth Speaker with the Stand Function (Red)","Bluetooth Speakers",600
NEWMOB00087,"Alcatel Onetouch Idol X+( Bluish Black 16GB)","Brand New Mobiles",4500
NEWMOB00351,"Apple iPhone 6 (Gold, 32 GB) ","Brand New Mobiles",25100
NEWMOB00004,"Apple iPhone 6 (Space Grey, 32 GB) ","Brand New Mobiles",24750
NEWMOB00421,"Apple iPhone 6s (Silver, 32 GB)","Brand New Mobiles",34800
NEWMOB00364,"Apple iPhone 7 (Gold, 32 GB) ","Brand New Mobiles",41700
NEWMOB00363,"Apple iPhone 7 Plus (Black, 128GB) ","Brand New Mobiles",64200
NEWMOB00415,"Apple iPhone 7 Plus (Black, 32 GB)","Brand New Mobiles",55800
NEWMOB00417,"Apple iPhone 7 Plus (Gold, 128 GB)","Brand New Mobiles",64200
NEWMOB00416,"Apple iPhone 7 Plus (Gold, 32 GB)","Brand New Mobiles",55800
NEWMOB00418,"Apple iPhone 7 Plus (Rose Gold, 128 GB)","Brand New Mobiles",64200
NEWMOB00396,"Apple iPhone 7 Plus (Silver, 128GB)","Brand New Mobiles",64200
NEWMOB00332,"Apple iPhone 8 (Gold, 64 GB) ","Brand New Mobiles",54000
NEWMOB00362,"Apple iPhone 8 (Space Grey, 256GB) ","Brand New Mobiles",68200
NEWMOB00457,"Apple iPhone SE (Space Grey, 32 GB)	","Brand New Mobiles",18800
NEWMOB00391,"Apple iPhone X (Space Gray, 64 GB)","Brand New Mobiles",82000
NEWMOB00088,"Asus Zenfone 2 ZE551ML (Red, 32GB) ","Brand New Mobiles",8500
NEWMOB00089,"Asus Zenfone 2 ZE551ML (Silver, 32GB) ","Brand New Mobiles",8500
NEWMOB00092,"Asus Zenfone 4  (A400CG ) (Black, 8 GB)","Brand New Mobiles",2800
NEWMOB00101,"Asus Zenfone 5 (A502CG ) Deep Black","Brand New Mobiles",3900
NEWMOB00102,"Asus Zenfone 6 A601CG (16 GB  White)","Brand New Mobiles",4500
NEWMOB00103,"Asus Zenfone Selfie (Silver, 3GB RAM, 16GB) ","Brand New Mobiles",8250
NEWMOB00352,"Gionee A1 (Grey, 64 GB)","Brand New Mobiles",13750
NEWMOB00110,"Honor 4C (WHITE, 8 GB) ","Brand New Mobiles",4000
NEWMOB00116,"Honor 6 Plus (Black)","Brand New Mobiles",13000
NEWMOB00122,"Honor Holly Hol-U19 (Black/White 16GB)","Brand New Mobiles",3500
NEWMOB00129,"HTC Desire 620G (Grey, 8GB)","Brand New Mobiles",5000
NEWMOB00134,"HTC Desire 628 (Cobalt White, 32 GB)  (3 GB RAM)","Brand New Mobiles",8000
NEWMOB00137,"HTC One Me  (Meteor Grey, 32 GB)  (3 GB RAM)","Brand New Mobiles",12990
NEWMOB00151,"Infocus M812i (Silver, 16 GB)","Brand New Mobiles",8500
NEWMOB00159,"Karbonn A99 (White)","Brand New Mobiles",3000
NEWMOB00172,"Lava Iris Pro 30 (Grey, 4 GB)","Brand New Mobiles",3500
NEWMOB00174,"Lava Iris X1 (Black, 8 GB)","Brand New Mobiles",3000
NEWMOB00175,"Lava Iris X1 (White, 8 GB)","Brand New Mobiles",3000
NEWMOB00181,"LeEco Le 1S X507 (Gold, 32 GB)","Brand New Mobiles",8100
NEWMOB00182,"LeEco Le 1S X507 (Silver, 32 GB)","Brand New Mobiles",8200
NEWMOB00069,"Lenovo A6000 plus (Black 16GB)","Brand New Mobiles",6000
NEWMOB00081,"Lenovo A6000 plus (White 16GB)","Brand New Mobiles",6000
NEWMOB00076,"Lenovo A6600 Plus (Black, 16 GB)","Brand New Mobiles",6000
NEWMOB00073,"Lenovo K3 Note  (Black, 16 GB)","Brand New Mobiles",7000
NEWMOB00180,"Lenovo K3 Note  (White, 16 GB)","Brand New Mobiles",7000
NEWMOB00072,"Lenovo K3 Note  (Yellow, 16 GB)","Brand New Mobiles",7000
NEWMOB00058,"Lenovo K6 Note (Gold, 32 GB)  (3 GB RAM)","Brand New Mobiles",9500
NEWMOB00059,"Lenovo K6 Note (Silver, 32 GB)  (3 GB RAM)","Brand New Mobiles",9000
NEWMOB00056,"Lenovo K6 Note (Silver, 32 GB)  (4 GB RAM)","Brand New Mobiles",10500
NEWMOB00061,"Lenovo K6 Power (Dark Grey, 32 GB)  (4 GB RAM)","Brand New Mobiles",8590
NEWMOB00060,"Lenovo K6 Power (Gold , 32 GB)  (3 GB RAM)","Brand New Mobiles",7800
NEWMOB00062,"Lenovo K6 Power (Grey  32 GB)  (4 GB RAM)","Brand New Mobiles",10400
NEWMOB00064,"Lenovo K6 Power (Grey 32 GB)  (3 GB RAM)","Brand New Mobiles",7499
NEWMOB00068,"Lenovo P70 (Blue 16GB)","Brand New Mobiles",6500
NEWMOB00055,"Lenovo Vibe B (Black 8GB)","Brand New Mobiles",4000
NEWMOB00071,"Lenovo Vibe K4 Note (Black, 16GB)","Brand New Mobiles",9999
NEWMOB00070,"Lenovo Vibe K5 Note (Gold, 32 GB)  (4 GB RAM)","Brand New Mobiles",9999
NEWMOB00065,"Lenovo Vibe P1 Turbo (Silver, 32 GB)","Brand New Mobiles",9900
NEWMOB00053,"LENOVO VIBE Z2 PRO (K920) STARRY NIGHT BLACK 32GB","Brand New Mobiles",13000
NEWMOB00074,"Lenovo Z2 Plus  (Black 32 GB)","Brand New Mobiles",11800
NEWMOB00075,"Lenovo Z2 Plus  (White, 32 GB)","Brand New Mobiles",9800
NEWMOB00054,"Lenovo Zuk Z1 (Space Grey, 64GB )","Brand New Mobiles",9500
NEWMOB00187,"LG G3 4G LTE (Black Gold, with 32 GB)","Brand New Mobiles",9000
NEWMOB00203,"Micromax Canvas HD Plus A190 (White)","Brand New Mobiles",2500
NEWMOB00397,"Micromax Canvas Nitro 4G E455 (Black, 16 GB)","Brand New Mobiles",7600
NEWMOB00214,"Micromax Canvas Xpress 2  E313 (Black)","Brand New Mobiles",3000
NEWMOB00348,"Moto E3 Power (Black, 16 GB)  (2 GB RAM)","Brand New Mobiles",6800
NEWMOB00028,"MOTO E4 (Gold 16GB)","Brand New Mobiles",7250
NEWMOB00029,"Moto E4 (GREY 16GB)","Brand New Mobiles",7500
NEWMOB00038,"Moto G (2nd Generation) XT1068 (16 GB White)","Brand New Mobiles",3900
NEWMOB00023,"Moto G 4th Gen (Black, 16GB)","Brand New Mobiles",8000
NEWMOB00017,"Moto G4 Play  (White, 16GB) ","Brand New Mobiles",8000
NEWMOB00018,"Moto G4 Play (Black, 16GB)","Brand New Mobiles",8000
NEWMOB00025,"Moto G5 (16 GB, Fine Gold)","Brand New Mobiles",8000
NEWMOB00048,"Moto G5s (Fine Gold, 32GB)","Brand New Mobiles",9450
NEWMOB00036,"Moto M (Gold, 64 GB)","Brand New Mobiles",10499
NEWMOB00044,"Moto M (Grey, 64 GB)","Brand New Mobiles",10499
NEWMOB00010,"MOTOROLA  X (XT1052) ","Brand New Mobiles",6000
NEWMOB00035,"Motorola Moto E (2nd Gen)  8 GB Black","Brand New Mobiles",6000
NEWMOB00042,"Motorola Moto G (3rd Generation) XT1550 ( White 16 GB )","Brand New Mobiles",7000
NEWMOB00039,"Motorola Moto G 1st Gen (XT 1033) BLACK 16GB","Brand New Mobiles",4000
NEWMOB00040,"Motorola Moto G 1st Gen (XT 1033) BLACK 8GB","Brand New Mobiles",4000
NEWMOB00456,"Motorola Nexus 6 (Midnight Blue, 32 GB)","Brand New Mobiles",13000
NEWMOB00013,"MOTOROLA X (XT1052) BLACK","Brand New Mobiles",6500
NEWMOB00011,"MOTOROLA X(XT1052) WHITE","Brand New Mobiles",6000
NEWMOB00384,"Oppo F3 Plus   (Gold 64GB)","Brand New Mobiles",16990
NEWMOB00386,"Oppo F5 (Gold 32GB)","Brand New Mobiles",18250
NEWMOB00231,"Panasonic Eluga Arc 2 (Rose Gold 32GB) 4G","Brand New Mobiles",7000
NEWMOB00237,"Phicomm Clue 630 (8GB, White)","Brand New Mobiles",3400
NEWMOB00238,"Phicomm Energy 2 E670 (Black, 16 GB)","Brand New Mobiles",4800
NEWMOB00410,"Redmi Note 4   4GB (Dark Grey 64GB)","Brand New Mobiles",10700
NEWMOB00356,"SAMSUNG G360H GALAXY CORE PRIME","Brand New Mobiles",4300
NEWMOB00245,"SAMSUNG GALAXY A7 6 (A710F) 16GB WHITE","Brand New Mobiles",13500
NEWMOB00347,"Samsung Galaxy A7 SM-A700F (Midnight Black)","Brand New Mobiles",12000
NEWMOB00252,"Samsung Galaxy J2 (White, 8 GB)","Brand New Mobiles",6550
NEWMOB00253,"SAMSUNG GALAXY J2 6 (J210F) (8GB Black)","Brand New Mobiles",7899
NEWMOB00255,"SAMSUNG GALAXY J2 6 (J210F) (8GB Silver)","Brand New Mobiles",7899
NEWMOB00382,"Samsung Galaxy J2-2017 (Gold 8GB)","Brand New Mobiles",6250
NEWMOB00256,"Samsung Galaxy J5 (J500F) (Black, 8 GB)","Brand New Mobiles",9800
NEWMOB00257,"SAMSUNG GALAXY J5 PRIME 32GB BLACK","Brand New Mobiles",11500
NEWMOB00258,"Samsung Galaxy J7 (Gold, 16 GB)","Brand New Mobiles",9800
NEWMOB00264,"SAMSUNG GALAXY J7 6(J710F) (16GB WHITE)","Brand New Mobiles",11500
NEWMOB00266,"Samsung Galaxy Note 3  (White 32GB)","Brand New Mobiles",11000
NEWMOB00270,"Samsung Galaxy Note 5 (Gold Platinum, 32 GB)","Brand New Mobiles",23000
NEWMOB00282,"Samsung Galaxy S5 G900H( Gold, 16GB )","Brand New Mobiles",10000
NEWMOB00389,"Samsung J7 Max (Black 32GB)","Brand New Mobiles",13990
NEWMOB00388,"Samsung J7 Max (Gold 32GB)","Brand New Mobiles",13990
NEWMOB00292,"Samsung Z1 Z130H (White)","Brand New Mobiles",4000
NEWMOB00455,"Sony Xperia E1 D2 105 Purple","Brand New Mobiles",5000
NEWMOB00294,"Sony Xperia E1 Dual (White)","Brand New Mobiles",5000
NEWMOB00379,"Swipe Elite 3 (Silver, 16 GB)","Brand New Mobiles",4000
NEWMOB00378,"Swipe Elite 4G (Grey, 8 GB)","Brand New Mobiles",3300
NEWMOB00381,"Swipe Elite Power (Grey, 16 GB)","Brand New Mobiles",5500
NEWMOB00376,"Swipe Elite Pro (32GB, 3GB RAM)","Brand New Mobiles",5600
NEWMOB00083,"Swipe Elite Star  (Black, 8GB)","Brand New Mobiles",2100
NEWMOB00084,"Swipe Elite Star  (Gold, 8GB)","Brand New Mobiles",2100
NEWMOB00085,"Swipe Elite Star  (White, 8GB)","Brand New Mobiles",2100
NEWMOB00359,"Xolo ERA 2X  (Black, 16GB)","Brand New Mobiles",5000
NEWMOB00323,"XOLO HIVE (BLACK)","Brand New Mobiles",5000
NEWMOB00325,"Yotaphone C9660(Black 32GB)","Brand New Mobiles",9900
QCMBB000009,"APPLE IPHONE 4S (64GB)","Pre-Owned Mobiles",5600
QCMBB000022,"APPLE IPHONE 6 PLUS (128GB)","Pre-Owned Mobiles",25000
QCMBB000026,"Apple iPhone 6S (16 GB)","Pre-Owned Mobiles",17000
QCMBB000016,"Apple:iPhone 5s (16GB)","Pre-Owned Mobiles",7100
QCMBB000278,"LENOVO A2010 8GB","Pre-Owned Mobiles",2900
QCMBB000046,"LENOVO K900 (32GB)","Pre-Owned Mobiles",4200
QCMBA000010,"LENOVO P1 (32GB) (A)","Pre-Owned Mobiles",6000
QCMBB000281,"Lenovo Vibe K5 Plus (16 GB)","Pre-Owned Mobiles",4500
QCMBB000054,"LENOVO VIBE X (S960) (16GB)","Pre-Owned Mobiles",5000
QCMBB000055,"Lenovo:Vibe X2","Pre-Owned Mobiles",4800
QCMBB000287,"MI 5 (32GB)","Pre-Owned Mobiles",9500
QCMBB000062,"MICROMAX CANVAS 2 (A110) (4GB)","Pre-Owned Mobiles",2400
QCMBB000070,"Microsoft Lumia 640","Pre-Owned Mobiles",2500
QCMBB000082,"MOTOROLA G (16GB)","Pre-Owned Mobiles",4500
QCMBB000282,"Motorola Moto E3 Power","Pre-Owned Mobiles",4200
QCMBB000085,"MOTOROLA X 2ND GEN (16GB) (B)","Pre-Owned Mobiles",4200
QCMBA000012,"Motorola:Moto G (3rd Generation) (16GB) (A)","Pre-Owned Mobiles",5600
QCMBB000093,"OnePlus 2 (64GB) ","Pre-Owned Mobiles",8000
QCMBB000313,"OnePlus One (16GB)","Pre-Owned Mobiles",3500
QCMBB000199,"REDMI MI 3 (16 GB)","Pre-Owned Mobiles",4900
QCMBA000017,"SAMSUNG GALAXY A5 (16GB) (A)","Pre-Owned Mobiles",6713
QCMBB000285,"SAMSUNG GALAXY A7 DUOS (16GB)","Pre-Owned Mobiles",6500
QCMBB000103,"Samsung Galaxy Ace plus","Pre-Owned Mobiles",1600
QCMBB000105,"SAMSUNG GALAXY CORE (8GB) (B)","Pre-Owned Mobiles",1800
QCMBA000022,"SAMSUNG GALAXY GRAND 2 (8GB) (A)","Pre-Owned Mobiles",4500
QCMBA000023,"Samsung Galaxy Grand Duos (8GB) (A)","Pre-Owned Mobiles",3500
QCMBA000025,"Samsung Galaxy Grand Neo (8GB) (A)","Pre-Owned Mobiles",2800
QCMBA000046,"SAMSUNG GALAXY GRAND QUATTRO (8GB)","Pre-Owned Mobiles",2200
QCMBB000124,"SAMSUNG GALAXY NEXUS (16GB)","Pre-Owned Mobiles",3311
QCMBB000128,"SAMSUNG GALAXY NOTE 3 NEO (16GB)","Pre-Owned Mobiles",4500
QCMBB000130,"SAMSUNG GALAXY NOTE EDGE (32GB)","Pre-Owned Mobiles",13000
QCMBB000134,"SAMSUNG GALAXY POCKET DUOS (4GB)","Pre-Owned Mobiles",900
QCMBB000135,"SAMSUNG GALAXY POP","Pre-Owned Mobiles",2600
QCMBB000137,"SAMSUNG GALAXY S ADVANCE (16GB)","Pre-Owned Mobiles",2500
QCMBA000034,"Samsung Galaxy S2 (A) (16GB)","Pre-Owned Mobiles",2500
QCMBA000035,"Samsung Galaxy S3  (A) (16GB)","Pre-Owned Mobiles",3600
QCMBB000148,"Samsung Galaxy S3 (32GB)","Pre-Owned Mobiles",3500
QCMBB000244,"SAMSUNG GALAXY S3 NEO (16GB)","Pre-Owned Mobiles",2800
QCMBB000153,"SAMSUNG GALAXY S5 MINI (16GB)","Pre-Owned Mobiles",4500
QCMBB000155,"SAMSUNG GALAXY STAR","Pre-Owned Mobiles",1200
QCMBA000058,"SAMSUNG GALAXY STAR PRO (4GB)","Pre-Owned Mobiles",3775
QCMBB000243,"SAMSUNG GALAXY TREND S-7392 (4GB)","Pre-Owned Mobiles",1400
QCMBB000165,"Samsung Galaxy Y Duos (B)","Pre-Owned Mobiles",500
QCMBB000113,"Samsung:Galaxy Grand Max 16GB (B)","Pre-Owned Mobiles",3500
QCMBB000122,"Samsung:Galaxy Mega 5.8 (B)","Pre-Owned Mobiles",2750
