SKU,"PRODUCT NAME",CATEGORY,"PRICE (INR)"
QCMBB000154,"Samsung:I9003 Galaxy SL","Pre-Owned Mobiles",1900
QCMBB000178,"SONY XPERIA M (4GB)","Pre-Owned Mobiles",1800
QCMBB000181,"SONY XPERIA P (16GB) (B)","Pre-Owned Mobiles",2200
QCMBB000192,"SONY XPERIA Z1 (16GB)","Pre-Owned Mobiles",4500
QCMBB000202,"Xiaomi Mi 4i (32 GB) (B)","Pre-Owned Mobiles",5500
QCMBB000196,"XIAOMI MI NOTE 3G (8GB)","Pre-Owned Mobiles",2800
NEWNBK00053,"Apple MacBook Air MJVE2HN/A Laptop (Core i5/4GB/128GB/Integrated Graphics/OS X Yosemite/13.3"")","Brand New Laptops",55000
NEWNBK00052,"Apple MacBook Pro MF839HN/A Laptop (Core i5/8GB/128GB/Integrated Graphics/OS X Yosemite/13.3"")","Brand New Laptops",89000
NEWNBK00050,"Asus A555LF-XX191T (A555L) 15.6-inch Laptop (Core i3 4005U/8GB/1TB/Windows 10/Nvidia GeForce 930M Graphics)Dark Brown","Brand New Laptops",29500
NEWNBK00157,"Dell Inspiron 14 3452 (Celeron N3050/2GB/32GB/Integrated Graphics/Win 10/14.0-Inch/Non-Touch) Y565521HIN9-1","Brand New Laptops",12264
NEWNBK00159,"Dell Inspiron 14 5455 (AMD A8-7410/4GB/1TB/2GB Graphics/Win 8.1/14.0-Inch/Non-Touch) X565904IN9-1","Brand New Laptops",25000
NEWNBK00087,"Dell Inspiron 15 3542 (4th Gen Ci5/4GB/1TB/2GB Graphics/Win 8/15.6-Inch/Non-Touch) X560181IN9-1","Brand New Laptops",29195
NEWNBK00129,"Dell Inspiron 15 3542 (4th Gen Ci5/4GB/1TB/2GB Graphics/Win 8/15.6-Inch/Non-Touch) X560365IN9-1","Brand New Laptops",29195
NEWNBK00108,"Dell Inspiron 15 3558 (5th Gen Ci3/4GB/1TB/Integrated Graphics/Win 10/15.6-Inch/Non-Touch) Z565106HIN9-1","Brand New Laptops",28163
NEWNBK00140,"Dell Inspiron 15 5559 (6th Gen Ci5/8GB/1TB/2GB Graphics/Win 10/15.6-Inch/Non-Touch) Z566306HIN4-1","Brand New Laptops",43163
NEWNBK00149,"Dell Vostro 15 3546 (4th Gen Ci5/4GB/1TB/2GB Graphics/Ubuntu/15.6-Inch/Non-Touch) X510332IN9-1","Brand New Laptops",29195
NEWNBK00042,"HP Envy X360 15-W102TX Laptop (6th Gen Core i5-6200U/4GB/1TB/2GB Graphics/Win 10/15.6"")","Brand New Laptops",46500
NEWNBK00045,"HP Pavilion X2 10-N125TU Laptop (Atom Z8300/2GB/500GB/Intel HD Graphics/Win 10/10.1"")","Brand New Laptops",15000
NEWNBK00031,"HP Slimline 260-A043IL Desktop (PQC-J3710/4GB/1TB/Integrated Graphics/Dos/Display not Included)","Brand New Laptops",14500
NEWNBK00032,"HP Spectre 13-V122TU Laptop (7th Gen Core i7-7500U/8GB/512GB/Integrated Graphics/Win 10 Pro/13.3"")","Brand New Laptops",94000
NEWNBK00027,"Lenovo FLEX 2-14 59-429730 Laptop (4th Gen Core i3-4030U/4GB/500GB/2GB Graphics/Win 8.1/14.0"")","Brand New Laptops",23500
NEWNBK00028,"Lenovo FLEX 2-14D 59-436783 Touchscreen Laptop (AMD A8-6410/4GB/500GB/Integrated Graphics/Win 8.1/14.0"" Touch)","Brand New Laptops",22500
NEWACC00005,"Dell 65Watt Adapter",Accessories,850
NEWACC00006,"Dell 90Watt Adapter",Accessories,1250
NEWACC00004,"Dell Inspiron / Vostro / Latitude - 6 Cell Battery",Accessories,3100
NEWACC00003,"Dell Inspiron 14R/15R 6Cell Battery",Accessories,2000
REFDE00280,"DELL INSPIRON 15 3542/4TH GEN CI5/4GB/1TB/INT/WIN8/15.6-INCH","Brand Refurbished Laptops",24000
REFDE00001,"DELL REFURBISHED ALIENWARE 13 R2/ 6th Gen Ci5-6200U/ 8GB/ 500GB/ 2GB/ WIN 10/ 13.3-Inch","Brand Refurbished Laptops",58800
REFDE00002,"DELL REFURBISHED ALIENWARE 13 R2/ 6th Gen Ci7-6500U/ 16GB/ 500GB/ 4GB/ WIN 10/ 13.3-Inch QHD Touch","Brand Refurbished Laptops",66700
REFDE00003,"DELL REFURBISHED ALIENWARE 15 R2/ 6th Gen Ci5-6300HQ/ 8GB/ 1TB/ 2GB/ WIN 10/ 15.6-Inch FHD","Brand Refurbished Laptops",59300
REFDE00004,"DELL REFURBISHED ALIENWARE 15 R2/ 6th Gen Ci7-6700HQ/ 16GB/ 256GB SSD+1TB/ 8GB/ WIN 10/ 15.6-Inch FHD","Brand Refurbished Laptops",78400
REFDE00345,"DELL REFURBISHED ALIENWARE 15 R3/ 7th Gen Ci7-7700HQ/ 16GB/ 512GB SSD+1TB/ 8GB/ WIN 10/ 15.6-Inch FHD","Brand Refurbished Laptops",130400
REFDE00204,"DELL REFURBISHED ALIENWARE 17 R3/ 6th Gen Ci7-6700HQ/ 16GB/ 1TB/ 4GB/ WIN 10/ 17.3-Inch FHD","Brand Refurbished Laptops",91200
REFDE00006,"DELL REFURBISHED ALIENWARE 17 R3/ 6th Gen Ci7-6700HQ/ 16GB/ 1TB/ 8GB/ WIN 10/ 17.3-Inch FHD","Brand Refurbished Laptops",96000
REFDE00007,"DELL REFURBISHED INSPIRON 11 3137/ Celeron 2955U/ 2GB/ 500GB/ INT/ WIN 10/ 11.6-Inch Touch","Brand Refurbished Laptops",18600
REFDE00008,"DELL REFURBISHED INSPIRON 11 3137/ Celeron 2955U/ 2GB/ 500GB/ INT/ WIN 8.1/ 11.6-Inch Touch","Brand Refurbished Laptops",16000
REFDE00206,"DELL REFURBISHED INSPIRON 11 3147/ PQC N3540/ 4GB/ 500GB/ INT/ WIN 8.1/ 11.6-Inch Touch","Brand Refurbished Laptops",18200
REFDE00207,"DELL REFURBISHED INSPIRON 11 3148/ 4th Gen Ci3-4010U/ 4GB/ 500GB/ INT/ WIN 8.1/ 11.6-Inch Touch","Brand Refurbished Laptops",30100
REFDE00208,"DELL REFURBISHED INSPIRON 11 3148/ 4th Gen Ci3-4030U/ 4GB/ 500GB/ INT/ NO OS/ 11.6-Inch Touch","Brand Refurbished Laptops",18700
REFDE00011,"DELL REFURBISHED INSPIRON 11 3148/ 4th Gen Ci3-4030U/ 4GB/ 500GB/ INT/ WIN 10/ 11.6-Inch Touch","Brand Refurbished Laptops",22000
REFDE00209,"DELL REFURBISHED INSPIRON 11 3158/ 6th Gen Ci3-6100U/ 4GB/ 500GB/ INT/ NO OS/ 11.6-Inch Touch","Brand Refurbished Laptops",24500
REFDE00301,"DELL REFURBISHED INSPIRON 11 3179 (7th Gen M3-7Y30/ 4GB/ 1TB/ INT/ WIN 10/ 11.6-INCH  Touch)","Brand Refurbished Laptops",29900
REFDE00015,"DELL REFURBISHED INSPIRON 13 5368/ 6th Gen Ci3-6100U/ 4GB/ 1TB/ INT/ WIN 10/ 13.3-Inch FHD Touch","Brand Refurbished Laptops",36200
REFDE00017,"DELL REFURBISHED INSPIRON 13 5368/ 6th Gen Ci7-6500U/ 8GB/ 1TB/ INT/ WIN 10/ 13.3-Inch FHD Touch","Brand Refurbished Laptops",44600
REFDE00021,"DELL REFURBISHED INSPIRON 13 7348/ 5th Gen Ci5-5200U/ 8GB/ 500GB/ INT/ WIN 10/ 13.3-INCH FHD Touch","Brand Refurbished Laptops",46300
REFDE00273,"DELL REFURBISHED INSPIRON 13 7348/ 5TH GEN CI7-5500U/ 8GB/ 256GB SSD/ INT/ WIN 10/ 13.3-INCH FHD TOUCH","Brand Refurbished Laptops",53000
REFDE00210,"DELL REFURBISHED INSPIRON 13 7350/ 5th Gen Ci5-5200U/ 8GB/ 500GB/ INT/ WIN 10/ 13.3-Inch FHD Touch","Brand Refurbished Laptops",48100
REFDE00211,"DELL REFURBISHED INSPIRON 13 7359/ 5th Gen Ci5-5200U/ 8GB/ 500GB/ INT/ WIN 8.1/ 13.3-Inch FHD Touch","Brand Refurbished Laptops",48000
REFDE00025,"DELL REFURBISHED INSPIRON 13 7359/ 6TH GEN CI5-6200U/ 8GB/ 500GB/ INT/ WIN 10/ 13.3-INCH FHD TOUCH","Brand Refurbished Laptops",48000
REFDE00028,"DELL REFURBISHED INSPIRON 14 3442/ 4th Gen Ci3-4005U/ 4GB/ 500GB/ 2GB/ NO OS/ 14.0-Inch","Brand Refurbished Laptops",22500
REFDE00029,"DELL REFURBISHED INSPIRON 14 3442/ 4th Gen Ci3-4005U/ 4GB/ 500GB/ INT/ NO OS/ 14.0-Inch","Brand Refurbished Laptops",20600
REFDE00212,"DELL REFURBISHED INSPIRON 14 3442/ 4th Gen Ci5-4210U/ 4GB/ 500GB/ 2GB/ NO OS/ 14.0-Inch","Brand Refurbished Laptops",24500
REFDE00302,"DELL REFURBISHED INSPIRON 14 3467 (6th Gen Ci3-6006U/ 4GB/ 1TB/ INT/ NO OS/ 14.0-INCH )","Brand Refurbished Laptops",27700
REFDE00030,"DELL REFURBISHED INSPIRON 14 5458/ 4th Gen Ci3-4005U/ 4GB/ 1TB/ INT/ WIN 10/ 14.0-Inch","Brand Refurbished Laptops",25000
REFDE00032,"DELL REFURBISHED INSPIRON 14 5458/ 5th Gen Ci5-5200U/ 8GB/ 1TB/ INT/ WIN 10/ 14.0-Inch Touch","Brand Refurbished Laptops",34300
REFDE00257,"DELL REFURBISHED INSPIRON 14 7460/ 7TH GEN CI5-7200U/ 8GB/ 128GB SSD+1TB/ 2GB/ WIN 10/ 14.0-INCH FHD","Brand Refurbished Laptops",50700
REFDE00034,"DELL REFURBISHED INSPIRON 14 7460/ 7th Gen Ci5-7200U/ 8GB/ 1TB/ 2GB/ WIN 10/ 14.0-Inch FHD","Brand Refurbished Laptops",49999
REFDE00036,"DELL REFURBISHED INSPIRON 15 3521/ 3rd Gen Ci5-3317U/ 4GB/ 500GB/ 1GB/ WIN 8.1/ 15.6-Inch","Brand Refurbished Laptops",26000
REFDE00213,"DELL REFURBISHED INSPIRON 15 3521/ 3rd Gen Ci5-3337U/ 4GB/ 500GB/ 1GB/ WIN 10/ 15.6-Inch","Brand Refurbished Laptops",26500
REFDE00321,"DELL REFURBISHED INSPIRON 15 3542 (4th Gen Ci5-4210U/ 4GB/ 500GB/ INT/ WIN 10/ 15.6-INCH )","Brand Refurbished Laptops",25000
REFDE00214,"DELL REFURBISHED INSPIRON 15 3542/ 4th Gen Ci3-4005U/ 4GB/ 1TB/ INT/ NO OS/ 15.6-Inch","Brand Refurbished Laptops",20800
REFDE00042,"DELL REFURBISHED INSPIRON 15 3542/ 4th Gen Ci3-4005U/ 4GB/ 500GB/ 15.6-Inch","Brand Refurbished Laptops",22100
REFDE00043,"DELL REFURBISHED INSPIRON 15 3542/ 4th Gen Ci3-4005U/ 4GB/ 500GB/ INT/ NO OS/ 15.6-Inch","Brand Refurbished Laptops",22100
REFDE00044,"DELL REFURBISHED INSPIRON 15 3542/ 4th Gen Ci3-4005U/ 4GB/ 500GB/ INT/ WIN 10/ 15.6-Inch","Brand Refurbished Laptops",22700
REFDE00048,"DELL REFURBISHED INSPIRON 15 3542/ PDC 3558U/ 4GB/ 500GB/ INT/ NO OS/ 15.6-Inch","Brand Refurbished Laptops",19200
REFDE00303,"DELL REFURBISHED INSPIRON 15 3543 (5th Gen Ci5-5200U/ 4GB/ 500GB/ 2GB/ WIN 10/ 15.6-INCH )","Brand Refurbished Laptops",33600
REFDE00304,"DELL REFURBISHED INSPIRON 15 3543( PDC 3805U/ 4GB/ 500GB/ INT/ WIN 10/ 15.6-INCH )","Brand Refurbished Laptops",21300
REFDE00217,"DELL REFURBISHED INSPIRON 15 3543/ 5th Gen Ci5-5200U/ 4GB/ 1TB/ 2GB/ NO OS/ 15.6-Inch Touch","Brand Refurbished Laptops",31900
REFDE00218,"DELL REFURBISHED INSPIRON 15 3543/ 5th Gen Ci5-5200U/ 4GB/ 1TB/ 2GB/ WIN 10/ 15.6-Inch Touch","Brand Refurbished Laptops",35500
REFDE00052,"DELL REFURBISHED INSPIRON 15 3543/ 5th Gen Ci5-5200U/ 4GB/ 1TB/ 2GB/ WIN 8.1/ 15.6-Inch Touch","Brand Refurbished Laptops",31900
REFDE00342,"DELL REFURBISHED INSPIRON 15 3543/ 5th Gen Ci5-5200U/ 4GB/ 1TB/ INT/ WIN 10/ 15.6-Inch","Brand Refurbished Laptops",28900
REFDE00053,"DELL REFURBISHED INSPIRON 15 3543/ 5th Gen Ci5-5200U/ 8GB/ 1TB/ 2GB/ NO OS/ 15.6-Inch","Brand Refurbished Laptops",34500
REFDE00055,"DELL REFURBISHED INSPIRON 15 3543/ 5th Gen Ci7-5500U/ 8GB/ 1TB/ 2GB/ WIN 10/ 15.6-Inch","Brand Refurbished Laptops",39700
REFDE00056,"DELL REFURBISHED INSPIRON 15 3551/ PQC N3540/ 4GB/ 500GB/ INT/ NO OS/ 15.6-Inch","Brand Refurbished Laptops",19200
REFDE00062,"DELL REFURBISHED INSPIRON 15 3552/ PQC N3710/ 4GB/ 500GB/ INT/ NO OS/ 15.6-INCH","Brand Refurbished Laptops",19900
REFDE00067,"DELL REFURBISHED INSPIRON 15 3558/ 4th Gen Ci3-4005U/ 4GB/ 500GB/ INT/ WIN 10/ 15.6-Inch","Brand Refurbished Laptops",21100
REFDE00075,"DELL REFURBISHED INSPIRON 15 3558/ 5th Gen Ci5-5200U/ 4GB/ 1TB/ 2GB/ WIN 10/ 15.6-Inch","Brand Refurbished Laptops",29500
REFDE00086,"DELL REFURBISHED INSPIRON 15 5547/ 4th Gen Ci5-4210U/ 4GB/ 500GB/ 2GB/ WIN 10/ 15.6-Inch Touch","Brand Refurbished Laptops",35800
REFDE00090,"DELL REFURBISHED INSPIRON 15 5555/ AMD A10-8700P/ 8GB/ 1TB/ 2GB/ WIN 10/ 15.6-Inch","Brand Refurbished Laptops",36800
REFDE00221,"DELL REFURBISHED INSPIRON 15 5555/ AMD A10-8700P/ 8GB/ 1TB/ INT/ NO OS/ 15.6-Inch","Brand Refurbished Laptops",32400
REFDE00091,"DELL REFURBISHED INSPIRON 15 5555/ AMD A10-8700P/ 8GB/ 1TB/ INT/ WIN 10/ 15.6-Inch","Brand Refurbished Laptops",34300
REFDE00093,"DELL REFURBISHED INSPIRON 15 5558/ 4th Gen Ci3-4005U/ 4GB/ 500GB/ 2GB/ WIN 10/ 15.6-INCH ","Brand Refurbished Laptops",22500
REFDE00224,"DELL REFURBISHED INSPIRON 15 5558/ 5th Gen Ci3-5005U/ 4GB/ 500GB/ INT/ NO OS/ 15.6-Inch","Brand Refurbished Laptops",23000
REFDE00095,"DELL REFURBISHED INSPIRON 15 5558/ 5th Gen Ci3-5005U/ 4GB/ 500GB/ INT/ WIN 10/ 15.6-Inch","Brand Refurbished Laptops",22500
REFDE00098,"DELL REFURBISHED INSPIRON 15 5558/ 5th Gen Ci5-5200U/ 8GB/ 1TB/ 2GB/ WIN 10/ 15.6-Inch","Brand Refurbished Laptops",29400
REFDE00099,"DELL REFURBISHED INSPIRON 15 5558/ 5th Gen Ci5-5200U/ 8GB/ 1TB/ 2GB/ WIN 8.1/ 15.6-Inch","Brand Refurbished Laptops",29400
REFDE00100,"DELL REFURBISHED INSPIRON 15 5558/ 5th Gen Ci5-5200U/ 8GB/ 1TB/ 4GB/ WIN 10/ 15.6-Inch FHD","Brand Refurbished Laptops",36800
REFDE00101,"DELL REFURBISHED INSPIRON 15 5558/ 5th Gen Ci7-5500U/ 16GB/ 2TB/ 4GB/ WIN 10/ 15.6-Inch FHD","Brand Refurbished Laptops",47100
REFDE00225,"DELL REFURBISHED INSPIRON 15 5558/ 5th Gen Ci7-5500U/ 8GB/ 1TB/ 4GB/ WIN 8.1/ 15.6-Inch","Brand Refurbished Laptops",44100
REFDE00108,"DELL REFURBISHED INSPIRON 15 5559/ 6th Gen Ci5-6200U/ 8GB/ 1TB/ 2GB/ WIN 10/ 15.6-Inch","Brand Refurbished Laptops",38300
REFDE00109,"DELL REFURBISHED INSPIRON 15 5559/ 6th Gen Ci5-6200U/ 8GB/ 1TB/ 4GB/ WIN 10/ 15.6-Inch FHD","Brand Refurbished Laptops",42000
REFDE00110,"DELL REFURBISHED INSPIRON 15 5559/ 6th Gen Ci7-6500U/ 16GB/ 2TB/ 4GB/ WIN 10/ 15.6-Inch FHD","Brand Refurbished Laptops",49000
REFDE00289,"DELL REFURBISHED INSPIRON 15 5565 ( AMD A9-9400/ 4GB/ 1TB/ 2GB/ WIN 10/ 15.6-inch)","Brand Refurbished Laptops",29400
REFDE00114,"DELL REFURBISHED INSPIRON 15 5567/ 7th Gen Ci5-7200U/ 8GB/ 1TB/ 2GB/ WIN 10/ 15.6-Inch","Brand Refurbished Laptops",42500
REFDE00115,"DELL REFURBISHED INSPIRON 15 5567/ 7th Gen Ci5-7200U/ 8GB/ 1TB/ 4GB/ WIN 10/ 15.6-Inch FHD","Brand Refurbished Laptops",45900
REFDE00254,"DELL REFURBISHED INSPIRON 15 5567/ 7TH GEN CI5-7200U/ 8GB/ 2TB/ 2GB/ WIN 10/ 15.6-INCH FHD","Brand Refurbished Laptops",53900
REFDE00116,"DELL REFURBISHED INSPIRON 15 5567/ 7th Gen Ci5-7200U/ 8GB/ 2TB/ 4GB/ WIN 10/ 15.6-Inch FHD","Brand Refurbished Laptops",47100
REFDE00118,"DELL REFURBISHED INSPIRON 15 5567/ 7th Gen Ci7-7500U/ 8GB/ 1TB/ 4GB/ WIN 10/ 15.6-Inch FHD","Brand Refurbished Laptops",54400
REFDE00119,"DELL REFURBISHED INSPIRON 15 5568/ 6th Gen Ci5-6200U/ 8GB/ 1TB/ INT/ WIN 10/ 15.6-Inch FHD Touch","Brand Refurbished Laptops",47600
REFDE00309,"DELL REFURBISHED INSPIRON 15 5570 (8th Gen Ci5-8250U/ 8GB/ 1TB/ 2GB/ WIN 10/ 15.6-INCH FHD)","Brand Refurbished Laptops",52400
REFDE00121,"DELL REFURBISHED INSPIRON 15 5578/ 7th Gen Ci3-7100U/ 4GB/ 1TB/ INT/ WIN 10/ 15.6-Inch FHD Touch","Brand Refurbished Laptops",37200
REFDE00122,"DELL REFURBISHED INSPIRON 15 5578/ 7th Gen Ci5-7200U/ 8GB/ 1TB/ INT/ WIN 10/ 15.6-Inch FHD Touch","Brand Refurbished Laptops",48600
REFDE00124,"DELL REFURBISHED INSPIRON 15 7537/ 4th Gen Ci7-4500U/ 8GB/ 1TB/ 2GB/ WIN 8.1/ 15.6-Inch FHD Touch","Brand Refurbished Laptops",58800
REFDE00310,"DELL REFURBISHED INSPIRON 15 7548 (5th Gen Ci5-5200U/ 8GB/ 1TB/ 4GB/ WIN 10/ 15.6-INCH  Touch)","Brand Refurbished Laptops",47300
REFDE00125,"DELL REFURBISHED INSPIRON 15 7548/ 5th Gen Ci7-5500U/ 16GB/ 1TB/ 4GB/ WIN 10/ 15.6-Inch FHD Touch","Brand Refurbished Laptops",58800
REFDE00126,"DELL REFURBISHED INSPIRON 15 7548/ 5th Gen Ci7-5500U/ 16GB/ 256GB SSD/ 4GB/ WIN 10/ 15.6-Inch 4K UHD Touch","Brand Refurbished Laptops",61800
REFDE00127,"DELL REFURBISHED INSPIRON 15 7559/ 6th Gen Ci5-6300HQ/ 8GB/ 1TB/ 4GB/ WIN 10/ 15.6-Inch FHD","Brand Refurbished Laptops",57900
REFDE00274,"DELL REFURBISHED INSPIRON 15 7559/ 6TH GEN CI7-6700HQ/ 16GB/ 128GB SSD+1TB/ 4GB/ WIN 10/ 15.6-INCH UHD TOUCH","Brand Refurbished Laptops",61800
REFDE00228,"DELL REFURBISHED INSPIRON 15 7559/ 6th Gen Ci7-6700HQ/ 8GB/ 1TB/ 4GB/ WIN 10/ 15.6-Inch FHD","Brand Refurbished Laptops",60800
REFDE00128,"DELL REFURBISHED INSPIRON 15 7560/ 7th Gen Ci5-7200U/ 8GB/ 1TB/ 4GB/ WIN 10/ 15.6-Inch FHD","Brand Refurbished Laptops",50900
REFDE00129,"DELL REFURBISHED INSPIRON 15 7560/ 7th Gen Ci7-7500U/ 8GB/ 128GB SSD+1TB/ 4GB/ WIN 10/ 15.6-Inch FHD","Brand Refurbished Laptops",61900
REFDE00343,"DELL REFURBISHED INSPIRON 15 7567/ 7th Gen Ci7-7700HQ/ 8GB/ 128GB SDD+1TB/ 4GB/ WIN 10/ 15.6-Inch FHD","Brand Refurbished Laptops",76200
REFDE00132,"DELL REFURBISHED INSPIRON 15 7567/ 7th Gen Ci7-7700HQ/ 8GB/ 1TB/ 4GB/ WIN 10/ 15.6-Inch FHD","Brand Refurbished Laptops",64500
REFDE00286,"DELL REFURBISHED INSPIRON 15 7568/ 6th Gen Ci7-6500U/ 8GB/ 1TB/ INT/ WIN 10/ 15.6-INCH FHD Touch","Brand Refurbished Laptops",61500
REFDE00229,"DELL REFURBISHED INSPIRON 15R 5537/ 4th Gen Ci5-4200U/ 6GB/ 500GB/ INT/ WIN 10/ 15.6-Inch Touch","Brand Refurbished Laptops",32900
REFDE00137,"DELL REFURBISHED INSPIRON 15R 5537/ 4th Gen Ci7-4500U/ 8GB/ 1TB/ 2GB/ WIN 8.1/ 15.6-Inch Touch","Brand Refurbished Laptops",48100
REFDE00230,"DELL REFURBISHED INSPIRON DT 3043/ Celeron N2830/ 4GB/ 500GB/ INT/ WIN 10/ 19.5-Inch","Brand Refurbished Laptops",16900
REFDE00337,"DELL REFURBISHED INSPIRON DT 3048/ PDC G3220T/ 2GB/ 500GB/ INT/ NO OS/ 20-Inch","Brand Refurbished Laptops",20500
REFDE00338,"DELL REFURBISHED INSPIRON DT 3052/ PQC J3710/ 4GB/ 1TB/ INT/ NO OS/ 19.5-Inch","Brand Refurbished Laptops",21100
REFDE00141,"DELL REFURBISHED INSPIRON DT 3059/ 6th Gen Ci3-6100U/ 4GB/ 1TB/ INT/ NO OS/ 19.5-Inch","Brand Refurbished Laptops",25400
REFDE00143,"DELL REFURBISHED INSPIRON DT 3059/ 6th Gen Ci3-6100U/ 4GB/ 500GB/ INT/ WIN 10/ 19.5-Inch","Brand Refurbished Laptops",24500
REFDE00290,"DELL REFURBISHED INSPIRON DT 3064 (7th Gen Ci3-7100U/ 4GB/ 1TB/ INT/ WIN 10/ 19.5-inch)","Brand Refurbished Laptops",29400
REFDE00292,"DELL REFURBISHED INSPIRON DT 3064 (7th Gen Ci3-7100U/ 4GB/ 1TB/ INT/ WIN 10/ 19.5-inch)","Brand Refurbished Laptops",29400
REFDE00312,"DELL REFURBISHED INSPIRON DT 3250( 6th Gen Ci5-6400/ 4GB/ 1TB/ 2GB/ WIN 10/ Display Not Included)","Brand Refurbished Laptops",31700
REFDE00147,"DELL REFURBISHED INSPIRON DT 3250/ 6th Gen Ci5-6400/ 4GB/ 1TB/ 2GB/ NO OS/ Display Not Included","Brand Refurbished Laptops",30000
REFDE00148,"DELL REFURBISHED INSPIRON DT 3250/ 6th Gen Ci5-6400/ 8GB/ 1TB/ 2GB/ WIN 10/ Display Not Included","Brand Refurbished Laptops",32000
REFDE00282,"DELL REFURBISHED INSPIRON DT 3252/ PQC J3710/ 4GB/ 1TB/ INT/ NO OS/ DISPLAY NOT INCLUDED","Brand Refurbished Laptops",14700
REFDE00262,"DELL REFURBISHED INSPIRON DT 3268/ 7TH GEN CI3-7100U/ 4GB/ 1TB/ INT/ NO OS/ DISPLAY NOT INCLUDED","Brand Refurbished Laptops",23600
REFDE00263,"DELL REFURBISHED INSPIRON DT 3268/ PDC G4560/ 4GB/ 1TB/ INT/ NO OS/ DISPLAY NOT INCLUDED","Brand Refurbished Laptops",16700
REFDE00151,"DELL REFURBISHED INSPIRON DT 3459/ 6th Gen Ci3-6100U/ 4GB/ 1TB/ INT/ WIN 10/ 23.8-Inch FHD","Brand Refurbished Laptops",30400
REFDE00232,"DELL REFURBISHED INSPIRON DT 3459/ 6th Gen Ci5-6200U/ 4GB/ 1TB/ INT/ WIN 10/ 23.8-Inch FHD","Brand Refurbished Laptops",35300
REFDE00152,"DELL REFURBISHED INSPIRON DT 3464/ 7th Gen Ci5-7200U/ 4GB/ 1TB/ INT/ WIN 10/ 23.8-Inch FHD","Brand Refurbished Laptops",37500
REFDE00340,"DELL REFURBISHED INSPIRON DT 3647/ 4th Gen Ci3-4170/ 4GB/ 500GB/ 2GB/ WIN 10/ Display Not Included","Brand Refurbished Laptops",28100
REFDE00155,"DELL REFURBISHED INSPIRON DT 3647/ 4th Gen Ci5-4460S/ 8GB/ 1TB/ INT/ NO OS/ Display Not Included","Brand Refurbished Laptops",31400
REFDE00237,"DELL REFURBISHED INSPIRON DT 3647/ PDC G3260/ 4GB/ 500GB/ INT/ WIN 10/ Display Not Included","Brand Refurbished Laptops",16200
REFDE00313,"DELL REFURBISHED INSPIRON DT 5348( 4th Gen Ci7-4790S/ 8GB/ 2TB/ 2GB/ WIN 10/ 23.8-INCH FHD Touch)","Brand Refurbished Laptops",77700
REFDE00157,"DELL REFURBISHED INSPIRON DT 5459/ 6th Gen Ci5-6400/ 8GB/ 1TB/ 4GB/ WIN 10/ 23.8-Inch FHD","Brand Refurbished Laptops",56400
REFDE00268,"DELL REFURBISHED INSPIRON DT 7775/ AMD RYZEN/ 8GB/ 1TB/ 4GB/ WIN 10/ 27-INCH FHD","Brand Refurbished Laptops",75300
REFDE00159,"DELL REFURBISHED VOSTRO 14 3445/ AMD E1-6010/ 4GB/ 500GB/ INT/ NO OS/ 14.0-Inch","Brand Refurbished Laptops",18200
REFDE00238,"DELL REFURBISHED VOSTRO 14 3446/ 4th Gen Ci3-4005U/ 4GB/ 500GB/ 2GB/ NO OS/ 14.0-Inch","Brand Refurbished Laptops",22100
REFDE00161,"DELL REFURBISHED VOSTRO 14 3458/ 4th Gen Ci3-4005U/ 4GB/ 500GB/ INT/ NO OS/ 14.0-Inch","Brand Refurbished Laptops",21500
REFDE00261,"DELL REFURBISHED VOSTRO 14 3458/ 5TH GEN CI3-5005U/ 4GB/ 1TB/ 2GB/ NO OS/ 14.0-INCH","Brand Refurbished Laptops",24500
REFDE00162,"DELL REFURBISHED VOSTRO 14 3468/ 6th Gen Ci3-6006U/ 4GB/ 500GB/ INT/ WIN 10/ 14.0-Inch","Brand Refurbished Laptops",23900
REFDE00248,"DELL REFURBISHED VOSTRO 15 3546/ 4th Gen Ci5-4210U/ 4GB/ 500GB/ 2GB/ NO OS/ 15.6-Inch","Brand Refurbished Laptops",29000
REFDE00166,"DELL REFURBISHED VOSTRO 15 3546/ 4th Gen Ci5-4210U/ 4GB/ 500GB/ INT/ WIN 10/ 15.6-Inch","Brand Refurbished Laptops",27500
REFDE00170,"DELL REFURBISHED VOSTRO 15 3558/ 5th Gen Ci5-5200U/ 4GB/ 500GB/ INT/ WIN 10/ 15.6-Inch","Brand Refurbished Laptops",29000
REFDE00245,"DELL REFURBISHED VOSTRO 15 3559/ 6th Gen Ci5-6200U/ 4GB/ 1TB/ INT/ NO OS/ 15.6-Inch","Brand Refurbished Laptops",34600
REFDE00174,"DELL REFURBISHED VOSTRO 15 3565/ AMD A6-7310/ 4GB/ 500GB/ INT/ NO OS/ 15.6-Inch","Brand Refurbished Laptops",17750
REFDE00182,"DELL REFURBISHED VOSTRO 15 3568/ 7th Gen Ci5-7200U/ 8GB/ 1TB/ 2GB/ WIN 10/ 15.6-Inch","Brand Refurbished Laptops",43400
REFDE00187,"DELL REFURBISHED VOSTRO 15 5568/ 7th Gen Ci5-7200U/ 8GB/ 1TB/ 2GB/ WIN 10/ 15.6-Inch FHD","Brand Refurbished Laptops",49500
