"PRODUCT NAME",CATEGORY,QTY,PRICE
"HP Spectre 13-V122TU Laptop (7th Gen Core i7-7500U/8GB/512GB/Integrated Graphics/Win 10 Pro/13.3"")","Brand New Laptops",1,94000
"HTC Desire 620G (Grey, 8GB)","Brand New Mobiles",1,5000
"HTC Desire 628 (Cobalt White, 32 GB)  (3 GB RAM)","Brand New Mobiles",1,8000
"HTC One Me  (Meteor Grey, 32 GB)  (3 GB RAM)","Brand New Mobiles",13,12990
"Infocus M812i (Silver, 16 GB)","Brand New Mobiles",2,8500
"Karbonn A99 (White)","Brand New Mobiles",1,3000
"Lava Iris Pro 30 (Grey, 4 GB)","Brand New Mobiles",1,3500
"Lava Iris X1 (Black, 8 GB)","Brand New Mobiles",2,3000
"Lava Iris X1 (White, 8 GB)","Brand New Mobiles",3,3000
"LeEco Le 1S X507 (Gold, 32 GB)","Brand New Mobiles",1,8100
"LeEco Le 1S X507 (Silver, 32 GB)","Brand New Mobiles",2,8200
"Lenovo A10-59388639 10.1-Inch Tablet (1.6Ghz Cortex A9/1GB/16GB/Intel HD Graphics/Android 4.2/10.1"")","Brand New Tablets",3,9000
"Lenovo A6000 plus (Black 16GB)","Brand New Mobiles",4,6000
"Lenovo A6000 plus (White 16GB)","Brand New Mobiles",2,6000
"Lenovo A6600 Plus (Black, 16 GB)","Brand New Mobiles",8,6000
"Lenovo FLEX 2-14 59-429730 Laptop (4th Gen Core i3-4030U/4GB/500GB/2GB Graphics/Win 8.1/14.0"")","Brand New Laptops",1,23500
"Lenovo FLEX 2-14D 59-436783 Touchscreen Laptop (AMD A8-6410/4GB/500GB/Integrated Graphics/Win 8.1/14.0"" Touch)","Brand New Laptops",1,22500
"Lenovo K3 Note  (Black, 16 GB)","Brand New Mobiles",4,7000
"Lenovo K3 Note  (White, 16 GB)","Brand New Mobiles",7,7000
"Lenovo K3 Note  (Yellow, 16 GB)","Brand New Mobiles",2,7000
"Lenovo K6 Note (Gold, 32 GB)  (3 GB RAM)","Brand New Mobiles",1,9500
"Lenovo K6 Note (Silver, 32 GB)  (3 GB RAM)","Brand New Mobiles",1,9000
"Lenovo K6 Note (Silver, 32 GB)  (4 GB RAM)","Brand New Mobiles",1,10500
"Lenovo K6 Power (Dark Grey, 32 GB)  (4 GB RAM)","Brand New Mobiles",30,8590
"Lenovo K6 Power (Gold , 32 GB)  (3 GB RAM)","Brand New Mobiles",2,7800
"Lenovo K6 Power (Grey  32 GB)  (4 GB RAM)","Brand New Mobiles",9,10400
"Lenovo K6 Power (Grey 32 GB)  (3 GB RAM)","Brand New Mobiles",39,7499
"Lenovo P70 (Blue 16GB)","Brand New Mobiles",3,6500
"Lenovo Vibe B (Black 8GB)","Brand New Mobiles",14,4000
"Lenovo Vibe K4 Note (Black, 16GB)","Brand New Mobiles",1,9999
"Lenovo Vibe K5 Note (Gold, 32 GB)  (4 GB RAM)","Brand New Mobiles",6,9999
"Lenovo Vibe P1 Turbo (Silver, 32 GB)","Brand New Mobiles",4,9900
"LENOVO VIBE Z2 PRO (K920) STARRY NIGHT BLACK 32GB","Brand New Mobiles",3,13000
"Lenovo Z2 Plus  (Black 32 GB)","Brand New Mobiles",15,11800
"Lenovo Z2 Plus  (White, 32 GB)","Brand New Mobiles",12,9800
"Lenovo Zuk Z1 (Space Grey, 64GB )","Brand New Mobiles",14,9500
"LG G3 4G LTE (Black Gold, with 32 GB)","Brand New Mobiles",4,9000
"Micromax Canvas HD Plus A190 (White)","Brand New Mobiles",2,2500
"Micromax Canvas Nitro 4G E455 (Black, 16 GB)","Brand New Mobiles",1,7600
"Micromax Canvas Xpress 2  E313 (Black)","Brand New Mobiles",66,3000
"Moto E3 Power (Black, 16 GB)  (2 GB RAM)","Brand New Mobiles",1,6800
"MOTO E4 (Gold 16GB)","Brand New Mobiles",7,7250
"Moto E4 (GREY 16GB)","Brand New Mobiles",8,7500
"Moto G (2nd Generation) XT1068 (16 GB White)","Brand New Mobiles",6,3900
"Moto G 4th Gen (Black, 16GB)","Brand New Mobiles",3,8000
"Moto G4 Play  (White, 16GB) ","Brand New Mobiles",3,8000
"Moto G4 Play (Black, 16GB)","Brand New Mobiles",7,8000
"Moto G5 (16 GB, Fine Gold)","Brand New Mobiles",11,8000
"Moto G5s (Fine Gold, 32GB)","Brand New Mobiles",104,9450
"Moto M (Gold, 64 GB)","Brand New Mobiles",6,10499
"Moto M (Grey, 64 GB)","Brand New Mobiles",11,10499
"MOTOROLA  X (XT1052) ","Brand New Mobiles",2,6000
"Motorola Moto E (2nd Gen)  8 GB Black","Brand New Mobiles",1,6000
"Motorola Moto G (3rd Generation) XT1550 ( White 16 GB )","Brand New Mobiles",1,7000
"Motorola Moto G 1st Gen (XT 1033) BLACK 16GB","Brand New Mobiles",3,4000
"Motorola Moto G 1st Gen (XT 1033) BLACK 8GB","Brand New Mobiles",2,4000
"Motorola Nexus 6 (Midnight Blue, 32 GB)","Brand New Mobiles",7,13000
"MOTOROLA X (XT1052) BLACK","Brand New Mobiles",1,6500
"MOTOROLA X(XT1052) WHITE","Brand New Mobiles",7,6000
"OPPO F1S (Gold, 64 GB)  (4 GB RAM)","Brand New Mobiles",2,12700
"Oppo F3 Plus   (Gold 64GB)","Brand New Mobiles",7,16990
"Oppo F5 (Gold 32GB)","Brand New Mobiles",6,18250
"Panasonic Eluga Arc 2 (Rose Gold 32GB) 4G","Brand New Mobiles",24,7000
"Phicomm Clue 630 (8GB, White)","Brand New Mobiles",3,3400
"Phicomm Energy 2 E670 (Black, 16 GB)","Brand New Mobiles",2,4800
"Redmi Note 4   4GB (Dark Grey 64GB)","Brand New Mobiles",2736,10700
"SAMSUNG G360H GALAXY CORE PRIME","Brand New Mobiles",1,4300
"SAMSUNG GALAXY A7 6 (A710F) 16GB WHITE","Brand New Mobiles",1,13500
"Samsung Galaxy A7 SM-A700F (Midnight Black)","Brand New Mobiles",1,12000
"Samsung Galaxy J2 (White, 8 GB)","Brand New Mobiles",2,6550
"SAMSUNG GALAXY J2 6 (J210F) (8GB Black)","Brand New Mobiles",8,7899
"SAMSUNG GALAXY J2 6 (J210F) (8GB Silver)","Brand New Mobiles",6,7899
"Samsung Galaxy J2-2017 (Gold 8GB)","Brand New Mobiles",33,6250
"Samsung Galaxy J5 (J500F) (Black, 8 GB)","Brand New Mobiles",1,9800
"SAMSUNG GALAXY J5 PRIME 32GB BLACK","Brand New Mobiles",1,11500
"Samsung Galaxy J7 (Gold, 16 GB)","Brand New Mobiles",1,9800
"SAMSUNG GALAXY J7 6(J710F) (16GB WHITE)","Brand New Mobiles",5,11500
"Samsung Galaxy Note 3  (White 32GB)","Brand New Mobiles",4,11000
"Samsung Galaxy Note 5 (Gold Platinum, 32 GB)","Brand New Mobiles",2,23000
"Samsung Galaxy S5 G900H( Gold, 16GB )","Brand New Mobiles",1,10000
"SAMSUNG GALAXY TAB 3V (SM-T116NY) 1GB 8GB EBONY BLACK","Brand New Tablets",1,9508
"Samsung J7 Max (Black 32GB)","Brand New Mobiles",3,13990
"Samsung J7 Max (Gold 32GB)","Brand New Mobiles",1,13990
"Samsung Z1 Z130H (White)","Brand New Mobiles",1,4000
"Sony Xperia E1 D2 105 Purple","Brand New Mobiles",1,5000
"Sony Xperia E1 Dual (White)","Brand New Mobiles",2,5000
"Swipe Elite 3 (Silver, 16 GB)","Brand New Mobiles",13,4000
"Swipe Elite 4G (Grey, 8 GB)","Brand New Mobiles",43,3300
"Swipe Elite Power (Grey, 16 GB)","Brand New Mobiles",98,5500
"Swipe Elite Pro (32GB, 3GB RAM)","Brand New Mobiles",52,5600
"Swipe Elite Star  (Black, 8GB)","Brand New Mobiles",35,2100
"Swipe Elite Star  (Gold, 8GB)","Brand New Mobiles",226,2100
"Swipe Elite Star  (White, 8GB)","Brand New Mobiles",21,2100
"Xolo ERA 2X  (Black, 16GB)","Brand New Mobiles",15,5000
"XOLO HIVE (BLACK)","Brand New Mobiles",1,5000
"Yotaphone C9660(Black 32GB)","Brand New Mobiles",5,9900
