store,websites,attribute_set,type,category_ids,sku,status,visibility,tax_class_id,brands,remove_compare_link,cash_on_delivery,free_home_delivery,laptop_processor,is_superdeal,product_category_type,name,image,small_image,thumbnail,gallery,url_key,warrenty,model_no,laptop_remark,weight,description,short_description,imp_desc,price,qty,is_in_stock,product_name,laptop_warranty_summary,laptop_battery,mapped_status
admin,base,Laptops,simple,"3,11",QCNBB001484,2,"Catalog, Search",GST0.36,HP,Yes,Yes,Yes,Core i7,No,QCNBK-B,"HP-Pavillion DV6t6000(Core I7 2670QM 2.20GHz/8GB/740GB 15.6"") 2CE205007G",,,,,hp-pavillion-dv6t6000-core-i7-2670qm-2.20ghz-8gb-740gb-15.6-2ce205007g-asnbb001071,15 Days Testing Warranty.,Pavillion DV6t6000,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,0,"HP-Pavillion DV6t6000(Core I7 2670QM 2.20GHz/8GB/740GB 15.6"") 2CE205007G",15 Days Testing Warranty.,10.8V47Wh,No
admin,base,Laptops,simple,"3,11",SYGNBQB0195,2,"Catalog, Search",GST0.36,DELL,Yes,Yes,Yes,Core i5,No,QCNBK-B,Dell-XPS L502X(CORE I52410M / 2.30GHZ / 6GB / 500GB  15.6'') 3PHLVQ1,,,,,dell-xps-l502x-core-i52410m-2.30ghz-6gb-500gb-15.6-3phlvq1-sygnbqcp012,15 Days Testing Warranty.,XPS L502X,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,0,Dell-XPS L502X(CORE I52410M / 2.30GHZ / 6GB / 500GB  15.6'') 3PHLVQ1,15 Days Testing Warranty.,11.1V 56WH,No
admin,base,Laptops,simple,"3,11",SYGNBQB0209,2,"Catalog, Search",GST0.36,DELL,Yes,Yes,Yes,Core i7,No,QCNBK-B,Dell-Insp 7520(CORE I73632QM / 2.20GHZ / 8GB / 1TB) 4CWRXX1,,,,,dell-insp-7520-core-i73632qm-2.20ghz-8gb-1tb-4cwrxx1-sygnbqcp013,15 Days Testing Warranty.,Insp 7520,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,0,Dell-Insp 7520(CORE I73632QM / 2.20GHZ / 8GB / 1TB) 4CWRXX1,15 Days Testing Warranty.,11.1V48WH,No
admin,base,Laptops,simple,"3,11",SYGNBQB0194,2,"Catalog, Search",GST0.36,DELL,Yes,Yes,Yes,Core i3,No,QCNBK-B,Dell-Studio 1558(CORE I3M350 / 2.27GHZ / 3GB / 320GB 15.6'') 8RZW4BS,,,,,dell-studio-1558-core-i3m350-2.27ghz-3gb-320gb-15.6-8rzw4bs-sygnbqcp014,15 Days Testing Warranty.,Studio 1558,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,0,Dell-Studio 1558(CORE I3M350 / 2.27GHZ / 3GB / 320GB 15.6'') 8RZW4BS,15 Days Testing Warranty.,11.1V 85WH,No
admin,base,Laptops,simple,"3,11",SYGNBQB0210,2,"Catalog, Search",GST0.36,DELL,Yes,Yes,Yes,Core i7,No,QCNBK-B,"Dell-INSP 7520(Core I7 3612QM 2.10GHz/4GB/1TB 15.6"") GB9DVS1",,,,,dell-insp-7520-core-i7-3612qm-2.10ghz-4gb-1tb-15.6-gb9dvs1-sygnbqcp015,15 Days Testing Warranty.,INSP 7520,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,0,"Dell-INSP 7520(Core I7 3612QM 2.10GHz/4GB/1TB 15.6"") GB9DVS1",15 Days Testing Warranty.,11.1V48WH,No
admin,base,Laptops,simple,"3,11",SYGNBQB0196,2,"Catalog, Search",GST0.36,Sony,Yes,Yes,Yes,Core i5,No,QCNBK-B,Sony-PCG-71211W(CORE I5-M480 / 2.67GHZ / 2GB / 500GB 15.6'') C608EK8Y,,,,,sony-pcg-71211w-core-i5-m480-2.67ghz-2gb-500gb-15.6-c608ek8y-sygnbqcp016,15 Days Testing Warranty.,PCG-71211W,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,0,SONY-PCG-71211W(CORE I5-M480 / 2.67GHZ / 2GB / 500GB 15.6'') C608EK8Y,15 Days Testing Warranty.,10.8V --3500mAh,No
admin,base,Laptops,simple,"3,11",SYGNBQB0193,2,"Catalog, Search",GST0.36,Sony,Yes,Yes,Yes,,No,QCNBK-B,Sony-SVF154B17W(AMD A8-5545M / 1.70GHZ / 2GB / 500GB   15.6'') C10K86UZ,,,,,sony-svf154b17w-amd-a8-5545m-1.70ghz-2gb-500gb-15.6-c10k86uz-sygnbqcp017,15 Days Testing Warranty.,SVF154B17W,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,0,SONY-SVF154B17W(AMD A8-5545M / 1.70GHZ / 2GB / 500GB   15.6'') C10K86UZ,15 Days Testing Warranty.,14.0V  --- 2670mAh,No
admin,base,Laptops,simple,"3,11",QCNBB001491,2,"Catalog, Search",GST0.36,Asus,Yes,Yes,Yes,,No,QCNBK-B,"Asus-X55U(AMD E21800 1.70GHz/2GB/500GB 15.6"") D3N0CX731376135",,,,,asus-x55u-amd-e21800-1.70ghz-2gb-500gb-15.6-d3n0cx731376135-qcpnbk00250,15 Days Testing Warranty.,X55U,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,0,"Asus-X55U(AMD E21800 1.70GHz/2GB/500GB 15.6"") D3N0CX731376135",15 Days Testing Warranty.,10.8V50Wh,No
admin,base,Laptops,simple,"3,11",QCNBB001500,2,"Catalog, Search",GST0.36,LENOVO,Yes,Yes,Yes,,No,QCNBK-B,"Lenovo-E493464(Celeron B830 1.80GHz/2GB/500GB 14.1"") PK-03G2C",,,,,lenovo-e493464-celeron-b830-1.80ghz-2gb-500gb-14.1-pk-03g2c-qcpnbk00251,15 Days Testing Warranty.,E493464,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,0,"Lenovo-E493464(Celeron B830 1.80GHz/2GB/500GB 14.1"") PK-03G2C",15 Days Testing Warranty.,10.8V4.4AH,No
admin,base,Laptops,simple,"3,11",QCNBB001495,2,"Catalog, Search",GST0.36,DELL,Yes,Yes,Yes,Core 2 Duo,No,QCNBK-B,"Dell-XPS M1330(Core 2 Duo T8100 2.10GHz/3GB/160GB 13.0"") BPFJ1BS",,,,,dell-xps-m1330-core-2-duo-t8100-2.10ghz-3gb-160gb-13.0-bpfj1bs-qcpnbk00252,15 Days Testing Warranty.,XPS M1330,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,0,"Dell-XPS M1330(Core 2 Duo T8100 2.10GHz/3GB/160GB 13.0"") BPFJ1BS",15 Days Testing Warranty.,11.1V85Wh,No
admin,base,Laptops,simple,"3,11",QCNBB001506,2,"Catalog, Search",GST0.36,Acer,Yes,Yes,Yes,Core 2 Duo,No,QCNBK-B,"Acer-Aspire 5738(Core 2 Duo T6500 2.10GHz/4GB/320GB 15.6"") LXPAN0X025929014C52000",,,,,acer-aspire-5738-core-2-duo-t6500-2.10ghz-4gb-320gb-15.6-lxpan0x025929014c52000-qcpnbk00253,15 Days Testing Warranty.,Aspire 5738,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,0,"Acer-Aspire 5738(Core 2 Duo T6500 2.10GHz/4GB/320GB 15.6"") LXPAN0X025929014C52000",15 Days Testing Warranty.,11.1V4400mAh,No
