sku,image,small_image,thumbnail,gallery
OPMBNTF0342,/apple-ipad-air2-Silver.jpg,/apple-ipad-air2-Silver.jpg,/apple-ipad-air2-Silver.jpg,/apple-ipad-air2-Silver.jpg
SYGMOBSAMSUNG25,/galaxy-s6-edge.jpg,/galaxy-s6-edge.jpg,/galaxy-s6-edge.jpg,/galaxy-s6-edge.jpg
SYGMOBSAMSUNG26,/galaxy-s6-edge.jpg,/galaxy-s6-edge.jpg,/galaxy-s6-edge.jpg,/galaxy-s6-edge.jpg
SYGMOBSAMSUNG18,/galaxy-j7-prime.jpg,/galaxy-j7-prime.jpg,/galaxy-j7-prime.jpg,/galaxy-j7-prime.jpg
SYGMOBSAMSUNG32,/galaxy-s7-edge.jpg,/galaxy-s7-edge.jpg,/galaxy-s7-edge.jpg,/galaxy-s7-edge.jpg
SYGMOBSAMSUNG19,/galaxy-j7-prime.jpg,/galaxy-j7-prime.jpg,/galaxy-j7-prime.jpg,/galaxy-j7-prime.jpg
QCNBB000897,/samsung.jpg,/samsung.jpg,/samsung.jpg,/samsung.jpg
QCNBB000904,/samsung.jpg,/samsung.jpg,/samsung.jpg,/samsung.jpg
QCNBB000932,/samsung.jpg,/samsung.jpg,/samsung.jpg,/samsung.jpg
NEWMOB00257,/samsung-galaxy-j5-prime-black.jpg,/samsung-galaxy-j5-prime-black.jpg,/samsung-galaxy-j5-prime-black.jpg,/samsung-galaxy-j5-prime-black.jpg
QCNBB001198,/samsung.jpg,/samsung.jpg,/samsung.jpg,/samsung.jpg
QCNBB001204,/samsung.jpg,/samsung.jpg,/samsung.jpg,/samsung.jpg
QCMBB000231,/samsung.jpg,/samsung.jpg,/samsung.jpg,/samsung.jpg
QCNBB001210,/samsung.jpg,/samsung.jpg,/samsung.jpg,/samsung.jpg
NEWMOB00405,/samsung-galaxy-j5-prime-gold.jpg,/samsung-galaxy-j5-prime-gold.jpg,/samsung-galaxy-j5-prime-gold.jpg,/samsung-galaxy-j5-prime-gold.jpg
OPMBNTFB0006,/apple-iphone-5s-Silver.jpg,/apple-iphone-5s-Silver.jpg,/apple-iphone-5s-Silver.jpg,/apple-iphone-5s-Silver.jpg
OPMBNTFB0122,/apple-iphone-6s-plus-gold.jpg,/apple-iphone-6s-plus-gold.jpg,/apple-iphone-6s-plus-gold.jpg,/apple-iphone-6s-plus-gold.jpg
