store,websites,attribute_set,type,category_ids,sku,name,image,small_image,thumbnail,gallery,battery_power,display_resolution,warrenty,price,weight,visibility,tax_class_id,brands,sim_type,description,short_description,imp_desc,qty,is_in_stock,product_name,product_type_id,model_no,weights,sim_size,secondary_camera,video_recording,hd_recording,touch_screen,touch_screen_type,display_color,internet_features,edge,gprs,usb_connectivity,tethering,audio_jack,preinstalled_browser,navigation_technology,nfc,wifi,dlna,three_g,talk_time,standby_time,operating_freq,in_the_box,dimensions_size,handset_color,mobile_bluetooth,sensors,mobile_ram,mobile_battery_type,mobile_fm,gr_ean,mobile_4g,status,processor,display_size,android,primary_camera,internal_storage,mobile_phone_type,mobile_display_type,mobile_warranty_summary,mobile_sim,mobile_operating_system,mapped_status,product_category_type
admin,base,Mobiles,simple,"4,97",ASMBA000083,LENOVO A526 (4GB) ASIS (NO RETURNS),/l/e/lenovo-a526-1.jpg,/l/e/lenovo-a526-1.jpg,/l/e/lenovo-a526-1.jpg,"/lenovo-a526-blue-2.jpg,/lenovo-a526-blue-3.jpg,/lenovo-a526-blue-4.jpg",,,15 Days Testing Warranty,0.00,145,"Catalog, Search",GST0.24,Lenovo,"Dual, GSM + GSM","<ul><li>Dual, GSM + GSM</li><li>5.0 Megapixel</li><li>4.5 Inches</li><li>Android (Jelly Bean)</li><li>2000 mAh</li></ul>","<ul><li>Dual, GSM + GSM</li><li>5.0 Megapixel</li><li>4.5 Inches</li><li>Android (Jelly Bean)</li><li>2000 mAh</li></ul>","<ul><li>Dual, GSM + GSM</li><li>5.0 Megapixel</li><li>4.5 Inches</li><li>Android (Jelly Bean)</li><li>2000 mAh</li></ul>",0,0,LENOVO A526 (4GB) ASIS (NO RETURNS),simple,A526 ,145 g,,2.0 Megapixel,Yes,,Yes,,,Email,,Yes,Yes,Wi-fi Hotspot,3.5 mm,,,,Yes 802.11 b/g/n,,Yes,,,,,67.6 x 132 x 11.1 mm,,Yes v4,,1 GB,2000 mAh,Yes,,,2,"1.3 MT6582M, Quad Core",11.43 cm (4.5 Inches),,5.0 Megapixel,4 GB,Smartphone,,15 Days Testing Warranty.,Dual sim,Android (Jelly Bean),No,ASISMOB-A
admin,base,Mobiles,simple,"4,97",ASMBA000077,MOTOROLA E 2ND GEN (8GB) ASIS (NO RETURNS),/m/o/motorola-e-2nd-gen.jpg,/m/o/motorola-e-2nd-gen.jpg,/m/o/motorola-e-2nd-gen.jpg,"/samsung-galaxy-s3-neo-gt-i9300i-black2.jpg,/samsung-galaxy-s3-neo-gt-i9300i-black3.jpg,/samsung-galaxy-s3-neo-gt-i9300i-black4.jpg,/samsung-galaxy-s3-neo-gt-i9300i-black5.jpg",,,15 Days Testing Warranty,0.00,0.2,"Catalog, Search",GST0.24,Motorola,,<ul>Pre Owened </ul>,<ul>Pre Owened </ul>,<ul>Pre Owened </ul>,0,0,MOTOROLA E 2ND GEN (8GB) ASIS (NO RETURNS),simple,Moto E (2nd Generation),0.2,,VGA,Yes,,Yes,,,,,,Yes,,3.5 mm,,,,Yes,,Yes,,,,,,,Yes,,1 GB,2390 mAh,Yes,,,2,"1.2 GHz, Quad Core",11.43 cm (4.5 Inches),,5.0 Megapixel,8 GB,Smartphone,IPS LCD,15 Days Testing Warranty.,Dual sim,Android (Lollipop),No,ASISMOB-A
admin,base,Mobiles,simple,"4,97",ASMBA000099,Moto G (3rd Generation) (16GB) (B) ASIS (NO RETURNS),/m/o/moto-g-3rd-generation.jpg,/m/o/moto-g-3rd-generation.jpg,/m/o/moto-g-3rd-generation.jpg,"/samsung-galaxy-s3-neo-gt-i9300i-black2.jpg,/samsung-galaxy-s3-neo-gt-i9300i-black3.jpg,/samsung-galaxy-s3-neo-gt-i9300i-black4.jpg,/samsung-galaxy-s3-neo-gt-i9300i-black5.jpg",,,15 Days Testing Warranty,0.00,0.2,"Catalog, Search",GST0.24,Motorola,,<ul><li>Dual Sim</li><li>13 Megapixel</li><li>5.0 Inches</li><li>Android (Lollipop)</li></ul>,<ul><li>Dual Sim</li><li>13 Megapixel</li><li>5.0 Inches</li><li>Android (Lollipop)</li></ul>,<ul><li>Dual Sim</li><li>13 Megapixel</li></ul>,0,0,Moto G (3rd Generation) (16GB) (B) ASIS (NO RETURNS),simple,Moto G (3rd Generation) 16GB,0.2,,5.0 Megapixel,Yes,,Yes,,,,,,Yes,,3.5 mm,,,,Yes,,Yes,,,,,,,Yes,,2 GB,2470 mAh,Yes,,Yes,2,"1.4 GHz, Quad Core",12.7 cm (5.0 Inches),,13 Megapixel,16 GB,Smartphone,IPS LCD,15 Days Testing Warranty.,Dual sim,Android (Lollipop),No,ASISMOB-A
admin,base,Mobiles,simple,"4,97",ASMBA000080,OnePlus One (64GB) ASIS (NO RETURNS),/o/n/oneplus-one.jpg,/o/n/oneplus-one.jpg,/o/n/oneplus-one.jpg,"/samsung-galaxy-s3-neo-gt-i9300i-black2.jpg,/samsung-galaxy-s3-neo-gt-i9300i-black3.jpg,/samsung-galaxy-s3-neo-gt-i9300i-black4.jpg,/samsung-galaxy-s3-neo-gt-i9300i-black5.jpg",,,15 Days Testing Warranty,0.00,0.2,"Catalog, Search",GST0.24,,"Single, GSM",<ul></ul>,<ul></ul>,<ul></ul>,0,0,OnePlus One (64GB) ASIS (NO RETURNS),simple,OnePlus One,0.2,,5 Megapixel,Yes,,Yes,,,,,,Yes,,3.5 mm,,,,Yes,,Yes,,,,,,,Yes,,3 GB,3100 mAh,,,Yes,2,"2.5 GHz, Quad Core",13.97 cm (5.5 Inches),,13 Megapixel,64 GB,Smartphone,IPS LCD,15 Days Testing Warranty.,Single sim,Android (KitKat),No,ASISMOB-A
admin,base,Mobiles,simple,"4,97",ASMBA000075,ASUS ZENFONE 5 (8GB) ASIS (NO RETURNS),/a/s/asus-zenfone-5-a501cg-black1_3.jpg,/a/s/asus-zenfone-5-a501cg-black1_3.jpg,/a/s/asus-zenfone-5-a501cg-black1_3.jpg,"/asus-zenfone-5-a501cg-black2.jpg,/asus-zenfone-5-a501cg-black3.jpg",,,15 Days Testing Warranty,0.00,145,"Catalog, Search",GST0.24,Asus,"Dual, GSM + GSM",<ul></ul>,<ul></ul>,<ul></ul>,0,0,ASUS ZENFONE 5 (8GB) ASIS (NO RETURNS),simple,Zenfone 5 A501CG,145,,2.0 Megapixel,Yes,,Yes,,,,,,Yes,,3.5 mm,,,,Yes,,Yes,,,,,148.2 x 72.8 x 10.3 mm (5.83 x 2.87 x 0.41 in),,Yes,,2 GB,2110 mAh,Yes,,,2,1.2 GHz,12.7 cm (5.0 Inches),,8.0 Megapixel,8 GB,Smartphone,IPS,15 Days Testing Warranty.,Dual sim,Android (KitKat),No,ASISMOB-A
admin,base,Mobiles,simple,"4,97",ASMBA000089,XIAOMI MI NOTE 4G (8GB) ASIS (NO RETURNS),/x/i/xiaomi-mi-note.jpg,/x/i/xiaomi-mi-note.jpg,/x/i/xiaomi-mi-note.jpg,"/samsung-galaxy-s3-neo-gt-i9300i-black2.jpg,/samsung-galaxy-s3-neo-gt-i9300i-black3.jpg,/samsung-galaxy-s3-neo-gt-i9300i-black4.jpg,/samsung-galaxy-s3-neo-gt-i9300i-black5.jpg",,,15 Days Testing Warranty,0.00,0.2,"Catalog, Search",GST0.24,,,<ul></ul>,<ul></ul>,<ul></ul>,0,0,XIAOMI MI NOTE 4G (8GB) ASIS (NO RETURNS),simple,Redmi Note 4G,0.2,,5 Megapixel,Yes,,Yes,,,,,,Yes,,3.5 mm,,,,Yes,,Yes,,,,,,,Yes,,1 GB,3100 mAh,Yes,,Yes,2,"1.6 GHz, Quad Core",13.97 cm (5.5 Inches),,13 Megapixel,8 GB,Smartphone,IPS LCD,15 Days Testing Warranty.,Single,Android (Jelly Bean),No,ASISMOB-A
admin,base,Mobiles,simple,"4,97",ASMBA000087,SONY XPERIA S (32GB) ASIS (NO RETURNS),/s/o/sony_xperia_s_32gb_.png,/s/o/sony_xperia_s_32gb_.png,/s/o/sony_xperia_s_32gb_.png,"/Sony-Xperia-S-Black2.jpg,/Sony-Xperia-S-Black3.jpg",,1280 x 720 Pixels,15 Days Testing Warranty,0.00,144,"Catalog, Search",GST0.24,Sony,,<ul></ul>,<ul></ul>,<ul></ul>,0,0,SONY XPERIA S (32GB) ASIS (NO RETURNS),simple,Xperia S, 144 g,Micro Sim,1.3 Megapixel,Yes,,Yes,,,,,,Yes,,3.5 mm,,,,Yes,,Yes,,,,, 64 mm x  128 mm x 10.6 mm,,Yes,"Accelerometer, Proximity Sensor, Digital Compass, Gyro Sensor, CMOS Sensor, Ambient Light Sensor, Magnetometer",1 GB,1750 mAh,Yes,,,2,"1.5 GHz, Dual Core",10.92 cm (4.3 Inches),,12.1 Megapixel,32 GB,Smartphone,TFT,15 Days Testing Warranty.,Single sim,Android (Gingerbread),No,ASISMOB-A
admin,base,Mobiles,simple,"4,97",ASMBA000106,Moto G (3rd Generation) (8GB) (B) ASIS (NO RETURNS),/m/o/moto-g-3rd-generation.jpg,/m/o/moto-g-3rd-generation.jpg,/m/o/moto-g-3rd-generation.jpg,"/samsung-galaxy-s3-neo-gt-i9300i-black2.jpg,/samsung-galaxy-s3-neo-gt-i9300i-black3.jpg,/samsung-galaxy-s3-neo-gt-i9300i-black4.jpg,/samsung-galaxy-s3-neo-gt-i9300i-black5.jpg",,,15 Days Testing Warranty,0.00,0.2,"Catalog, Search",GST0.24,Motorola,,<ul></ul>,<ul></ul>,<ul></ul>,0,0,Moto G (3rd Generation) (8GB) (B) ASIS (NO RETURNS),simple,Moto G (3rd Generation) 8GB,0.2,,5.0 Megapixel,Yes,,Yes,,,,,,Yes,,3.5 mm,,,,Yes,,Yes,,,,,,,Yes,,1,2470 mAh,Yes,,Yes,2,"1.4 GHz, Quad Core",12.7 cm (5.0 Inches),,13 Megapixel,8 GB,Smartphone,IPS LCD,15 Days Testing Warranty.,Dual sim,Android (Lollipop),No,ASISMOB-A
admin,base,Mobiles,simple,"4,97",ASMBA000078,SAMSUNG GALAXY ON 7 (8GB) ASIS (NO RETURNS),/s/a/samsung-galaxy-on-7-_8gb_-left.jpg,/s/a/samsung-galaxy-on-7-_8gb_-left.jpg,/s/a/samsung-galaxy-on-7-_8gb_-left.jpg,"/Samsung-Galaxy-J1-Blue2.jpg,/Samsung-Galaxy-J1-Blue3.jpg,/Samsung-Galaxy-J1-Blue4.jpg,/Samsung-Galaxy-J1-Blue5.jpg",,,15 Days Testing Warranty,0.00,0.2,"Catalog, Search",GST0.24,Samsung,,<ul></ul>,<ul></ul>,<ul></ul>,0,0,SAMSUNG GALAXY ON 7 (8GB) ASIS (NO RETURNS),simple,Galaxy On7,0.2,,5.0 Megapixel,Yes,,Yes,,,,,,Yes,,3.5 mm,,,,Yes,,Yes,,,,,,,Yes,,1.5 GB,3000 mAh,Yes,,Yes,2,"1.5 Ghz, Octa Core",13.97 cm (5.5 Inches),,13 Megapixel,16 GB,Smartphone,Super AMOLED,15 Days Testing Warranty.,Dual sim,Android (Lollipop),No,ASISMOB-A
admin,base,Mobiles,simple,"4,97",ASMBA000076,MOTOROLA E 1ST GEN (4GB) ASIS (NO RETURNS),/m/o/motorola-moto-g-1st-gen-_xt-1033_-black-16gb.jpg,/m/o/motorola-moto-g-1st-gen-_xt-1033_-black-16gb.jpg,/m/o/motorola-moto-g-1st-gen-_xt-1033_-black-16gb.jpg,"/samsung-galaxy-s3-neo-gt-i9300i-black2.jpg,/samsung-galaxy-s3-neo-gt-i9300i-black3.jpg,/samsung-galaxy-s3-neo-gt-i9300i-black4.jpg,/samsung-galaxy-s3-neo-gt-i9300i-black5.jpg",,,15 Days Testing Warranty,0.00,0.2,"Catalog, Search",GST0.24,Motorola,,<ul></ul>,<ul></ul>,<ul><li>5 Megapixel</li><li>4.3 Inches</li><li>Android (Lollipop)</li></ul>,0,0,MOTOROLA E 1ST GEN (4GB) ASIS (NO RETURNS),simple,Motorola:Moto E (1st Gen)(4GB),0.2,,,,,Yes,,,,,,Yes,,3.5 mm,,,,Yes,,,,,,,,,Yes,,,,,,,2,,10.92 cm (4.3 Inches),,5.0 Megapixel,4 GB,Smartphone,,15 Days Testing Warranty.,,,No,ASISMOB-A
admin,base,Mobiles,simple,"4,97",ASMBA000079,Samsung Galaxy On5 ASIS (NO RETURNS),/s/a/samsung-galaxy-on5.jpg,/s/a/samsung-galaxy-on5.jpg,/s/a/samsung-galaxy-on5.jpg,"/Samsung-Galaxy-J1-Blue2.jpg,/Samsung-Galaxy-J1-Blue3.jpg,/Samsung-Galaxy-J1-Blue4.jpg,/Samsung-Galaxy-J1-Blue5.jpg",,,15 Days Testing Warranty,0.00,0.2,"Catalog, Search",GST0.24,Samsung,,<ul></ul>,<ul></ul>,<ul></ul>,0,0,Samsung Galaxy On5 ASIS (NO RETURNS),simple,Galaxy On5,0.2,,5.0 Megapixel,Yes,,Yes,,,,,,Yes,,3.5 mm,,,,Yes,,Yes,,,,,,,Yes,,1.5 GB,2600 mAh,Yes,,Yes,2,1.3 Ghz Quad Core,12.7 cm (5.0 Inches),,8.0 Megapixel,8 GB,Smartphone,TFT,15 Days Testing Warranty.,Dual sim,Android (Lollipop),No,ASISMOB-A
admin,base,Mobiles,simple,"4,97",ASMBA000085,Apple:iPhone 5s (16GB) ASIS (NO RETURNS),/a/p/apple-iphone-5s.jpg,/a/p/apple-iphone-5s.jpg,/a/p/apple-iphone-5s.jpg,"/Apple-iPhone-5s-Gold2.jpg,/Apple-iPhone-5s-Gold3.jpg",,,15 Days Testing Warranty,0.00,0.2,"Catalog, Search",GST0.24,Apple,,<ul></ul>,<ul></ul>,<ul></ul>,0,0,Apple:iPhone 5s (16GB) ASIS (NO RETURNS),simple,iPhone 5S,0.2,,1.2 Megapixel,Yes,,Yes,,,,,,Yes,,3.5 mm,,,,Yes,,Yes,,,,,,,Yes,,1 GB,1560 mAh,,,,2,"1.3 Ghz, Dual Core",10.16 cm (4.0 Inches),,8.0 Megapixel,16 GB,Smartphone,IPS LCD,15 Days Testing Warranty.,Single sim,iOS 7,No,ASISMOB-A
admin,base,Mobiles,simple,"4,97",ASMBA000095,SAMSUNG GALAXY GRAND 2 (8GB) (B) ASIS (NO RETURNS),/s/a/samsung-galaxy-grand-2.jpg,/s/a/samsung-galaxy-grand-2.jpg,/s/a/samsung-galaxy-grand-2.jpg,"/Samsung-Galaxy-Grand-2-Black2.jpg,/Samsung-Galaxy-Grand-2-Black3.jpg,/Samsung-Galaxy-Grand-2-Black4.jpg,/Samsung-Galaxy-Grand-2-Black5.jpg",,,15 Days Testing Warranty,0.00,0.2,"Catalog, Search",GST0.24,Samsung,"Dual, GSM + GSM",<ul></ul>,<ul></ul>,"<ul><li>Dual, GSM + GSM</li><li>8.0 Megapixel</li><li>5.25 Inches</li><li>Android (Jelly Bean)</li><li>2600 mAh</li></ul>",0,0,SAMSUNG GALAXY GRAND 2 (8GB) (B) ASIS (NO RETURNS),simple,Galaxy Grand 2,0.2,Micro Sim,1.9 Megapixel,"Yes, HD",,Yes,,,Email,,Yes,"Yes micro USB, v2",Wi-Fi hotspot,3.5 mm,,,No,Yes 802.11 b/g/n,,,,,,,75.3 x 146.8 x 8.9 mm,,Yes v4,,,,Yes,,,2,"1.2 Qualcomm Snapdragon, Quad Core",13.34 cm (5.25 Inches),,8.0 Megapixel,,Smartphone,,15 Days Testing Warranty.,Dual sim,Android (Jelly Bean),No,ASISMOB-A
