store,websites,attribute_set,type,category_ids,sku,status,visibility,tax_class_id,brands,laptop_processor,product_category_type,name,warrenty,model_no,weights,laptop_remark,weight,description,short_description,imp_desc,qty,min_qty,use_config_min_qty,is_qty_decimal,backorders,use_config_backorders,min_sale_qty,use_config_min_sale_qty,max_sale_qty,use_config_max_sale_qty,is_in_stock,notify_stock_qty,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,stock_status_changed_auto,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,stock_status_changed_automatically,use_config_enable_qty_increments,product_name,product_type_id,laptop_warranty_summary,laptop_freebag,laptop_touchscreen,laptop_battery,mapped_status
admin,base,Laptops,simple,"3,11",QCNBB001783,2,"Catalog, Search",GST0.36,Dell,Core i5,QCNBK-B,"Dell-Latitude E4310(Core I5 M540 2.53GHz/2GB/320GB 14"")32JK1M1",15 Days Testing Warranty.,Latitude E4310,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"Dell-Latitude E4310(Core I5 M540 2.53GHz/2GB/320GB 14"")32JK1M1",simple,15 Days Testing Warranty.,No,No,11.1V--4300MAH,No
admin,base,Laptops,simple,"3,11",QCNBB001784,2,"Catalog, Search",GST0.36,Dell,,QCNBK-B,"Dell-INSP 3542(Pentium 3558 1.70GHz/4GB/500GB 15.6"")CGBW432",15 Days Testing Warranty.,INSP 3542,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"Dell-INSP 3542(Pentium 3558 1.70GHz/4GB/500GB 15.6"")CGBW432",simple,15 Days Testing Warranty.,No,No,14.8V--40Wh,No
admin,base,Laptops,simple,"3,11",QCNBB001785,2,"Catalog, Search",GST0.36,Lenovo,,QCNBK-B,"Lenovo-E49-3464(Celeron B830 1.80GHz/2GB/500GB 14.1"")PK-024P7",15 Days Testing Warranty.,E49-3464,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"Lenovo-E49-3464(Celeron B830 1.80GHz/2GB/500GB 14.1"")PK-024P7",simple,15 Days Testing Warranty.,No,No,10.8V--4.4Ah,No
admin,base,Laptops,simple,"3,11",SYGNBQB0323,2,"Catalog, Search",GST0.36,Lenovo,,QCNBK-B,"Lenovo-G560(Pentium p6100 2.00GHz/2GB/500GB 15.6"")CBQ4133437",15 Days Testing Warranty.,G560,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"Lenovo-G560(Pentium p6100 2.00GHz/2GB/500GB 15.6"")CBQ4133437",simple,15 Days Testing Warranty.,No,No,10.8V--47WH,No
admin,base,Laptops,simple,"3,11",QCNBB001786,2,"Catalog, Search",GST0.36,Lenovo,Core i3,QCNBK-B,Lenovo-G50-70(Core I3 4th Gen 2GB/1TB)YB04726095,15 Days Testing Warranty.,G50-70,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,Lenovo-G50-70(Core I3 4th Gen 2GB/1TB)YB04726095,simple,15 Days Testing Warranty.,No,No,,No
admin,base,Laptops,simple,"3,11",QCNBB001787,2,"Catalog, Search",GST0.36,Dell,Core i3,QCNBK-B,"Dell-Insp N4010(Core I3 Intel core I3 CPU M350 2.27GHz/4GB/500GB 14.1"")1YN86BS",15 Days Testing Warranty.,Insp N4010,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"Dell-Insp N4010(Core I3 Intel core I3 CPU M350 2.27GHz/4GB/500GB 14.1"")1YN86BS",simple,15 Days Testing Warranty.,No,No,11.1V--4400MAH,No
admin,base,Laptops,simple,"3,11",QCNBB001788,2,"Catalog, Search",GST0.36,Dell,Core i5,QCNBK-B,"Dell-LATITUDE E6330(Core I5 3320M 2.60GHz/4GB/320GB 14.0"")5JYCBX1",15 Days Testing Warranty.,LATITUDE E6330,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"Dell-LATITUDE E6330(Core I5 3320M 2.60GHz/4GB/320GB 14.0"")5JYCBX1",simple,15 Days Testing Warranty.,No,No,11.1V--5200mAh,No
admin,base,Laptops,simple,"3,11",QCNBB001789,2,"Catalog, Search",GST0.36,Acer,Core i3,QCNBK-B,"Acer-Aspire E5-571(Core I3 4005U 1.70GHz/4GB/1TB 15.6"")NXMLTSI0065060CFAA3400",15 Days Testing Warranty.,Aspire E5-571,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"Acer-Aspire E5-571(Core I3 4005U 1.70GHz/4GB/1TB 15.6"")NXMLTSI0065060CFAA3400",simple,15 Days Testing Warranty.,No,No,11.1V--4700MAH,No
admin,base,Laptops,simple,"3,11",QCNBB001790,2,"Catalog, Search",GST0.36,Lenovo,,QCNBK-B,"Lenovo-E49-3464(Celeron B830 1.80GHz/2GB/500GB 14.1"")PK-03G2C",15 Days Testing Warranty.,E49-3464,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"Lenovo-E49-3464(Celeron B830 1.80GHz/2GB/500GB 14.1"")PK-03G2C",simple,15 Days Testing Warranty.,No,No,10.8V--4.4AH,No
admin,base,Laptops,simple,"3,11",QCNBB001791,2,"Catalog, Search",GST0.36,HP,Core i7,QCNBK-B,"HP-ELITE BOOK 8440w(Core I7 M620 2.67GHz/4GB/320GB 14.0"")CND0370JHZ",15 Days Testing Warranty.,ELITE BOOK 8440w,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"HP-ELITE BOOK 8440w(Core I7 M620 2.67GHz/4GB/320GB 14.0"")CND0370JHZ",simple,15 Days Testing Warranty.,No,No,11.1V--4400MAh,No
admin,base,Laptops,simple,"3,11",QCNBB001792,2,"Catalog, Search",GST0.36,Dell,Core i7,QCNBK-B,"Dell-Studio XPS 1645(Core I7 Q740 1.73GHz/8GB/500GB 15.6"")91QX6BS",15 Days Testing Warranty.,Studio XPS 1645,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"Dell-Studio XPS 1645(Core I7 Q740 1.73GHz/8GB/500GB 15.6"")91QX6BS",simple,15 Days Testing Warranty.,No,No,10.8V--4400mAh,No
admin,base,Laptops,simple,"3,11",QCNBB001793,2,"Catalog, Search",GST0.36,HP,Core i5,QCNBK-B,"HP-14-N201TX(Core I5 4200U 1.60GHz/4GB/1TB 14.0"")5CD3473TM1",15 Days Testing Warranty.,14-N201TX,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"HP-14-N201TX(Core I5 4200U 1.60GHz/4GB/1TB 14.0"")5CD3473TM1",simple,15 Days Testing Warranty.,No,No,14.8V--41Wh,No
admin,base,Laptops,simple,"3,11",QCNBB001794,2,"Catalog, Search",GST0.36,Acer,,QCNBK-B,"Acer-ES1-111M(Celeron N2840 2.16GHz/2GB/250GB 11.0"")NXMSNAA0015250B2987600",15 Days Testing Warranty.,ES1-111M,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"Acer-ES1-111M(Celeron N2840 2.16GHz/2GB/250GB 11.0"")NXMSNAA0015250B2987600",simple,15 Days Testing Warranty.,No,No,In Build,No
admin,base,Laptops,simple,"3,11",QCNBB001795,2,"Catalog, Search",GST0.36,Acer,,QCNBK-B,"Acer-Aspire ES1-523(AMD E1-7010 R2 Graphics 1.50GHz/4GB/1TB 15.6"")NXGKYSI0017160A8C73400",15 Days Testing Warranty.,Aspire ES1-523,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"Acer-Aspire ES1-523(AMD E1-7010 R2 Graphics 1.50GHz/4GB/1TB 15.6"")NXGKYSI0017160A8C73400",simple,15 Days Testing Warranty.,No,No,In Build,No
admin,base,Laptops,simple,"3,11",SYGNBQB0324,2,"Catalog, Search",GST0.36,HP,,QCNBK-B,"HP-2000(Intel ® CPU T2050 1.60GHz/504MB/60GB 15.6"")5CB1251ZYQ",15 Days Testing Warranty.,2000,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"HP-2000(Intel ® CPU T2050 1.60GHz/504MB/60GB 15.6"")5CB1251ZYQ",simple,15 Days Testing Warranty.,No,No,10.8V--47Wh,No
admin,base,Laptops,simple,"3,11",QCNBB001808,2,"Catalog, Search",GST0.36,Dell,,QCNBK-B,"Dell-INSP N 5010(Intel Core TM I5 CPU M460 2.53GHz/4GB/500GB 15.6"")9N2MYM1",15 Days Testing Warranty.,INSP N 5010,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"Dell-INSP N 5010(Intel Core TM I5 CPU M460 2.53GHz/4GB/500GB 15.6"")9N2MYM1",simple,15 Days Testing Warranty.,No,No,11.1V--4400mAh,No
admin,base,Laptops,simple,"3,11",SYGNBQB0325,2,"Catalog, Search",GST0.36,Samsung,Core i5,QCNBK-B,"Samsung-NP530U4B-S01AE(Core I5 2467M 1.60GHz/4GB/500GB  16GB SSD 14.0"")HPUJ91EC300895R",15 Days Testing Warranty.,NP530U4B-S01AE,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"Samsung-NP530U4B-S01AE(Core I5 2467M 1.60GHz/4GB/500GB  16GB SSD 14.0"")HPUJ91EC300895R",simple,15 Days Testing Warranty.,No,No,In Build,No
admin,base,Laptops,simple,"3,11",QCNBB001809,2,"Catalog, Search",GST0.36,Acer,,QCNBK-B,"Acer-Aspire One 725-C711K(AMD C-70 APU 1.00GHz/2GB/500GB 10.0"")NUSGPSI026243063537600",15 Days Testing Warranty.,Aspire One 725-C711K,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"Acer-Aspire One 725-C711K(AMD C-70 APU 1.00GHz/2GB/500GB 10.0"")NUSGPSI026243063537600",simple,15 Days Testing Warranty.,No,No,14.8V--37Wh,No
admin,base,Laptops,simple,"3,11",QCNBB001796,2,"Catalog, Search",GST0.36,Samsung,,QCNBK-B,"Samsung-N100(Atom ™ N435 1.33GHz/1GB/320GB 10.0"")HKUG93PB80183W",15 Days Testing Warranty.,N100,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"Samsung-N100(Atom ™ N435 1.33GHz/1GB/320GB 10.0"")HKUG93PB80183W",simple,15 Days Testing Warranty.,No,No,11.1V--48Wh,No
admin,base,Laptops,simple,"3,11",QCNBB001797,2,"Catalog, Search",GST0.36,HP,,QCNBK-B,"HP-Compaq 6710B(Core 2 Duo T7100 1.80GHz/2GB/80GB 14.0"")SGH7420058",15 Days Testing Warranty.,Compaq 6710B,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"HP-Compaq 6710B(Core 2 Duo T7100 1.80GHz/2GB/80GB 14.0"")SGH7420058",simple,15 Days Testing Warranty.,No,No,10.8V--47Wh,No
admin,base,Laptops,simple,"3,11",QCNBB001798,2,"Catalog, Search",GST0.36,Dell,Core i7,QCNBK-B,"Dell-INSP 3542(Core I7 4510U 2.00GHz/8GB/1TB 15.6"")FRCG612",15 Days Testing Warranty.,INSP 3542,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"Dell-INSP 3542(Core I7 4510U 2.00GHz/8GB/1TB 15.6"")FRCG612",simple,15 Days Testing Warranty.,No,No,14.8V--40Wh,No
admin,base,Laptops,simple,"3,11",QCNBB001810,2,"Catalog, Search",GST0.36,Dell,Core i3,QCNBK-B,"Dell-INSP 3558(Core I3 5005U 2.00GHz/4GB/1TB 15.6"")6M74YB2",15 Days Testing Warranty.,INSP 3558,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"Dell-INSP 3558(Core I3 5005U 2.00GHz/4GB/1TB 15.6"")6M74YB2",simple,15 Days Testing Warranty.,No,No,14.8V--2700mAh,No
admin,base,Laptops,simple,"3,11",QCNBB001811,2,"Catalog, Search",GST0.36,HP,,QCNBK-B,"HP-15-be001TU(Pentium N3710 1.60GHz/4GB/500GB 15.6"")CND6323K6L",15 Days Testing Warranty.,15-be001TU,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"HP-15-be001TU(Pentium N3710 1.60GHz/4GB/500GB 15.6"")CND6323K6L",simple,15 Days Testing Warranty.,No,No,14.6V--41Wh,No
admin,base,Laptops,simple,"3,11",QCNBB001799,2,"Catalog, Search",GST0.36,Samsung,,QCNBK-B,Samsung-N148T(Atom N550 1.50GHz/1GB/160GB Dos)ZXYY93KZB01717J,15 Days Testing Warranty.,N148T,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,Samsung-N148T(Atom N550 1.50GHz/1GB/160GB Dos)ZXYY93KZB01717J,simple,15 Days Testing Warranty.,No,No,11.1V--4400MAh,No
