sku,new_launch
QCNBB000234,0
QCNBB000235,0
QCNBB000236,0
QCNBB000237,0
QCNBB000238,0
QCNBB000239,0
QCNBB000240,0
QCNBB000241,0
QCNBB000242,0
QCNBB000243,0
QCNBB000244,0
QCNBB000245,0
QCNBB000246,0
QCNBB000247,0
QCNBB000248,0
QCNBB000249,0
QCNBB000250,0
QCNBB000251,0
QCNBB000252,0
QCNBB000253,0
QCNBB000254,0
QCNBB000255,0
QCNBB000256,0
QCNBB000257,0
QCNBB000258,0
QCNBB000259,0
QCNBB000260,0
QCNBB000261,0
QCNBB000262,0
QCNBB000263,0
QCNBB000264,0
QCNBB000266,0
QCNBB000267,0
QCNBB000268,0
QCNBB000269,0
QCNBB000270,0
QCNBB000271,0
QCNBB000272,0
QCNBB000273,0
QCNBB000274,0
QCNBB000275,0
QCNBB000276,0
QCNBB000277,0
QCNBB000278,0
QCNBB000279,0
QCNBB000280,0
QCNBB000281,0
QCNBB000282,0
QCNBB000283,0
QCNBB000285,0
QCNBB000286,0
QCNBB000287,0
QCNBB000288,0
QCNBB000289,0
QCNBB000290,0
QCNBB000291,0
QCNBB000292,0
QCNBB000293,0
QCNBB000294,0
QCNBB000295,0
QCNBB000296,0
QCNBB000297,0
QCNBB000298,0
QCNBB000299,0
QCNBB000300,0
QCNBB000301,0
QCNBB000302,0
QCNBB000303,0
QCNBB000304,0
QCNBB000305,0
QCNBB000306,0
QCNBB000307,0
QCNBB000308,0
QCNBB000309,0
QCNBB000310,0
QCNBB000311,0
QCNBB000312,0
QCNBB000313,0
QCNBB000314,0
QCNBB000315,0
QCNBB000316,0
QCNBB000317,0
QCNBB000318,0
QCNBB000319,0
QCNBB000320,0
QCNBB000321,0
QCNBB000322,0
QCNBB000323,0
QCNBB000328,0
QCNBB000331,0
QCNBB000333,0
QCNBB000339,0
QCNBB000341,0
QCNBB000342,0
QCNBB000346,0
QCNBB000347,0
QCNBB000348,0
QCNBB000350,0
QCNBB000351,0
QCNBB000352,0
QCNBB000354,0
QCNBB000355,0
QCNBB000356,0
QCNBB000357,0
QCNBB000358,0
QCNBB000359,0
QCNBB000360,0
QCNBB000361,0
QCNBB000362,0
QCNBB000363,0
QCNBB000364,0
QCNBB000365,0
QCNBB000366,0
QCNBB000367,0
QCNBB000368,0
QCNBB000369,0
QCNBB000370,0
QCNBB000371,0
QCNBB000372,0
QCNBB000373,0
QCNBB000374,0
QCNBB000375,0
QCNBB000376,0
QCNBB000377,0
QCNBB000378,0
QCNBB000379,0
QCNBB000380,0
QCNBB000381,0
QCNBB000382,0
QCNBB000384,0
QCNBB000385,0
QCNBB000386,0
QCNBB000387,0
QCNBB000388,0
QCNBB000389,0
QCNBB000390,0
QCNBB000391,0
QCNBB000392,0
QCNBB000393,0
QCNBB000395,0
QCNBB000396,0
QCNBB000397,0
QCNBB000398,0
QCNBB000399,0
QCNBB000400,0
QCNBB000401,0
QCNBB000402,0
QCNBB000403,0
QCNBB000404,0
QCNBB000405,0
QCNBB000406,0
QCNBB000408,0
QCNBB000409,0
QCNBB000410,0
QCNBB000411,0
QCNBB000412,0
QCNBB000413,0
QCNBB000414,0
QCNBB000415,0
QCNBB000416,0
QCNBB000417,0
QCNBB000418,0
QCNBB000420,0
QCNBB000421,0
QCNBB000422,0
QCNBB000423,0
QCNBB000424,0
QCNBB000425,0
QCNBB000426,0
QCNBB000427,0
QCNBB000431,0
QCNBB000432,0
QCNBB000433,0
QCNBB000434,0
QCNBB000435,0
QCNBB000436,0
QCNBB000437,0
QCNBB000438,0
OPMBNTF0001,0
OPMBNTF0006,0
OPMBNTF0003,0
OPMBNTF0010,0
OPMBNTF0007,0
OPMBNTF0008,0
OPMBNTF0014,0
OPMBNTF0012,0
OPMBNTF0015,0
OPMBNTF0002,0
OPMBNTF0009,0
OPMBNTF0004,0
OPMBNTF0016,0
OPMBNTF0005,0
OPMBNTF0011,0
OPMBNTF0013,0
NEWTAB00009,0
NEWTAB00005,0
NEWTAB00002,0
NEWTAB00008,0
NEWTAB00006,0
NEWTAB00004,0
NEWTAB00014,0
NEWTAB00015,0
NEWTAB00016,0
NEWTAB00012,0
NEWTAB00013,0
NEWTAB00020,0
NEWTAB00018,0
NEWTAB00019,0
NEWTAB00011,0
NEWTAB00021,0
NEWTAB00017,0
NEWTAB00007,0
OPMBNTF0019,0
OPMBNTF0020,0
NEWMOB00354,0
NEWMOB00330,0
OPMBNTF0076,0
OPMBNTF0059,0
OPMBNTF0079,0
OPMBNTF0033,0
OPMBNTF0066,0
OPMBNTF0274,0
OPMBNTF0341,0
OPMBNTF0200,0
OPMBNTF0178,0
OPMBNTF0203,0
OPMBNTF0077,0
OPMBNTF0340,0
OPMBNTF0231,0
OPMBNTF0233,0
OPMBNTF0335,0
OPMBNTF0337,0
NEWMOB00331,0
NEWMOB00332,0
NEWMOB00333,0
NEWMOB00334,0
NEWMOB00335,0
NEWMOB00336,0
NEWMOB00337,0
OPNBNTF0021,0
OPNBNTF0093,0
OPNBNTF0044,0
OPNBNTF0025,0
OPNBNTF0121,0
OPNBNTF0027,0
OPNBNTF0098,0
OPNBNTF0140,0
OPNBNTF0029,0
OPNBNTF0047,0
OPNBNTF0055,0
OPNBNTF0018,0
OPNBNTF0024,0
OPNBNTF0122,0
OPNBNTF0060,0
OPNBNTF0097,0
OPNBNTF0127,0
OPNBNTF0026,0
OPNBNTF0116,0
OPNBNTF0130,0
OPNBNTF0139,0
OPNBNTF0050,0
OPNBNTF0115,0
OPNBNTF0119,0
OPNBNTF0005,0
OPNBNTF0040,0
OPNBNTF0059,0
OPNBNTF0100,0
OPNBNTF0101,0
OPNBNTF0112,0
OPNBNTF0114,0
OPNBNTF0128,0
OPNBNTF0033,0
OPNBNTF0118,0
OPNBNTF0002,0
OPNBNTF0004,0
OPNBNTF0034,0
OPNBNTF0051,0
OPNBNTF0102,0
OPNBNTF0103,0
OPNBNTF0111,0
OPNBNTF0123,0
OPNBNTF0135,0
OPNBNTF0137,0
OPTBNTF0003,0
OPNBNTF0008,0
OPNBNTF0009,0
OPNBNTF0010,0
OPNBNTF0011,0
OPNBNTF0015,0
OPNBNTF0019,0
OPNBNTF0028,0
OPNBNTF0030,0
OPNBNTF0037,0
OPNBNTF0038,0
OPNBNTF0039,0
OPNBNTF0043,0
OPNBNTF0046,0
OPNBNTF0052,0
OPNBNTF0053,0
OPNBNTF0058,0
OPNBNTF0068,0
OPNBNTF0070,0
OPNBNTF0083,0
OPNBNTF0086,0
OPNBNTF0096,0
OPNBNTF0109,0
OPNBNTF0113,0
OPNBNTF0124,0
OPNBNTF0125,0
OPNBNTF0126,0
OPNBNTF0131,0
OPNBNTF0132,0
OPNBNTF0141,0
OPNBNTF0143,0
OPNBNTF0156,0
OPNBNTF0157,0
OPNBNTF0161,0
OPTBNTF0001,0
OPMNNTF0001,0
OPMNNTF0002,0
OPMNNTF0003,0
OPNBNTF0003,0
OPNBNTF0006,0
OPNBNTF0007,0
OPNBNTF0012,0
OPNBNTF0014,0
OPNBNTF0016,0
OPNBNTF0017,0
OPNBNTF0020,0
OPNBNTF0022,0
OPNBNTF0023,0
OPNBNTF0031,0
OPNBNTF0032,0
OPNBNTF0035,0
OPNBNTF0036,0
OPNBNTF0041,0
OPNBNTF0042,0
OPNBNTF0045,0
OPNBNTF0048,0
OPNBNTF0049,0
OPNBNTF0054,0
OPNBNTF0056,0
OPNBNTF0057,0
OPNBNTF0061,0
OPNBNTF0062,0
OPNBNTF0063,0
OPNBNTF0064,0
OPNBNTF0065,0
OPNBNTF0066,0
OPNBNTF0067,0
OPNBNTF0069,0
OPNBNTF0071,0
OPNBNTF0072,0
OPNBNTF0073,0
OPNBNTF0074,0
OPNBNTF0075,0
OPNBNTF0076,0
OPNBNTF0077,0
OPNBNTF0078,0
OPNBNTF0079,0
OPNBNTF0080,0
OPNBNTF0081,0
OPNBNTF0082,0
OPNBNTF0084,0
OPNBNTF0085,0
OPNBNTF0087,0
OPNBNTF0088,0
OPNBNTF0089,0
OPNBNTF0090,0
OPNBNTF0091,0
OPNBNTF0092,0
OPNBNTF0094,0
OPNBNTF0095,0
OPNBNTF0099,0
OPNBNTF0104,0
OPNBNTF0105,0
OPNBNTF0106,0
OPNBNTF0107,0
OPNBNTF0108,0
OPNBNTF0110,0
OPNBNTF0117,0
OPNBNTF0120,0
OPNBNTF0129,0
OPNBNTF0133,0
OPNBNTF0136,0
OPNBNTF0138,0
OPNBNTF0142,0
OPNBNTF0144,0
OPNBNTF0145,0
OPNBNTF0146,0
OPNBNTF0147,0
OPNBNTF0148,0
OPNBNTF0149,0
OPNBNTF0150,0
OPNBNTF0151,0
OPNBNTF0152,0
OPNBNTF0153,0
OPNBNTF0154,0
OPNBNTF0155,0
OPNBNTF0158,0
OPNBNTF0159,0
OPNBNTF0160,0
OPNBNTF0162,0
OPNBNTF0163,0
OPNBNTF0164,0
OPNBNTF0165,0
OPNBNTF0166,0
OPNBNTF0168,0
OPNBNTF0169,0
OPOTNTF0001,0
OPOTNTF0002,0
OPOTNTF0003,0
OPTBNTF0002,0
NEWNBK00019,0
NEWNBK00016,0
NEWNBK00018,0
NEWNBK00022,0
NEWNBK00038,0
NEWNBK00036,0
NEWNBK00011,0
NEWNBK00025,0
NEWNBK00026,0
NEWNBK00032,0
NEWNBK00040,0
NEWNBK00012,0
NEWNBK00020,0
NEWNBK00021,0
NEWNBK00024,0
NEWNBK00031,0
NEWNBK00037,0
NEWNBK00046,0
NEWNBK00047,0
NEWNBK00013,0
NEWNBK00014,0
NEWNBK00017,0
NEWNBK00023,0
NEWNBK00027,0
NEWNBK00028,0
NEWNBK00029,0
NEWNBK00030,0
NEWNBK00033,0
NEWNBK00034,0
NEWNBK00035,0
NEWNBK00039,0
NEWNBK00041,0
NEWNBK00042,0
NEWNBK00043,0
NEWNBK00044,0
NEWNBK00045,0
NEWNBK00048,0
NEWNBK00052,0
NEWNBK00053,0
NEWNBK00051,0
NEWMOB00107,0
NEWMOB00260,0
NEWMOB00090,0
NEWMOB00088,0
NEWMOB00089,0
NEWMOB00093,0
NEWMOB00097,0
NEWMOB00049,0
NEWMOB00341,0
NEWMOB00091,0
NEWMOB00340,0
NEWMOB00261,0
NEWMOB00262,0
NEWMOB00300,0
NEWMOB00207,0
NEWMOB00206,0
NEWMOB00314,0
NEWMOB00195,0
NEWMOB00009,0
NEWMOB00307,0
NEWMOB00229,0
NEWMOB00299,0
NEWMOB00242,0
NEWMOB00244,0
NEWMOB00268,0
NEWMOB00010,0
NEWMOB00295,0
OPMBNTF0018,0
OPMBNTF0035,0
OPMBNTF0017,0
OPMBNTF0021,0
OPMBNTF0023,0
opmbntf0026,0
OPMBNTF0022,0
OPMBNTF0037,0
OPMBNTF0024,0
OPMBNTF0028,0
OPMBNTF0038,0
OPMBNTF0029,0
OPMBNTF0040,0
OPMBNTF0041,0
OPMBNTF0030,0
OPMBNTF0031,0
OPMBNTF0032,0
OPMBNTF0042,0
OPMBNTF0043,0
OPMBNTF0027,0
OPMBNTF0044,0
OPMBNTF0045,0
OPMBNTF0047,0
MINIX-S501-BLACK,0
NEWMOB00194,0
NEWMOB00040,0
NEWMOB00232,0
NEWMOB00233,0
NEWMOB00308,0
ASMBA000037,0
ASMBA000014,0
ASMBA000029,0
OPMBNTF0436,0
QCNBB000499,0
QCNBB000500,0
QCNBB000501,0
QCNBB000502,0
QCNBB000503,0
QCNBB000504,0
QCNBB000505,0
QCNBB000506,0
QCNBB000507,0
QCNBB000508,0
QCNBB000509,0
QCNBB000510,0
QCNBB000511,0
QCNBB000512,0
QCNBB000513,0
QCNBB000514,0
QCNBB000515,0
QCNBB000516,0
QCNBB000517,0
QCNBB000518,0
QCNBB000519,0
QCNBB000520,0
QCNBB000521,0
QCNBB000522,0
QCNBB000523,0
QCNBB000524,0
QCNBB000525,0
QCNBB000526,0
QCNBB000527,0
QCNBB000528,0
QCNBB000529,0
QCNBB000530,0
QCNBB000531,0
QCNBB000532,0
QCNBB000533,0
QCNBB000534,0
QCNBB000535,0
QCNBB000536,0
QCNBB000537,0
QCNBB000538,0
QCNBB000539,0
QCNBB000540,0
QCNBB000541,0
QCNBB000542,0
QCNBB000543,0
QCNBB000544,0
QCNBB000545,0
QCNBB000546,0
QCNBB000547,0
QCNBB000548,0
QCNBB000549,0
QCNBB000550,0
QCNBB000551,0
QCNBB000552,0
QCNBB000553,0
QCNBB000554,0
QCNBB000555,0
QCNBB000556,0
QCNBB000557,0
QCNBB000558,0
QCNBB000559,0
QCNBB000560,0
QCNBB000561,0
QCNBB000562,0
QCNBB000563,0
QCNBB000564,0
QCNBB000565,0
QCNBB000566,0
QCNBB000567,0
QCNBB000568,0
QCNBB000569,0
QCNBB000570,0
QCNBB000571,0
QCNBB000572,0
QCNBB000573,0
QCNBB000574,0
QCNBB000575,0
QCNBB000576,0
QCNBB000577,0
QCNBB000578,0
QCNBB000579,0
QCNBB000580,0
QCNBB000581,0
QCNBB000582,0
QCNBB000583,0
QCNBB000584,0
QCNBB000585,0
QCNBB000586,0
QCNBB000587,0
QCNBB000588,0
QCNBB000589,0
QCNBB000590,0
QCNBB000591,0
QCNBB000592,0
QCNBB000593,0
QCNBB000594,0
QCNBB000595,0
QCNBB000596,0
QCNBB000597,0
QCNBB000598,0
QCNBB000599,0
QCNBB000600,0
QCNBB000601,0
QCNBB000602,0
QCNBB000603,0
QCNBB000604,0
QCNBB000605,0
QCNBB000606,0
QCNBB000607,0
QCNBB000608,0
QCNBB000609,0
QCNBB000610,0
QCNBB000611,0
QCNBB000612,0
QCNBB000613,0
QCNBB000614,0
QCNBB000615,0
QCNBB000616,0
QCNBB000617,0
QCNBB000618,0
QCNBB000619,0
QCNBB000620,0
QCNBB000621,0
QCNBB000622,0
QCNBB000623,0
QCNBB000624,0
QCNBB000625,0
QCNBB000626,0
QCNBB000627,0
QCNBB000628,0
QCNBB000629,0
QCNBB000630,0
QCNBB000631,0
QCNBB000632,0
QCNBB000633,0
QCNBB000634,0
QCNBB000635,0
QCNBB000636,0
QCNBB000637,0
QCNBB000638,0
QCNBB000639,0
QCNBB000640,0
QCNBB000641,0
QCNBB000642,0
QCNBB000643,0
QCNBB000644,0
QCNBB000646,0
QCNBB000647,0
QCNBB000648,0
QCNBB000649,0
QCNBB000650,0
QCNBB000651,0
QCNBB000652,0
QCNBB000653,0
QCNBB000654,0
QCNBB000655,0
OPMBNTF0171,0
NEWMOB00350,0
OPMBNTF0058,0
OPMBNTF0050,0
OPMBNTF0055,0
OPMBNTF0057,0
OPMBNTF0060,0
OPMBNTF0062,0
OPMBNTF0063,0
OPMBNTF0067,0
OPMBNTF0065,0
OPMBNTF0070,0
OPMBNTF0069,0
OPMBNTF0074,0
OPMBNTF0609,0
OPMBNTF0463,0
OPMBNTF0647,0
NEWMOB00355,0
OPMBNTF0599,0
OPMBNTF0646,0
OPMBNTF0648,0
OPMBNTF0555,0
QCMBB000234,0
OPMBNTF0457,0
OPMBNTF0633,0
QCMBB000134,0
OPNBNTF0170,0
OPNBNTF0171,0
OPNBNTF0172,0
OPNBNTF0173,0
OPNBNTF0174,0
NEWMOB00359,0
QCMBB000014,0
NEWMOB00301,0
NEWMOB00305,0
NEWMOB00358,0
NEWMOB00138,0
NEWMOB00285,0
NEWMOB00121,0
NEWMOB00011,0
NEWMOB00310,0
NEWMOB00325,0
NEWMOB00306,0
NEWMOB00320,0
NEWMOB00013,0
NEWMOB00012,0
NEWMOB00014,0
NEWMOB00042,0
NEWMOB00067,0
OPMBNTF0227,0
QCNBB000049,0
QCNBB000113,0
QCNBB000150,0
QCNBB000151,0
QCNBB000161,0
QCNBB000180,0
QCNBB000190,0
QCNBB000213,0
QCNBB000324,0
QCNBB000325,0
QCNBB000326,0
QCNBB000327,0
QCNBB000329,0
QCNBB000330,0
QCNBB000332,0
QCNBB000334,0
QCNBB000335,0
QCNBB000336,0
QCNBB000337,0
QCNBB000338,0
QCNBB000340,0
QCNBB000343,0
QCNBB000344,0
QCNBB000345,0
QCNBB000349,0
QCNBB000353,0
QCNBB000394,0
QCNBB000407,0
QCNBB000419,0
QCNBB000428,0
QCNBB000657,0
QCNBB000662,0
QCNBB000663,0
QCNBB000664,0
QCNBB000672,0
QCNBB000673,0
QCNBB000674,0
QCNBB000675,0
QCNBB000678,0
QCNBB000702,0
QCNBB000703,0
QCNBB000704,0
QCNBB000705,0
QCNBB000706,0
QCNBB000707,0
QCNBB000708,0
QCNBB000709,0
QCNBB000710,0
QCNBB000711,0
QCNBB000712,0
QCNBB000713,0
QCNBB000714,0
QCNBB000715,0
QCNBB000717,0
QCNBB000718,0
QCNBB000719,0
QCNBB000722,0
QCNBB000723,0
QCNBB000724,0
QCNBB000725,0
QCNBB000726,0
QCNBB000727,0
QCNBB000728,0
QCNBB000729,0
QCNBB000730,0
QCNBB000731,0
QCNBB000732,0
QCNBB000734,0
QCNBB000736,0
QCNBB000737,0
QCNBB000738,0
QCNBB000739,0
QCNBB000740,0
QCNBB000742,0
QCNBB000743,0
QCNBB000744,0
QCNBB000745,0
QCNBB000747,0
QCNBB000748,0
QCNBB000749,0
QCNBB000750,0
QCNBB000751,0
QCNBB000752,0
QCNBB000753,0
QCNBB000754,0
QCNBB000755,0
QCNBB000757,0
QCNBB000758,0
QCNBB000760,0
QCNBB000761,0
QCNBB000762,0
QCNBB000763,0
QCNBB000764,0
QCNBB000383,0
QCNBB000645,0
QCNBB000716,0
QCNBB000720,0
QCNBB000721,0
QCNBB000733,0
QCNBB000735,0
QCNBB000741,0
QCNBB000746,0
QCNBB000756,0
QCNBB000759,0
IFROGZIF-ANHSNL-BLUE,0
IFROGZEARBUDS-GREEN,0
NEWMOB00105,0
NEWMOB00116,0
NEWMOB00106,0
NEWMOB00144,0
NEWMOB00150,0
NEWMOB00153,0
NEWMOB00154,0
NEWMOB00155,0
NEWMOB00160,0
NEWMOB00161,0
NEWMOB00164,0
NEWMOB00166,0
NEWMOB00167,0
NEWMOB00168,0
NEWMOB00184,0
NEWMOB00185,0
NEWMOB00173,0
NEWMOB00177,0
NEWMOB00178,0
NEWMOB00193,0
NEWMOB00190,0
NEWMOB00198,0
NEWMOB00199,0
NEWMOB00200,0
NEWMOB00202,0
NEWMOB00212,0
NEWMOB00213,0
NEWMOB00215,0
NEWMOB00223,0
NEWMOB00240,0
NEWMOB00246,0
NEWMOB00273,0
NEWMOB00274,0
NEWMOB00346,0
NEWMOB00297,0
NEWMOB00302,0
NEWMOB00312,0
NEWMOB00321,0
NEWMOB00322,0
NEWMOB00323,0
NEWMOB00326,0
NEWMOB00328,0
NEWNBK00056,0
OPMBNTF0075,0
OPMBNTF0056,0
OPMBNTF0092,0
OPMBNTF0080,0
OPMBNTF0097,0
OPMBNTF0099,0
OPMBNTF0105,0
OPMBNTF0109,0
OPMBNTF0148,0
OPMBNTF0129,0
OPMBNTF0134,0
OPMBNTF0139,0
OPMBNTF0140,0
OPMBNTF0142,0
OPMBNTF0138,0
OPMBNTF0144,0
OPMBNTF0146,0
OPMBNTF0149,0
OPMBNTF0150,0
OPMBNTF0159,0
OPMBNTF0152,0
OPMBNTF0153,0
OPMBNTF0172,0
OPMBNTF0185,0
OPMBNTF0184,0
OPMBNTF0186,0
OPMBNTF0190,0
OPMBNTF0191,0
OPMBNTF0196,0
OPMBNTF0199,0
OPMBNTF0208,0
OPMBNTF0210,0
OPMBNTF0219,0
OPMBNTF0224,0
OPMBNTF0226,0
OPMBNTF0228,0
OPMBNTF0238,0
OPMBNTF0661,0
OPMBNTF0601,0
OPMBNTF0662,0
OPMBNTF0586,0
OPMBNTF0663,0
OPMBNTF0665,0
OPMBNTF0660,0
OPMBNTF0597,0
OPMBNTF0649,0
OPMBNTF0253,0
OPMBNTF0176,0
OPMBNTF0217,0
OPMBNTF0368,0
OPMBNTF0236,0
OPMBNTF0237,0
NEWMOB00360,0
NEWMOB00361,0
NEWMOB00253,0
NEWMOB00283,0
NEWMOB00255,0
NEWMOB00127,0
NEWMOB00259,0
NEWMOB00264,0
OPMBNTF0342,0
OPMBNTF0344,0
NEWMOB00130,0
OPMBNTF0019/X-STANDER-BLUE,0
OPMBNTF0020/X-STANDER-BLUE,0
NEWMOB00354/X-STANDER-BLUE,0
OPMBNTF0262,0
OPMBNTF0114,0
OPMBNTF0560,0
OPMBNTF0559,0
OPMBNTF0378,0
ASMBA000005,0
QCMBB000285,0
QCMBB000284,0
NEWMOB00362,0
NEWMOB00363,0
NEWMOB00367,0
NEWMOB00368,0
NEWMOB00372,0
NEWMOB00369,0
NEWMOB00370,0
NEWMOB00371,0
REFDE00252,0
REFDE00256,0
REFDE00254,0
REFDE00062,0
REFDE00066,0
REFDE00253,0
REFDE00261,0
REFDE00265,0
REFDE00050,0
REFDE00058,0
REFDE00250,0
REFDE00251,0
REFDE00258,0
REFDE00262,0
REFDE00263,0
REFDE00264,0
REFDE00267,0
REFDE00268,0
REFDE00270,0
REFDE00271,0
REFDE00272,0
REFDE00273,0
REFDE00274,0
REFDE00275,0
REFDE00276,0
REFDE00277,0
REFDE00278,0
REFDE00279,0
REFDE00280,0
REFDE00281,0
NEWMOB00383,0
NEWMOB00382,0
NEWMOB00384,0
NEWMOB00385,0
NEWMOB00386,0
NEWMOB00387,0
NEWMOB00388,0
NEWMOB00389,0
QCMBA000067,0
NEWMOB00378,0
NEWMOB00376,0
IPHONEX/BUNDLE,0
NEWMOB00379,0
NEWMOB00391,0
NEWMOB00381,0
NEWNBK00057,0
NEWNBK00058,0
NEWNBK00059,0
NEWNBK00060,0
NEWNBK00061,0
NEWNBK00062,0
NEWNBK00063,0
NEWNBK00064,0
NEWNBK00065,0
NEWNBK00066,0
NEWNBK00067,0
NEWNBK00068,0
NEWNBK00069,0
NEWNBK00070,0
NEWNBK00071,0
NEWNBK00072,0
NEWNBK00073,0
NEWNBK00074,0
NEWNBK00075,0
NEWNBK00076,0
NEWNBK00077,0
NEWNBK00078,0
NEWNBK00079,0
NEWNBK00080,0
NEWNBK00081,0
NEWNBK00082,0
NEWNBK00083,0
NEWNBK00084,0
NEWNBK00085,0
NEWNBK00086,0
NEWNBK00087,0
NEWNBK00088,0
NEWNBK00089,0
NEWNBK00090,0
NEWNBK00091,0
NEWNBK00092,0
NEWNBK00093,0
NEWNBK00094,0
NEWNBK00095,0
NEWNBK00096,0
NEWNBK00097,0
NEWNBK00098,0
NEWNBK00099,0
NEWNBK00100,0
NEWNBK00101,0
NEWNBK00102,0
NEWNBK00103,0
NEWNBK00104,0
NEWNBK00105,0
NEWNBK00106,0
NEWNBK00107,0
NEWNBK00108,0
NEWNBK00109,0
NEWNBK00110,0
NEWNBK00111,0
NEWNBK00112,0
NEWNBK00113,0
NEWNBK00114,0
NEWNBK00115,0
NEWNBK00116,0
NEWNBK00117,0
NEWNBK00118,0
NEWNBK00119,0
NEWNBK00120,0
NEWNBK00121,0
NEWNBK00122,0
NEWNBK00123,0
NEWNBK00124,0
NEWNBK00125,0
NEWNBK00126,0
NEWNBK00127,0
NEWNBK00128,0
NEWNBK00129,0
NEWNBK00130,0
NEWNBK00131,0
NEWNBK00132,0
NEWNBK00133,0
NEWNBK00134,0
NEWNBK00135,0
NEWNBK00136,0
NEWNBK00137,0
NEWNBK00138,0
NEWNBK00139,0
NEWNBK00140,0
NEWNBK00141,0
NEWNBK00142,0
NEWNBK00143,0
NEWNBK00144,0
NEWNBK00145,0
NEWNBK00146,0
NEWNBK00147,0
NEWNBK00148,0
NEWNBK00149,0
NEWNBK00150,0
NEWNBK00151,0
NEWNBK00152,0
NEWNBK00153,0
NEWNBK00154,0
NEWNBK00155,0
NEWNBK00156,0
NEWNBK00157,0
NEWNBK00158,0
NEWNBK00159,0
NEWNBK00160,0
NEWNBK00161,0
NEWNBK00162,0
NEWNBK00163,0
NEWNBK00164,0
NEWNBK00165,0
NEWNBK00166,0
NEWNBK00167,0
NEWNBK00168,0
NEWNBK00169,0
NEWNBK00170,0
NEWNBK00171,0
NEWNBK00172,0
NEWNBK00173,0
NEWNBK00174,0
NEWNBK00175,0
NEWNBK00176,0
SYGMOBAPPLE,0
SYGLAPDELL,0
SYGLAPHP,0
SYGLAPLENOVO,0
SYGLAPOTHER,0
,0
IFROGZAUDIOCODA-OP,0
OPNBNTF0175,0
OPNBNTF0176,0
OPNBNTF0177,0
OPNBNTF0178,0
CANZEUS145-OP,0
CANDSLR1100D-OP,0
PHILIPSSHM7400-OP,0
QCNBB000877,0
QCNBB000816,0
QCNBB000779,0
QCNBB000802,0
QCNBB000804,0
QCNBB000822,0
QCNBB000796,0
QCNBB000795,0
QCNBB000817,0
QCNBB000775,0
QCNBB000815,0
QCNBB000771,0
QCNBB000787,0
QCNBB000785,0
QCNBB000788,0
QCNBB000798,0
QCNBB000780,0
QCNBB000797,0
QCNBB000777,0
QCNBB000806,0
QCNBB000792,0
QCNBB000826,0
QCNBB000656,0
QCNBB000669,0
QCNBB000784,0
QCNBB000824,0
QCNBB000823,0
QCNBB000818,0
QCNBB000808,0
QCNBB000821,0
QCNBB000768,0
QCNBB000776,0
QCNBB000813,0
QCNBB000793,0
QCNBB000812,0
QCNBB000781,0
QCNBB000772,0
QCNBB000783,0
QCNBB000814,0
QCNBB000791,0
QCNBB000810,0
QCNBB000809,0
QCNBB000774,0
QCNBB000790,0
QCNBB000807,0
QCNBB000811,0
QCNBB000825,0
QCNBB000658,0
QCNBB000660,0
QCNBB000676,0
QCNBB000769,0
QCNBB000778,0
QCNBB000799,0
QCNBB000801,0
QCNBB000789,0
QCNBB000786,0
QCNBB000800,0
QCNBB000782,0
QCNBB000770,0
QCNBB000803,0
QCNBB000820,0
QCNBB000819,0
QCNBB000767,0
QCNBB000794,0
QCNBB000668,0
QCNBB000677,0
QCNBB000692,0
QCNBB000667,0
SYGMOBAPPLE3,0
SYGMOBAPPLE4,0
SYGMOBAPPLE5,0
SYGMOBAPPLE6,0
SYGMOBAPPLE7,0
SYGMOBAPPLE8,0
SYGMOBAPPLE9,0
SYGMOBAPPLE10,0
SYGMOBAPPLE11,0
SYGMOBAPPLE12,0
SYGMOBAPPLE13,0
SYGMOBAPPLE14,0
SYGMOBAPPLE15,0
SYGMOBAPPLE16,0
SYGMOBAPPLE17,0
SYGMOBAPPLE18,0
SYGMOBAPPLE19,0
SYGMOBAPPLE20,0
SYGMOBAPPLE21,0
SYGMOBAPPLE22,0
SYGMOBAPPLE23,0
SYGMOBAPPLE24,0
SYGMOBAPPLE25,0
SYGMOBAPPLE26,0
SYGMOBAPPLE27,0
SYGMOBAPPLE28,0
SYGMOBAPPLE29,0
SYGMOBAPPLE30,0
SYGMOBAPPLE31,0
SYGMOBAPPLE32,0
SYGMOBAPPLE33,0
SYGMOBAPPLE34,0
SYGMOBSAMSUNG30,0
SYGMOBSAMSUNG29,0
SYGMOBSAMSUNG28,0
SYGMOBSAMSUNG22,0
SYGMOBSAMSUNG27,0
SYGMOBSAMSUNG25,0
SYGMOBSAMSUNG26,0
SYGMOBSAMSUNG24,0
SYGMOBSAMSUNG33,0
SYGMOBSAMSUNG23,0
SYGMOBSAMSUNG18,0
SYGMOBSAMSUNG32,0
SYGMOBSAMSUNG17,0
SYGMOBSAMSUNG10,0
SYGMOBSAMSUNG19,0
SYGMOBSAMSUNG15,0
SYGMOBSAMSUNG20,0
SYGMOBSAMSUNG16,0
SYGMOBSAMSUNG12,0
SYGMOBSAMSUNG09,0
SYGMOBSAMSUNG08,0
SYGMOBSAMSUNG14,0
SYGMOBSAMSUNG05,0
SYGMOBSAMSUNG13,0
SYGMOBSAMSUNG21,0
SYGMOBSAMSUNG07,0
SYGMOBSAMSUNG04,0
SYGMOBSAMSUNG06,0
SYGMOBSAMSUNG11,0
SYGMOBSAMSUNG03,0
