sku,image,small_image,thumbnail,media_gallery
REFDE00339,+/DELL-REFURBISHED-INSPIRON-DT-3268.jpg,+/DELL-REFURBISHED-INSPIRON-DT-3268.jpg,+/DELL-REFURBISHED-INSPIRON-DT-3268.jpg,/DELL-REFURBISHED-INSPIRON-DT-3268.jpg;/DELL-REFURBISHED-INSPIRON-DT-3268-left.jpg;/DELL-REFURBISHED-INSPIRON-DT-3268-right.jpg
REFDE00250,+/DELL-REFURBISHED-INSPIRON-DT-3268.jpg,+/DELL-REFURBISHED-INSPIRON-DT-3268.jpg,+/DELL-REFURBISHED-INSPIRON-DT-3268.jpg,/DELL-REFURBISHED-INSPIRON-DT-3268.jpg;/DELL-REFURBISHED-INSPIRON-DT-3268-left.jpg;/DELL-REFURBISHED-INSPIRON-DT-3268-right.jpg
REFDE00264,+/DELL-REFURBISHED-INSPIRON-DT-3464-7th-Gen-Ci5.jpg,+/DELL-REFURBISHED-INSPIRON-DT-3464-7th-Gen-Ci5.jpg,+/DELL-REFURBISHED-INSPIRON-DT-3464-7th-Gen-Ci5.jpg,/DELL-REFURBISHED-INSPIRON-DT-3464-7th-Gen-Ci5.jpg;/DELL-REFURBISHED-INSPIRON-DT-3464-7th-Gen-Ci5-left.jpg;/DELL-REFURBISHED-INSPIRON-DT-3464-7th-Gen-Ci5-right.jpg
REFDE00265,+/DELL-REFURBISHED-INSPIRON-DT-3464-7th-Gen-Ci5.jpg,+/DELL-REFURBISHED-INSPIRON-DT-3464-7th-Gen-Ci5.jpg,+/DELL-REFURBISHED-INSPIRON-DT-3464-7th-Gen-Ci5.jpg,/DELL-REFURBISHED-INSPIRON-DT-3464-7th-Gen-Ci5.jpg;/DELL-REFURBISHED-INSPIRON-DT-3464-7th-Gen-Ci5-left.jpg;/DELL-REFURBISHED-INSPIRON-DT-3464-7th-Gen-Ci5-right.jpg
REFDE00152,+/DELL-REFURBISHED-INSPIRON-DT-3464-7th-Gen-Ci5.jpg,+/DELL-REFURBISHED-INSPIRON-DT-3464-7th-Gen-Ci5.jpg,+/DELL-REFURBISHED-INSPIRON-DT-3464-7th-Gen-Ci5.jpg,/DELL-REFURBISHED-INSPIRON-DT-3464-7th-Gen-Ci5.jpg;/DELL-REFURBISHED-INSPIRON-DT-3464-7th-Gen-Ci5-left.jpg;/DELL-REFURBISHED-INSPIRON-DT-3464-7th-Gen-Ci5-right.jpg
REFDE00267,+/DELL-REFURBISHED-INSPIRON-DT-3464-7th-Gen-Ci5.jpg,+/DELL-REFURBISHED-INSPIRON-DT-3464-7th-Gen-Ci5.jpg,+/DELL-REFURBISHED-INSPIRON-DT-3464-7th-Gen-Ci5.jpg,/DELL-REFURBISHED-INSPIRON-DT-3464-7th-Gen-Ci5.jpg;/DELL-REFURBISHED-INSPIRON-DT-3464-7th-Gen-Ci5-left.jpg;/DELL-REFURBISHED-INSPIRON-DT-3464-7th-Gen-Ci5-right.jpg
REFDE00340,+/DELL-REFURBISHED-INSPIRON-DT-3647-4th-Gen-Ci3.jpg,+/DELL-REFURBISHED-INSPIRON-DT-3647-4th-Gen-Ci3.jpg,+/DELL-REFURBISHED-INSPIRON-DT-3647-4th-Gen-Ci3.jpg,/DELL-REFURBISHED-INSPIRON-DT-3647-4th-Gen-Ci3.jpg;/DELL-REFURBISHED-INSPIRON-DT-3647-4th-Gen-Ci3-left.jpg;/DELL-REFURBISHED-INSPIRON-DT-3647-4th-Gen-Ci3-right.jpg
REFDE00314,+/DELL-REFURBISHED-VOSTRO-14-3468-6th-Gen-Ci3.jpg,+/DELL-REFURBISHED-VOSTRO-14-3468-6th-Gen-Ci3.jpg,+/DELL-REFURBISHED-VOSTRO-14-3468-6th-Gen-Ci3.jpg,/DELL-REFURBISHED-VOSTRO-14-3468-6th-Gen-Ci3.jpg;/DELL-REFURBISHED-VOSTRO-14-3468-6th-Gen-Ci3-left.jpg;/DELL-REFURBISHED-VOSTRO-14-3468-6th-Gen-Ci3-right.jpg
REFDE00241,+/DELL-REFURBISHED-VOSTRO-15-3546-4th-Gen-Ci5.jpg,+/DELL-REFURBISHED-VOSTRO-15-3546-4th-Gen-Ci5.jpg,+/DELL-REFURBISHED-VOSTRO-15-3546-4th-Gen-Ci5.jpg,/DELL-REFURBISHED-VOSTRO-15-3546-4th-Gen-Ci5.jpg;/DELL-REFURBISHED-VOSTRO-15-3546-4th-Gen-Ci5-left.jpg;/DELL-REFURBISHED-VOSTRO-15-3546-4th-Gen-Ci5-right.jpg
REFDE00248,+/DELL-REFURBISHED-VOSTRO-15-3546-4th-Gen-Ci5.jpg,+/DELL-REFURBISHED-VOSTRO-15-3546-4th-Gen-Ci5.jpg,+/DELL-REFURBISHED-VOSTRO-15-3546-4th-Gen-Ci5.jpg,/DELL-REFURBISHED-VOSTRO-15-3546-4th-Gen-Ci5.jpg;/DELL-REFURBISHED-VOSTRO-15-3546-4th-Gen-Ci5-left.jpg;/DELL-REFURBISHED-VOSTRO-15-3546-4th-Gen-Ci5-right.jpg
