store,websites,attribute_set,type,category_ids,sku,name,image,small_image,thumbnail,gallery,url_key,battery_power,display_resolution,warrenty,model_no,weights,sim_size,secondary_camera,video_recording,hd_recording,touch_screen,touch_screen_type,display_color,internet_features,edge,gprs,usb_connectivity,tethering,audio_jack,preinstalled_browser,navigation_technology,nfc,wifi,dlna,three_g,talk_time,standby_time,operating_freq,in_the_box,dimensions_size,handset_color,mobile_bluetooth,sensors,mobile_ram,mobile_battery_type,mobile_fm,mobile_4g,laptop_remark,weight,status,visibility,tax_class_id,ebizmarts_mark_visited,brands,processor,display_size,storage_capacity,sim_type,camera,primary_camera,internal_storage,mobile_phone_type,mobile_display_type,mobile_warranty_summary,mobile_sim,mobile_operating_system,mapped_status,product_category_type,description,short_description,imp_desc,qty,min_qty,use_config_min_qty,is_qty_decimal,backorders,use_config_backorders,min_sale_qty,use_config_min_sale_qty,max_sale_qty,use_config_max_sale_qty,is_in_stock,product_name,product_type_id,price
admin,base,Mobiles,simple,"4,144",OPMBNTFB0462,MOTOROLA E (XT 1022) 4GB WHITE (B Grade),/m/o/motorola-e-_xt-1022_-4gb-white.jpg,/m/o/motorola-e-_xt-1022_-4gb-white.jpg,/m/o/motorola-e-_xt-1022_-4gb-white.jpg,"/samsung-galaxy-s3-neo-gt-i9300i-black2.jpg,/samsung-galaxy-s3-neo-gt-i9300i-black3.jpg,/samsung-galaxy-s3-neo-gt-i9300i-black4.jpg,/samsung-galaxy-s3-neo-gt-i9300i-black5.jpg",motorola-e-xt-1022-4gb-white-b-grade,,,6 Months Warranty.,Moto E (2nd Generation),0.2,,,Yes,,Yes,,,,,,Yes,,3.5 mm,,,,Yes,,,,,,,,White,Yes,,1 GB,2390 mAh,,,Open Box without accessories ( boxes can be damaged ) . Open Box with dents / scratches . No returns / ASIS conditions . Warranty – 6 months . Price – will be around 10% lesser than Open Box Grade A what we are selling currently.,0.2,Disabled,"Catalog, Search",GST12,No,Motorola,1.2 MHz,11.43 cm (4.5 Inches),,,,5.0 Megapixel,8 GB,Smartphone,,6 Months Warranty.,Dual sim,Android (Lollipop),Yes,OPENMOBNTF,<ul></ul>,<ul></ul>,"<ul><li>Dual, GSM + LTE</li><li>5 Megapixel</li><li>4.5 Inches</li><li>Android (Lollipop)</li><li>4 GB</li></ul>",0,0,1,0,0,1,1,1,0,1,0,MOTOROLA E (XT 1022) 4GB WHITE (B Grade),simple,0
admin,base,Mobiles,simple,"4,144",OPMBNTFB0194,"Phicomm Clue 630 (8GB, White) (B Grade)",/p/h/phicomm-clue-630-white1.jpg,/p/h/phicomm-clue-630-white1.jpg,/p/h/phicomm-clue-630-white1.jpg,"/samsung-galaxy-mega-6-3-i9200-black2.jpg,/samsung-galaxy-mega-6-3-i9200-black3.jpg,/samsung-galaxy-mega-6-3-i9200-black4.jpg,/samsung-galaxy-mega-6-3-i9200-black5.jpg",phicomm-clue-630-8gb-white-b-grade,,,6 Months Warranty.,Phicomm Clue 630,0.2,Micro Sim,2.0 Megapixel,Yes,,Yes,,,Email,,Yes,"Yes micro USB, v2",,3.5 mm,,,,Yes 802.11 a/b/g/n/ac,,"Yes, 21 Mbps HSDPA; 5.76 Mbps HSUPA",Up to 4 hrs,Up to 100 hrs,,"One Each Of 1 Handset, 1 Battery, 1 Charging Adopter, 1 Headset, 1 Data Cable 1 Screen Guard , 1 User Mannual, 1 Warranty Card",,White,Bluetooth 4.0,,1 GB,2300 mAh,Yes,Yes,Open Box without accessories ( boxes can be damaged ) . Open Box with dents / scratches . No returns / ASIS conditions . Warranty – 6 months . Price – will be around 10% lesser than Open Box Grade A what we are selling currently.,0.2,Disabled,"Catalog, Search",GST12,No,Phicomm,1.1GHz quad-core,12.7 cm (5.0 Inches),,"Dual, GSM + GSM",,5.0 Megapixel,8 GB,Smartphone,IPS capacitive touchscreen,6 Months Warranty.,Dual sim,Android 5.1 Lollipop,Yes,OPENMOBNTF,"<ul><li>Dual, GSM + GSM</li><li>5.0 Megapixel</li><li>5.0 Inches</li><li>Android (Lollipop)</li><li>8 GB</li></ul>","<ul><li>Dual, GSM + GSM</li><li>5.0 Megapixel</li><li>5.0 Inches</li><li>Android (Lollipop)</li><li>8 GB</li></ul>","<ul><li>Dual, GSM + GSM</li><li>5.0 Megapixel</li><li>5.0 Inches</li><li>Android (Lollipop)</li><li>8 GB</li></ul>",0,0,1,0,0,1,1,1,0,1,0,"Phicomm Clue 630 (8GB, White) (B Grade)",simple,0
admin,base,Mobiles,simple,"4,144",OPMBNTFB0482,"Phicomm Clue 630 (8GB, Black) (B Grade)",/p/h/phicomm-clue-630-black1.jpg,/p/h/phicomm-clue-630-black1.jpg,/p/h/phicomm-clue-630-black1.jpg,"/samsung-galaxy-mega-6-3-i9200-black2.jpg,/samsung-galaxy-mega-6-3-i9200-black3.jpg,/samsung-galaxy-mega-6-3-i9200-black4.jpg,/samsung-galaxy-mega-6-3-i9200-black5.jpg",phicomm-clue-630-8gb-black-b-grade,,,6 Months Warranty.,Phicomm Clue 630,0.2,Micro Sim,2.0 Megapixel,Yes,,Yes,,,Email,,Yes,"Yes micro USB, v2",,3.5 mm,,,,Yes 802.11 a/b/g/n/ac,,Yes 21 Mbps HSDPA; 5.76 Mbps HSUPA,,,,,,Black,Bluetooth 4.0,,1 GB,2300 mAh,Yes,Yes,Open Box without accessories ( boxes can be damaged ) . Open Box with dents / scratches . No returns / ASIS conditions . Warranty – 6 months . Price – will be around 10% lesser than Open Box Grade A what we are selling currently.,0.2,Disabled,"Catalog, Search",GST12,No,Phicomm,1.1GHz quad-core,12.7 cm (5.0 Inches),,"Dual, GSM + GSM",,5.0 Megapixel,8 GB,Smartphone,,6 Months Warranty.,Dual sim,Android 5.1 Lollipop,Yes,OPENMOBNTF,"<ul><li>Dual, GSM + GSM</li><li>5.0 Megapixel</li><li>5.0 Inches</li><li>Android (Lollipop)</li><li>8 GB</li></ul>","<ul><li>Dual, GSM + GSM</li><li>5.0 Megapixel</li><li>5.0 Inches</li><li>Android (Lollipop)</li><li>8 GB</li></ul>","<ul><li>Dual, GSM + GSM</li><li>5.0 Megapixel</li><li>5.0 Inches</li><li>Android (Lollipop)</li><li>8 GB</li></ul>",0,0,1,0,0,1,1,1,0,1,0,"Phicomm Clue 630 (8GB, Black) (B Grade)",simple,0
admin,base,Mobiles,simple,"4,144",OPMBNTFB0120,"MOTO E ( 2nd GEN ) XT1506 (Black, 8GB) (B Grade)",/m/o/moto-e-2nd-generation-black1_2.jpg,/m/o/moto-e-2nd-generation-black1_2.jpg,/m/o/moto-e-2nd-generation-black1_2.jpg,"/samsung-galaxy-s3-neo-gt-i9300i-black2.jpg,/samsung-galaxy-s3-neo-gt-i9300i-black3.jpg,/samsung-galaxy-s3-neo-gt-i9300i-black4.jpg,/samsung-galaxy-s3-neo-gt-i9300i-black5.jpg",moto-e-2nd-gen-xt1506-black-8gb-b-grade,,,6 Months Warranty.,Moto E (2nd Generation),0.2,,,Yes,,Yes,,,,,,Yes,,3.5 mm,,,,Yes,,,,,,,,Black,Yes,,1 GB,2390 mAh,,,Open Box without accessories ( boxes can be damaged ) . Open Box with dents / scratches . No returns / ASIS conditions . Warranty – 6 months . Price – will be around 10% lesser than Open Box Grade A what we are selling currently.,0.2,Disabled,"Catalog, Search",GST12,No,Motorola,1.2 MHz,11.43 cm (4.5 Inches),,,,5.0 Megapixel,8 GB,Smartphone,,6 Months Warranty.,Dual sim,Android (Lollipop),Yes,OPENMOBNTF,<ul><li>Dual Sim</li><li>5 Megapixel</li><li>4.5 Inches</li><li>Android (Lollipop)</li></ul>,<ul><li>Dual Sim</li><li>5 Megapixel</li><li>4.5 Inches</li><li>Android (Lollipop)</li></ul>,"<ul><li>Dual, GSM + LTE</li><li>5 Megapixel</li><li>4.5 Inches</li><li>Android (Lollipop)</li></ul>",0,0,1,0,0,1,1,1,0,1,0,"MOTO E ( 2nd GEN ) XT1506 (Black, 8GB) (B Grade)",simple,0
admin,base,Mobiles,simple,"4,144",OPMBNTFB0472,Moto X-Force ( 32GB White ) (B Grade),/m/o/moto-x-force-_-32gb-white-_.jpg,/m/o/moto-x-force-_-32gb-white-_.jpg,/m/o/moto-x-force-_-32gb-white-_.jpg,"/samsung-galaxy-s3-neo-gt-i9300i-black2.jpg,/samsung-galaxy-s3-neo-gt-i9300i-black3.jpg,/samsung-galaxy-s3-neo-gt-i9300i-black4.jpg,/samsung-galaxy-s3-neo-gt-i9300i-black5.jpg",moto-x-force-32gb-white-b-grade,,,6 Months Warranty.,Moto X Force,0.2,,5 Megapixel,Yes,,Yes,,,,,,Yes,,3.5 mm,,,,Yes,,Yes,,,,,,White,Yes,,3 GB,3760 mAh,,Yes,Open Box without accessories ( boxes can be damaged ) . Open Box with dents / scratches . No returns / ASIS conditions . Warranty – 6 months . Price – will be around 10% lesser than Open Box Grade A what we are selling currently.,0.2,Disabled,"Catalog, Search",GST12,No,Motorola,,,,"Single, GSM",,21 Megapixel,32 GB,Smartphone,,6 Months Warranty.,Single sim,,Yes,OPENMOBNTF,<ul><li>3 GB RAM</li><li>21 Megapixel</li><li>5 Megapixel</li><li>Android Lollipop 5.1.1</li></ul>,<ul><li>3 GB RAM</li><li>21 Megapixel</li><li>5 Megapixel</li><li>Android Lollipop 5.1.1</li></ul>,<ul><li>3 GB RAM</li><li>21 Megapixel</li><li>5 Megapixel</li><li>Android Lollipop 5.1.1</li></ul>,0,0,1,0,0,1,1,1,0,1,0,Moto X-Force ( 32GB White ) (B Grade),simple,0
admin,base,Mobiles,simple,"4,144",OPMBNTFB0187,Infocus M430 2GBÂ  (8GB White) (B Grade),/i/n/infocus-bingo-21-m430-blue-8gb-1_2.jpg,/i/n/infocus-bingo-21-m430-blue-8gb-1_2.jpg,/i/n/infocus-bingo-21-m430-blue-8gb-1_2.jpg,"/Infocus-M535-White2.jpg,/Infocus-M535-White3.jpg",infocus-bingo-21-m430-blue-8-gb-b-grade,,,6 Months Warranty.,M430,0.2,,5 Megapixel,Yes,,Yes,,,,,,Yes,,3.5 mm,,,,Yes,,Yes,,,,"Handset, Charger, Earphone, User Manual",136.8 x 67 x 10.95 mm,Blue,Yes,"G Sensor, P Sensor",2 GB,Â 2300 mAh,,Yes,Open Box without accessories ( boxes can be damaged ) . Open Box with dents / scratches . No returns / ASIS conditions . Warranty – 6 months . Price – will be around 10% lesser than Open Box Grade A what we are selling currently.,0.2,Disabled,"Catalog, Search",GST12,No,InFocus,,11.43 cm (4.5 Inches),,"Dual, GSM + LTE",,8 Megapixel,8 GB,Smartphone,FWVGA,6 Months Warranty.,Dual sim,Android (Lollipop),Yes,OPENMOBNTF,<ul><li>2 GB RAM</li><li>8 Megapixel</li><li>5 Megapixel</li><li>Android (Lollipop)</li><li>2300 mAh</li></ul>,<ul><li>2 GB RAM</li><li>8 Megapixel</li><li>5 Megapixel</li><li>Android (Lollipop)</li><li>2300 mAh</li></ul>,<ul><li>2 GB RAM</li><li>8 Megapixel</li><li>5 Megapixel</li><li>Android (Lollipop)</li><li>2300 mAh</li></ul>,0,0,1,0,0,1,1,1,0,1,0,Infocus M430 2GBÂ  (8GB White) (B Grade),simple,0
admin,base,Mobiles,simple,"4,144",OPMBNTFB0266,Samsung Metro 313 (Black) (B Grade),/s/a/samsung-metro-313-_black_.jpg,/s/a/samsung-metro-313-_black_.jpg,/s/a/samsung-metro-313-_black_.jpg,"/samsung-guru-e1200-blue-2.jpg,/samsung-guru-e1200-blue-3.jpg,/samsung-guru-e1200-blue-4.jpg,",samsung-metro-313-black-b-grade,,,6 Months Warranty.,Metro 313,0.2,,,,,No,,,,,,,,,,,,,,,,,,,,Black,,,4MB,1000 mAh,,,Open Box without accessories ( boxes can be damaged ) . Open Box with dents / scratches . No returns / ASIS conditions . Warranty – 6 months . Price – will be around 10% lesser than Open Box Grade A what we are selling currently.,0.2,Disabled,"Catalog, Search",GST12,No,Samsung,,5.08 cm (2.0 Inches),,"Dual, GSM + GSM",,0.3 Megapixel,,Feature Phone,,6 Months Warranty.,Dual sim,,Yes,OPENMOBNTF,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,Samsung Metro 313 (Black) (B Grade),simple,0
admin,base,Mobiles,simple,"4,144",OPMBNTFB0086,Micromax Canvas Mega 4G  (Blue 16GB) (B Grade),/m/i/micromax-canvas-mega-4g-blue-16gb.jpg,/m/i/micromax-canvas-mega-4g-blue-16gb.jpg,/m/i/micromax-canvas-mega-4g-blue-16gb.jpg,"/Micromax-Canvas-Express-A99-Silver2.jpg,/Micromax-Canvas-Express-A99-Silver3.jpg,/Micromax-Canvas-Express-A99-Silver4.jpg",micromax-mega-q417-blue-b-grade,,,6 Months Warranty.,Micromax Mega Q417,0.2,,5 Megapixel,Yes,,Yes,,,,,,Yes,,,,,,,,,,,,,,Blue,,,,2500 mAh,Yes,,Open Box without accessories ( boxes can be damaged ) . Open Box with dents / scratches . No returns / ASIS conditions . Warranty – 6 months . Price – will be around 10% lesser than Open Box Grade A what we are selling currently.,0.2,Enabled,"Catalog, Search",GST12,No,Micromax,,13.97 cm (5.5 Inches),,,,13 Megapixel,,Smartphone,,6 Months Warranty.,Dual sim,,Yes,OPENMOBNTF,<ul><li>Dual</li><li>13 Megapixel</li><li>5.5 Inches</li><li>2500 mAh</li></ul>,<ul><li>Dual</li><li>13 Megapixel</li><li>5.5 Inches</li><li>2500 mAh</li></ul>,<ul><li>Dual</li><li>13 Megapixel</li><li>5.5 Inches</li><li>2500 mAh</li></ul>,0,0,1,0,0,1,1,1,0,1,0,Micromax Canvas Mega 4G  (Blue 16GB) (B Grade),simple,0
admin,base,Mobiles,simple,"4,144",OPMBNTFB0256,Panasonic Eluga Turbo (Chamagane Gold) 32GB (B Grade),/p/a/panasonic-eluga-turbo-gold1_1.jpg,/p/a/panasonic-eluga-turbo-gold1_1.jpg,/p/a/panasonic-eluga-turbo-gold1_1.jpg,"/Micromax-Canvas-Express-A99-Silver2.jpg,/Micromax-Canvas-Express-A99-Silver3.jpg,/Micromax-Canvas-Express-A99-Silver4.jpg",panasonic-eluga-turbo-32gb-gold-b-grade,,,6 Months Warranty.,Eluga Turbo,0.2,,5 Megapixel,Yes,,Yes,,,,,,Yes,,,,,,,,,,,,,,,,,,2350 mAh,Yes,,Open Box without accessories ( boxes can be damaged ) . Open Box with dents / scratches . No returns / ASIS conditions . Warranty – 6 months . Price – will be around 10% lesser than Open Box Grade A what we are selling currently.,0.2,Disabled,"Catalog, Search",GST12,No,Panasonic,,12.7 cm (5 Inches),,,,13 Megapixel,,Smartphone,,6 Months Warranty.,Dual sim,,Yes,OPENMOBNTF,<ul><li>Dual</li><li>13 Megapixel</li><li>5 Inches</li><li>2350 mAh</li></ul>,<ul><li>Dual</li><li>13 Megapixel</li><li>5 Inches</li><li>2350 mAh</li></ul>,<ul><li>Dual</li><li>13 Megapixel</li><li>5 Inches</li><li>2350 mAh</li></ul>,0,0,1,0,0,1,1,1,0,1,0,Panasonic Eluga Turbo (Chamagane Gold) 32GB (B Grade),simple,0
admin,base,Mobiles,simple,"4,144",OPMBNTFB0073,PHICOMM E670 2GBÂ  16GB BLACK (B Grade),/p/h/phicomm-energy-2-e670-_black_-16-gb_.jpg,/p/h/phicomm-energy-2-e670-_black_-16-gb_.jpg,/p/h/phicomm-energy-2-e670-_black_-16-gb_.jpg,"/samsung-galaxy-mega-6-3-i9200-black2.jpg,/samsung-galaxy-mega-6-3-i9200-black3.jpg,/samsung-galaxy-mega-6-3-i9200-black4.jpg,/samsung-galaxy-mega-6-3-i9200-black5.jpg",phicomm-energy-2-e670-black-16-gb-b-grade,,,6 Months Warranty.,Energy 2 E670,0.2,Micro Sim,2.0 Megapixel,Yes,,Yes,,,Email,,Yes,"Yes micro USB, v2",,3.5 mm,,,,Yes 802.11 a/b/g/n/ac,,Yes,,,,,144 x 70 x 8.4 mm,Black,Bluetooth 4.0,,2 GB,2300 mAh,Yes,Yes,Open Box without accessories ( boxes can be damaged ) . Open Box with dents / scratches . No returns / ASIS conditions . Warranty – 6 months . Price – will be around 10% lesser than Open Box Grade A what we are selling currently.,0.2,Disabled,"Catalog, Search",GST12,No,Phicomm,"1.1 GHz + MSM8909, Quad Core",12.7 cm (5.0 Inches),,,,8.0 Megapixel,16 GB,Smartphone,IPS capacitive touchscreen,6 Months Warranty.,Dual sim,Android (Lollipop),Yes,OPENMOBNTF,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,PHICOMM E670 2GBÂ  16GB BLACK (B Grade),simple,0
admin,base,Mobiles,simple,"4,144",OPMBNTFB0155,"Phicomm Energy E653 (Black, 8 GB) (B Grade)",/p/h/phicomm-energy-e653-black-8gb-1.jpg,/p/h/phicomm-energy-e653-black-8gb-1.jpg,/p/h/phicomm-energy-e653-black-8gb-1.jpg,"/samsung-galaxy-mega-6-3-i9200-black2.jpg,/samsung-galaxy-mega-6-3-i9200-black3.jpg,/samsung-galaxy-mega-6-3-i9200-black4.jpg,/samsung-galaxy-mega-6-3-i9200-black5.jpg",phicomm-energy-e653-black-8-gb-b-grade,,,6 Months Warranty.,Energy 653,0.2,Micro Sim,2.0 Megapixel,Yes,,Yes,,,Email,,Yes,"Yes micro USB, v2",,3.5 mm,,,,Yes 802.11 a/b/g/n/ac,,Yes,,,,,144 x 70 x 8.4 mm,Black,Bluetooth 4.0,,1 GB,2300 mAh,Yes,Yes,Open Box without accessories ( boxes can be damaged ) . Open Box with dents / scratches . No returns / ASIS conditions . Warranty – 6 months . Price – will be around 10% lesser than Open Box Grade A what we are selling currently.,0.2,Disabled,"Catalog, Search",GST12,No,Phicomm,"1.1 GHz + MSM8909, Quad Core",12.7 cm (5.0 Inches),,,,8.0 Megapixel,8 GB,Smartphone,IPS capacitive touchscreen,6 Months Warranty.,Dual sim,Android 5.1 Lollipop,Yes,OPENMOBNTF,<ul><li>Dual SIM</li><li>8.0 Megapixel</li><li>5.0 Inches</li><li>Android (Lollipop)</li><li>8 GB</li></ul>,<ul><li>Dual SIM</li><li>8.0 Megapixel</li><li>5.0 Inches</li><li>Android (Lollipop)</li><li>8 GB</li></ul>,<ul><li>Dual SIM</li><li>8.0 Megapixel</li><li>5.0 Inches</li><li>Android (Lollipop)</li><li>8 GB</li></ul>,0,0,1,0,0,1,1,1,0,1,0,"Phicomm Energy E653 (Black, 8 GB) (B Grade)",simple,0
admin,base,Mobiles,simple,"4,144",OPMBNTFB0130,Samsung Galaxy J7 Prime (G610F) 16GB Black (B Grade),/s/a/samsung-galaxy-j7-prime-_g610f_-16gb-black.jpg,/s/a/samsung-galaxy-j7-prime-_g610f_-16gb-black.jpg,/s/a/samsung-galaxy-j7-prime-_g610f_-16gb-black.jpg,/Microsoft-Lumia-640-XL-Dual-Sim-White2.jpg,samsung-galaxy-j7-prime-sm-g610f-16gb-gold-b-grade,,,6 Months Warranty.,Galaxy J7 Prime ,0.2,,8 Megapixel,Yes,,Yes,,,Email,,,,,3.5 mm,,,,,Yes,Yes,,,,,,Black,,,3 GB,3300 mAh,,Yes,Open Box without accessories ( boxes can be damaged ) . Open Box with dents / scratches . No returns / ASIS conditions . Warranty – 6 months . Price – will be around 10% lesser than Open Box Grade A what we are selling currently.,0.2,Enabled,"Catalog, Search",GST12,No,Samsung,,13.97 cm (5.5 Inches),,,,13 Megapixel,16 GB,Smartphone,,6 Months Warranty.,Dual sim,,Yes,OPENMOBNTF,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,Samsung Galaxy J7 Prime (G610F) 16GB Black (B Grade),simple,0
admin,base,Mobiles,simple,"4,144",OPMBNTFB0168,"Micromax Canvas Juice 4G Q461 (Grey, 8GB) (B Grade)",/m/i/micromax-canvas-juice-2-aq5001-silver1_1_1.jpg,/m/i/micromax-canvas-juice-2-aq5001-silver1_1_1.jpg,/m/i/micromax-canvas-juice-2-aq5001-silver1_1_1.jpg,"/Micromax-Canvas-Juice-2-Silver2.jpg,/Micromax-Canvas-Juice-2-Silver3.jpg,/Micromax-Canvas-Juice-2-Silver4.jpg",micromax-canvas-juice-4g-q461-grey-8gb-b-grade,,1280 X 720 Pixels,6 Months Warranty.,AQ5001,0.2,,2.0 Megapixel,"Yes, Full HD",,Yes,,,,,,Yes,,3.5 mm,,,No,Yes,,Yes,,,,,,Silver,Yes,,2 GB,3000 mAh,,,Open Box without accessories ( boxes can be damaged ) . Open Box with dents / scratches . No returns / ASIS conditions . Warranty – 6 months . Price – will be around 10% lesser than Open Box Grade A what we are selling currently.,0.2,Disabled,"Catalog, Search",GST12,No,Micromax,,12.7 cm (5.0 Inches),,"Dual, GSM + GSM",,8.0 Megapixel,8 GB,Smartphone,IPS HD,6 Months Warranty.,Dual sim,Android (Lollipop),Yes,OPENMOBNTF,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,"Micromax Canvas Juice 4G Q461 (Grey, 8GB) (B Grade)",simple,0
admin,base,Mobiles,simple,"4,144",OPMBNTFB0164,Lava Iris Selfie 50 (White) (B Grade),/l/a/lava_iris_selfie_50_white.jpg,/l/a/lava_iris_selfie_50_white.jpg,/l/a/lava_iris_selfie_50_white.jpg,"/Infocus-M808-Silver2.jpg,/Infocus-M808-Silver3.jpg,/Infocus-M808-Silver4.jpg",lava-iris-selfie-50-white-b-grade,,,6 Months Warranty.,,0.2,,5 Megapixel,Yes,,Yes,,,,,,,,3.5 mm,,,,,,Yes,,,,,,,Yes,,1 GB,,,,Open Box without accessories ( boxes can be damaged ) . Open Box with dents / scratches . No returns / ASIS conditions . Warranty – 6 months . Price – will be around 10% lesser than Open Box Grade A what we are selling currently.,0.2,Disabled,"Catalog, Search",GST12,No,Lava,,12.7 cm (5 Inches),,,,8 Megapixel,8 GB,Smartphone,,6 Months Warranty.,,,Yes,OPENMOBNTF,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,Lava Iris Selfie 50 (White) (B Grade),simple,0
admin,base,Mobiles,simple,"4,144",OPMBNTFB0188,Lava Iris Win1 (Black) (B Grade),/l/a/lava-iris-win1-black.jpg,/l/a/lava-iris-win1-black.jpg,/l/a/lava-iris-win1-black.jpg,"/Infocus-M808-Silver2.jpg,/Infocus-M808-Silver3.jpg,/Infocus-M808-Silver4.jpg",lava-iris-win1-black-b-grade,,,6 Months Warranty.,,0.2,,Yes,Yes,,Yes,,,,,,,,3.5 mm,,,,,,,,,,,,,Yes,,1 GB,,,,Open Box without accessories ( boxes can be damaged ) . Open Box with dents / scratches . No returns / ASIS conditions . Warranty – 6 months . Price – will be around 10% lesser than Open Box Grade A what we are selling currently.,0.2,Disabled,"Catalog, Search",GST12,No,Lava,,10.16 cm (4.0 Inches),,,,5 Megapixel,8 GB,Smartphone,,6 Months Warranty.,,,Yes,OPENMOBNTF,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,Lava Iris Win1 (Black) (B Grade),simple,0
admin,base,Mobiles,simple,"4,144",OPMBNTFB0290,Lava Iris X1 Grand (White & Silver) (B Grade),/l/a/lava_iris_x1_grand_white_silver.jpg,/l/a/lava_iris_x1_grand_white_silver.jpg,/l/a/lava_iris_x1_grand_white_silver.jpg,"/Infocus-M808-Silver2.jpg,/Infocus-M808-Silver3.jpg,/Infocus-M808-Silver4.jpg",lava-iris-x1-grand-white-silver-b-grade,,,6 Months Warranty.,Iris X1 Grand With Flip Cover,0.2,,2 Megapixel,Yes,,Yes,,,,,,,,3.5 mm,,,,Yes,,Yes,,,,,, White and Silver,Yes," Proximity Sensor, Ambient Light Sensor, Accelerometer",1 GB,2200 mAh Li-Polymer,Yes,,Open Box without accessories ( boxes can be damaged ) . Open Box with dents / scratches . No returns / ASIS conditions . Warranty – 6 months . Price – will be around 10% lesser than Open Box Grade A what we are selling currently.,0.2,Disabled,"Catalog, Search",GST12,No,Lava,,12.7 cm (5 Inches),,,,8 Megapixel,8 GB,Smartphone,,6 Months Warranty.,Dual sim,,Yes,OPENMOBNTF,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,Lava Iris X1 Grand (White & Silver) (B Grade),simple,0
admin,base,Mobiles,simple,"4,144",OPMBNTFB0692,Lava KKT UNO Plus (Black & Silver) (B Grade),/l/a/lava_kkt_uno_black_silver.jpg,/l/a/lava_kkt_uno_black_silver.jpg,/l/a/lava_kkt_uno_black_silver.jpg,"/Infocus-M808-Silver2.jpg,/Infocus-M808-Silver3.jpg,/Infocus-M808-Silver4.jpg",lava-kkt-uno-plus-black-silver-b-grade,,240 x 320 Pixels,6 Months Warranty., KKT Uno+,98.6 g,,,Yes,,Yes,,,,,,,,3.5 mm,,,,,,,,,,,51.6 mm x 121.5 mm x 14 mm,Black & Silver,Yes,,, 1700 mAh  Li-Ion,Yes,,Open Box without accessories ( boxes can be damaged ) . Open Box with dents / scratches . No returns / ASIS conditions . Warranty – 6 months . Price – will be around 10% lesser than Open Box Grade A what we are selling currently.,98.6,Disabled,"Catalog, Search",GST12,No,Lava,,6.10 cm (2.4 Inches),,,,1.3 Megapixel,,Feature Phone,TFT,6 Months Warranty.,Dual sim,,Yes,OPENMOBNTF,"<ul><li>1.3 Megapixel</li><li>2.4 inch QVGA</li><li>1700 mAh Li-Ion</li></ul>
","<ul><li>1.3 Megapixel</li><li>2.4 inch QVGA</li><li>1700 mAh Li-Ion</li></ul>
",<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,Lava KKT UNO Plus (Black & Silver) (B Grade),simple,0
admin,base,Mobiles,simple,"4,144",OPMBNTFB0428,Lava Spark 245e (Black & Grey) (B Grade),/l/a/lava_spark_245e_black_grey.jpg,/l/a/lava_spark_245e_black_grey.jpg,/l/a/lava_spark_245e_black_grey.jpg,"/Infocus-M808-Silver2.jpg,/Infocus-M808-Silver3.jpg,/Infocus-M808-Silver4.jpg",lava-spark-245e-black-grey-b-grade,,320 x 240 Pixels,6 Months Warranty., Spark 245e,,,No,Yes,,,,65 K,,Yes,Yes,,,3.5 mm,,,,NO,,,,,,,,Black & Grey ,Yes,,,1100 mAh Li-Ion,Yes,,Open Box without accessories ( boxes can be damaged ) . Open Box with dents / scratches . No returns / ASIS conditions . Warranty – 6 months . Price – will be around 10% lesser than Open Box Grade A what we are selling currently.,100,Disabled,"Catalog, Search",GST12,No,Lava,,6.10 cm (2.4 Inches),,,,1.3 Megapixel,,Feature Phone,QVGA,6 Months Warranty.,Dual sim,,Yes,OPENMOBNTF,"<ul><li>1100 mAh Li-Ion </li><li>1.3 Megapixel</li><li>2.4 inch QVGA</li></ul>
",<ul><li>1100 mAh Li-Ion </li><li>1.3 Megapixel</li><li>2.4 inch QVGA</li></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,Lava Spark 245e (Black & Grey) (B Grade),simple,0
