store,websites,attribute_set,type,category_ids,sku,name,image,small_image,thumbnail,gallery,url_key,battery_power,display_resolution,warrenty,model_no,weights,sim_size,secondary_camera,video_recording,hd_recording,touch_screen,touch_screen_type,display_color,internet_features,edge,gprs,usb_connectivity,tethering,audio_jack,preinstalled_browser,navigation_technology,nfc,wifi,dlna,three_g,talk_time,standby_time,operating_freq,in_the_box,dimensions_size,handset_color,mobile_bluetooth,sensors,mobile_ram,mobile_battery_type,mobile_fm,mobile_4g,laptop_remark,weight,status,visibility,tax_class_id,ebizmarts_mark_visited,brands,processor,display_size,storage_capacity,sim_type,camera,primary_camera,internal_storage,mobile_phone_type,mobile_display_type,mobile_warranty_summary,mobile_sim,mobile_operating_system,mapped_status,product_category_type,description,short_description,imp_desc,qty,min_qty,use_config_min_qty,is_qty_decimal,backorders,use_config_backorders,min_sale_qty,use_config_min_sale_qty,max_sale_qty,use_config_max_sale_qty,is_in_stock,product_name,product_type_id,price
admin,base,Mobiles,simple,"4,144",OPMBNTFB0173,"Samsung Galaxy J5 (Gold, 8 GB) (B Grade)",/s/a/samsung-galaxy-j5-_gold_-8-gb_.jpg,/s/a/samsung-galaxy-j5-_gold_-8-gb_.jpg,/s/a/samsung-galaxy-j5-_gold_-8-gb_.jpg,"/Samsung-Galaxy-J1-Blue2.jpg,/Samsung-Galaxy-J1-Blue3.jpg,/Samsung-Galaxy-J1-Blue4.jpg,/Samsung-Galaxy-J1-Blue5.jpg",samsung-galaxy-j5-gold-8-gb-b-grade,,1280 x 720 Pixels,6 Months Warranty.,Galaxy J5,0.2,,5.0 Megapixel,"Yes, Full HD",,Yes,,,Email,Yes,,"Yes, micro USB, v2",Wi-fi Hotspot,3.5 mm,"Android, Chrome","GLONASS, with Google Maps",,"Yes, 802.11 b/g/n",,Yes,18 hrs (3G),,"GSM - 850, 900, 1800, 1900; WCDMA - 2100; 4G LTE - 2300",,71.8x142.1x7.9 mm,Gold,"Yes, v4.1","Accelerometer, Hall Sensor, Proximity Sensor",1.5 GB,2600 mAh,Yes,Yes,Open Box without accessories ( boxes can be damaged ) . Open Box with dents / scratches . No returns / ASIS conditions . Warranty – 6 months . Price – will be around 10% lesser than Open Box Grade A what we are selling currently.,0.2,Enabled,"Catalog, Search",GST12,No,Samsung,"1.2 GHz, Quad Core",12.7 cm (5.0 Inches),,"Dual, GSM + LTE",,13 Megapixel,8 GB,Smartphone,Super AMOLED,6 Months Warranty.,Dual sim,Android (Lollipop),Yes,OPENMOBNTF,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,"Samsung Galaxy J5 (Gold, 8 GB) (B Grade)",simple,0
admin,base,Mobiles,simple,"4,144",OPMBNTFB0121,"Samsung Galaxy J5  j500F (White, 8GB) (B Grade)",/s/a/samsung-galaxy-j5-white1_1.jpg,/s/a/samsung-galaxy-j5-white1_1.jpg,/s/a/samsung-galaxy-j5-white1_1.jpg,"/Samsung-Galaxy-J1-Blue2.jpg,/Samsung-Galaxy-J1-Blue3.jpg,/Samsung-Galaxy-J1-Blue4.jpg,/Samsung-Galaxy-J1-Blue5.jpg",samsung-galaxy-j5-b-grade,,1280 x 720 Pixels,6 Months Warranty.,Galaxy J5,0.2,,5.0 Megapixel,"Yes, Full HD",,Yes,,,Email,Yes,,"Yes, micro USB, v2",Wi-fi Hotspot,3.5 mm,"Android, Chrome","GLONASS, with Google Maps",,"Yes, 802.11 b/g/n",,Yes,18 hrs (3G),,"GSM - 850, 900, 1800, 1900; WCDMA - 2100; 4G LTE - 2300",,71.8x142.1x7.9 mm,White,"Yes, v4.1","Accelerometer, Hall Sensor, Proximity Sensor",1.5 GB,2600 mAh,Yes,Yes,Open Box without accessories ( boxes can be damaged ) . Open Box with dents / scratches . No returns / ASIS conditions . Warranty – 6 months . Price – will be around 10% lesser than Open Box Grade A what we are selling currently.,0.2,Enabled,"Catalog, Search",GST12,No,Samsung,"1.2 GHz, Quad Core",12.7 cm (5.0 Inches),,"Dual, GSM + LTE",,13 Megapixel,8 GB,Smartphone,Super AMOLED,6 Months Warranty.,Dual sim,Android (Lollipop),Yes,OPENMOBNTF,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,"Samsung Galaxy J5  j500F (White, 8GB) (B Grade)",simple,0
admin,base,Mobiles,simple,"4,144",OPMBNTFB0594,"Samsung Galaxy S6 (Gold , 32 GB) (G920I)  (B Grade)",/s/a/samsung-galaxy-s6-gold1_1.jpg,/s/a/samsung-galaxy-s6-gold1_1.jpg,/s/a/samsung-galaxy-s6-gold1_1.jpg,"/Samsung-Galaxy-S6-Black2.jpg,/Samsung-Galaxy-S6-Black3.jpg,/Samsung-Galaxy-S6-Black4.jpg,/Samsung-Galaxy-S6-Black5.jpg",samsung-galaxy-s6-gold-32-gb-b-grade,,1440 x 2560 Pixels,6 Months Warranty.,Galaxy S6 - SM-G920IZDAINS / SM-G920IZDAINU,138 g,Nano Sim,5.0 Megapixel,Yes,,Yes,,,,Yes,Yes,Yes microUSB v2.0,,3.5 mm,,,No,"Yes, 802.11 a/b/g/n/ac",,Yes,,,,,143.4 x 70.5 x 6.8 mm,Gold,"Yes, v4.1","Gyroscope, RGB Ambient Light Sensor, Geo-magnetic, Accelerometer, Barometer, Finger Scanner, Heart Rate Monitor, Proximity Sensor, Hall Sensor",3 GB,2550 mAh,,Yes,Open Box without accessories ( boxes can be damaged ) . Open Box with dents / scratches . No returns / ASIS conditions . Warranty – 6 months . Price – will be around 10% lesser than Open Box Grade A what we are selling currently.,138,Enabled,"Catalog, Search",GST12,No,Samsung,"1.5 Ghz, Quad Core",12.95 cm (5.1 Inches),,,,16 Megapixel,32 GB,Smartphone,Super AMOLED,6 Months Warranty.,Single sim,Android (Lollipop),Yes,OPENMOBNTF,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,"Samsung Galaxy S6 (Gold , 32 GB) (G920I)  (B Grade)",simple,0
admin,base,Mobiles,simple,"4,144",OPMBNTFB0698,Samsung Guru Music 2 SM-B310E  (Blue) (B Grade),/s/a/samsung-guru-music-2-blue.jpg,/s/a/samsung-guru-music-2-blue.jpg,/s/a/samsung-guru-music-2-blue.jpg,,samsung-guru-music-2-sm-b310e-blue-b-grade,,128 x 160 pixels,6 Months Warranty.,SM-B310E,74.98 g,,,,,No,,65k,,No,No,Yes,,3.5mm,,,No,,,,,,,, 46.4 mm x  112.7 mm x 13.1 mm,Blue,No,,,800 mAh,Yes,,Open Box without accessories ( boxes can be damaged ) . Open Box with dents / scratches . No returns / ASIS conditions . Warranty – 6 months . Price – will be around 10% lesser than Open Box Grade A what we are selling currently.,74.98,Enabled,"Catalog, Search",GST12,No,Samsung,,5.08 cm (2.0 Inches),,"Dual, GSM + GSM",,,,Feature Phone,TFT,6 Months Warranty.,Dual sim,,Yes,OPENMOBNTF,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,Samsung Guru Music 2 SM-B310E  (Blue) (B Grade),simple,0
admin,base,Mobiles,simple,"4,144",OPMBNTFB0499,Samsung Galaxy Grand 2 (Black) (B Grade),/s/a/samsung-grand-2-g7102z-black1_1.jpg,/s/a/samsung-grand-2-g7102z-black1_1.jpg,/s/a/samsung-grand-2-g7102z-black1_1.jpg,"/Samsung-Galaxy-Grand-2-Black2.jpg,/Samsung-Galaxy-Grand-2-Black3.jpg,/Samsung-Galaxy-Grand-2-Black4.jpg,/Samsung-Galaxy-Grand-2-Black5.jpg",samsung-galaxy-grand-2-black-b-grade,,,6 Months Warranty.,Galaxy Grand 2 / SM-G7102ZWAINU/INS,0.2,Micro Sim,1.9 Megapixel,"Yes, HD",,Yes,,,Email,,Yes,"Yes micro USB, v2",Wi-Fi hotspot,3.5 mm,,,No,Yes 802.11 b/g/n,,Yes 21 Mbps HSDPA; 5.76 Mbps HSUPA,Upto 17 hrs (3G),Upto 370 hrs (3G),,,75.3 x 146.8 x 8.9 mm,Black,Yes v4,"Accelerometer, Geo-Magnetic Sensor, Proximity Sensor, Hall Sensor, Light Sensor",1.5 GB,2600 mAh,Yes,,Open Box without accessories ( boxes can be damaged ) . Open Box with dents / scratches . No returns / ASIS conditions . Warranty – 6 months . Price – will be around 10% lesser than Open Box Grade A what we are selling currently.,0.2,Enabled,"Catalog, Search",GST12,No,Samsung,"1.2 Qualcomm Snapdragon, Quad Core",13.34 cm (5.25 Inches),,"Dual, GSM + GSM",,8.0 Megapixel,8 GB,Smartphone,,6 Months Warranty.,Dual sim,Android (Jelly Bean),Yes,OPENMOBNTF,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,Samsung Galaxy Grand 2 (Black) (B Grade),simple,0
admin,base,Mobiles,simple,"4,144",OPMBNTFB0678,"Samsung Galaxy Note 3 (White,32GB) (B Grade)",/s/a/samsung-galaxy-note-3-white.jpg,/s/a/samsung-galaxy-note-3-white.jpg,/s/a/samsung-galaxy-note-3-white.jpg,"/samsung-galaxy-note-3-n9000-black2.jpg,/samsung-galaxy-note-3-n9000-black3.jpg,/samsung-galaxy-note-3-n9000-black4.jpg,/samsung-galaxy-note-3-n9000-black5.jpg",samsung-galaxy-note-3-white-32gb-b-grade,,,6 Months Warranty.,Galaxy Note 3 N9000,0.2,Micro Sim,2.0 Megapixel,"Yes, Full HD",,Yes,,,Email,,Yes,"Yes micro USB, v3",Wi-Fi hotspot,3.5 mm,,,Yes,Yes 802.11 a/b/g/n/ac,,Yes 42 Mbps HSPA+,Upto 21 hrs (3G),Upto 420 hrs (3G),,,79.2 x 151.2 x 8.3 mm,White,"Yes v4, Supported Profiles (LE)",,3 GB,3200 mAh,No,,Open Box without accessories ( boxes can be damaged ) . Open Box with dents / scratches . No returns / ASIS conditions . Warranty – 6 months . Price – will be around 10% lesser than Open Box Grade A what we are selling currently.,0.2,Disabled,"Catalog, Search",GST12,No,Samsung,Quad-core 1.9 GHz Cortex-A15,14.48 cm (5.7 Inches),,"Single, GSM",,13 Megapixel,32 GB,Smartphone,,6 Months Warranty.,Single sim,Android (Jelly Bean),Yes,OPENMOBNTF,"<ul><li>Single, GSM</li><li>13 Megapixel</li><li>5.7 Inches</li><li>Android (Jelly Bean)</li><li>32 GB</li></ul>","<ul><li>Single, GSM</li><li>13 Megapixel</li><li>5.7 Inches</li><li>Android (Jelly Bean)</li><li>32 GB</li></ul>","<ul><li>Single, GSM</li><li>13 Megapixel</li><li>5.7 Inches</li><li>Android (Jelly Bean)</li><li>32 GB</li></ul>",0,0,1,0,0,1,1,1,0,1,0,"Samsung Galaxy Note 3 (White,32GB) (B Grade)",simple,0
admin,base,Mobiles,simple,"4,144",OPMBNTFB0124,InFocus M370i (Black) (B Grade),/i/n/infocus-m370i-black1_1.jpg,/i/n/infocus-m370i-black1_1.jpg,/i/n/infocus-m370i-black1_1.jpg,"/Infocus-M370-White2.jpg,/Infocus-M370-White3.jpg,/Infocus-M370-White4.jpg",infocus-m370i-black-b-grade,,720 x 1280 Pixels,6 Months Warranty.,M370i 2GB,0.2,,2.0 Megapixel,Yes,,Yes,,,,Yes,Yes,"Yes, micro USB 2.0",,3.5 mm,,,No,"Yes, 802.11, b/g/n",,Yes,,,,"Handset, Battery, Charger, User Manual, Warranty Card",143 x 71.5 x 8.1 mm,Black,"Yes, v4.0","Accelerometer, Light sensor, Proximity sensor",2 GB,2230 mAh,Yes,Yes,Open Box without accessories ( boxes can be damaged ) . Open Box with dents / scratches . No returns / ASIS conditions . Warranty – 6 months . Price – will be around 10% lesser than Open Box Grade A what we are selling currently.,0.2,Disabled,"Catalog, Search",GST12,No,InFocus,"1.1 GHz, Snapdragon 210 Quad Core",12.7 cm (5.0 Inches),,"Dual, GSM + GSM",,8.0 Megapixel,16 GB,Smartphone,IPS LCD,6 Months Warranty.,Dual sim,Android (Lollipop),Yes,OPENMOBNTF,"<ul><li>Dual, GSM + GSM</li><li>8.0 Megapixel</li><li>IPS LCD</li><li>5.0 Inches</li><li>Android (Lollipop)</li></ul>","<ul><li>Dual, GSM + GSM</li><li>8.0 Megapixel</li><li>IPS LCD</li><li>5.0 Inches</li><li>Android (Lollipop)</li></ul>","<ul><li>Dual, GSM + GSM</li><li>8.0 Megapixel</li><li>IPS LCD</li><li>5.0 Inches</li><li>Android (Lollipop)</li></ul>",0,0,1,0,0,1,1,1,0,1,0,InFocus M370i (Black) (B Grade),simple,0
admin,base,Mobiles,simple,"4,144",OPMBNTFB0301,"Micromax Canvas Juice 2 AQ5001 (Silver, 8 GB) (B Grade)",/m/i/micromax-canvas-juice-2-aq5001-silver1_1.jpg,/m/i/micromax-canvas-juice-2-aq5001-silver1_1.jpg,/m/i/micromax-canvas-juice-2-aq5001-silver1_1.jpg,"/Micromax-Canvas-Juice-2-Silver2.jpg,/Micromax-Canvas-Juice-2-Silver3.jpg,/Micromax-Canvas-Juice-2-Silver4.jpg",micromax-canvas-juice-2-aq5001-silver-8-gb-b-grade,,1280 X 720 Pixels,6 Months Warranty.,AQ5001,0.2,,2.0 Megapixel,"Yes, Full HD",,Yes,,,,,,Yes,,3.5 mm,,,No,Yes,,Yes,,,,,,Silver,Yes,,2 GB,3000 mAh Li-Ion,,,Open Box without accessories ( boxes can be damaged ) . Open Box with dents / scratches . No returns / ASIS conditions . Warranty – 6 months . Price – will be around 10% lesser than Open Box Grade A what we are selling currently.,0.2,Disabled,"Catalog, Search",GST12,No,Micromax,,12.7 cm (5.0 Inches),,"Dual, GSM + GSM",,8.0 Megapixel,8 GB,Smartphone,IPS HD,6 Months Warranty.,Dual sim,Android (Lollipop),Yes,OPENMOBNTF,"<ul><li>Dual, GSM + GSM</li><li>8.0 Megapixel</li><li>IPS HD</li><li>5.0 Inches</li><li>Android (Lollipop)</li></ul>","<ul><li>Dual, GSM + GSM</li><li>8.0 Megapixel</li><li>IPS HD</li><li>5.0 Inches</li><li>Android (Lollipop)</li></ul>","<ul><li>Dual, GSM + GSM</li><li>8.0 Megapixel</li><li>IPS HD</li><li>5.0 Inches</li><li>Android (Lollipop)</li></ul>",0,0,1,0,0,1,1,1,0,1,0,"Micromax Canvas Juice 2 AQ5001 (Silver, 8 GB) (B Grade)",simple,0
admin,base,Mobiles,simple,"4,144",OPMBNTFB0468,"Moto X Play (Black, 32 GB) (B Grade)",/m/o/moto-x-play-black-32gb-1.jpg,/m/o/moto-x-play-black-32gb-1.jpg,/m/o/moto-x-play-black-32gb-1.jpg,"/samsung-galaxy-s3-neo-gt-i9300i-black2.jpg,/samsung-galaxy-s3-neo-gt-i9300i-black3.jpg,/samsung-galaxy-s3-neo-gt-i9300i-black4.jpg,/samsung-galaxy-s3-neo-gt-i9300i-black5.jpg",moto-x-play-black-32-gb-b-grade,,,6 Months Warranty.,Moto X Play(With Turbo Charger),0.2,,5.0 Megapixel,Yes,,Yes,,,,,,Yes,,3.5 mm,,,,Yes,,,,,,,,Black,Yes,,2 GB,3630 mAh,,,Open Box without accessories ( boxes can be damaged ) . Open Box with dents / scratches . No returns / ASIS conditions . Warranty – 6 months . Price – will be around 10% lesser than Open Box Grade A what we are selling currently.,0.2,Disabled,"Catalog, Search",GST12,No,Motorola,"1.7 GHz, Octa Core",13.97 cm (5.5 Inches),,,,21 Megapixel,32 GB,Smartphone,,6 Months Warranty.,Dual sim,Android (Lollipop),Yes,OPENMOBNTF,"<ul><li>Dual, LTE + LTE</li><li>13 Megapixel</li><li>5.0 Inches</li><li>Android (Lollipop)</li><li>32 GB</li></ul>","<ul><li>Dual, LTE + LTE</li><li>13 Megapixel</li><li>5.0 Inches</li><li>Android (Lollipop)</li><li>32 GB</li></ul>","<ul><li>Dual, LTE + LTE</li><li>13 Megapixel</li><li>5.0 Inches</li><li>Android (Lollipop)</li><li>32 GB</li></ul>",0,0,1,0,0,1,1,1,0,1,0,"Moto X Play (Black, 32 GB) (B Grade)",simple,0
admin,base,Mobiles,simple,"4,144",OPMBNTFB0304,MICROMAX CANVAS XPRESS 2  (Black 8GB) (B Grade),/m/i/micromax-canvas-express-2-e313-8gb-black-champ-1.jpg,/m/i/micromax-canvas-express-2-e313-8gb-black-champ-1.jpg,/m/i/micromax-canvas-express-2-e313-8gb-black-champ-1.jpg,"/Micromax-Q324-Blue2.jpg,/Micromax-Q324-Blue3.jpg",micromax-canvas-xpress-2-black-8gb-b-grade,,,6 Months Warranty.,E313,0.2,,2.0 Megapixel,,,Yes,,,Email,,,Yes,,3.5 mm,Android,with Google Maps,,Yes,,Yes,,,"GSM - 850, 900, 1800, 1900; WCDMA - 2100","Handset, USB Cable, Charger, User Guide, Warranty Card, Battery, Hands-free",13.9 x 0.9 x 7.2 cm,BLACK/CHAMP,"Yes, v4.0","Light Sensor, Gravity Sensor, Proximity Sensor",1 GB,2500 mAh,Yes,,Open Box without accessories ( boxes can be damaged ) . Open Box with dents / scratches . No returns / ASIS conditions . Warranty – 6 months . Price – will be around 10% lesser than Open Box Grade A what we are selling currently.,0.2,Disabled,"Catalog, Search",GST12,No,Micromax,1.4 GHz Octa Core Processor,12.7 cm (5.0 Inches),,"Dual, GSM + GSM",,13 Megapixel,8 GB,Smartphone,,6 Months Warranty.,Dual sim,Android (Lollipop),Yes,OPENMOBNTF,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,MICROMAX CANVAS XPRESS 2  (Black 8GB) (B Grade),simple,0
admin,base,Mobiles,simple,"4,144",OPMBNTFB0283,InFocus M370i (White) (B Grade),/i/n/infocus-m370i-white-16gb-1_1.jpg,/i/n/infocus-m370i-white-16gb-1_1.jpg,/i/n/infocus-m370i-white-16gb-1_1.jpg,"/Infocus-M370-White2.jpg,/Infocus-M370-White3.jpg,/Infocus-M370-White4.jpg",infocus-m370i-white-b-grade,,720 x 1280 Pixels,6 Months Warranty.,M370i ,0.2,,2.0 Megapixel,Yes,,Yes,,,,Yes,Yes,"Yes, micro USB 2.0",,3.5 mm,,,No,"Yes, 802.11, b/g/n",,Yes,,,,"Handset, Battery, Charger, User Manual, Warranty Card",143 x 71.5 x 8.1 mm,White,"Yes, v4.0","Accelerometer, Light sensor, Proximity sensor",2 GB,2230 mAh,Yes,Yes,Open Box without accessories ( boxes can be damaged ) . Open Box with dents / scratches . No returns / ASIS conditions . Warranty – 6 months . Price – will be around 10% lesser than Open Box Grade A what we are selling currently.,0.2,Disabled,"Catalog, Search",GST12,No,InFocus,"1.1 GHz, Snapdragon 210 Quad Core",12.7 cm (5.0 Inches),,"Dual, GSM + GSM",,8.0 Megapixel,16 GB,Smartphone,IPS LCD,6 Months Warranty.,Dual sim,Android (Lollipop),Yes,OPENMOBNTF,<ul><li>2 GB RAM</li><li>8.0 Megapixel</li><li>16 GB ROM</li><li>5.0 Inches</li><li>Android Marshmallow 6</li></ul>,<ul><li>2 GB RAM</li><li>8.0 Megapixel</li><li>16 GB ROM</li><li>5.0 Inches</li><li>Android Marshmallow 6</li></ul>,"<ul><li>Dual, GSM + GSM</li><li>8.0 Megapixel</li><li>IPS LCD</li><li>5.0 Inches</li><li>Android (Lollipop)</li></ul>",0,0,1,0,0,1,1,1,0,1,0,InFocus M370i (White) (B Grade),simple,0
admin,base,Mobiles,simple,"4,144",OPMBNTFB0365,"Honor 4X (GOLD, 8 GB)  (2 GB RAM) (B Grade)",/h/o/honor-4x-gold1.jpg,/h/o/honor-4x-gold1.jpg,/h/o/honor-4x-gold1.jpg,"/samsung-galaxy-s3-neo-gt-i9300i-black2.jpg,/samsung-galaxy-s3-neo-gt-i9300i-black3.jpg,/samsung-galaxy-s3-neo-gt-i9300i-black4.jpg,/samsung-galaxy-s3-neo-gt-i9300i-black5.jpg",honor-4x-gold-8-gb-b-grade,,1280 x 720 Pixels,6 Months Warranty.,Honor 4X - che1-L04, 170 g,Micro Sim,5.0 Megapixel,Yes,Yes ,Yes,,16 M,,Yes,Yes,Yes,, 3.5 mm,,,,Yes  802.11 b/g/n,,Yes,,,,, 77.3 mm x  151.9 mm x  8.7 mm,Gold,Yes,"Digital Compass, Hall Sensor, G-Sensor, Proximity Sensor, Ambient Light Sensor, Accelerometer",2 GB, 3000 mAh,Yes,Yes,Open Box without accessories ( boxes can be damaged ) . Open Box with dents / scratches . No returns / ASIS conditions . Warranty – 6 months . Price – will be around 10% lesser than Open Box Grade A what we are selling currently.,170,Disabled,"Catalog, Search",GST12,No,Honor,"1.2 GHz, Quad Core",13.97 cm (5.5 Inches),,"Dual, LTE + LTE",,13 Megapixel,8 GB,Smartphone,HD IPS,6 Months Warranty.,Dual sim,Android (KitKat),Yes,OPENMOBNTF,"<ul><li>Dual, LTE + LTE</li><li>13 Megapixel</li><li>5 Megapixel</li><li>Android KitKat 4.4</li><li>8 GB ROM</li></ul>","<ul><li>Dual, LTE + LTE</li><li>13 Megapixel</li><li>5 Megapixel</li><li>Android KitKat 4.4</li><li>8 GB ROM</li></ul>","<ul><li>Dual, LTE + LTE</li><li>13 Megapixel</li><li>5 Megapixel</li><li>Android v4.4 OS</li><li>8 GB</li></ul>",0,0,1,0,0,1,1,1,0,1,0,"Honor 4X (GOLD, 8 GB)  (2 GB RAM) (B Grade)",simple,0
admin,base,Mobiles,simple,"4,144",OPMBNTFB0322,Samsung Z3 GOLD ( 8 GB) (B Grade),/s/a/samsung-z3-gold-_-8-gb_.jpg,/s/a/samsung-z3-gold-_-8-gb_.jpg,/s/a/samsung-z3-gold-_-8-gb_.jpg,"/Samsung-Z1-Z130H-Black2.jpg,/Samsung-Z1-Z130H-Black3.jpg",samsung-z3-gold-8-gb-b-grade,,,6 Months Warranty.,Z3,0.2,,5 Megapixel,Yes,,Yes,,,,,,USB 2.0,,3.5 mm,,,No,"Yes, 802.11 b/g/n",,,,,,,120.4  x  63.2  x  9.7 mm,GOLD,Yes,,1 GB,2600 mAh,Yes,,Open Box without accessories ( boxes can be damaged ) . Open Box with dents / scratches . No returns / ASIS conditions . Warranty – 6 months . Price – will be around 10% lesser than Open Box Grade A what we are selling currently.,0.2,Disabled,"Catalog, Search",GST12,No,Samsung,1.3 Ghz,12.7 cm (5 Inches),,"Dual, GSM + GSM",,8 Megapixel,8 GB,Smartphone,,6 Months Warranty.,Dual sim,"Tizen OS, v2.3",Yes,OPENMOBNTF,<ul></ul>,<ul></ul>,"<ul><li>Dual, GSM + GSM</li><li>8 Megapixel</li><li>5 Megapixel</li><li>1 GB</li><li>8 GB</li></ul>",0,0,1,0,0,1,1,1,0,1,0,Samsung Z3 GOLD ( 8 GB) (B Grade),simple,0
admin,base,Mobiles,simple,"4,144",OPMBNTFB0241,Infocus M260 1GBÂ  (8GB White/Black) (B Grade),/i/n/infocus-m260-black-white-1.jpg,/i/n/infocus-m260-black-white-1.jpg,/i/n/infocus-m260-black-white-1.jpg,/Infocus-M260-White2.jpg,infocus-m260-black-white-8-gb-openbox-b-grade,,480 x 854 Pixels,6 Months Warranty.,M260,0.2,Micro SIM,2.0 Megapixel,Yes,,Yes,,,,,,,,3.5 mm,,,No,"Yes, 802.11 b/g/n",,Yes,,,,,132.87 x 67.80 x 10.48 mm,White,"Yes, v4.0","Accelerometer, Ambient light sensor, Proximity sensor",1 GB,2000 mAh,,,Open Box without accessories ( boxes can be damaged ) . Open Box with dents / scratches . No returns / ASIS conditions . Warranty – 6 months . Price – will be around 10% lesser than Open Box Grade A what we are selling currently.,0.2,Disabled,"Catalog, Search",GST12,No,InFocus,,11.43 cm (4.5 Inches),,"Dual, GSM + GSM",,5.0 Megapixel,8 GB,Smartphone,,6 Months Warranty.,Dual sim,Android (Lollipop),Yes,OPENMOBNTF,"<ul><li>Dual, GSM + GSM</li><li>5.0 Megapixel</li><li>4.5 Inches</li><li>Android (Lollipop)</li><li>8 GB</li></ul>","<ul><li>Dual, GSM + GSM</li><li>5.0 Megapixel</li><li>4.5 Inches</li><li>Android (Lollipop)</li><li>8 GB</li></ul>","<ul><li>Dual, GSM + GSM</li><li>5.0 Megapixel</li><li>4.5 Inches</li><li>Android (Lollipop)</li><li>8 GB</li></ul>",0,0,1,0,0,1,1,1,0,1,0,Infocus M260 1GBÂ  (8GB White/Black) (B Grade),simple,0
admin,base,Mobiles,simple,"4,144",OPMBNTFB0643,Moto X Style XT1572 (16GB White) (B Grade),/m/o/moto-x-xt-1052-black1.jpg,/m/o/moto-x-xt-1052-black1.jpg,/m/o/moto-x-xt-1052-black1.jpg,"/samsung-galaxy-s3-neo-gt-i9300i-black2.jpg,/samsung-galaxy-s3-neo-gt-i9300i-black3.jpg,/samsung-galaxy-s3-neo-gt-i9300i-black4.jpg,/samsung-galaxy-s3-neo-gt-i9300i-black5.jpg",moto-x-xt1052-white-16-gb-b-grade,,,6 Months Warranty.,Moto X XT1052,0.2,,2.0 Megapixel,Yes,,Yes,,,,,,Yes,,3.5 mm,,,,Yes,,Yes,,,,,,White,Yes,,2 GB,2200 mAh,,,Open Box without accessories ( boxes can be damaged ) . Open Box with dents / scratches . No returns / ASIS conditions . Warranty – 6 months . Price – will be around 10% lesser than Open Box Grade A what we are selling currently.,0.2,Enabled,"Catalog, Search",GST12,No,Motorola,"1.7 GHz, Quad Core",11.94 cm (4.7 Inches),,"Single, GSM",,10 Megapixel,16 GB,Smartphone,,6 Months Warranty.,Single sim,Android (KitKat),Yes,OPENMOBNTF,"<ul><li>Single, GSM</li><li>10 Megapixel</li><li>4.7 Inches</li><li>Android (KitKat)</li><li>16 GB</li></ul>","<ul><li>Single, GSM</li><li>10 Megapixel</li><li>4.7 Inches</li><li>Android (KitKat)</li><li>16 GB</li></ul>","<ul><li>Single, GSM</li><li>10 Megapixel</li><li>4.7 Inches</li><li>Android (KitKat)</li><li>16 GB</li></ul>",0,0,1,0,0,1,1,1,0,1,0,Moto X Style XT1572 (16GB White) (B Grade),simple,0
admin,base,Mobiles,simple,"4,144",OPMBNTFB0216,MOTOROLA Nexus 6 (32GB Dark) (B Grade),/m/o/motorola-nexus-6-midnight-blue.jpg,/m/o/motorola-nexus-6-midnight-blue.jpg,/m/o/motorola-nexus-6-midnight-blue.jpg,"/samsung-galaxy-s3-neo-gt-i9300i-black2.jpg,/samsung-galaxy-s3-neo-gt-i9300i-black3.jpg,/samsung-galaxy-s3-neo-gt-i9300i-black4.jpg,/samsung-galaxy-s3-neo-gt-i9300i-black5.jpg",motorola-nexus-6-white-32gb-b-grade,,,6 Months Warranty.,Nexus 6 XT1100,0.2,,2.0 Megapixel,"Yes, Full HD",,Yes,,,,,,Yes,,3.5 mm,,,,Yes,,Yes,,,,,,Dark,Yes,,3 GB,3220 mAh,,Yes,Open Box without accessories ( boxes can be damaged ) . Open Box with dents / scratches . No returns / ASIS conditions . Warranty – 6 months . Price – will be around 10% lesser than Open Box Grade A what we are selling currently.,0.2,Disabled,"Catalog, Search",GST12,No,Motorola,2.7 GHz Quad Core Processor ,15.24 cm (6.0 Inches),,"Single, GSM",,13 Megapixel,32 GB,Smartphone,,6 Months Warranty.,Single sim,Android (Lollipop),Yes,OPENMOBNTF,"<ul><li>Single, GSM</li><li>13 Megapixel</li><li>6.0 Inches</li><li>Android (Lollipop)</li><li>32 GB</li></ul>","<ul><li>Single, GSM</li><li>13 Megapixel</li><li>6.0 Inches</li><li>Android (Lollipop)</li><li>32 GB</li></ul>","<ul><li>Single, GSM</li><li>13 Megapixel</li><li>6.0 Inches</li><li>Android (Lollipop)</li><li>32 GB</li></ul>",0,0,1,0,0,1,1,1,0,1,0,MOTOROLA Nexus 6 (32GB Dark) (B Grade),simple,0
