sku,image,small_image,thumbnail,media_gallery
QCMBB000144,samsung-galaxy-s2-black1_1_2_1.jpg,samsung-galaxy-s2-black1_1_2_1.jpg,samsung-galaxy-s2-black1_1_2_1.jpg,name3.jpg;name4.jpg
